Date,Total Current Assets,Total Liabilities,Total Debt,Total Current Liabilities,Total Equity,Total Liabilities And Shareholders' Equity,Tangible Book Value - Reported,Tangible Book Value - Utility,Tangible Book Value - Insurance,Tangible Book Value - Banks,Total Common Shares Outstanding,"Total Receivables, Net",Total Inventory,"Other Current Assets, Total","Other Earning Assets, Total",Net Loans,"Property/Plant/Equipment, Total - Net","Goodwill, Net","Intangibles, Net","Other Assets, Total","Total Assets, Reported",Fed Funds Purchased / Security Sold Under Repurchase Agreement,Total Short Term Borrowings,"Other Current liabilities, Total","Other Liabilities, Total","Common Stock, Total","Other Equity, Total","Accounts Receivable - Trade, Net",Total Investment Securities,"Property, Plant And Equipment, Total - Gross",Cash,Cash and Equivalents,Cash and Equivalents,"Accounts Receivable - Trade, Gross",Provision for Doubtful Accounts,Receivables - Other,Prepaid Expenses,Other Current Assets,Cash & Due From Banks,Fed Funds Sold/Scty Prchd Under Resale Agrmnt,Other Short Term Investments,Securities Held To Maturity,Securities for Sale,Total Gross Loans,Loan Loss Allowances,Building - Gross,Land/Improvements - Gross,Machinery/Equipment - Gross,Construction in Progress - Gross,Other Property/Plant/Equipment - Gross,"Accumulated Depreciation, Total",Accumulated Intangible Amortization,Interest Receivable,Other Assets,Accounts Payable,Accrued Expenses,Interest Bearing Deposits,Total Deposits,Other Short Term Borrowings,Dividends Payable,Customer Advances,Income Taxes Payable,Other Payables,Other Current Liabilities,Capital Lease Obligations,Reserves,Pension Benefits - Underfunded,Other Liabilities,Common Stock,Additional Paid-In Capital,Retained Earnings (Accumulated Deficit),Treasury Stock - Common,Unrealized Gain (Loss),Translation Adjustment,Other Equity,Other Comprehensive Income,Shares Out - Common Stock Primary Issue,Treas Shares - Common Stock Prmry Issue,Full-Time Employees,Deferred Revenue - Current,Total Risk-Weighted Capital,Trading Account,Non-Performing Loans,Total Current Assets less Inventory,Quick Ratio,Current Ratio,Net Debt Incl. Pref.Stock & Min.Interest,Tangible Book Value Per Share,Pension Obligation - Domestic,Plan Assets - Domestic,Funded Status - Domestic,Total Funded Status,LT Investment - Affiliate Companies,LT Investments - Other,Long Term Investments,Note Receivable - Long Term,Deferred Income Tax - LT Asset,Restricted Cash - Long Term,Other Long Term Assets,Minority Interest,Other Long Term Liabilities,Long Term Debt Maturing within 1 Year,Long Term Debt Maturing in Year 2,Long Term Debt Maturing in Year 3,Long Term Debt Maturing in Year 4,Long Term Debt Maturing in Year 5,Long Term Debt Maturing in Years 2 and 3,Long Term Debt Maturing in Years 4 and 5,Long Term Debt Maturing in Year 6 and Beyond,Total Plan Obligations,Total Plan Assets,Short Term Investments,Cash and Short Term Investments,Notes Receivable - Short Term,"Intangibles, Gross","Other Long Term Assets, Total",Notes Payable/Short Term Debt,Notes Payable/Short Term Debt,Current Port. of LT Debt/Capital Leases,Long Term Debt,Total Long Term Debt,Deferred Income Tax - LT Liability,Number of Common Shareholders,"Accumulated Intangible Amort, Suppl.",Deferred Revenue - Long Term,Tier 1 Capital %,"Total Capital, Percent","Total Long Term Debt, Supplemental",Operating Lease Payments Due in Year 1,Operating Lease Payments Due in Year 2,Operating Lease Payments Due in Year 3,Operating Lease Payments Due in Year 4,Operating Lease Payments Due in Year 5,Operating Lease Payments Due in Years 2 and 3,Operating Lease Payments Due in Years 4 and 5,Oper Lease Pmnts Due in Years 6 and Beyond,"Total Operating Leases, Supplemental","Discount Rate - Domestic, (%)","Compensation Rate - Domestic, (%)",Accrued Liabilities - Domestic,OAPermID
2010-12-31,,7063955000,5247132000,,1298605000,8362560000,1296746000,1296746000,1296746000,1296746000,2800133970,,,,3122746000,4697038000,24899000,1005000,854000,276572000,8362560000,,5247132000,16621000,179061000,700000000,,,2438904000,73590000,,,64550000,,,,,,64550000,,,310287000,2128617000,4699294000,,,34504000,,,39086000,-48691000,,,63291000,,,,1433733000,5247132000,,,16621000,,,,90760000,,88301000,700000000,,598605000,,,,,,2800133970,,449,,4210346000,,26485000,,,,,0.4631,,,,,174896000,,174896000,,,,,99916000,,,,,,,,,,,,,,,,,,5247132000,0,,0,,,,,,21.62,,,,,,,,,,,,,,4295893556
2011-12-31,,8673324000,6793429000,,1460310000,10133634000,1458440000,1458440000,1458440000,1458440000,2800028970,,,,3128754000,6295356000,24224000,1005000,865000,369906000,10133634000,,6793429000,17668000,248413000,800000000,,,2443838000,64983000,,,121109000,,,,,,121109000,,,126955000,2316883000,6324231000,-27698000,,39433000,,,25550000,-40759000,-3084000,,143101000,,,,1368363000,6785535000,,,17668000,,,,104670000,,143743000,800000000,,660310000,,,,,,2800028970,,494,,6010938000,,27698000,,,,,0.52087,,,,,192415000,,192415000,,,,,96791000,,,,,,,,,,,,,,,3949000,,,6793429000,0,,0,,,3084000,,,18.17,,,,,,,,,,,,,,4295893556
2012-12-31,,9022589000,7039356000,,1834729000,10857318000,1832709000,1832709000,1832709000,1832709000,2800028970,,,,3363705000,6823651000,23786000,1005000,1015000,299061000,10857318000,,7039350000,33207000,250295000,1100000000,,,2882262000,66683000,,,132666000,,,,,,132666000,,,0,2882262000,6839601000,-15624000,,39859000,,,26824000,-42897000,-3442000,,58691000,,,,1502628000,7029605000,,,33207000,,,,140173000,,110122000,1100000000,,734729000,,,,,,2800028970,,500,,10153489450,,15624000,,,,,0.65453,,,,,212429000,,212429000,,,,,84273000,,,,,,,,,,,,,,,4457000,,,7039350000,6000,,0,,,3442000,,17.55397,19.43,,,,,,,,,,,,,,4295893556
2013-12-31,,11497204000,10842641000,,1942012000,13439216000,1939763000,1939763000,1939763000,1939763000,2799992170,,,,3676955000,9053616000,24397000,1005000,1244000,80572000,13439216000,1604891000,2250243000,22660000,215299000,1300000000,,,2973058000,,,,345040000,,,,,,345040000,,222295000,0,2973058000,9091057000,-37386000,,,,,,,-3843000,,80572000,89769000,,,251313000,645352000,,,22660000,,,,157442000,,57857000,1300000000,,642012000,,,,,,2799992170,0,,,11541363900,60248000,37386000,,,,,0.69277,,,,,237491000,,237491000,,18896000,,,75522000,,,,,,,,,,,,,,,5087000,18896000,,2250243000,0,8592398000,8592398000,,,3843000,,17.41,16.57,,,,,,,,,,,,,,4295893556
2014-12-31,,13868903000,13283046000,,2356798000,16225701000,2354625000,2354625000,2354625000,2354625000,2800002940,,,,4446311000,10866989000,26454000,1005000,1168000,93128000,16225701000,2162494000,2796642000,37722000,264397000,1500000000,,,3517617000,71563000,,,507794000,,,,,,507794000,293000,319507000,0,3517617000,10885514000,-18438000,,38870000,,,32693000,-45109000,-4403000,,93128000,96591000,9475000,,110219000,634148000,,,37722000,,,,200821000,,63576000,1500000000,413000,733072000,,123313000,,,,2800002940,0,,,13822924200,20543000,75040000,,,,,0.84094,,,,,263919000,,263919000,,18933000,,,67453000,,,,,,,,,,,,,,,5571000,18933000,,2796642000,0,10486404000,10486404000,0,,4403000,,17.47,18.33,,,,,,,,,,,,,,4295893556
2015-12-31,,18648278000,17823950000,,2718302000,21366580000,2716246000,2716246000,2716246000,2716246000,2799993610,,,,6131990000,13633129000,207027000,1005000,1051000,257544000,21366580000,2168035000,2314616000,48426000,387841000,1750000000,,,3844764000,230434000,,,811123000,,,,,,811123000,450000,454957000,872602000,2972162000,13694244000,-61017000,,197289000,,,33145000,-23407000,-4927000,,257544000,129298000,10768000,,182505000,146581000,,,48426000,,,,207092000,,180749000,1750000000,428000,821010000,,146864000,,,,2799993610,0,,,18086181300,39777000,76158000,,,,,0.97009,,,,,295912000,,295912000,,27799000,,,65490000,,,,,,,,,,,,,,,5978000,27799000,,2314616000,,15509334000,15509334000,0,,4927000,,15.27,16.0,,,,,,,,,,,,,,4295893556
2016-12-31,,21790402000,19914899000,,3085084000,24875486000,3081986000,3081986000,3081986000,3081986000,2799998410,,,,5815656000,17339837000,231328000,1005000,2093000,361463000,24875486000,295354000,421592000,11779000,640359000,2050000000,,,4444141000,258697000,,,778076000,,,,,,778076000,901000,618632000,1375729000,3068412000,17392053000,-51615000,,225925000,,,32772000,-27369000,-3139000,,361463000,193612000,10904000,,960880000,126238000,,,11779000,,,,268129000,,372230000,2050000000,428000,903384000,,131272000,,,,2799998410,0,,,22507376000,13001000,71896000,,,,,1.10071,,,,,327846000,,327846000,,18182000,,,57969000,,,,,,,,,,,,,,,5232000,18182000,,421592000,,19493307000,19493307000,0,,3139000,,13.84,14.56,,,,,,,,,,,,,,4295893556
2017-12-31,,26259014000,24517768000,,3658622000,29917636000,3655037000,3655037000,3655037000,3655037000,2800009330,,,,5696347000,22400640000,245798000,1005000,2580000,304391000,29917636000,610775000,788528000,53648000,730559000,2400000000,,,4623419000,277506000,,,847135000,,,,,,847135000,3000,579238000,1532047000,3091372000,22464762000,-53575000,,242240000,,,35266000,-31708000,-3957000,,304391000,191022000,12151000,,701147000,177753000,,,53648000,,,,419474000,,311085000,2400000000,428000,1071480000,,186714000,,,,2800009330,0,,,29002503000,9305000,91300000,,,,,1.30537,,,,,378850000,,378850000,,40890000,,,52719000,,,,,,,,,,,,,,,6537000,40890000,,788528000,,23729240000,23729240000,0,,3957000,,12.7,17.03,,,,,,,,,,,,,,4295893556
2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295893556
2018-12-31,,34123986000,32351162000,,4145454000,38269440000,4140582000,4140582000,4140582000,4140582000,2800000000,,,,7385740000,27841371000,292651000,1005000,3867000,754588000,38269440000,,32529000,94104000,1222766000,2800000000,144807000,,5575254000,328156000,,,1550459000,,,,,,1550459000,,1810486000,2154941000,3420313000,28377081000,-518537000,,291924000,,,36232000,-35505000,-5175000,,754588000,,15054000,,402278000,32529000,,,94104000,,,,246222000,,976544000,2800000000,516000,1200131000,,,,,144807000,2800000000,0,,,37814453000,9859000,597210000,,,,,1.47878,,,,,435915000,,435915000,,3844000,,,38622000,,,,,,,,,,,,,,,9042000,3844000,,32529000,,32318633000,32318633000,,,5175000,,10.96,15.99,,,,,,,,,,,,,,4295893556
