Date,Total Current Assets,Total Liabilities,Total Debt,Total Current Liabilities,Total Equity,Total Liabilities And Shareholders' Equity,Tangible Book Value - Reported,Tangible Book Value - Utility,Tangible Book Value - Insurance,Tangible Book Value - Banks,Total Common Shares Outstanding,"Total Receivables, Net",Total Inventory,"Other Current Assets, Total","Other Earning Assets, Total",Net Loans,"Property/Plant/Equipment, Total - Net","Goodwill, Net","Intangibles, Net","Other Assets, Total","Total Assets, Reported",Fed Funds Purchased / Security Sold Under Repurchase Agreement,Total Short Term Borrowings,"Other Current liabilities, Total","Other Liabilities, Total","Common Stock, Total","Other Equity, Total","Accounts Receivable - Trade, Net",Total Investment Securities,"Property, Plant And Equipment, Total - Gross",Cash,Cash and Equivalents,Cash and Equivalents,"Accounts Receivable - Trade, Gross",Provision for Doubtful Accounts,Receivables - Other,Prepaid Expenses,Other Current Assets,Cash & Due From Banks,Fed Funds Sold/Scty Prchd Under Resale Agrmnt,Other Short Term Investments,Securities Held To Maturity,Securities for Sale,Total Gross Loans,Loan Loss Allowances,Building - Gross,Land/Improvements - Gross,Machinery/Equipment - Gross,Construction in Progress - Gross,Other Property/Plant/Equipment - Gross,"Accumulated Depreciation, Total",Accumulated Intangible Amortization,Interest Receivable,Other Assets,Accounts Payable,Accrued Expenses,Interest Bearing Deposits,Total Deposits,Other Short Term Borrowings,Dividends Payable,Customer Advances,Income Taxes Payable,Other Payables,Other Current Liabilities,Capital Lease Obligations,Reserves,Pension Benefits - Underfunded,Other Liabilities,Common Stock,Additional Paid-In Capital,Retained Earnings (Accumulated Deficit),Treasury Stock - Common,Unrealized Gain (Loss),Translation Adjustment,Other Equity,Other Comprehensive Income,Shares Out - Common Stock Primary Issue,Treas Shares - Common Stock Prmry Issue,Full-Time Employees,Deferred Revenue - Current,Total Risk-Weighted Capital,Trading Account,Non-Performing Loans,Total Current Assets less Inventory,Quick Ratio,Current Ratio,Net Debt Incl. Pref.Stock & Min.Interest,Tangible Book Value Per Share,Pension Obligation - Domestic,Plan Assets - Domestic,Funded Status - Domestic,Total Funded Status,LT Investment - Affiliate Companies,LT Investments - Other,Long Term Investments,Note Receivable - Long Term,Deferred Income Tax - LT Asset,Restricted Cash - Long Term,Other Long Term Assets,Minority Interest,Other Long Term Liabilities,Long Term Debt Maturing within 1 Year,Long Term Debt Maturing in Year 2,Long Term Debt Maturing in Year 3,Long Term Debt Maturing in Year 4,Long Term Debt Maturing in Year 5,Long Term Debt Maturing in Years 2 and 3,Long Term Debt Maturing in Years 4 and 5,Long Term Debt Maturing in Year 6 and Beyond,Total Plan Obligations,Total Plan Assets,Short Term Investments,Cash and Short Term Investments,Notes Receivable - Short Term,"Intangibles, Gross","Other Long Term Assets, Total",Notes Payable/Short Term Debt,Notes Payable/Short Term Debt,Current Port. of LT Debt/Capital Leases,Long Term Debt,Total Long Term Debt,Deferred Income Tax - LT Liability,Number of Common Shareholders,"Accumulated Intangible Amort, Suppl.",Deferred Revenue - Long Term,Tier 1 Capital %,"Total Capital, Percent","Total Long Term Debt, Supplemental",Operating Lease Payments Due in Year 1,Operating Lease Payments Due in Year 2,Operating Lease Payments Due in Year 3,Operating Lease Payments Due in Year 4,Operating Lease Payments Due in Year 5,Operating Lease Payments Due in Years 2 and 3,Operating Lease Payments Due in Years 4 and 5,Oper Lease Pmnts Due in Years 6 and Beyond,"Total Operating Leases, Supplemental","Discount Rate - Domestic, (%)","Compensation Rate - Domestic, (%)",Accrued Liabilities - Domestic,OAPermID
2011-09-30,,711589000000,137623000000,,42168000000,753757000000,34323000000,34323000000,34323000000,34323000000,2183743270,,,,234922000000,382369000000,1919000000,5567000000,1695000000,119901000000,753757000000,6379000000,20686000000,561000000,126290000000,20360000000,1019000000,,30832000000,4096000000,,,5125000000,,,,,,5125000000,21968000000,104477000000,12787000000,18045000000,388636000000,-3980000000,,296000000,,,3800000000,-2177000000,-1896000000,3815000000,116086000000,5253000000,,367567000000,388891000000,14307000000,,,561000000,,,,1596000000,295000000,124399000000,20360000000,,20083000000,,123000000,-3667000000,4331000000,355000000,2183743270,49081980,44645,,341069000000,130983000000,2150000000,,,,,15.71751,6887000000,6605000000,-282000000,-282000000,,,,,2243000000,,,20000000,,37685000000,18104750000,18104750000,18104750000,18104750000,36209500000,36209500000,15980000000,6887000000,6605000000,,,,3591000000,2259000000,,20686000000,,116937000000,116937000000,28000000,476387,1896000000,,9.7,11.26,126084000000,319000000,254750000,254750000,254750000,254750000,509500000,509500000,1545000000,2883000000,4.9,3.0,-282000000,4295857405
2011-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295857405
2012-09-30,,719334000000,135227000000,,43756000000,763090000000,36085000000,36085000000,36085000000,36085000000,2275911700,,,,226246000000,394735000000,1901000000,5266000000,1822000000,124774000000,763090000000,6868000000,17068000000,713000000,131236000000,22459000000,949000000,,38747000000,4032000000,,,6196000000,,,,,,6196000000,13268000000,108660000000,9762000000,28985000000,400873000000,-4221000000,,270000000,,,3762000000,-2131000000,-1872000000,3461000000,121313000000,4801000000,,384023000000,408690000000,10200000000,,,713000000,,,,865000000,1437000000,128934000000,22459000000,,19613000000,,152000000,-3828000000,4331000000,446000000,2275911700,54291420,43336,,331336000000,114640000000,2357000000,,,,,15.85518,4438000000,3959000000,-479000000,-479000000,,,,,2150000000,,,47000000,,33674000000,18376500000,18376500000,18376500000,18376500000,36753000000,36753000000,18216000000,4438000000,3959000000,,,,3694000000,2150000000,,17068000000,,118159000000,118159000000,0,483021,1872000000,,10.27,11.67,125396000000,378000000,290500000,290500000,290500000,290500000,581000000,581000000,1159000000,2699000000,4.3,2.5,-479000000,4295857405
2013-09-30,,763553000000,155718000000,,46317000000,809870000000,38473000000,38473000000,38473000000,38473000000,2320446290,,,,289302000000,398767000000,1993000000,5347000000,2294000000,47407000000,809870000000,10036000000,10036000000,922000000,132055000000,23410000000,1935000000,,39644000000,4023000000,,,63136000000,,,,,,63136000000,29257000000,79791000000,,39644000000,404214000000,-4018000000,,279000000,,,3744000000,-2030000000,-2302000000,2937000000,44470000000,4559000000,,399755000000,463295000000,,,,922000000,,,,720000000,1270000000,130065000000,23410000000,,20628000000,,141000000,-2501000000,4331000000,105000000,2320446290,62140180,42164,,362078000000,32996000000,17203000000,,,,,16.58,5162000000,4821000000,-341000000,-341000000,,,,,1624000000,,,59000000,,47741000000,18409500000,18409500000,18409500000,18409500000,36819000000,36819000000,24073000000,5162000000,4821000000,,,,4596000000,1624000000,,10036000000,,145682000000,145682000000,,509849,2302000000,,10.35,11.8,145452000000,397000000,300000000,300000000,300000000,300000000,600000000,600000000,1185000000,2782000000,4.6,3.2,-354000000,4295857405
2014-09-30,,835410000000,168746000000,,47891000000,883301000000,40171000000,40171000000,40171000000,40171000000,2343210260,,,,323772000000,424204000000,1952000000,5394000000,2326000000,67578000000,883301000000,11896000000,11896000000,729000000,155566000000,24049000000,2340000000,,46305000000,3910000000,,,56458000000,,,,,,56458000000,34185000000,89976000000,,46305000000,428435000000,-3118000000,,271000000,,,3639000000,-1958000000,-2666000000,2972000000,64606000000,4525000000,,424565000000,503829000000,,,,729000000,,,,1968000000,946000000,152652000000,24049000000,,21255000000,,247000000,-1936000000,4331000000,-55000000,2343210260,56485440,41420,,367652000000,44212000000,14473000000,,,,,17.14357,6064000000,6166000000,102000000,102000000,,,,,1617000000,,,17000000,,30124000000,17819750000,17819750000,17819750000,17819750000,35639500000,35639500000,27226000000,6064000000,6166000000,,,,4992000000,1617000000,,11896000000,,156850000000,156850000000,,533010,2666000000,,10.81,12.16,128629000000,417000000,305750000,305750000,305750000,305750000,611500000,611500000,1053000000,2693000000,4.1,3.1,-12000000,4295857405
2015-09-30,,899558000000,198470000000,,55494000000,955052000000,48147000000,48147000000,48147000000,48147000000,2562873000,,,,266806000000,523872000000,1741000000,4631000000,2716000000,85996000000,955052000000,13011000000,13011000000,1114000000,180359000000,31334000000,2612000000,,45189000000,3942000000,,,67149000000,,,,,,67149000000,27995000000,41295000000,,45189000000,528253000000,-3520000000,,153000000,,,3789000000,-2201000000,-2623000000,2899000000,83097000000,4147000000,,418004000000,513547000000,,,,1114000000,,,,2456000000,1119000000,176784000000,31334000000,,21473000000,,75000000,-1091000000,3317000000,386000000,2562873000,62955000,33894,,399758000000,42937000000,12021000000,,,,,18.78634,7687000000,7812000000,125000000,125000000,,,,,2141000000,,,19000000,,30854000000,20248000000,20248000000,20248000000,20248000000,40496000000,40496000000,27233000000,7687000000,7812000000,,,,5339000000,2141000000,,13011000000,,185459000000,185459000000,,569367,2623000000,,12.44,14.15,139079000000,439000000,310750000,310750000,310750000,310750000,621500000,621500000,940000000,2622000000,3.8,3.2,-8000000,4295857405
2016-09-30,,725418000000,191682000000,,51292000000,776710000000,45990000000,45990000000,45990000000,45990000000,2647521000,,,,158497000000,503741000000,1423000000,2913000000,2389000000,51321000000,776710000000,19003000000,19003000000,297000000,48503000000,30968000000,3554000000,,40689000000,,,,53951000000,,,,,,53951000000,31395000000,28237000000,,40689000000,507387000000,-3114000000,,,,,,,,879000000,50442000000,2307000000,,394813000000,480414000000,,,,297000000,,,,408000000,1024000000,47071000000,30968000000,,16687000000,,83000000,-71000000,3317000000,308000000,2647521000,9504000,34263,,,45971000000,,,,,,17.37097,,,,,,,,,1925000000,,,23000000,,32218000000,19031750000,19031750000,19031750000,19031750000,38063500000,38063500000,26444000000,,,,,,,1925000000,,19003000000,,172679000000,172679000000,,581938,,,,,134789000000,,,,,,,,,,,,,4295857405
2016-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550000000,,550000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295857405
2017-09-30,,737019000000,202253000000,,51306000000,788325000000,45705000000,45705000000,45705000000,45705000000,2675869000,,,,163796000000,534452000000,1315000000,2862000000,2739000000,34825000000,788325000000,26341000000,26341000000,230000000,32604000000,31707000000,2801000000,,42131000000,,,,45799000000,,,,,,45799000000,43975000000,19950000000,,42131000000,538091000000,-3224000000,,,,,,,,981000000,33844000000,2283000000,,412589000000,496519000000,,,,230000000,,,,1009000000,952000000,30643000000,31707000000,,16715000000,,83000000,-338000000,2920000000,219000000,2675869000,9643000,33422,,382100000000,50954000000,13110000000,,,,,17.08043,,,,,549000000,,549000000,,1988000000,,,11000000,,17470000000,22029500000,22029500000,22029500000,22029500000,44059000000,44059000000,24962000000,,,,,,,1988000000,,26341000000,,175912000000,175912000000,,570042,,,12.41,14.58,130550000000,393000000,244000000,244000000,244000000,244000000,488000000,488000000,558000000,1927000000,,,,4295857405
2018-09-30,,753809000000,228143000000,,52701000000,806510000000,46914000000,46914000000,46914000000,46914000000,2726344000,,,,190246000000,562160000000,1199000000,2863000000,2924000000,5983000000,806510000000,31157000000,31157000000,103000000,28920000000,33062000000,2641000000,,42056000000,,,,38508000000,,,,,,38508000000,52265000000,13881000000,,42056000000,566108000000,-3513000000,,,,,,,,1182000000,4801000000,2550000000,,402165000000,491124000000,,,,103000000,,,,1217000000,979000000,26724000000,33062000000,,16916000000,,82000000,-343000000,2920000000,64000000,2726344000,7800000,33283,,389700000000,78228000000,1521000000,,,,,17.20766,,,,,544000000,,544000000,,2083000000,,,11000000,,78485000000,,,,,,,114786000000,,,,,,,2083000000,,31157000000,,196986000000,196986000000,,588787,,,12.38,14.12,193271000000,389000000,290500000,290500000,290500000,290500000,581000000,581000000,1447000000,2998000000,,,,4295857405
