Date,Total Current Assets,Total Liabilities,Total Debt,Total Current Liabilities,Total Equity,Total Liabilities And Shareholders' Equity,Tangible Book Value - Reported,Tangible Book Value - Utility,Tangible Book Value - Insurance,Tangible Book Value - Banks,Total Common Shares Outstanding,"Total Receivables, Net",Total Inventory,"Other Current Assets, Total","Other Earning Assets, Total",Net Loans,"Property/Plant/Equipment, Total - Net","Goodwill, Net","Intangibles, Net","Other Assets, Total","Total Assets, Reported",Fed Funds Purchased / Security Sold Under Repurchase Agreement,Total Short Term Borrowings,"Other Current liabilities, Total","Other Liabilities, Total","Common Stock, Total","Other Equity, Total","Accounts Receivable - Trade, Net",Total Investment Securities,"Property, Plant And Equipment, Total - Gross",Cash,Cash and Equivalents,Cash and Equivalents,"Accounts Receivable - Trade, Gross",Provision for Doubtful Accounts,Receivables - Other,Prepaid Expenses,Other Current Assets,Cash & Due From Banks,Fed Funds Sold/Scty Prchd Under Resale Agrmnt,Other Short Term Investments,Securities Held To Maturity,Securities for Sale,Total Gross Loans,Loan Loss Allowances,Building - Gross,Land/Improvements - Gross,Machinery/Equipment - Gross,Construction in Progress - Gross,Other Property/Plant/Equipment - Gross,"Accumulated Depreciation, Total",Accumulated Intangible Amortization,Interest Receivable,Other Assets,Accounts Payable,Accrued Expenses,Interest Bearing Deposits,Total Deposits,Other Short Term Borrowings,Dividends Payable,Customer Advances,Income Taxes Payable,Other Payables,Other Current Liabilities,Capital Lease Obligations,Reserves,Pension Benefits - Underfunded,Other Liabilities,Common Stock,Additional Paid-In Capital,Retained Earnings (Accumulated Deficit),Treasury Stock - Common,Unrealized Gain (Loss),Translation Adjustment,Other Equity,Other Comprehensive Income,Shares Out - Common Stock Primary Issue,Treas Shares - Common Stock Prmry Issue,Full-Time Employees,Deferred Revenue - Current,Total Risk-Weighted Capital,Trading Account,Non-Performing Loans,Total Current Assets less Inventory,Quick Ratio,Current Ratio,Net Debt Incl. Pref.Stock & Min.Interest,Tangible Book Value Per Share,Pension Obligation - Domestic,Plan Assets - Domestic,Funded Status - Domestic,Total Funded Status,LT Investment - Affiliate Companies,LT Investments - Other,Long Term Investments,Note Receivable - Long Term,Deferred Income Tax - LT Asset,Restricted Cash - Long Term,Other Long Term Assets,Minority Interest,Other Long Term Liabilities,Long Term Debt Maturing within 1 Year,Long Term Debt Maturing in Year 2,Long Term Debt Maturing in Year 3,Long Term Debt Maturing in Year 4,Long Term Debt Maturing in Year 5,Long Term Debt Maturing in Years 2 and 3,Long Term Debt Maturing in Years 4 and 5,Long Term Debt Maturing in Year 6 and Beyond,Total Plan Obligations,Total Plan Assets,Short Term Investments,Cash and Short Term Investments,Notes Receivable - Short Term,"Intangibles, Gross","Other Long Term Assets, Total",Notes Payable/Short Term Debt,Notes Payable/Short Term Debt,Current Port. of LT Debt/Capital Leases,Long Term Debt,Total Long Term Debt,Deferred Income Tax - LT Liability,Number of Common Shareholders,"Accumulated Intangible Amort, Suppl.",Deferred Revenue - Long Term,Tier 1 Capital %,"Total Capital, Percent","Total Long Term Debt, Supplemental",Operating Lease Payments Due in Year 1,Operating Lease Payments Due in Year 2,Operating Lease Payments Due in Year 3,Operating Lease Payments Due in Year 4,Operating Lease Payments Due in Year 5,Operating Lease Payments Due in Years 2 and 3,Operating Lease Payments Due in Years 4 and 5,Oper Lease Pmnts Due in Years 6 and Beyond,"Total Operating Leases, Supplemental","Discount Rate - Domestic, (%)","Compensation Rate - Domestic, (%)",Accrued Liabilities - Domestic,OAPermID
2010-12-31,,725612000,0,,136009000,861621000,136009000,136009000,136009000,136009000,9729380,,,,144993000,678175000,6344000,,,26738000,861621000,,,,,109000,2599000,,64790000,12210000,,,5371000,,,,,,5371000,0,,,64790000,692812000,-14637000,7140000,1638000,,0,3432000,-5866000,,3531000,16645000,,4304000,631137000,646308000,,,,,,,,,,,109000,123170000,35773000,-25135000,,,,2599000,8693230,1170160,95,,,,,,,,,13.97921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,267,,,14.92,16.17,,484000,402000,401000,242000,350000,803000,592000,0,1879000,,,,4295902744
2011-12-31,,814546000,0,,184495000,999041000,152561000,152561000,152561000,152561000,11636700,,,,164759000,775609000,10585000,0,0,32129000,999041000,,,,,128000,-939000,,101616000,17086000,,,6755000,,,,,,6755000,,,,101616000,788389000,-12780000,10077000,1638000,,618000,4753000,-6501000,,3569000,13868000,0,8212000,766295000,786334000,,,,,,,,,,,128000,150786000,27623000,-25037000,,,,-939000,10581700,1174930,128,,,,,,,,,13.11033,,,,,1561000,,1561000,,7643000,,,,,,,,,,,,,,,,,,,7643000,,,,,0,,267,,,17.34,18.56,,2107000,2184000,2085000,2009000,2088000,4269000,4097000,5969000,16442000,,,,4295902744
2011-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295902744
2012-12-31,,1493945000,85420000,,188757000,1682702000,142023000,142023000,142023000,142023000,11892620,,,,348835000,1234023000,16147000,7048000,7752000,46874000,1682702000,3485000,3485000,,,131000,1397000,,121419000,,,,8254000,,,,,,8254000,,,,121419000,1248471000,-14448000,,,,,,,,5002000,37345000,,27183000,,1306342000,,,,,,,,,,,131000,154563000,26550000,-25818000,,,,1397000,10780430,1233290,572,,,,,,,,,11.94211,,,,,6197000,,6197000,,7572000,,,,,,,,,,,,,,,,,,,7572000,,3485000,,81935000,81935000,,317,,,13.71,14.97,,4282000,4038000,3858000,3632000,3100000,7896000,6732000,0,18910000,,,,4295902744
2013-12-31,,3303154000,87747000,,324869000,3628023000,188814000,188814000,188814000,188814000,20146140,,,,1016382000,2427306000,66260000,30143000,26035000,51332000,3628023000,5427000,5427000,,,216000,226000,,170022000,76920000,,,4937000,,,,,,4937000,,,,170022000,2446111000,-18805000,33996000,18000000,,2341000,22583000,-10660000,-3281000,10866000,40466000,,46763000,2021330000,2918644000,,,,,,,,,,,216000,256306000,16981000,-27911000,-826000,,,226000,19561470,1397820,1361,,2098682590,,31648000,,,,,9.37222,,,,,5628000,,5628000,,0,,,,,6356000,6356500,6356500,6356500,6356500,12713000,12713000,92959000,,,,,,15433000,0,,5427000,6356000,75964000,75964000,,1276,3281000,,13.6,14.65,124741000,8984000,8238000,6692000,4939000,6745000,14930000,11684000,0,35598000,,,,4295902744
2013-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295902744
2014-12-31,,5467982000,101872000,,503315000,5971297000,347029000,347029000,347029000,347029000,34799940,,,,1793761000,3919642000,78685000,31591000,44818000,67326000,5971297000,8303000,8303000,56000,,364000,-136000,,345695000,,,,14364000,,,,,,14364000,,,,345695000,3949122000,-29480000,,,,,,,-7360000,15113000,51790000,,61223000,4009536000,4671831000,0,,,56000,,,,,,,364000,422910000,29589000,-29798000,509000,,,-136000,34190740,1639020,1438,,,,,,,,,9.97211,,,,,4737000,,4737000,,16373000,,,,,,,,,,,,,,,,,,32612000,16373000,,8303000,,93569000,93569000,,1824,7360000,,,,,,,,,,,,,,,,,4295902744
2014-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295902744
2015-12-31,,7583150000,271576000,,652405000,8235555000,352526000,352526000,352526000,352526000,38039620,,,,2666282000,5148861000,111539000,39244000,69885000,169341000,8235555000,9700000,9700000,1241000,,396000,0,,1795799000,137187000,,,15051000,,,,,,15051000,,,722929000,1072870000,5184394000,-35533000,90029000,11130000,,1793000,34235000,-25648000,-13196000,22800000,145444000,,77248000,5181961000,6303085000,,,,1241000,,,,,,,396000,429790000,63534000,-29070000,-2995000,,,0,38002270,1599020,1679,,5682388190,,45129000,,,,,9.26734,,,,,4011000,,4011000,,11341000,,,,,21064000,16924000,16924000,15544000,15544000,33848000,31088000,294676000,,,,,,32354000,11341000,,9700000,21064000,240812000,240812000,,1497,13196000,,10.71,11.18,380676000,12945000,10192000,6708000,4298000,7899000,16900000,12197000,0,42042000,,,,4295902744
2015-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295902744
