Date,Total Current Assets,Total Liabilities,Total Debt,Total Current Liabilities,Total Equity,Total Liabilities And Shareholders' Equity,Tangible Book Value - Reported,Tangible Book Value - Utility,Tangible Book Value - Insurance,Tangible Book Value - Banks,Total Common Shares Outstanding,"Total Receivables, Net",Total Inventory,"Other Current Assets, Total","Other Earning Assets, Total",Net Loans,"Property/Plant/Equipment, Total - Net","Goodwill, Net","Intangibles, Net","Other Assets, Total","Total Assets, Reported",Fed Funds Purchased / Security Sold Under Repurchase Agreement,Total Short Term Borrowings,"Other Current liabilities, Total","Other Liabilities, Total","Common Stock, Total","Other Equity, Total","Accounts Receivable - Trade, Net",Total Investment Securities,"Property, Plant And Equipment, Total - Gross",Cash,Cash and Equivalents,Cash and Equivalents,"Accounts Receivable - Trade, Gross",Provision for Doubtful Accounts,Receivables - Other,Prepaid Expenses,Other Current Assets,Cash & Due From Banks,Fed Funds Sold/Scty Prchd Under Resale Agrmnt,Other Short Term Investments,Securities Held To Maturity,Securities for Sale,Total Gross Loans,Loan Loss Allowances,Building - Gross,Land/Improvements - Gross,Machinery/Equipment - Gross,Construction in Progress - Gross,Other Property/Plant/Equipment - Gross,"Accumulated Depreciation, Total",Accumulated Intangible Amortization,Interest Receivable,Other Assets,Accounts Payable,Accrued Expenses,Interest Bearing Deposits,Total Deposits,Other Short Term Borrowings,Dividends Payable,Customer Advances,Income Taxes Payable,Other Payables,Other Current Liabilities,Capital Lease Obligations,Reserves,Pension Benefits - Underfunded,Other Liabilities,Common Stock,Additional Paid-In Capital,Retained Earnings (Accumulated Deficit),Treasury Stock - Common,Unrealized Gain (Loss),Translation Adjustment,Other Equity,Other Comprehensive Income,Shares Out - Common Stock Primary Issue,Treas Shares - Common Stock Prmry Issue,Full-Time Employees,Deferred Revenue - Current,Total Risk-Weighted Capital,Trading Account,Non-Performing Loans,Total Current Assets less Inventory,Quick Ratio,Current Ratio,Net Debt Incl. Pref.Stock & Min.Interest,Tangible Book Value Per Share,Pension Obligation - Domestic,Plan Assets - Domestic,Funded Status - Domestic,Total Funded Status,LT Investment - Affiliate Companies,LT Investments - Other,Long Term Investments,Note Receivable - Long Term,Deferred Income Tax - LT Asset,Restricted Cash - Long Term,Other Long Term Assets,Minority Interest,Other Long Term Liabilities,Long Term Debt Maturing within 1 Year,Long Term Debt Maturing in Year 2,Long Term Debt Maturing in Year 3,Long Term Debt Maturing in Year 4,Long Term Debt Maturing in Year 5,Long Term Debt Maturing in Years 2 and 3,Long Term Debt Maturing in Years 4 and 5,Long Term Debt Maturing in Year 6 and Beyond,Total Plan Obligations,Total Plan Assets,Short Term Investments,Cash and Short Term Investments,Notes Receivable - Short Term,"Intangibles, Gross","Other Long Term Assets, Total",Notes Payable/Short Term Debt,Notes Payable/Short Term Debt,Current Port. of LT Debt/Capital Leases,Long Term Debt,Total Long Term Debt,Deferred Income Tax - LT Liability,Number of Common Shareholders,"Accumulated Intangible Amort, Suppl.",Deferred Revenue - Long Term,Tier 1 Capital %,"Total Capital, Percent","Total Long Term Debt, Supplemental",Operating Lease Payments Due in Year 1,Operating Lease Payments Due in Year 2,Operating Lease Payments Due in Year 3,Operating Lease Payments Due in Year 4,Operating Lease Payments Due in Year 5,Operating Lease Payments Due in Years 2 and 3,Operating Lease Payments Due in Years 4 and 5,Oper Lease Pmnts Due in Years 6 and Beyond,"Total Operating Leases, Supplemental","Discount Rate - Domestic, (%)","Compensation Rate - Domestic, (%)",Accrued Liabilities - Domestic,OAPermID
2011-10-31,,474222000000,57633000000,,26353000000,500575000000,18281000000,18281000000,18281000000,18281000000,638999560,,,,228405000000,231658000000,2061000000,3649000000,1562000000,9798000000,500575000000,52285000000,52285000000,591000000,96446000000,11332000000,666000000,,51426000000,5188000000,,,19676000000,,,,,,19676000000,37970000000,55877000000,0,51426000000,233441000000,-1783000000,1539000000,304000000,,,3345000000,-3127000000,-1579000000,870000000,8928000000,,1073000000,,302373000000,,,,591000000,,,,,992000000,95454000000,11332000000,113000000,11381000000,,,,,666000000,638999560,,46975,,208672000000,69925000000,2685000000,,,,,28.60878,5124000000,5338000000,214000000,-1574000000,,,,,3355000000,,,1483000000,,267000000,237000000,237000000,268500000,268500000,474000000,537000000,6304000000,6984000000,5410000000,,,,3141000000,3766000000,,52285000000,,5348000000,5348000000,314000000,58769,1579000000,,12.0,14.9,7582000000,252000000,219000000,219000000,173500000,173500000,438000000,347000000,724000000,1761000000,5.1,3.3,-37000000,4295860596
2011-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295860596
2012-10-31,,496794000000,67269000000,,28655000000,525449000000,20921000000,20921000000,20921000000,20921000000,650729640,,,,234993000000,248589000000,2120000000,3717000000,1552000000,11123000000,525449000000,63176000000,63176000000,404000000,85867000000,11957000000,480000000,,57257000000,5037000000,,,19941000000,,,,,,19941000000,44238000000,49029000000,875000000,56382000000,250295000000,-1706000000,1554000000,291000000,,,3192000000,-2917000000,-1945000000,861000000,10262000000,,977000000,,323702000000,,,,404000000,,,,,1032000000,84835000000,11957000000,213000000,13540000000,,,,,480000000,650729640,,46272,,205230000000,70109000000,2976000000,,,,,32.15006,6012000000,5802000000,-210000000,-2399000000,,,,,2906000000,,,1435000000,,198000000,194500000,194500000,249000000,249000000,389000000,498000000,4769000000,8282000000,5883000000,,,,3497000000,3414000000,,63176000000,,4093000000,4093000000,171000000,59238,1945000000,,12.6,14.9,5854000000,274000000,248000000,221000000,194000000,165000000,469000000,359000000,700000000,1802000000,4.2,2.9,-43000000,4295860596
2013-10-31,,506937000000,77687000000,,30107000000,537044000000,22512000000,22512000000,22512000000,22512000000,644129950,,,,221414000000,270822000000,2168000000,3819000000,1511000000,8002000000,537044000000,51330000000,51330000000,438000000,42328000000,12003000000,232000000,,59742000000,5323000000,,,26089000000,,,,,,26089000000,39799000000,31158000000,6032000000,53710000000,272487000000,-1665000000,1680000000,297000000,,,3346000000,-3155000000,-2208000000,753000000,7249000000,,877000000,,368369000000,,,,438000000,,,,,1185000000,41143000000,12003000000,315000000,15087000000,,,,,-8000000,644129950,,45500,,,75159000000,,,,,,34.94947,6181000000,6267000000,86000000,-2169000000,,,,,3027000000,,,1072000000,,0,0,1332000000,1332000000,1332000000,1332000000,2664000000,0,8531000000,6362000000,,,,3719000000,3219000000,,51330000000,,26357000000,26357000000,107000000,56241,2208000000,,,,3996000000,,,,,,,,,,4.6,2.9,-106000000,4295860596
2013-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332458000000,,,,,,,,,,,,,,,,205000000,405000000,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295860596
2014-10-31,,554346000000,94421000000,,34313000000,588659000000,23868000000,23868000000,23868000000,23868000000,649050050,,,,246962000000,292160000000,2276000000,5353000000,2052000000,8190000000,588659000000,67043000000,67043000000,235000000,45692000000,12357000000,1219000000,,57310000000,5660000000,,,28386000000,,,,,,28386000000,53555000000,33642000000,10344000000,46966000000,293894000000,-1734000000,1802000000,300000000,,,3558000000,-3384000000,-2676000000,879000000,7311000000,,1050000000,351194000000,393088000000,,,,235000000,,,,,1433000000,44259000000,12357000000,304000000,17237000000,,156000000,1368000000,,141000000,649050050,0,47000,,222931000000,85022000000,6443000000,,,,,36.77374,7504000000,7536000000,32000000,-2529000000,,,,,3019000000,,,1091000000,,0,0,1637666670,1637666670,1637666670,1637666670,3275333340,-10,10178000000,7649000000,,,,4728000000,3280000000,,67043000000,,27378000000,27378000000,178000000,55610,2676000000,,12.0,14.3,4913000000,308000000,281000000,210000000,210000000,210000000,491000000,420000000,638000000,1857000000,4.1,2.9,-229000000,4295860596
2015-10-31,,602459000000,87206000000,,39422000000,641881000000,27905000000,27905000000,27905000000,27905000000,642583340,,,,218151000000,322717000000,2285000000,6069000000,2208000000,46492000000,641881000000,61117000000,61117000000,102000000,55203000000,12313000000,4595000000,,57438000000,6005000000,,,40295000000,,,,,,40295000000,68066000000,1020000000,9432000000,48006000000,324572000000,-1855000000,1908000000,280000000,,,3817000000,-3720000000,-3281000000,882000000,45610000000,,969000000,386640000000,438169000000,,,,102000000,,,,,1556000000,53647000000,12313000000,299000000,18930000000,,45000000,4073000000,,612000000,642583340,0,47000,,239716000000,72460000000,4861000000,,,,,43.42627,7934000000,8072000000,138000000,-2438000000,,,,,3162000000,,,491000000,,0,100000000,1438666670,1438666670,1438666670,1538666670,2877333340,-10,10641000000,8203000000,,,,5489000000,3664000000,,61117000000,,26089000000,26089000000,265000000,53481,3281000000,,12.3,14.4,4416000000,353000000,328000000,240333330,240333330,240333330,568333330,480666660,675000010,2077000000,4.1,2.9,-364000000,4295860596
2015-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295860596
2016-10-31,,645631000000,92640000000,,42304000000,687935000000,29905000000,29905000000,29905000000,29905000000,645761330,,,,234101000000,358730000000,2147000000,6381000000,2178000000,49644000000,687935000000,65824000000,65824000000,81000000,66251000000,12539000000,4426000000,,64628000000,,,,31653000000,,,,,,31653000000,66646000000,899000000,8965000000,55663000000,360655000000,-1925000000,,,,,,,,,49644000000,,,418985000000,473372000000,,,,81000000,,,,,,66251000000,12539000000,294000000,21205000000,,,,,4426000000,645761330,0,45000,,277562000000,84458000000,4574000000,,,,,46.30968,8992000000,8655000000,-337000000,-3240000000,,,,,3101000000,,,24000000,,4101000000,3248000000,3252000000,3252000000,3252000000,6500000000,6504000000,9711000000,12045000000,8805000000,,,,,3101000000,,65824000000,,22815000000,22815000000,242000000,52087,,,11.6,13.6,26816000000,357000000,317000000,236333330,236333330,236333330,553333330,472666660,602000010,1985000000,4.2,2.7,-455000000,4295860596
2016-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4001000000,,,,,,,,,,,,,,,,,,,,,,4295860596
2017-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2177000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295860596
2017-10-31,,665226000000,108365000000,,44354000000,709580000000,31711000000,31711000000,31711000000,31711000000,647816320,,,,294041000000,359435000000,2033000000,6244000000,2159000000,9696000000,709580000000,80282000000,80282000000,125000000,49057000000,13032000000,3191000000,,63169000000,6236000000,,,32599000000,,,,,,32599000000,78212000000,2552000000,9094000000,54075000000,360340000000,-1833000000,1726000000,174000000,,,4336000000,-4203000000,-4083000000,1079000000,8617000000,,1037000000,423916000000,479792000000,,,,125000000,,,,,1667000000,47390000000,13032000000,307000000,23709000000,,-125000000,3465000000,,-182000000,647816320,0,45000,,269466000000,152550000000,4104000000,,,,,48.9506,8846000000,8990000000,144000000,-2685000000,,,,,2865000000,,,0,,3643000000,3931000000,3937333330,3937333330,3937333330,7868333330,7874666660,8697000010,11832000000,9147000000,,,,6242000000,3373000000,,80282000000,3643000000,24440000000,24440000000,233000000,50805,4083000000,,13.0,15.1,28083000000,360000000,1032000000,109666670,109666670,109666670,1141666670,219333340,711999990,2433000000,3.4,2.8,-364000000,4295860596
2018-10-31,,727572000000,127321000000,,45721000000,773293000000,32736000000,32736000000,32736000000,32736000000,639329630,,,,325293000000,384928000000,1986000000,6373000000,2272000000,7596000000,773293000000,95488000000,95488000000,50000000,49179000000,12929000000,2822000000,,68925000000,6448000000,,,42142000000,,,,,,42142000000,87070000000,14116000000,6485000000,62440000000,385630000000,-1639000000,1627000000,145000000,,,4676000000,-4462000000,-4565000000,1461000000,6135000000,1898000000,1385000000,464199000000,520928000000,,,,50000000,,,,,1216000000,47963000000,12929000000,300000000,25850000000,,-520000000,3727000000,,-1074000000,639329630,0,45454,,,143914000000,,,,,,51.20363,,,,,,,,,2039000000,,,0,,3703000000,4912000000,4466000000,4466000000,4466000000,9378000000,8932000000,9820000000,,,,,,6837000000,2703000000,,95488000000,3703000000,28130000000,28130000000,74000000,,4565000000,,,,31833000000,,,,,,,,,,,,,4295860596
2018-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295860596
2019-10-31,,801119000000,147063000000,,51076000000,852195000000,37622000000,37622000000,37622000000,37622000000,639232280,,,,356088000000,426964000000,2055000000,6340000000,2424000000,7721000000,852195000000,112603000000,112603000000,55000000,49695000000,12971000000,4491000000,,88987000000,6701000000,,,48803000000,,,,,,48803000000,107521000000,17184000000,24472000000,64515000000,427944000000,-1850000000,1534000000,109000000,,,5058000000,-4646000000,-5163000000,1755000000,5966000000,2204000000,1693000000,509676000000,568143000000,,,,55000000,,,,,1454000000,48241000000,12971000000,303000000,28725000000,,-104000000,3703000000,658000000,513000000,639232280,0,45513,,317029000000,125505000000,4007000000,,,,,58.85498,9866000000,9723000000,-143000000,-2526000000,,,,,1568000000,,,0,,5067000000,5350000000,4593000000,4593000000,4593000000,9943000000,9186000000,9958000000,12424000000,9898000000,,,,7587000000,1800000000,,112603000000,5067000000,29393000000,29393000000,60000000,,5163000000,,13.0,15.2,34154000000,389000000,361000000,310333330,310333330,310333330,671333330,620666660,2119000010,3800000000,3.0,2.1,-329000000,4295860596
2019-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295860596
2020-10-31,,892668000000,155748000000,,56593000000,949261000000,42926000000,42926000000,42926000000,42926000000,645236670,,,,417684000000,445681000000,4183000000,6535000000,2442000000,13693000000,949261000000,117582000000,117582000000,126000000,51112000000,13430000000,7229000000,,121873000000,9300000000,,,57408000000,,,,,,57408000000,118222000000,18911000000,48466000000,73407000000,448307000000,-3303000000,1454000000,112000000,,,7734000000,-5117000000,-5604000000,1586000000,12107000000,2969000000,1359000000,581947000000,659034000000,,,,126000000,,,,,1700000000,49412000000,13430000000,302000000,30745000000,,197000000,3980000000,1908000000,1979000000,645236670,652730,43360,,336607000000,156646000000,9369000000,,,,,66.52753,10493000000,10064000000,-429000000,-2848000000,,,,,1473000000,,,,,5999000000,4946000000,4192333330,4192333330,4192333330,9138333330,8384666660,11783000010,13093000000,10245000000,,,,8046000000,1635000000,,117582000000,5999000000,29758000000,32167000000,108000000,,5604000000,,13.6,16.2,35305000000,,,,,,,,,,2.7,2.1,-553000000,4295860596
2020-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2409000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295860596
2021-10-31,,930652000000,164751000000,,57523000000,988175000000,46229000000,46229000000,46229000000,46229000000,648099950,,,,397859000000,458677000000,4454000000,5378000000,2266000000,24006000000,988175000000,129629000000,129629000000,221000000,52019000000,13599000000,4647000000,,113093000000,9572000000,,,93261000000,,,,,,93261000000,113818000000,17708000000,49970000000,63123000000,460826000000,-2564000000,1354000000,99000000,,,8119000000,-5118000000,-5700000000,1452000000,22554000000,3413000000,960000000,592325000000,685631000000,,,,221000000,,,2743000000,,1232000000,50787000000,13599000000,313000000,35497000000,,-183000000,2269000000,1908000000,185000000,648099950,36520,43863,,325433000000,166636000000,2851000000,,,,,71.33005,9716000000,10525000000,809000000,-1469000000,,,,,1287000000,,,,,4419000000,7240000000,3272000000,3272000000,3272000000,10512000000,6544000000,10904000000,12160000000,10691000000,,,,7966000000,2274000000,,129629000000,4419000000,27960000000,30703000000,192000000,,5700000000,,15.4,17.6,32379000000,,,,,,,,,,3.2,2.2,-138000000,4295860596
2022-10-31,,1068161000000,182995000000,,71038000000,1139199000000,60910000000,60910000000,60910000000,60910000000,676932190,,,,474255000000,551602000000,4841000000,5285000000,2193000000,11064000000,1139199000000,144942000000,144942000000,425000000,84994000000,17744000000,4641000000,,150151000000,10912000000,,,87466000000,,,,,,87466000000,126780000000,17557000000,106590000000,43561000000,553956000000,-2617000000,1688000000,119000000,,,9105000000,-6071000000,-6124000000,2726000000,8338000000,2966000000,2319000000,678205000000,769478000000,,,,425000000,,,2835000000,,920000000,84074000000,17744000000,317000000,45117000000,,569000000,5168000000,3658000000,-5129000000,676932190,174690,46722,,363997000000,200517000000,2283000000,,,,,89.97947,7082000000,8261000000,1179000000,-522000000,,,,,1175000000,,,,,6584000000,5136000000,3122333330,3122333330,3122333330,8258333330,6244666660,14131000010,8930000000,8408000000,,,,8317000000,2493000000,,144942000000,6584000000,28634000000,31469000000,102000000,,6124000000,,18.4,20.7,35218000000,,,,,,,,,,5.5,2.3,-88000000,4295860596
