Date,Total Current Assets,Total Liabilities,Total Debt,Total Current Liabilities,Total Equity,Total Liabilities And Shareholders' Equity,Tangible Book Value - Reported,Tangible Book Value - Utility,Tangible Book Value - Insurance,Tangible Book Value - Banks,Total Common Shares Outstanding,"Total Receivables, Net",Total Inventory,"Other Current Assets, Total","Other Earning Assets, Total",Net Loans,"Property/Plant/Equipment, Total - Net","Goodwill, Net","Intangibles, Net","Other Assets, Total","Total Assets, Reported",Fed Funds Purchased / Security Sold Under Repurchase Agreement,Total Short Term Borrowings,"Other Current liabilities, Total","Other Liabilities, Total","Common Stock, Total","Other Equity, Total","Accounts Receivable - Trade, Net",Total Investment Securities,"Property, Plant And Equipment, Total - Gross",Cash,Cash and Equivalents,Cash and Equivalents,"Accounts Receivable - Trade, Gross",Provision for Doubtful Accounts,Receivables - Other,Prepaid Expenses,Other Current Assets,Cash & Due From Banks,Fed Funds Sold/Scty Prchd Under Resale Agrmnt,Other Short Term Investments,Securities Held To Maturity,Securities for Sale,Total Gross Loans,Loan Loss Allowances,Building - Gross,Land/Improvements - Gross,Machinery/Equipment - Gross,Construction in Progress - Gross,Other Property/Plant/Equipment - Gross,"Accumulated Depreciation, Total",Accumulated Intangible Amortization,Interest Receivable,Other Assets,Accounts Payable,Accrued Expenses,Interest Bearing Deposits,Total Deposits,Other Short Term Borrowings,Dividends Payable,Customer Advances,Income Taxes Payable,Other Payables,Other Current Liabilities,Capital Lease Obligations,Reserves,Pension Benefits - Underfunded,Other Liabilities,Common Stock,Additional Paid-In Capital,Retained Earnings (Accumulated Deficit),Treasury Stock - Common,Unrealized Gain (Loss),Translation Adjustment,Other Equity,Other Comprehensive Income,Shares Out - Common Stock Primary Issue,Treas Shares - Common Stock Prmry Issue,Full-Time Employees,Deferred Revenue - Current,Total Risk-Weighted Capital,Trading Account,Non-Performing Loans,Total Current Assets less Inventory,Quick Ratio,Current Ratio,Net Debt Incl. Pref.Stock & Min.Interest,Tangible Book Value Per Share,Pension Obligation - Domestic,Plan Assets - Domestic,Funded Status - Domestic,Total Funded Status,LT Investment - Affiliate Companies,LT Investments - Other,Long Term Investments,Note Receivable - Long Term,Deferred Income Tax - LT Asset,Restricted Cash - Long Term,Other Long Term Assets,Minority Interest,Other Long Term Liabilities,Long Term Debt Maturing within 1 Year,Long Term Debt Maturing in Year 2,Long Term Debt Maturing in Year 3,Long Term Debt Maturing in Year 4,Long Term Debt Maturing in Year 5,Long Term Debt Maturing in Years 2 and 3,Long Term Debt Maturing in Years 4 and 5,Long Term Debt Maturing in Year 6 and Beyond,Total Plan Obligations,Total Plan Assets,Short Term Investments,Cash and Short Term Investments,Notes Receivable - Short Term,"Intangibles, Gross","Other Long Term Assets, Total",Notes Payable/Short Term Debt,Notes Payable/Short Term Debt,Current Port. of LT Debt/Capital Leases,Long Term Debt,Total Long Term Debt,Deferred Income Tax - LT Liability,Number of Common Shareholders,"Accumulated Intangible Amort, Suppl.",Deferred Revenue - Long Term,Tier 1 Capital %,"Total Capital, Percent","Total Long Term Debt, Supplemental",Operating Lease Payments Due in Year 1,Operating Lease Payments Due in Year 2,Operating Lease Payments Due in Year 3,Operating Lease Payments Due in Year 4,Operating Lease Payments Due in Year 5,Operating Lease Payments Due in Years 2 and 3,Operating Lease Payments Due in Years 4 and 5,Oper Lease Pmnts Due in Years 6 and Beyond,"Total Operating Leases, Supplemental","Discount Rate - Domestic, (%)","Compensation Rate - Domestic, (%)",Accrued Liabilities - Domestic,OAPermID
2010-12-31,,82131384000,0,,10682674000,92814058000,9439594000,9439594000,9439594000,9439594000,6745884590,,,,21012626000,2422496000,1156515000,979493000,263587000,3719589000,92814058000,,,289000000,5487473000,4347051000,,,18933340000,3330321000,,,62841136000,,,,,,62841136000,,1009171000,12974944000,5958396000,1907966000,-1475084000,2101826000,,,,1228495000,-2173806000,,,3719589000,,,3651016000,68931088000,,,,289000000,,,,3279738000,,2207735000,4347051000,,6335623000,,,,,,6745884590,,16780,,79249650000,,1907966000,,,,,1.39931,,,,,100411000,,100411000,,318205000,,,63095000,,,,,,,,,,,,,,,,318205000,,,,,0,,,,,,15.43,,,,,,,,,,,4.66,,,4295893564
2011-12-31,,104882075000,0,,12568056000,117450131000,11283891000,11283891000,11283891000,11283891000,6745884590,,,,23933196000,3539380000,1063384000,979493000,304672000,4221491000,117450131000,,,293325000,7836802000,4347051000,,,20825470000,3320705000,,,82836244000,,,,,,82836244000,,2550896000,12710622000,8114848000,2138118000,-1393221000,2012485000,,,,1308220000,-2257321000,,,4221491000,,,6885893000,87755345000,,,,293325000,,,,3544905000,,4291897000,4347051000,,8221005000,,,,,,6745884590,,17306,,103462230000,,2138118000,,,,,1.67271,,,,,210393000,,210393000,,361878000,,,67178000,,,,,,,,,,,,,,,,361878000,,,,,0,,,,,,14.88,,,,,,,,,,,4.66,,,4295893564
2012-12-31,,115523015000,0,,15974746000,131497761000,14613355000,14613355000,14613355000,14613355000,6745884150,,,,25488192000,4072682000,1055463000,979493000,381898000,4490256000,131497761000,,,438781000,9429869000,4347051000,,,21617795000,3387516000,,,94643103000,,,,,,94643103000,,2867402000,5827694000,15790101000,2574103000,-1597914000,2005413000,,,,1382103000,-2332053000,,,4490256000,,,6473675000,91911397000,,,,438781000,,,,4194196000,,5235673000,4347051000,,11627695000,,,,,,6745884150,,17459,,131747452270,,6718045000,,,,,2.16626,,,,,219196000,,219196000,,167478000,,,64792000,,,,,,,,,,,,,,,,167478000,,,,,0,,,,,10.62527,15.19,,,,,,,,,,,3.86,,,4295893564
2013-12-31,,142026861000,29166770000,,18282983000,160309844000,16889393000,16889393000,16889393000,16889393000,6745889200,,,,27360538000,103600479000,1016541000,979493000,414097000,2231371000,160309844000,3394222000,13754510000,223075000,14673345000,4347051000,-53118000,,20098965000,3345693000,,,24000698000,,,,,,24000698000,,3396074000,6889603000,13209362000,106685796000,-2445001000,1977369000,,,,1368324000,-2329152000,,,2231371000,7268299000,,74014604000,90692845000,10360288000,,,223075000,,,,3228363000,238035000,11206947000,4347051000,543881000,13563287000,,-118118000,,303117000,-356235000,6745889200,0,16680,,156014236300,1723164000,6592706000,,,,,2.50366,1543740000,868418000,-675322000,-767131000,464140000,,464140000,,83092000,,,2527000,,,,,,,,,,1635549000,868418000,,,,,242487000,,13754510000,,15412260000,15412260000,,,,,11.2,15.32,,,,,,,,,,,4.78,,,4295893564
2013-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295893564
2014-12-31,,174745462000,37740176000,,20213243000,194958705000,18755877000,18755877000,18755877000,18755877000,6745884150,,,,30033387000,130398045000,1109787000,979493000,477873000,2632306000,194958705000,6202089000,8517716000,424789000,17635966000,4347051000,664406000,,24230466000,3351166000,,,28520854000,,,,,,28520854000,1320503000,256146000,5242386000,18988080000,134469371000,-3106281000,1966626000,,,,1384540000,-2241379000,,,2632306000,8738336000,,90994377000,110203294000,2315627000,,,424789000,,,0,3521441000,278044000,13836481000,4347051000,543881000,14247952000,,409953000,,1177067000,-512661000,6745884150,0,17457,,177983036200,1209792000,9290484000,,,,,2.78034,,,,,482441000,,482441000,,169034000,,,462000,,,,,,,,,,,,,,,,324519000,,8517716000,,29222460000,29222460000,2439000,,,,10.58,14.36,,,,,,,,,,,,,,4295893564
2015-12-31,,212182004000,44469763000,,23085928000,235267932000,21577500000,21577500000,21577500000,21577500000,6745889200,,,,35221597000,159092270000,2767484000,979493000,528935000,3591202000,235267932000,10415536000,12392603000,500356000,23424567000,4347051000,1150766000,,29949013000,4547967000,,,32288432000,,,,,,32288432000,11000,961041000,6618626000,23330387000,165031931000,-4664413000,3011229000,,,,1536738000,-1780483000,,,3591202000,9794681000,,109713143000,133873066000,1977067000,,,500356000,,,0,3830751000,300513000,19293303000,4347051000,543881000,15861414000,,1182816000,,1194715000,-43949000,6745889200,0,19345,,212563628900,1766293000,12002496000,,,,,3.19861,,,,,577879000,,577879000,,66718000,,,474000,,,,,,,,,,,,,,,,220640000,,12392603000,,32077160000,32077160000,119097000,,,,9.76,13.12651,,,,,,,,,,,,,,4295893564
2016-12-31,,245013939000,47336924000,,26120651000,271134590000,24553787000,24553787000,24553787000,24553787000,6745889200,,,,37120072000,184366834000,2713047000,979493000,587371000,5292296000,271134590000,6273801000,9902428000,313590000,25912462000,4347051000,1111803000,,29974999000,4629235000,,,39134335000,,,,,,39134335000,252000,1209712000,10789054000,19185945000,192567021000,-6670582000,3081285000,,,,1547950000,-1916188000,,,5292296000,11162787000,,129905939000,160019423000,3628627000,,,313590000,,,0,4482047000,301321000,21129094000,4347051000,543881000,19111973000,,1005943000,,1205765000,-93962000,6745889200,0,19419,,246436668000,3040830000,16593082000,,,,,3.63981,,,,,694531000,,694531000,,80428000,,,502000,,,,,,,,,,,,,,,,246611000,,9902428000,,37434496000,37434496000,268251000,,,,9.49,13.18,,,,,,,,,,,,,,4295893564
2017-12-31,,289964833000,62815429000,,30101285000,320066118000,28419059000,28419059000,28419059000,28419059000,6745889200,,,,49340453000,209642795000,2611849000,979493000,702733000,5766515000,320066118000,9426381000,12591438000,640472000,33515492000,4347051000,1263188000,,38693590000,4587397000,,,49956898000,,,,,,49956898000,118000,1756611000,13346581000,25347009000,218556749000,-7038864000,3060720000,,,,1526677000,-1975548000,,,5766515000,12754229000,,141478120000,180013392000,3165057000,,,640472000,,,0,5210902000,584379000,27720211000,4347051000,543881000,22951053000,,996112000,,1145263000,117925000,6745889200,0,17944,,270278292000,4230080000,9163584000,,,,,4.2128,,,,,802214000,,802214000,,53314000,,,541000,,,,,,,,,,,,,,,,263168000,,12591438000,,50223991000,50223991000,225278000,,,,9.86,13.37,,,,,,,,,,,4.95,,,4295893564
2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295893564
