Date,Total Current Assets,Total Liabilities,Total Debt,Total Current Liabilities,Total Equity,Total Liabilities And Shareholders' Equity,Tangible Book Value - Reported,Tangible Book Value - Utility,Tangible Book Value - Insurance,Tangible Book Value - Banks,Total Common Shares Outstanding,"Total Receivables, Net",Total Inventory,"Other Current Assets, Total","Other Earning Assets, Total",Net Loans,"Property/Plant/Equipment, Total - Net","Goodwill, Net","Intangibles, Net","Other Assets, Total","Total Assets, Reported",Fed Funds Purchased / Security Sold Under Repurchase Agreement,Total Short Term Borrowings,"Other Current liabilities, Total","Other Liabilities, Total","Common Stock, Total","Other Equity, Total","Accounts Receivable - Trade, Net",Total Investment Securities,"Property, Plant And Equipment, Total - Gross",Cash,Cash and Equivalents,Cash and Equivalents,"Accounts Receivable - Trade, Gross",Provision for Doubtful Accounts,Receivables - Other,Prepaid Expenses,Other Current Assets,Cash & Due From Banks,Fed Funds Sold/Scty Prchd Under Resale Agrmnt,Other Short Term Investments,Securities Held To Maturity,Securities for Sale,Total Gross Loans,Loan Loss Allowances,Building - Gross,Land/Improvements - Gross,Machinery/Equipment - Gross,Construction in Progress - Gross,Other Property/Plant/Equipment - Gross,"Accumulated Depreciation, Total",Accumulated Intangible Amortization,Interest Receivable,Other Assets,Accounts Payable,Accrued Expenses,Interest Bearing Deposits,Total Deposits,Other Short Term Borrowings,Dividends Payable,Customer Advances,Income Taxes Payable,Other Payables,Other Current Liabilities,Capital Lease Obligations,Reserves,Pension Benefits - Underfunded,Other Liabilities,Common Stock,Additional Paid-In Capital,Retained Earnings (Accumulated Deficit),Treasury Stock - Common,Unrealized Gain (Loss),Translation Adjustment,Other Equity,Other Comprehensive Income,Shares Out - Common Stock Primary Issue,Treas Shares - Common Stock Prmry Issue,Full-Time Employees,Deferred Revenue - Current,Total Risk-Weighted Capital,Trading Account,Non-Performing Loans,Total Current Assets less Inventory,Quick Ratio,Current Ratio,Net Debt Incl. Pref.Stock & Min.Interest,Tangible Book Value Per Share,Pension Obligation - Domestic,Plan Assets - Domestic,Funded Status - Domestic,Total Funded Status,LT Investment - Affiliate Companies,LT Investments - Other,Long Term Investments,Note Receivable - Long Term,Deferred Income Tax - LT Asset,Restricted Cash - Long Term,Other Long Term Assets,Minority Interest,Other Long Term Liabilities,Long Term Debt Maturing within 1 Year,Long Term Debt Maturing in Year 2,Long Term Debt Maturing in Year 3,Long Term Debt Maturing in Year 4,Long Term Debt Maturing in Year 5,Long Term Debt Maturing in Years 2 and 3,Long Term Debt Maturing in Years 4 and 5,Long Term Debt Maturing in Year 6 and Beyond,Total Plan Obligations,Total Plan Assets,Short Term Investments,Cash and Short Term Investments,Notes Receivable - Short Term,"Intangibles, Gross","Other Long Term Assets, Total",Notes Payable/Short Term Debt,Notes Payable/Short Term Debt,Current Port. of LT Debt/Capital Leases,Long Term Debt,Total Long Term Debt,Deferred Income Tax - LT Liability,Number of Common Shareholders,"Accumulated Intangible Amort, Suppl.",Deferred Revenue - Long Term,Tier 1 Capital %,"Total Capital, Percent","Total Long Term Debt, Supplemental",Operating Lease Payments Due in Year 1,Operating Lease Payments Due in Year 2,Operating Lease Payments Due in Year 3,Operating Lease Payments Due in Year 4,Operating Lease Payments Due in Year 5,Operating Lease Payments Due in Years 2 and 3,Operating Lease Payments Due in Years 4 and 5,Oper Lease Pmnts Due in Years 6 and Beyond,"Total Operating Leases, Supplemental","Discount Rate - Domestic, (%)","Compensation Rate - Domestic, (%)",Accrued Liabilities - Domestic,OAPermID
2010-12-31,,12156124000000,2780712000000,,1039160000000,13195284000000,963211000000,963211000000,963211000000,963211000000,1270510600,,,,1895912000000,9282237000000,208409000000,,75949000000,191149000000,13195284000000,317784000000,2780712000000,31052000000,814234000000,882273000000,,,497532000000,316979000000,,,1454705000000,,,,,,1454705000000,89595000000,459630000000,,497532000000,,,,179904000000,93359000000,,43716000000,-108570000000,-70243000000,,191149000000,184437000000,,5467545000000,8311574000000,2462928000000,,,31052000000,,,,136792000000,,677442000000,882273000000,,150264000000,,6623000000,,,,1270510600,,,,,849155000000,,,,,,758.12905,,,,,52037000000,,52037000000,,34886000000,,,6000000,,,,,,,,,,,,,,,146192000000,34886000000,,2780712000000,,,0,34109000000,,70243000000,,6.99,13.59,,,,,,,,,,,,,,4295863513
2011-12-31,,14887616000000,3653736000000,,1222045000000,16109661000000,1143644000000,1143644000000,1143644000000,1143644000000,1270510600,,,,2782567000000,11100554000000,206411000000,,78401000000,285156000000,16109661000000,350319000000,3653736000000,0,1118202000000,1026985000000,,,829590000000,325334000000,,,1547648000000,,,,,,1547648000000,73547000000,636952000000,,829590000000,,,,187544000000,98329000000,,39461000000,-118923000000,-87297000000,,285156000000,157092000000,,6749054000000,9921534000000,3303417000000,,,0,,,,170129000000,,948073000000,1026985000000,,182888000000,,12172000000,,,,1270510600,,,,,1242478000000,,,,,,900.14519,,,,,61379000000,,61379000000,,47545000000,,,4000000,,,,,,,,,,,,,,,165698000000,47545000000,,3653736000000,,,0,37048000000,,87297000000,,6.84,13.92,,,,,,,,,,,,,,4295863513
2012-12-31,,16506622000000,4565750000000,,1419956000000,17926578000000,1338988000000,1338988000000,1338988000000,1338988000000,1254869100,,,,2598864000000,12748124000000,205057000000,,80968000000,223900000000,17926578000000,325163000000,4565750000000,0,806415000000,1202180000000,,,771381000000,,,,1942321000000,,,,,,1942321000000,134808000000,469156000000,,771381000000,,,,,,,,,,,223900000000,248898000000,,7222588000000,10840953000000,4240587000000,,,0,,,,179425000000,,626990000000,1202180000000,,189879000000,,27897000000,,,,1254869100,,,,,1223519000000,,,,,,1067.034,,,,,67235000000,,67235000000,,60109000000,,,1000000,,,,,,,,,,,,,,,,60109000000,,4565750000000,,,0,44605000000,,,,7.04,13.6,,,,,,,,,,,,,,4295863513
2013-12-31,,18664570000000,4820912000000,,1582099000000,20246669000000,1498753000000,1498753000000,1498753000000,1498753000000,1270494830,,,,4234759000000,14089071000000,233019000000,0,83346000000,194302000000,20246669000000,335701000000,392049000000,3026000000,1505841000000,1381871000000,-11912000000,,934351000000,381682000000,,,1275233000000,,,,,,1275233000000,195021000000,1272154000000,,934351000000,14423318000000,-334247000000,,196896000000,106561000000,,78225000000,-148663000000,-85979000000,,194302000000,666276000000,,7705236000000,11628315000000,56348000000,,,3026000000,,,,181359000000,,1324482000000,1381871000000,,210206000000,,1934000000,5707000000,,-17619000000,1270494830,0,10518,,16696086000000,1042536000000,,,,,,1179.66084,,,,,80093000000,,80093000000,,56846000000,,,1000000,,,,,,,,,,,,,,,169325000000,56846000000,,392049000000,309144000000,4119719000000,4119719000000,40199000000,,85979000000,26017000000,9.48,13.44,,,,,,,,,,,,,,4295863513
2014-12-31,,22002205000000,5450804000000,,1800963000000,23803168000000,1709933000000,1709933000000,1709933000000,1709933000000,1270496260,,,,5307954000000,15430932000000,230785000000,0,91030000000,423397000000,23803168000000,407531000000,451580000000,23832000000,2790881000000,1547126000000,4481000000,,859185000000,390048000000,,,2143908000000,,,,,,2143908000000,143451000000,2403813000000,,859185000000,15773528000000,-342596000000,,231070000000,109017000000,,49961000000,-159263000000,-105392000000,,423397000000,870329000000,,8226237000000,12821049000000,44049000000,,,23832000000,,,,239195000000,,2551686000000,1547126000000,,240081000000,,9275000000,14876000000,-935000000,-9460000000,1270496260,0,10511,,18243036000000,1227807000000,,,,,,1345.87803,,,,,101086000000,,101086000000,,74076000000,,,1000000,,1589495000000,490673250000,490673250000,490673250000,490673250000,981346500000,981346500000,1491085000000,,,,,,196422000000,74076000000,,451580000000,73362000000,4925862000000,4925862000000,45309000000,,105392000000,24940000000,9.87,13.78,5043273000000,,,,,,,,,,,,,4295863513
2014-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295863513
2015-12-31,,26684114000000,6808814000000,,2000287000000,28684401000000,1824736000000,1824736000000,1824736000000,1824736000000,1270502130,,,,5912844000000,19770529000000,282556000000,60827000000,114724000000,793209000000,28684401000000,449128000000,482680000000,0,2227467000000,1781396000000,14591000000,,2408590000000,456977000000,,,1375923000000,,,,,,1375923000000,206105000000,1499423000000,708000000,2407882000000,20134981000000,-364452000000,,288330000000,118014000000,,50633000000,-174421000000,-125263000000,,793209000000,255800000000,,9300782000000,17349184000000,33552000000,,,0,,,,255132000000,,1972335000000,1781396000000,,231681000000,,-27381000000,21866000000,8592000000,-15867000000,1270502130,0,10560,,23643216000000,1298131000000,,,,,,1436.23215,,,,,170103000000,,170103000000,,203686000000,,,238000000,,2148537000000,590051750000,590051750000,590051750000,590051750000,1180103500000,1180103500000,1850942000000,,,,,,239987000000,203686000000,,482680000000,143236000000,6182898000000,6182898000000,42611000000,,125263000000,,8.46,11.98,6359686000000,,,,,,,,,,,,,4295863513
2015-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295863513
2016-12-31,,28279917000000,7800284000000,,2518301000000,30798218000000,2340785000000,2340785000000,2340785000000,2340785000000,1381353240,,,,5855766000000,21954346000000,279496000000,58535000000,118981000000,720863000000,30798218000000,799844000000,824840000000,3442000000,2190830000000,2276820000000,3086000000,,2525372000000,475185000000,,,1479351000000,,,,,,1479351000000,116461000000,1360247000000,872000000,2524500000000,22324012000000,-369666000000,,290898000000,131519000000,,52768000000,-195689000000,-188133000000,,720863000000,132507000000,,9956485000000,18151951000000,24996000000,,,3442000000,,,,263495000000,,1927335000000,2276820000000,,238225000000,,170000000,18450000000,1314000000,-16678000000,1381353240,0,11088,,,1267979000000,,,,,,1694.55931,,,,,187958000000,,187958000000,,142922000000,,,420000000,,2928076000000,466943500000,466943500000,466943500000,466943500000,933887000000,933887000000,2204590000000,,,,,,307114000000,142922000000,,824840000000,520221000000,6455223000000,6455223000000,483000000,,188133000000,,,,7000440000000,,,,,,,,,,,,,4295863513
2017-12-31,,31155552000000,8323480000000,,2727844000000,33883396000000,2551947000000,2551947000000,2551947000000,2551947000000,1381353370,,,,7024695000000,24130419000000,270291000000,48982000000,126915000000,767602000000,33883396000000,869438000000,887223000000,7480000000,2487359000000,2493420000000,-32462000000,,2532482000000,487043000000,,,1258614000000,,,,,,1258614000000,252599000000,1365738000000,800000000,2531682000000,24531460000000,-401041000000,,292434000000,142881000000,,51728000000,-216752000000,-173723000000,,767602000000,109341000000,,10691258000000,20226470000000,17785000000,,,7480000000,,,,274673000000,,2212686000000,2493420000000,,260091000000,,6795000000,-23191000000,-232000000,-9039000000,1381353370,0,10613,,26605200000000,2197716000000,,,,,,1847.42518,,,,,207718000000,,207718000000,,48160000000,,,442000000,,2782277000000,461398250000,461398250000,461398250000,461398250000,922796500000,922796500000,2826172000000,,,,,,300638000000,48160000000,,887223000000,357825000000,7078432000000,7078432000000,980000000,,173723000000,,10.25,13.2,7454042000000,,,,,,,,,,,,,4295863513
