Date,Total Current Assets,Total Liabilities,Total Debt,Total Current Liabilities,Total Equity,Total Liabilities And Shareholders' Equity,Tangible Book Value - Reported,Tangible Book Value - Utility,Tangible Book Value - Insurance,Tangible Book Value - Banks,Total Common Shares Outstanding,"Total Receivables, Net",Total Inventory,"Other Current Assets, Total","Other Earning Assets, Total",Net Loans,"Property/Plant/Equipment, Total - Net","Goodwill, Net","Intangibles, Net","Other Assets, Total","Total Assets, Reported",Fed Funds Purchased / Security Sold Under Repurchase Agreement,Total Short Term Borrowings,"Other Current liabilities, Total","Other Liabilities, Total","Common Stock, Total","Other Equity, Total","Accounts Receivable - Trade, Net",Total Investment Securities,"Property, Plant And Equipment, Total - Gross",Cash,Cash and Equivalents,Cash and Equivalents,"Accounts Receivable - Trade, Gross",Provision for Doubtful Accounts,Receivables - Other,Prepaid Expenses,Other Current Assets,Cash & Due From Banks,Fed Funds Sold/Scty Prchd Under Resale Agrmnt,Other Short Term Investments,Securities Held To Maturity,Securities for Sale,Total Gross Loans,Loan Loss Allowances,Building - Gross,Land/Improvements - Gross,Machinery/Equipment - Gross,Construction in Progress - Gross,Other Property/Plant/Equipment - Gross,"Accumulated Depreciation, Total",Accumulated Intangible Amortization,Interest Receivable,Other Assets,Accounts Payable,Accrued Expenses,Interest Bearing Deposits,Total Deposits,Other Short Term Borrowings,Dividends Payable,Customer Advances,Income Taxes Payable,Other Payables,Other Current Liabilities,Capital Lease Obligations,Reserves,Pension Benefits - Underfunded,Other Liabilities,Common Stock,Additional Paid-In Capital,Retained Earnings (Accumulated Deficit),Treasury Stock - Common,Unrealized Gain (Loss),Translation Adjustment,Other Equity,Other Comprehensive Income,Shares Out - Common Stock Primary Issue,Treas Shares - Common Stock Prmry Issue,Full-Time Employees,Deferred Revenue - Current,Total Risk-Weighted Capital,Trading Account,Non-Performing Loans,Total Current Assets less Inventory,Quick Ratio,Current Ratio,Net Debt Incl. Pref.Stock & Min.Interest,Tangible Book Value Per Share,Pension Obligation - Domestic,Plan Assets - Domestic,Funded Status - Domestic,Total Funded Status,LT Investment - Affiliate Companies,LT Investments - Other,Long Term Investments,Note Receivable - Long Term,Deferred Income Tax - LT Asset,Restricted Cash - Long Term,Other Long Term Assets,Minority Interest,Other Long Term Liabilities,Long Term Debt Maturing within 1 Year,Long Term Debt Maturing in Year 2,Long Term Debt Maturing in Year 3,Long Term Debt Maturing in Year 4,Long Term Debt Maturing in Year 5,Long Term Debt Maturing in Years 2 and 3,Long Term Debt Maturing in Years 4 and 5,Long Term Debt Maturing in Year 6 and Beyond,Total Plan Obligations,Total Plan Assets,Short Term Investments,Cash and Short Term Investments,Notes Receivable - Short Term,"Intangibles, Gross","Other Long Term Assets, Total",Notes Payable/Short Term Debt,Notes Payable/Short Term Debt,Current Port. of LT Debt/Capital Leases,Long Term Debt,Total Long Term Debt,Deferred Income Tax - LT Liability,Number of Common Shareholders,"Accumulated Intangible Amort, Suppl.",Deferred Revenue - Long Term,Tier 1 Capital %,"Total Capital, Percent","Total Long Term Debt, Supplemental",Operating Lease Payments Due in Year 1,Operating Lease Payments Due in Year 2,Operating Lease Payments Due in Year 3,Operating Lease Payments Due in Year 4,Operating Lease Payments Due in Year 5,Operating Lease Payments Due in Years 2 and 3,Operating Lease Payments Due in Years 4 and 5,Oper Lease Pmnts Due in Years 6 and Beyond,"Total Operating Leases, Supplemental","Discount Rate - Domestic, (%)","Compensation Rate - Domestic, (%)",Accrued Liabilities - Domestic,OAPermID
2010-12-31,,102135067000,13052621000,,17934660000,120069727000,17841529000,17841529000,17841529000,17841529000,4662800000,,,,46814566000,58724244000,126932000,,93131000,8121278000,120069727000,,13052621000,411712000,2148551000,4000000000,4551136000,,43308576000,914142000,,,6096821000,,,,,,6096821000,,13803000,,43308576000,60003878000,-1279634000,912767000,,,1375000,,-787210000,-92330000,,8121278000,,,83505456000,83505456000,,,,411712000,,,,879959000,,1268592000,4000000000,,9383524000,,,,,4551136000,4662800000,,15550,,87878361000,,1279634000,,,,,3.82636,,,,,3125000,,3125000,,89630000,,,12934000,,,,,,,,,,,,,,,185461000,89630000,,13052621000,,,0,16902000,,92330000,,,19.93,,,,,,,,,,,4.66,,,4295893638
2011-12-31,,121785515000,21467326000,,18121617000,139907132000,18019402000,18019402000,18019402000,18019402000,4662800000,,,,43426248000,75770365000,790661000,,102215000,5818423000,139907132000,,21467326000,265699000,2550658000,4000000000,2647663000,,38971971000,1597319000,,,13878689000,,,,,,13878689000,,8210000,,38971971000,76940174000,-1169809000,,,,,,-806658000,-129581000,,5818423000,,,93832961000,93832961000,,,,265699000,,,,1131234000,,1419424000,4000000000,,11473954000,,,,,2647663000,4662800000,,15548,,112817918000,,1262659000,,,,,3.8645,,,,,3923000,,3923000,,116608000,,,9762000,,,,,,,,,,,,,,,231796000,116608000,,21467326000,,,0,24757000,,129581000,,,16.79,,,,,,,,,,,4.7,,,4295893638
2012-12-31,,141002639000,21193889000,,22475695000,163478334000,22361938000,22361938000,22361938000,22361938000,4662800000,,,,46397924000,94368134000,799903000,,113757000,5126738000,163478334000,,21193889000,604631000,3647935000,4000000000,4554128000,,42636600000,1650084000,,,16662852000,,,,,,16662852000,,0,,42636600000,95390740000,-1022606000,,,,,,-850181000,-162147000,,5126738000,,,110809717000,110809717000,,,,604631000,,,,1531382000,,2116553000,4000000000,,13921567000,,,,,4554128000,4662800000,,16515,,127419737140,,1115456000,,,,,4.79582,,,,,3923000,,3923000,,5103000,,,73000,,,,,,,,,,,,,,,275904000,5103000,,21193889000,,,0,101081000,,162147000,,,17.88,,,,,,,,,,,3.57,,,4295893638
2013-12-31,,173347369000,51526039000,,22134894000,195482263000,21972679000,21972679000,21972679000,21972679000,4662819840,,,,53049144000,121227021000,851220000,,162215000,1855917000,195482263000,22899597000,36915299000,260322000,4988862000,4000000000,-234782000,,45318435000,,,,18223119000,,,,,,18223119000,,,12153453000,33164982000,123316278000,-1583832000,,,,,,,,,1855917000,3724991000,,34077726000,112803837000,14015702000,,,260322000,,,,2267575000,,2721287000,4000000000,1700000000,16622570000,,47106000,,1405892000,-1640674000,4662819840,0,16473,,162881896700,1891610000,2896401000,,,,,4.71232,,,,,3923000,,3923000,,75005000,,,85000,,,,,,,,,,,,,,,,109704000,,36915299000,,14610740000,14610740000,43233000,,,,14.51,14.71,,,,,,,,,,,4.43,,,4295893638
2014-12-31,,192556654000,60219423000,,26139944000,218696598000,25910940000,25910940000,25910940000,25910940000,4662819840,,,,56066519000,137362158000,863354000,,229004000,1087338000,218696598000,28409638000,29105023000,553418000,5495521000,4000000000,903573000,,48403943000,,,,22904605000,,,,,,22904605000,,984756000,10800111000,37603832000,140265019000,-2178829000,,,,,,,,,1087338000,3498812000,,102702529000,122735798000,695385000,,,553418000,,,,2525989000,127637000,2841895000,4000000000,1700000000,19489265000,,47106000,,1405892000,-502319000,4662819840,0,16543,,189633156500,1465703000,4555845000,,,,,5.55692,,,,,3923000,,3923000,,21045000,,,100000,,,,,,,,,,,,,,,,179697000,,29105023000,,31114400000,31114400000,53582000,,,,13.88,14.89,,,,,,,,,,,,,,4295893638
2015-12-31,,224452408000,62756872000,,28014772000,252467180000,27790667000,27790667000,27790667000,27790667000,4662819840,,,,66277179000,154020502000,796130000,,224105000,1908108000,252467180000,24169208000,27662674000,628331000,6615368000,4000000000,-44064000,,54072880000,,,,28895214000,,,,,,28895214000,,651466000,10688440000,43384440000,157970411000,-3226010000,,,,,,,,,1908108000,4843417000,,127045338000,149550849000,3493466000,,,628331000,,,,3002790000,192906000,3419672000,4000000000,1700000000,22311730000,,47106000,,1348974000,-1393038000,4662819840,0,14418,,210310172900,2737670000,5727889000,,,,,5.96006,,,,,3923000,,3923000,,162153000,,,119000,,,,,,,,,,,,,,,,342019000,,27662674000,,35094198000,35094198000,57452000,,,,13.39,14.46,,,,,,,,,,,,,,4295893638
2016-12-31,,262008686000,70880256000,,32492137000,294500823000,32130610000,32130610000,32130610000,32130610000,4662819840,,,,71662875000,179310036000,881360000,,361527000,2579059000,294500823000,26042669000,28018856000,582297000,9693636000,4000000000,-150910000,,52783927000,,,,39604082000,,,,,,39604082000,0,807874000,15461905000,37322022000,184276628000,-4112221000,,,,,,,,,2579059000,5379471000,,143558076000,175245177000,1976187000,,,582297000,,,,3329819000,228082000,6135735000,4000000000,1700000000,26895941000,,47106000,,1332782000,-1483692000,4662819840,0,14218,,246205794000,7684859000,7375258000,,,,,6.89081,1184939000,1394112000,209173000,209173000,3923000,,3923000,,23773000,,,130000,,,,,,,,,,1184939000,1394112000,,,,,97961000,,28018856000,,42861400000,42861400000,227719000,,,,13.08,14.16,,,,,,,,,,,3.64,,,4295893638
2017-12-31,,300996524000,80233699000,,40613433000,341609957000,40134891000,40134891000,40134891000,40134891000,4662819840,,,,82787118000,209737829000,3425916000,,478542000,4036435000,341609957000,28850276000,31130599000,1137665000,10538045000,4000000000,43015000,,61712820000,,,,40969154000,,,,,,40969154000,0,1136284000,16143379000,45569441000,214994266000,-4380092000,,,,,,,,,4036435000,6641090000,,164545313000,201963050000,2280323000,,,1137665000,,,,3559993000,300953000,6677099000,4000000000,1700000000,32521456000,,2348962000,,1289739000,-1246724000,4662819840,0,14253,,282611034000,8355939000,5984888000,,,,,8.60743,1275192000,1551402000,276210000,276210000,3923000,,3923000,,37525000,,,139000,,,,,,,,,,1275192000,1551402000,,,,,171040000,,31130599000,,49103100000,49103100000,482836000,,,,14.21,15.79,,,,,,,,,,,4.0,,,4295893638
2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295893638
2018-12-31,,310894695000,61505807000,,43786915000,354681610000,43140722000,43140722000,43140722000,43140722000,4662819840,,,,105582505000,207198151000,3959052000,,646193000,6768205000,354681610000,,1476604000,530543000,25540638000,4000000000,2743514000,,56603523000,,,,30113791000,,,,,,30113791000,,23150560000,9754183000,46849340000,215728982000,-8530831000,,,,,,,,,6768205000,,,159931353000,222904916000,1476604000,,,530543000,,,0,1017135000,325249000,24198254000,4000000000,1700000000,35343401000,,,,1907551000,835963000,4662819840,0,13757,,299614763000,6869024000,14383668000,,,,,9.25207,,,,,5521000,,5521000,,143808000,,,126000,,,,,,,,,,,,,,,,408192000,,1476604000,,60029203000,60029203000,412665000,,,,14.3,16.77,,,,,,,,,,,,,,4295893638
