Close Price,Currency,Date,PermID
110.8,SEK,2011-07-21,8589934289
110.9,SEK,2011-07-22,8589934289
110.6,SEK,2011-07-25,8589934289
110.9,SEK,2011-07-26,8589934289
109.4,SEK,2011-07-27,8589934289
110.6,SEK,2011-07-28,8589934289
110.6,SEK,2011-07-29,8589934289
107.3,SEK,2011-08-01,8589934289
103.4,SEK,2011-08-02,8589934289
100.9,SEK,2011-08-03,8589934289
93.2,SEK,2011-08-04,8589934289
92.85,SEK,2011-08-05,8589934289
86.95,SEK,2011-08-08,8589934289
89.6,SEK,2011-08-09,8589934289
84.4,SEK,2011-08-10,8589934289
88.45,SEK,2011-08-11,8589934289
90.65,SEK,2011-08-12,8589934289
93.85,SEK,2011-08-15,8589934289
92.25,SEK,2011-08-16,8589934289
91.8,SEK,2011-08-17,8589934289
83.55,SEK,2011-08-18,8589934289
80.85,SEK,2011-08-19,8589934289
80.5,SEK,2011-08-22,8589934289
80.45,SEK,2011-08-23,8589934289
81.35,SEK,2011-08-24,8589934289
81.8,SEK,2011-08-25,8589934289
81.2,SEK,2011-08-26,8589934289
83.45,SEK,2011-08-29,8589934289
84.6,SEK,2011-08-30,8589934289
87.25,SEK,2011-08-31,8589934289
88.8,SEK,2011-09-01,8589934289
85.6,SEK,2011-09-02,8589934289
80.2,SEK,2011-09-05,8589934289
79.1,SEK,2011-09-06,8589934289
83.9,SEK,2011-09-07,8589934289
84.75,SEK,2011-09-08,8589934289
78.8,SEK,2011-09-09,8589934289
74.5,SEK,2011-09-12,8589934289
77.45,SEK,2011-09-13,8589934289
73.15,SEK,2011-09-14,8589934289
76.65,SEK,2011-09-15,8589934289
78.5,SEK,2011-09-16,8589934289
74.0,SEK,2011-09-19,8589934289
75.3,SEK,2011-09-20,8589934289
73.25,SEK,2011-09-21,8589934289
68.9,SEK,2011-09-22,8589934289
69.5,SEK,2011-09-23,8589934289
71.65,SEK,2011-09-26,8589934289
78.0,SEK,2011-09-27,8589934289
77.75,SEK,2011-09-28,8589934289
80.7,SEK,2011-09-29,8589934289
