Close Price,Currency,Date,PermID
6.09,USD,2011-07-21,4295906733
6.14,USD,2011-07-22,4295906733
6.02,USD,2011-07-25,4295906733
6.05,USD,2011-07-26,4295906733
6.0,USD,2011-07-27,4295906733
6.03,USD,2011-07-28,4295906733
6.045,USD,2011-07-29,4295906733
6.0,USD,2011-08-01,4295906733
5.73,USD,2011-08-02,4295906733
5.86,USD,2011-08-03,4295906733
5.45,USD,2011-08-04,4295906733
5.39,USD,2011-08-05,4295906733
4.93,USD,2011-08-08,4295906733
5.23,USD,2011-08-09,4295906733
4.71,USD,2011-08-10,4295906733
5.13,USD,2011-08-11,4295906733
4.955,USD,2011-08-12,4295906733
5.17,USD,2011-08-15,4295906733
5.05,USD,2011-08-16,4295906733
5.1,USD,2011-08-17,4295906733
4.74,USD,2011-08-18,4295906733
4.56,USD,2011-08-19,4295906733
4.53,USD,2011-08-22,4295906733
4.75,USD,2011-08-23,4295906733
4.92,USD,2011-08-24,4295906733
4.825,USD,2011-08-25,4295906733
4.9,USD,2011-08-26,4295906733
5.12,USD,2011-08-29,4295906733
4.935,USD,2011-08-30,4295906733
5.03,USD,2011-08-31,4295906733
4.84,USD,2011-09-01,4295906733
4.65,USD,2011-09-02,4295906733
4.57,USD,2011-09-06,4295906733
4.97,USD,2011-09-07,4295906733
4.82,USD,2011-09-08,4295906733
4.61,USD,2011-09-09,4295906733
4.68,USD,2011-09-12,4295906733
4.82,USD,2011-09-13,4295906733
5.03,USD,2011-09-14,4295906733
5.14,USD,2011-09-15,4295906733
5.1,USD,2011-09-16,4295906733
4.96,USD,2011-09-19,4295906733
5.03,USD,2011-09-20,4295906733
4.66,USD,2011-09-21,4295906733
4.58,USD,2011-09-22,4295906733
4.6,USD,2011-09-23,4295906733
4.98,USD,2011-09-26,4295906733
4.95,USD,2011-09-27,4295906733
4.84,USD,2011-09-28,4295906733
4.99,USD,2011-09-29,4295906733
4.8,USD,2011-09-30,4295906733
4.67,USD,2011-10-03,4295906733
4.91,USD,2011-10-04,4295906733
4.98,USD,2011-10-05,4295906733
5.26,USD,2011-10-06,4295906733
4.96,USD,2011-10-07,4295906733
5.25,USD,2011-10-10,4295906733
5.24,USD,2011-10-11,4295906733
5.42,USD,2011-10-12,4295906733
5.24,USD,2011-10-13,4295906733
5.23,USD,2011-10-14,4295906733
5.02,USD,2011-10-17,4295906733
5.32,USD,2011-10-18,4295906733
5.24,USD,2011-10-19,4295906733
4.88,USD,2011-10-20,4295906733
4.9,USD,2011-10-21,4295906733
5.17,USD,2011-10-24,4295906733
5.01,USD,2011-10-25,4295906733
5.18,USD,2011-10-26,4295906733
5.4,USD,2011-10-27,4295906733
5.47,USD,2011-10-28,4295906733
5.18,USD,2011-10-31,4295906733
4.96,USD,2011-11-01,4295906733
5.27,USD,2011-11-02,4295906733
5.3,USD,2011-11-03,4295906733
5.25,USD,2011-11-04,4295906733
5.34,USD,2011-11-07,4295906733
5.49,USD,2011-11-08,4295906733
5.12,USD,2011-11-09,4295906733
5.17,USD,2011-11-10,4295906733
5.31,USD,2011-11-11,4295906733
5.21,USD,2011-11-14,4295906733
5.21,USD,2011-11-15,4295906733
5.17,USD,2011-11-16,4295906733
5.08,USD,2011-11-17,4295906733
5.16,USD,2011-11-18,4295906733
4.96,USD,2011-11-21,4295906733
4.83,USD,2011-11-22,4295906733
4.69,USD,2011-11-23,4295906733
4.71,USD,2011-11-25,4295906733
4.84,USD,2011-11-28,4295906733
4.86,USD,2011-11-29,4295906733
5.25,USD,2011-11-30,4295906733
5.18,USD,2011-12-01,4295906733
5.21,USD,2011-12-02,4295906733
5.32,USD,2011-12-05,4295906733
5.26,USD,2011-12-06,4295906733
5.3,USD,2011-12-07,4295906733
5.1,USD,2011-12-08,4295906733
5.26,USD,2011-12-09,4295906733
5.14,USD,2011-12-12,4295906733
5.05,USD,2011-12-13,4295906733
5.03,USD,2011-12-14,4295906733
5.12,USD,2011-12-15,4295906733
5.09,USD,2011-12-16,4295906733
5.0,USD,2011-12-19,4295906733
5.26,USD,2011-12-20,4295906733
5.41,USD,2011-12-21,4295906733
5.6,USD,2011-12-22,4295906733
5.65,USD,2011-12-23,4295906733
5.55,USD,2011-12-27,4295906733
5.48,USD,2011-12-28,4295906733
5.61,USD,2011-12-29,4295906733
5.49,USD,2011-12-30,4295906733
5.63,USD,2012-01-03,4295906733
5.68,USD,2012-01-04,4295906733
5.79,USD,2012-01-05,4295906733
5.8,USD,2012-01-06,4295906733
5.86,USD,2012-01-09,4295906733
5.9,USD,2012-01-10,4295906733
5.94,USD,2012-01-11,4295906733
