Close Price,Currency,Date,PermID
28593.2073,COP,2011-07-21,4295865713
28672.90962,COP,2011-07-22,4295865713
28872.16542,COP,2011-07-25,4295865713
28792.4631,COP,2011-07-26,4295865713
28214.62128,COP,2011-07-27,4295865713
28692.8352,COP,2011-07-28,4295865713
28892.091,COP,2011-07-29,4295865713
28832.31426,COP,2011-08-01,4295865713
28672.90962,COP,2011-08-02,4295865713
28393.9515,COP,2011-08-03,4295865713
27138.63996,COP,2011-08-04,4295865713
26401.3935,COP,2011-08-05,4295865713
25385.18892,COP,2011-08-08,4295865713
26401.3935,COP,2011-08-09,4295865713
26760.05394,COP,2011-08-10,4295865713
26899.533,COP,2011-08-11,4295865713
26899.533,COP,2011-08-12,4295865713
27517.22598,COP,2011-08-16,4295865713
27995.4399,COP,2011-08-17,4295865713
27517.22598,COP,2011-08-18,4295865713
26600.6493,COP,2011-08-19,4295865713
26799.9051,COP,2011-08-22,4295865713
27238.26786,COP,2011-08-23,4295865713
27258.19344,COP,2011-08-24,4295865713
27298.0446,COP,2011-08-25,4295865713
27178.49112,COP,2011-08-26,4295865713
27776.25852,COP,2011-08-29,4295865713
28234.54686,COP,2011-08-30,4295865713
28692.8352,COP,2011-08-31,4295865713
28314.24918,COP,2011-09-01,4295865713
28393.9515,COP,2011-09-02,4295865713
27895.812,COP,2011-09-05,4295865713
28374.02592,COP,2011-09-06,4295865713
28513.50498,COP,2011-09-07,4295865713
28593.2073,COP,2011-09-08,4295865713
28453.72824,COP,2011-09-09,4295865713
28194.6957,COP,2011-09-12,4295865713
28194.6957,COP,2011-09-13,4295865713
28493.5794,COP,2011-09-14,4295865713
28573.28172,COP,2011-09-15,4295865713
29091.3468,COP,2011-09-16,4295865713
29051.49564,COP,2011-09-19,4295865713
28573.28172,COP,2011-09-20,4295865713
28393.9515,COP,2011-09-21,4295865713
27417.59808,COP,2011-09-22,4295865713
26899.533,COP,2011-09-23,4295865713
26501.0214,COP,2011-09-26,4295865713
26999.1609,COP,2011-09-27,4295865713
26540.87256,COP,2011-09-28,4295865713
26799.9051,COP,2011-09-29,4295865713
28194.6957,COP,2011-09-30,4295865713
26082.58422,COP,2011-10-03,4295865713
27278.11902,COP,2011-10-04,4295865713
26959.30974,COP,2011-10-05,4295865713
27098.7888,COP,2011-10-06,4295865713
27776.25852,COP,2011-10-07,4295865713
27577.00272,COP,2011-10-10,4295865713
27577.00272,COP,2011-10-11,4295865713
27337.89576,COP,2011-10-12,4295865713
27796.1841,COP,2011-10-13,4295865713
27497.3004,COP,2011-10-14,4295865713
28095.0678,COP,2011-10-18,4295865713
28174.77012,COP,2011-10-19,4295865713
27656.70504,COP,2011-10-20,4295865713
27935.66316,COP,2011-10-21,4295865713
28134.91896,COP,2011-10-24,4295865713
28354.10034,COP,2011-10-25,4295865713
28055.21664,COP,2011-10-26,4295865713
28892.091,COP,2011-10-27,4295865713
29071.42122,COP,2011-10-28,4295865713
28892.091,COP,2011-10-31,4295865713
28493.5794,COP,2011-11-01,4295865713
28393.9515,COP,2011-11-02,4295865713
28493.5794,COP,2011-11-03,4295865713
28493.5794,COP,2011-11-04,4295865713
28613.13288,COP,2011-11-08,4295865713
28752.61194,COP,2011-11-09,4295865713
27796.1841,COP,2011-11-10,4295865713
28593.2073,COP,2011-11-11,4295865713
28294.3236,COP,2011-11-15,4295865713
27995.4399,COP,2011-11-16,4295865713
27796.1841,COP,2011-11-17,4295865713
27377.74692,COP,2011-11-18,4295865713
27317.97018,COP,2011-11-21,4295865713
26620.57488,COP,2011-11-22,4295865713
25803.6261,COP,2011-11-23,4295865713
26401.3935,COP,2011-11-24,4295865713
25584.44472,COP,2011-11-25,4295865713
26879.60742,COP,2011-11-28,4295865713
27098.7888,COP,2011-11-29,4295865713
27497.3004,COP,2011-11-30,4295865713
27895.812,COP,2011-12-01,4295865713
27855.96084,COP,2011-12-02,4295865713
27317.97018,COP,2011-12-05,4295865713
27039.01206,COP,2011-12-06,4295865713
27875.88642,COP,2011-12-07,4295865713
27417.59808,COP,2011-12-09,4295865713
28493.5794,COP,2011-12-12,4295865713
28593.2073,COP,2011-12-13,4295865713
28374.02592,COP,2011-12-14,4295865713
27895.812,COP,2011-12-15,4295865713
28772.53752,COP,2011-12-16,4295865713
28493.5794,COP,2011-12-19,4295865713
28692.8352,COP,2011-12-20,4295865713
28792.4631,COP,2011-12-21,4295865713
28852.23984,COP,2011-12-22,4295865713
28812.38868,COP,2011-12-23,4295865713
28892.091,COP,2011-12-26,4295865713
28453.72824,COP,2011-12-27,4295865713
28274.39802,COP,2011-12-28,4295865713
28374.02592,COP,2011-12-29,4295865713
28354.10034,COP,2012-01-02,4295865713
28334.17476,COP,2012-01-03,4295865713
28294.3236,COP,2012-01-04,4295865713
28274.39802,COP,2012-01-05,4295865713
26980.0,COP,2012-01-06,4295865713
26960.0,COP,2012-01-10,4295865713
26740.0,COP,2012-01-11,4295865713
26440.0,COP,2012-01-12,4295865713
26460.0,COP,2012-01-13,4295865713
26000.0,COP,2012-01-16,4295865713
