Date,Tier 1 Capital Ratio,Total Capital Ratio,Non Performing Loan Ratio,Coverage Ratio,Equity at Risk,Dividend Growth,Net Interest Margin,Efficiency Ratio,ROAA,ROAE,Loan to Deposit Ratio,CASA Ratio,CD Non Equity Ratio,Liquid Assets to Total Assets Ratio,Stable funds to Net Loans Ratio,Liquid Assets to Wholesale funds Ratio,Liquidity Coverage Ratio,Total Investment Securities to Total Assets Ratio,E/A Ratio,D/E Ratio,LT Debt/E Ratio,Net Profit Margin,"Total Assets, Reported",Total Deposits,Total Debt,Cash and Equivalents,Total Equity,Net Income After Taxes
2010-12-31,10.0,11.6,,,,,-0.02128554911405541,0.7893643657884254,0.0038466600918314986,0.08511132214835919,1.1260668876505253,,0.49905649728237256,0.15707974308545442,0.8880467146018682,,19.33877407233443,0.23345783553119773,0.04519563313945836,4.996032499736203,4.996032499736203,12.30811,727024478191.5262,346428125650.0936,164161292559.4619,114200818251.1615,32858331599.750366,2796616046.043964
2011-12-31,9.6,10.9,,,,,-0.024767598153944487,0.7786580099472853,0.002655493040640551,0.06697536334633108,1.1068659443431539,,0.47259249638008927,0.1383228141374479,0.9034517730992516,,18.98553170966964,0.28036577813500585,0.03964880379833011,5.188762850053172,5.188762850053172,8.15539,879409038238.7023,399123986095.0174,180919273850.90768,121642332947.08382,34867516415.604485,2335264580.919274
2012-12-31,11.8,11.7,,,,,-0.0281312814679326,0.8177300613496933,0.0020714217866165414,0.047019029156941096,1.0607804132728569,,0.4940148609757632,0.15039986196331048,0.942702172370124,,7.625458401449212,0.2696612959588539,0.04405496718578571,4.754836412548958,4.754836412548958,6.99462,869729422464.7567,410730635137.1836,182185842049.4164,130807185084.12917,38315901167.19721,1801576474.1549191
2013-12-31,11.4,13.1,,,,,-0.015938340345068993,0.7954129523584628,0.0026612788379379096,0.05824032412006467,1.0574329574060837,,0.5101778524334977,0.14992879521503846,0.9456864314623137,,15.41858123569794,0.26435933494730846,0.04569478068926232,4.3831979586669005,4.3831979586669005,9.54578,817402691887.9592,397965078210.25824,163716987995.63477,122552200800.29102,37351036740.63296,2175336485.9949074
2014-12-31,12.7,15.4,0.03677301141104137,0.5361926785636372,0.6367878459034183,,-0.018963608029536852,0.7952223383257866,0.002751578110975412,0.060879001627780795,1.0924893114442202,0.6661469164567102,0.47880065889959655,0.14940921999381998,0.9153407630854039,,13.853710300917154,0.0802576314193271,0.045197490717715554,4.806854765780431,4.806854765780431,9.8067,1011240803505.0012,462298917086.88104,219699925601.38876,151088699677.60602,45705546829.79251,2782508059.8495493
2015-12-31,13.3,16.8,0.03667659084593704,0.5329465754610789,0.6143808995002776,,-0.020061764538589454,0.7670980208455322,0.0032575104904696388,0.06593559133814547,1.0705919885704576,0.6434787282553476,0.5201095136364497,0.143439331010214,0.9340626594219915,,-14.914609145200107,0.09142374639423592,0.049404432785985844,4.191282620766241,4.191282620766241,11.53162,1074157458563.5359,531078268876.6114,222423572744.0147,154076427255.98526,53068139963.16759,3499079189.6869245
2016-12-31,14.5,18.5,0.034493268313367964,0.524096128398856,0.5809280531059842,,-0.01718492906085314,0.8390507858485305,0.003633302030374664,0.07302072825485666,1.0774318626104658,0.6140620708596539,0.5273314033829225,0.14619264272530036,0.928132937870559,,22.105888113600194,0.08876007901298533,0.049757132217220945,4.107773909082034,4.107773909082034,14.79393,1174964329877.295,588766289356.0354,240152192523.5423,171771140492.7233,58462855512.22297,4269000285.360982
2017-12-31,15.4,19.2,,,,,-0.013858700465330475,0.823673719717878,0.00294310863764653,0.05930277226454959,1.0417472515228667,,0.5026199497324049,0.146893292651443,0.9599257387414856,,12.902595590287468,0.19540652631361544,0.04962851693538586,3.7540495550291313,3.7540495550291313,11.65722,1049410636878.9596,501277925975.32513,195513504501.5005,154151383794.5982,52080693564.52151,3088529509.836612
2018-12-31,15.9,19.6,,,,,-0.014674045011310338,0.762998095648737,0.002998604314536323,0.05770915792972173,1.0702717883615749,0.6405857849264766,0.5100419629520456,0.13186244726930763,0.9343421090551677,,-12.177975931564449,0.07904462268609008,0.051960631936234916,3.5422545850077047,3.5422545850077047,12.88702,1110755950823.9602,537094777225.5646,204443281890.31302,146466997994.59412,57715581131.746445,3330717586.537623
2019-12-31,,,,,,,-0.014644402078716383,0.7843333229221976,0.002827530477101316,0.05345444142468889,1.089223512849801,0.6176545911898301,0.5084682257788771,0.128551626454245,0.9180852122661581,,-3089.090909090909,0.021883285110710266,0.05289608125612871,4.0492347303676155,4.0492347303676155,12.54918,1178990187332.7385,567768956289.0277,252526315789.4737,151561106155.21857,62363960749.330956,3333630686.8867083
2020-12-31,16.0,18.2,0.02734277902063137,0.6511784511784512,0.47229101315282596,,-0.00905620194029924,0.7781738730450782,0.0012058614268853167,0.02399427659457377,0.9706255442481901,0.608498719798287,0.5601473516382314,0.16830962981298778,1.0302634274627114,,3.309913927906123,0.018483421825400394,0.050256210981497906,3.693137416762974,3.693137416762974,7.22135,1184204536150.0042,629992630803.2424,219792024891.50903,199313027102.26807,59513633014.00147,1427986571.6859083
2021-12-31,15.8,18.7,0.02576412950759034,0.6703779665983006,0.43361855866134247,,-0.005037868216681262,0.7348640243498974,0.0028264779973364487,0.05431957913418267,0.9515535441272316,0.6199655241726715,0.5711811547410962,0.18499545850618165,1.0509130108040359,,8.148792747769997,0.01648130204001132,0.05203423963124521,3.5467452620903845,3.5467452620903845,18.0153,1333586382828.9937,722083919774.8064,246116291344.12384,246707424349.04996,69392153413.08937,3769352568.613652
