Date,Tier 1 Capital Ratio,Total Capital Ratio,Non Performing Loan Ratio,Coverage Ratio,Equity at Risk,Dividend Growth,Net Interest Margin,Efficiency Ratio,ROAA,ROAE,Loan to Deposit Ratio,CASA Ratio,CD Non Equity Ratio,Liquid Assets to Total Assets Ratio,Stable funds to Net Loans Ratio,Liquid Assets to Wholesale funds Ratio,Liquidity Coverage Ratio,Total Investment Securities to Total Assets Ratio,E/A Ratio,D/E Ratio,LT Debt/E Ratio,Net Profit Margin,"Total Assets, Reported",Total Deposits,Total Debt,Cash and Equivalents,Total Equity,Net Income After Taxes
2010-12-31,10.83,10.76,0.03797914260201365,0.5927523727351165,0.7717391304347826,,-0.0698209923511273,0.6523303940975347,0.004726569601216348,0.11956521739130435,0.6429414332131714,0.1704197043910272,0.7983163274085036,0.19960667008213653,1.5553516204460311,242.77386934673368,3.7799859165949456,0.08516501677436414,0.03953130939199127,0.3887959866220736,0.36799749163879597,11.64491,167835795021.14972,128689411275.22363,2579571458.289994,33501144164.759727,6634768740.0318985,793287566.7429444
2011-12-31,11.2,10.8,0.037970783196782834,0.5703287557220141,0.8179256529749648,,-0.08398432972484295,0.713911817998792,0.0024819639665127763,0.06275062317112821,0.6746170106125651,0.07349800605809671,0.8192416181668869,0.1686492371925944,1.4823225389647097,614.734375,-3.5108870248081385,0.07564631799145244,0.0395528178221302,0.3827896391026336,0.37585347350167986,6.27048,180210892236.3847,141796832753.95905,2728466589.4167633,30392429509.46311,7127848590.189262,447276940.90382385
2012-12-31,11.0,12.1,0.03999527149499567,0.5458128078817734,0.7570932252460915,,-0.13960678798177914,0.7230150753768845,0.0030628001289600055,0.06967766840378305,0.6785257426500333,0.09302122169620503,0.8116696987176643,0.1721107019836085,1.4737834353851111,,8.881786339754816,0.05751870768499822,0.04395669658765038,0.3338158656629994,0.3338158656629994,7.30661,178666060330.45325,138643322722.44962,2621646202.8194637,30750341064.120056,7853569804.456572,547218432.6208884
2013-12-31,11.9,11.9,0.0399163671043944,,,,-0.07764540630527521,0.6991231275118743,0.0036536149750987464,0.07646001796945193,0.6913779373798546,0.3025253985402496,0.8889354795076424,0.16218873432938347,1.4463869121854596,28.68413059984814,6.3683412002697235,0.04794349991413361,0.047784647089129315,0.4619946091644205,0.3436657681940701,10.38977,169457984721.71698,143439068752.27356,3740996726.0822115,27484176064.02328,8097489996.362313,619134230.6293198
2014-12-31,11.47717,12.1,0.04198709249374227,-0.0,0.45640059006720207,,-0.1365194035380198,0.6791484508648545,0.004575075606787719,0.09211604654974595,0.72077737529906,0.2998558310898446,0.8288739361907168,0.182652974002662,1.387390939657459,2.851858913250715,5.493206022769005,0.044725027373116955,0.04966643465660476,1.5724471398131454,0.2829044418947714,10.94976,203090848970.8192,159976027114.16052,15860957262.131107,37095147557.2456,10086798379.763578,929155989.0882037
2015-12-31,11.6754,12.1,0.03524405640652242,-0.0,0.40370342030759815,,-0.08385950142650016,0.6596541272954181,0.004488613097300532,0.08722932129466676,0.7401351732184971,0.294122882047276,0.8395729472369006,0.17883185812832708,1.351104549796592,2.724104840160739,25.617033276931753,0.04900069297886415,0.0514576180426497,1.5052414109725305,0.22947432856377686,14.74642,233863720073.6648,186242173112.33884,18114180478.82136,41822283609.57642,12034069981.583794,1049723756.9060773
2016-12-31,12.5,14.2,0.03281974272895943,0.49971639251276234,0.5643543223052294,,-0.07559252506836828,0.6463121783876501,0.004890166198814775,0.09370330843116328,0.7274437815511703,0.2878109224414869,0.8536360822844069,0.1899293023808463,1.3746766765503753,2.8929924778010294,10.533566721581549,0.05053543049800235,0.05218776455910529,1.5605834222696549,0.30259694059053716,17.39593,256174260439.45593,207267192999.14395,20863692571.102448,48654998573.1951,13369161989.917246,1252734709.4074004
2017-12-31,,,,,,,-0.09189092294248134,0.6586107824911273,0.004785539053551921,0.08597623089983022,0.7554056183211767,0.25533147353494534,0.8637910192056745,0.17948039478807168,1.3237921134640394,3.090808488478063,-8.647058823529411,0.04605608833213002,0.05566118685904584,1.4645161290322581,0.4212563667232598,15.7511,220529343114.37146,179888296098.69955,17976825608.53618,39580693564.52151,12274924974.991663,1055351783.927976
2018-12-31,13.0,15.3,0.02763613261331149,0.4472675942730389,0.47681371246346,,0.034357682619647355,0.806403574087863,0.004733563168467344,0.09267871379218709,0.7457101500500728,0.24316864012387757,0.8498204911818975,0.1943170096096422,1.3410036056674999,2.7707567253725567,6.74749617061388,0.04762744991584777,0.051074976926000326,1.8659314376826999,0.49282487377092743,11.49855,256957014560.99048,207214229662.56866,24488621501.43866,49931118667.71297,13124073589.67652,1216322260.0052314
2019-12-31,12.87,15.03,0.027450773651053063,0.4411369310543499,0.4805327868852459,,-0.012566389417777333,0.6458129683936136,0.0046776917439378006,0.0940061475409836,0.7262200037204688,0.2677032306070565,0.8652578349775665,0.2115317209954434,1.3769931905991846,22.40465744178198,9.09632776103042,0.0468183411401077,0.049759423891916,0.7206711065573771,0.5309298155737705,26.28541,279955396966.9938,230180196253.3452,10039250669.045496,59219446922.390724,13930419268.51026,1309545049.0633364
2020-12-31,12.47,14.8,0.025298597805675505,0.4327430293896006,0.49954019968470836,,0.018306446602745968,0.669328010645376,0.0018686998422049528,0.04348397267472412,0.6914306277009399,0.24242737241234544,0.8852442092657646,0.24854554744154667,1.4462766905843858,33.943330763299926,4.402890289028903,0.04361240568287994,0.04297445075185529,0.7301629006831319,0.5597740409879138,13.73444,290065503971.1782,245743879472.69302,9101776795.21821,72094489478.42462,12465405715.221485,542045361.5000409
2021-12-31,12.9,15.2,0.02393824835255168,0.4037735849056604,0.4392230946336856,,0.03627174074624647,0.6030165054069436,0.005855186516468404,0.12491882637699982,0.7054567098870693,0.1995656510408288,0.9023370590796923,0.24928816317043406,1.4175214240432723,28.645468998410173,-46.12903225806452,0.048083920650600874,0.04687193024690846,0.7045870476415372,0.518920833579314,47.88444,317900246305.4187,273407811400.42224,10498768472.906404,79248768472.9064,14900598170.302603,1861365235.7494721
