Date,"Net Income/Starting Line, Cumulative","Cash from Operating Activities, Cumulative","Cash from Investing Activities, Cumulative","Cash from Financing Activities, Cumulative","Net Change in Cash, Cumulative","Depreciation / Depletion, Cumulative","Amortization, Cumulative",Non-Cash Items,"Changes in Working Capital, Cumulative","Capital Expenditures, Cumulative","Total Cash Dividends Paid, Cumulative","Common Stock Issued (Retired), Net","Issuance (Retirement) of Stock, Net, Cumulative","Short Term Debt Issued (Reduced), Net","Long Term Debt Issued (Reduced), Net","Issuance (Retirement) of Debt, Net, Cumulative",Accounts Receivable (CF),"Depreciation (CF), Cumulative",Amortization of Intangibles (CF),Unusual Items (CF),Equity in Net Earnings (Loss) (CF),Other Non-Cash Items,Cash Receipts,Cash Payments,Cash Taxes Paid,"Cash Interest Paid, Supplemental, Cumulative",Net Changes in Working Capital,Loan Loss Provision,Inventories (CF),Prepaid Expenses (CF),Other Assets (CF),Accounts Payable (CF),Payable / Accrued (CF),Other Liabilities (CF),Other Operating Cash Flow,"Investment Securities, Gains/Losses (CF)","Loans, Gains/Losses (CF)","Purchase of Fixed Assets, Cumulative",Purchase/Acquisition of Intangibles,Acquisition of Business,Sale of Business,Sale of Fixed Assets,Sale/Maturity of Investment,"Investment, Net (CF)",Purchase of Investments,Other Investing Cash Flow,"Other Investing Cash Flow Items, Total, Cumulative",Other Financing Cash Flow,Financing Cash Flow Items,Cash Dividends Paid - Common,Sale/Issuance of Common,Repurchase/Retirement of Common,Short Term Debt Reduction,Long Term Debt Issued,Long Term Debt Reduction,Total Debt Issued,"Foreign Exchange Effects, Cumulative",Net Cash - Beginning Balance,Net Cash - Ending Balance,OAPermID
2010-12-31,-34247000,-43042000,618598000,-720020000,-144464000,2410000,1571000,31838000,-51782000,-2321000,0,0,0,,0,0,,2410000,1571000,0,,31838000,,,27000,,-51782000,37300000,,,-5545000,,,23122000,,-6016000,-272000,-2310000,-11000,,,99511000,985436000,,-645703000,,620919000,0,-720020000,,,0,,,0,,,217103000,72639000,4298443884
2011-12-31,16119000,89720000,331880000,-230937000,190663000,5856000,,33645000,34116000,-2803000,,,0,,-3000000,-3000000,,5856000,,-2000000,,35645000,,,1115000,31638000,34116000,3300000,,,-14955000,,,-15130000,,-1102000,-5100000,-2716000,-87000,,,144646000,302385000,,-308428000,,334683000,0,-227937000,,,,,,-3000000,,,72639000,263302000,4298443884
2012-12-31,82126000,-391870000,-102858000,256711000,-238017000,9953000,,-4275000,-474564000,-16146000,,,88204000,,0,0,,9953000,,939000,,-5214000,,,26376000,21304000,-474564000,11500000,,,-28181000,,,17397000,,-1490000,-24665000,-16078000,-68000,,,49566000,202000000,,-285165000,,-86712000,535000,168507000,,,,,,0,,,263302000,25285000,4298443884
2013-12-31,23809000,304030000,-459884000,164477000,8623000,14947000,,-66637000,310835000,-22880000,,,188000,,0,0,,14947000,,0,,-66637000,,,6799000,28373000,310835000,900000,,,-11212000,,,-16999000,,-1772000,23776000,-22858000,-22000,,,19656000,222581000,,-317695000,,-437004000,2599000,164289000,,,,,,0,,,25285000,33908000,4298443884
2014-12-31,22259000,-348636000,-84239000,429469000,-3406000,17503000,,-3643000,-371091000,-19917000,-1628000,,130000,,-3527000,-3527000,,17503000,,573000,,-4216000,,,6626000,14271000,-371091000,-1000000,,,25420000,,,2693000,,-2358000,-19936000,-19898000,-19000,,,9138000,159171000,,-60548000,,-64322000,232121000,434494000,-1628000,,,,,-3527000,,,33908000,30502000,4298443884
2015-12-31,41319000,8311000,-418334000,412205000,2182000,14877000,,-53539000,-10735000,-20569000,0,,178000,,0,0,,14877000,,61000,,-53600000,,,11328000,16647000,-10735000,6100000,,,-12151000,,,10002000,,-2406000,9176000,-20560000,-9000,,132407000,6110000,153382000,,-247713000,,-397765000,29000,412027000,0,,,,,0,,,30502000,32684000,4298443884
2015-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4298443884
2016-12-31,58151000,-44794000,-819272000,885333000,21267000,15667000,,-75279000,-74823000,-25202000,,58713000,61426000,0,63184000,63184000,,15667000,,253000,,-75532000,,,14441000,28672000,-74823000,4100000,,,-60927000,,,43255000,,-2539000,-270711000,-25202000,0,,122760000,6820000,276674000,,-743861000,,-794070000,,760723000,,,,,63184000,0,,,35097000,56364000,4298443884
2016-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4298443884
2017-12-31,68946000,159327000,-556189000,414407000,17545000,22645000,,-34702000,104532000,-42908000,,-45000,-34000,0,-65000,-65000,,22645000,,5269000,,-39971000,,,-21885000,42889000,104532000,750000,,,26470000,,,-19957000,,-489000,-222931000,-42343000,-565000,,19285000,6105000,503293000,,-368071000,,-513281000,,414506000,,,-45000,,,0,,,56364000,73909000,4298443884
2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4298443884
2018-12-31,40027000,286011000,-565196000,263862000,-15323000,24893000,,-59988000,268302000,-9728000,,0,68000,30000000,-30000000,0,,24893000,,5340000,,-65328000,,,-5785000,67552000,268302000,3000000,,,-8030000,,,-4058000,,-235000,-95722000,-9724000,-4000,,0,1644000,218252000,,-189660000,,-555468000,,263794000,,,,,0,-30000000,,,73909000,58586000,4298443884
2019-12-31,17512000,258830000,107024000,-366560000,-706000,12798000,1636000,23461000,233326000,-2257000,0,-98543000,-98438000,-480000000,-1694000,-481694000,,12798000,1636000,10413000,,13048000,,,33625000,93325000,233326000,-500000,,,14939000,,,-32547000,,,-88528000,-2257000,,-47389000,182189000,1138000,333897000,,-330532000,23098000,109281000,,213572000,0,,-98543000,-56000000,0,-1694000,,,58586000,57880000,4298443884
2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4298443884
2020-12-31,79990000,-25545000,-232622000,258336000,169000,10715000,1372000,33990000,-141547000,-3298000,-13865000,-58009000,-57772000,-150282000,-1209000,-151491000,,10715000,1372000,12365000,,21625000,,,20992000,44466000,-141547000,20469000,,,-38728000,,,11210000,,-341000,-88334000,-3298000,,,2800000,2110000,270988000,,-373264000,2080000,-229324000,,481464000,-13865000,,-58009000,-7082000,,-1209000,,,57880000,58049000,4298443884
2020-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4298443884
2021-12-31,115422000,173035000,-125638000,-40232000,7165000,10974000,1171000,-17772000,55356000,-2941000,-21338000,-84154000,-83891000,-281800000,-1070000,-282870000,,10974000,1171000,0,,-17772000,,,34429000,17303000,55356000,-15000000,,,-5796000,,,1861000,,,-53735000,-2941000,,,0,541000,225440000,,-179398000,9958000,-122697000,,347867000,-21338000,,-84154000,,50000000,-51070000,,,58049000,65214000,4298443884
