Date,"Net Income/Starting Line, Cumulative","Cash from Operating Activities, Cumulative","Cash from Investing Activities, Cumulative","Cash from Financing Activities, Cumulative","Net Change in Cash, Cumulative","Depreciation / Depletion, Cumulative","Amortization, Cumulative",Non-Cash Items,"Changes in Working Capital, Cumulative","Capital Expenditures, Cumulative","Total Cash Dividends Paid, Cumulative","Common Stock Issued (Retired), Net","Issuance (Retirement) of Stock, Net, Cumulative","Short Term Debt Issued (Reduced), Net","Long Term Debt Issued (Reduced), Net","Issuance (Retirement) of Debt, Net, Cumulative",Accounts Receivable (CF),"Depreciation (CF), Cumulative",Amortization of Intangibles (CF),Unusual Items (CF),Equity in Net Earnings (Loss) (CF),Other Non-Cash Items,Cash Receipts,Cash Payments,Cash Taxes Paid,"Cash Interest Paid, Supplemental, Cumulative",Net Changes in Working Capital,Loan Loss Provision,Inventories (CF),Prepaid Expenses (CF),Other Assets (CF),Accounts Payable (CF),Payable / Accrued (CF),Other Liabilities (CF),Other Operating Cash Flow,"Investment Securities, Gains/Losses (CF)","Loans, Gains/Losses (CF)","Purchase of Fixed Assets, Cumulative",Purchase/Acquisition of Intangibles,Acquisition of Business,Sale of Business,Sale of Fixed Assets,Sale/Maturity of Investment,"Investment, Net (CF)",Purchase of Investments,Other Investing Cash Flow,"Other Investing Cash Flow Items, Total, Cumulative",Other Financing Cash Flow,Financing Cash Flow Items,Cash Dividends Paid - Common,Sale/Issuance of Common,Repurchase/Retirement of Common,Short Term Debt Reduction,Long Term Debt Issued,Long Term Debt Reduction,Total Debt Issued,"Foreign Exchange Effects, Cumulative",Net Cash - Beginning Balance,Net Cash - Ending Balance,OAPermID
2010-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000004037
2011-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000004037
2012-12-31,16887000,120842000,-98635000,-20593000,1614000,4730000,,74232000,24993000,,-19213000,-1380000,-1380000,,,,,4730000,,76182000,,-1950000,,,,,25049000,,,,-483115000,,,671436000,-56000,-614000,-159691000,,,,,4722000,,-102357000,-1080000,,-98635000,,,,,,,,,,,30974000,32588000,5000004037
2013-12-31,11892000,-13144000,33480000,-21196000,-860000,4598000,,89141000,-118775000,,-19213000,-1983000,-1983000,,,,,4598000,,90801000,,-1660000,,,,,-119137000,,,,-124390000,,,-72354000,362000,-3103000,122730000,,,,,14270000,,19821000,-835000,,33480000,,,,,,,,,,,32588000,31728000,5000004037
2014-12-31,12661000,-161366000,171634000,-8692000,1576000,4705000,,64578000,-243310000,-3052000,-11611000,3341000,3341000,,,,,4705000,,64402000,,176000,,,,,-243237000,,,,-447492000,,,247406000,-73000,2308000,-22457000,-3052000,,,,1084000,,172962000,-13684000,,174686000,-422000,-422000,,,,,,,,,31728000,33304000,5000004037
2014-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000004037
2015-12-31,19715000,14741000,-1644000,-14412000,-1315000,4499000,,50057000,-59530000,-1135000,-11611000,-2801000,-2801000,,,,,4499000,,56696000,,-6639000,,,,,-59493000,,,,-715382000,,,860130000,-37000,1094000,-193833000,-1135000,,,,647000,,0,-1072000,,-509000,,,,,,,,,,,33304000,31989000,5000004037
2016-12-31,-22992000,112846000,-2950000,-13559000,96337000,4248000,,68475000,63115000,-1426000,-11579000,-1980000,-1980000,,,,,4248000,,88640000,,-20165000,,,,,64786000,,,,520888000,,,-340370000,-1671000,909000,-112524000,-1426000,,,,823000,,0,-2202000,,-1524000,,,,,,,,,,,31989000,128326000,5000004037
2017-12-31,15245000,83696000,-285000,-16083000,67328000,3936000,,44416000,20099000,-4160000,-11459000,-4624000,-4624000,,,,,3936000,,51517000,,-7101000,,,,,20122000,,,,264949000,,,197088000,-23000,-1241000,-447730000,-4160000,,,,3670000,460000,0,-200000,,3875000,,,,,,,,,,,128326000,195654000,5000004037
2018-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000004037
2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000004037
2020-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000004037
