Date,"Net Income/Starting Line, Cumulative","Cash from Operating Activities, Cumulative","Cash from Investing Activities, Cumulative","Cash from Financing Activities, Cumulative","Net Change in Cash, Cumulative","Depreciation / Depletion, Cumulative","Amortization, Cumulative",Non-Cash Items,"Changes in Working Capital, Cumulative","Capital Expenditures, Cumulative","Total Cash Dividends Paid, Cumulative","Common Stock Issued (Retired), Net","Issuance (Retirement) of Stock, Net, Cumulative","Short Term Debt Issued (Reduced), Net","Long Term Debt Issued (Reduced), Net","Issuance (Retirement) of Debt, Net, Cumulative",Accounts Receivable (CF),"Depreciation (CF), Cumulative",Amortization of Intangibles (CF),Unusual Items (CF),Equity in Net Earnings (Loss) (CF),Other Non-Cash Items,Cash Receipts,Cash Payments,Cash Taxes Paid,"Cash Interest Paid, Supplemental, Cumulative",Net Changes in Working Capital,Loan Loss Provision,Inventories (CF),Prepaid Expenses (CF),Other Assets (CF),Accounts Payable (CF),Payable / Accrued (CF),Other Liabilities (CF),Other Operating Cash Flow,"Investment Securities, Gains/Losses (CF)","Loans, Gains/Losses (CF)","Purchase of Fixed Assets, Cumulative",Purchase/Acquisition of Intangibles,Acquisition of Business,Sale of Business,Sale of Fixed Assets,Sale/Maturity of Investment,"Investment, Net (CF)",Purchase of Investments,Other Investing Cash Flow,"Other Investing Cash Flow Items, Total, Cumulative",Other Financing Cash Flow,Financing Cash Flow Items,Cash Dividends Paid - Common,Sale/Issuance of Common,Repurchase/Retirement of Common,Short Term Debt Reduction,Long Term Debt Issued,Long Term Debt Reduction,Total Debt Issued,"Foreign Exchange Effects, Cumulative",Net Cash - Beginning Balance,Net Cash - Ending Balance,OAPermID
2010-12-31,4196000000,-4747000000,-3349000000,7640000000,-191000000,1723000000,,8512000000,-19178000000,-1811000000,,-44000000,-44000000,,7684000000,7684000000,,1723000000,,,,8512000000,,,503000000,59329000000,-18675000000,1751000000,,,2003000000,,,14370000000,-503000000,-15540000000,-21259000000,-1811000000,,1757000000,,149000000,212309000000,-67000000,-215921000000,-165000000,-1538000000,,,,92000000,-136000000,,412804000000,-405120000000,,265000000,20959000000,20768000000,4295884647
2011-12-31,7274000000,14139000000,6504000000,-6931000000,13512000000,1514000000,,2993000000,2358000000,-1687000000,,-1959000000,-2959000000,,-3972000000,-3972000000,,1514000000,,,,2993000000,,,1353000000,52964000000,3711000000,1670000000,,,-59000000,,,15781000000,-1353000000,4216000000,-17897000000,-1687000000,,,4120000000,110000000,284093000000,-23000000,-281154000000,,8191000000,,,,41000000,-2000000000,,428381000000,-432353000000,,-200000000,20768000000,34280000000,4295884647
2011-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295884647
2012-12-31,5682000000,-9260000000,576000000,-1665000000,-10130000000,777000000,,917000000,-16636000000,-423000000,,-607000000,-982000000,,-683000000,-683000000,,777000000,,,,917000000,,,,,-15891000000,2125000000,,,-596000000,,,-26394000000,-745000000,3171000000,5803000000,-423000000,,-6536000000,,71000000,212019000000,-51000000,-212062000000,,999000000,,,,160000000,-767000000,,332492000000,-333175000000,,219000000,34280000000,24150000000,4295884647
2013-12-31,4899000000,-8418000000,9269000000,-8703000000,-6970000000,765000000,,-4292000000,-9790000000,-470000000,,1217000000,842000000,,-9545000000,-9545000000,,765000000,,,,-4292000000,,,1656000000,,-8134000000,2289000000,,,2542000000,,,-10054000000,-1656000000,399000000,-3310000000,-470000000,,-4638000000,,61000000,198672000000,-193000000,-188737000000,,9739000000,,,,1967000000,-750000000,,156663000000,-166208000000,,882000000,24150000000,17180000000,4295884647
2014-12-31,2682000000,12019000000,-7419000000,-4663000000,-67000000,692000000,,-1313000000,9958000000,-409000000,,-1514000000,-2264000000,,-5132000000,-5132000000,,692000000,,,,-1313000000,,,1073000000,,11031000000,1594000000,,,246000000,,,46983000000,-1073000000,-27251000000,-10541000000,-409000000,,-1216000000,,58000000,101124000000,5253000000,-113588000000,,-7010000000,2733000000,2733000000,,17000000,-1531000000,,146714000000,-151846000000,,-4000000,17180000000,17113000000,4295884647
2014-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295884647
2015-12-31,6193000000,10577000000,4196000000,-11165000000,3266000000,634000000,,-2725000000,6475000000,-390000000,-1393000000,34000000,34000000,,-10846000000,-10846000000,,634000000,,,,-2725000000,,,,,6475000000,1347000000,,,549000000,,,15944000000,,4899000000,-16264000000,-390000000,,-6926000000,,91000000,62635000000,-103000000,-54314000000,,4586000000,1040000000,1040000000,-1393000000,34000000,0,,142583000000,-153429000000,,-342000000,17113000000,20379000000,4295884647
2015-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295884647
2016-12-31,6342000000,8553000000,6134000000,-19057000000,-4215000000,536000000,,-108000000,1783000000,-415000000,-2521000000,10000000,10000000,,-16546000000,-16546000000,,536000000,,,,-108000000,,,,,1783000000,974000000,,,-915000000,,,17175000000,,15367000000,-30818000000,-415000000,,,,75000000,34241000000,9000000,-29071000000,,6549000000,,,-2521000000,10000000,,,108244000000,-124790000000,,155000000,20379000000,16164000000,4295884647
