Date,"Net Income/Starting Line, Cumulative","Cash from Operating Activities, Cumulative","Cash from Investing Activities, Cumulative","Cash from Financing Activities, Cumulative","Net Change in Cash, Cumulative","Depreciation / Depletion, Cumulative","Amortization, Cumulative",Non-Cash Items,"Changes in Working Capital, Cumulative","Capital Expenditures, Cumulative","Total Cash Dividends Paid, Cumulative","Common Stock Issued (Retired), Net","Issuance (Retirement) of Stock, Net, Cumulative","Short Term Debt Issued (Reduced), Net","Long Term Debt Issued (Reduced), Net","Issuance (Retirement) of Debt, Net, Cumulative",Accounts Receivable (CF),"Depreciation (CF), Cumulative",Amortization of Intangibles (CF),Unusual Items (CF),Equity in Net Earnings (Loss) (CF),Other Non-Cash Items,Cash Receipts,Cash Payments,Cash Taxes Paid,"Cash Interest Paid, Supplemental, Cumulative",Net Changes in Working Capital,Loan Loss Provision,Inventories (CF),Prepaid Expenses (CF),Other Assets (CF),Accounts Payable (CF),Payable / Accrued (CF),Other Liabilities (CF),Other Operating Cash Flow,"Investment Securities, Gains/Losses (CF)","Loans, Gains/Losses (CF)","Purchase of Fixed Assets, Cumulative",Purchase/Acquisition of Intangibles,Acquisition of Business,Sale of Business,Sale of Fixed Assets,Sale/Maturity of Investment,"Investment, Net (CF)",Purchase of Investments,Other Investing Cash Flow,"Other Investing Cash Flow Items, Total, Cumulative",Other Financing Cash Flow,Financing Cash Flow Items,Cash Dividends Paid - Common,Sale/Issuance of Common,Repurchase/Retirement of Common,Short Term Debt Reduction,Long Term Debt Issued,Long Term Debt Reduction,Total Debt Issued,"Foreign Exchange Effects, Cumulative",Net Cash - Beginning Balance,Net Cash - Ending Balance,OAPermID
2011-09-30,,7869000000,-6262000000,9190000000,11794000000,,,,-2213000000,-1144000000,-3746000000,71000000,94000000,0,14328000000,12924000000,,721000000,,,,,37864000000,-25866000000,-1916000000,,638000000,,,,,,,31114000000,-2851000000,-21104000000,-14651000000,-402000000,-742000000,,0,15000000,2845000000,,-7978000000,0,-5118000000,-82000000,-82000000,-3746000000,74000000,-3000000,,,,0,997000000,4464000000,16258000000,4295856627
2011-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295856627
2012-09-30,,15545000000,-6250000000,-12564000000,-3735000000,,,,4888000000,-855000000,-4050000000,-5000000,20000000,,-9955000000,-8462000000,,850000000,,,,,36966000000,-24317000000,-1992000000,,5990000000,,,,,,,19311000000,-1102000000,8105000000,-21311000000,-252000000,-603000000,-270000000,,7000000,3651000000,,-8783000000,,-5395000000,-72000000,-72000000,-4050000000,3000000,-8000000,,,,4124000000,-466000000,16258000000,12523000000,4295856627
2013-09-30,,25580000000,-7794000000,-20285000000,-824000000,,,,15852000000,-1042000000,-5028000000,-61000000,-916000000,,-14005000000,-14291000000,,904000000,,,,,33048000000,-20520000000,-2800000000,,15748000000,,,,,,,23007000000,104000000,9073000000,-16178000000,-304000000,-738000000,,0,7000000,5043000000,,-11802000000,,-6752000000,-50000000,-50000000,-5028000000,7000000,-68000000,,,,1958000000,1675000000,12523000000,11699000000,4295856627
2013-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295856627
2014-09-30,,28371000000,-14581000000,-966000000,14061000000,,,,17761000000,-1179000000,-5837000000,-51000000,-115000000,,3678000000,5061000000,,1020000000,,,,,32136000000,-18743000000,-2783000000,,19290000000,,,,,,,43774000000,-1529000000,7474000000,-31802000000,-515000000,-664000000,-7744000000,,17000000,6768000000,,-12443000000,,-13402000000,-75000000,-75000000,-5837000000,8000000,-59000000,,,,1768000000,1237000000,11699000000,25760000000,4295856627
2015-09-30,,-541000000,-18715000000,5513000000,-10990000000,,,,-11173000000,-1307000000,-4340000000,-81000000,-138000000,,6826000000,9070000000,,1671000000,,,,,32377000000,-18319000000,-3426000000,,-9500000000,,,,,,,7924000000,-1673000000,23241000000,-40569000000,-677000000,-630000000,0,,24000000,8471000000,,-26551000000,648000000,-17408000000,921000000,921000000,-4340000000,,-81000000,,,,2244000000,2753000000,25760000000,14770000000,4295856627
2015-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295856627
2016-09-30,,5497000000,-7245000000,4573000000,2245000000,,,,-6130000000,-1228000000,-5402000000,3440000000,2655000000,,5213000000,7365000000,,1208000000,,,,,31817000000,-16721000000,-3469000000,,-3746000000,,,,-476000000,,,38801000000,-2384000000,-2840000000,-38978000000,-521000000,-707000000,,0,32000000,18779000000,,-24724000000,-104000000,-6017000000,-45000000,-45000000,-5402000000,3510000000,-70000000,,,,3596000000,-580000000,14770000000,17015000000,4295856627
2016-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295856627
2017-09-30,,2837000000,-1698000000,552000000,1389000000,,,,-9329000000,-1030000000,-4839000000,-61000000,-67000000,,3249000000,5498000000,,1269000000,,,,,31133000000,-15415000000,-3552000000,,-7289000000,,,,2853000000,,,26225000000,-2040000000,-9771000000,-26815000000,-264000000,-766000000,-52000000,630000000,65000000,25717000000,,-27028000000,,-668000000,-40000000,-40000000,-4839000000,7000000,-68000000,,,,4437000000,-302000000,17397000000,18786000000,4295856627
2017-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72368000000,-69119000000,,,,,4295856627
