Date,"Net Income/Starting Line, Cumulative","Cash from Operating Activities, Cumulative","Cash from Investing Activities, Cumulative","Cash from Financing Activities, Cumulative","Net Change in Cash, Cumulative","Depreciation / Depletion, Cumulative","Amortization, Cumulative",Non-Cash Items,"Changes in Working Capital, Cumulative","Capital Expenditures, Cumulative","Total Cash Dividends Paid, Cumulative","Common Stock Issued (Retired), Net","Issuance (Retirement) of Stock, Net, Cumulative","Short Term Debt Issued (Reduced), Net","Long Term Debt Issued (Reduced), Net","Issuance (Retirement) of Debt, Net, Cumulative",Accounts Receivable (CF),"Depreciation (CF), Cumulative",Amortization of Intangibles (CF),Unusual Items (CF),Equity in Net Earnings (Loss) (CF),Other Non-Cash Items,Cash Receipts,Cash Payments,Cash Taxes Paid,"Cash Interest Paid, Supplemental, Cumulative",Net Changes in Working Capital,Loan Loss Provision,Inventories (CF),Prepaid Expenses (CF),Other Assets (CF),Accounts Payable (CF),Payable / Accrued (CF),Other Liabilities (CF),Other Operating Cash Flow,"Investment Securities, Gains/Losses (CF)","Loans, Gains/Losses (CF)","Purchase of Fixed Assets, Cumulative",Purchase/Acquisition of Intangibles,Acquisition of Business,Sale of Business,Sale of Fixed Assets,Sale/Maturity of Investment,"Investment, Net (CF)",Purchase of Investments,Other Investing Cash Flow,"Other Investing Cash Flow Items, Total, Cumulative",Other Financing Cash Flow,Financing Cash Flow Items,Cash Dividends Paid - Common,Sale/Issuance of Common,Repurchase/Retirement of Common,Short Term Debt Reduction,Long Term Debt Issued,Long Term Debt Reduction,Total Debt Issued,"Foreign Exchange Effects, Cumulative",Net Cash - Beginning Balance,Net Cash - Ending Balance,OAPermID
2011-03-31,29442000000,137695000000,-62634000000,-3811000000,71250000000,4067000000,,7653000000,96533000000,-2080000000,-3212000000,0,0,,-592000000,-592000000,,4067000000,,890000000,,6763000000,,,245000000,,278642000000,-18409000000,,,-83523000000,,,47328000000,-182109000000,-11050000000,344296000000,-1308000000,-772000000,,,4000000,2470899000000,,-2531413000000,-44000000,-60554000000,-7000000,-7000000,-3212000000,,0,,,-592000000,,,187213000000,258463000000,4295878798
2011-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295878798
2012-03-31,40981000000,-70258000000,29463000000,-5794000000,-46589000000,3888000000,,-36193000000,-78934000000,-1006000000,-5154000000,-5000000,-5000000,,-599000000,-599000000,,3888000000,,-42000000,,-36151000000,,,579000000,,-90491000000,-23162000000,,,-106786000000,,,46944000000,11557000000,-10494000000,3007000000,-205000000,-801000000,,,0,2300144000000,,-2269675000000,0,30469000000,-36000000,-36000000,-5154000000,,-5000000,,,-599000000,,,258463000000,211874000000,4295878798
2013-03-31,40872000000,140862000000,117499000000,-122500000000,135861000000,3713000000,,-123882000000,220159000000,-3188000000,-15633000000,-106594000000,-106594000000,,-244000000,-244000000,,3713000000,,206000000,,-124088000000,,,198000000,,349838000000,-13583000000,,,78724000000,,,294825000000,-129679000000,-12854000000,2726000000,-2194000000,-994000000,,,272000000,2634551000000,,-2513878000000,-258000000,120687000000,-29000000,-29000000,-15633000000,,-106594000000,,,-244000000,,,211874000000,347736000000,4295878798
2013-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,4295878798
2014-03-31,52145000000,-87803000000,179321000000,-51715000000,39803000000,3225000000,,-106865000000,-36308000000,-3603000000,-51444000000,0,0,,-247000000,-247000000,,3225000000,,38000000,,-106903000000,,,1888000000,,-110548000000,1270000000,,,30838000000,,,-229744000000,74240000000,-14569000000,101657000000,-1468000000,-2135000000,,,1000000,1526731000000,,-1343714000000,-94000000,182924000000,-24000000,-24000000,-51444000000,,0,,,-247000000,,,347736000000,387540000000,4295878798
2015-03-31,53912000000,-139546000000,291989000000,-39083000000,113360000000,2378000000,,-157877000000,-37959000000,-5538000000,-38918000000,,,,-156000000,-156000000,,2378000000,,15000000,,-157892000000,,,3381000000,,-113137000000,-1107000000,,,-407000000,,,-42393000000,75178000000,-7162000000,-62068000000,-891000000,-4647000000,,,0,2011779000000,,-1714251000000,-1000000,297527000000,-9000000,-9000000,-38918000000,,,,,-156000000,,,387540000000,500900000000,4295878798
2016-03-31,55716000000,180161000000,-6014000000,-185339000000,-11192000000,3332000000,,9528000000,111585000000,-7614000000,-41735000000,-143430000000,-143430000000,,-164000000,-164000000,,3332000000,,3000000,,9525000000,,,2599000000,,73816000000,-2314000000,,,12825000000,,,-180259000000,37769000000,-9942000000,253506000000,-2051000000,-5563000000,,,2000000,1162016000000,,-1160419000000,1000000,1600000000,-10000000,-10000000,-41735000000,,-143430000000,,,-164000000,,,500900000000,489707000000,4295878798
2017-03-31,51762000000,33244000000,-28244000000,-20705000000,-15705000000,4161000000,,-40402000000,17723000000,-8563000000,-21694000000,0,0,,-164000000,-164000000,,4161000000,,1000000,,-40403000000,,,2621000000,,60215000000,-10746000000,,,117011000000,,,-10126000000,-42492000000,-3508000000,-32416000000,-3790000000,-4773000000,,,0,815908000000,,-835561000000,-28000000,-19681000000,1153000000,1153000000,-21694000000,,0,,,-164000000,,,489707000000,474001000000,4295878798
2017-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,4295878798
2018-03-31,57962000000,227598000000,-211578000000,-21990000000,-5970000000,3779000000,,7158000000,158699000000,-7935000000,-21813000000,-4000000,-4000000,,-164000000,-164000000,,3779000000,,21000000,,7137000000,,,12700000000,,115908000000,-7117000000,,,19872000000,,,244605000000,42791000000,-9416000000,-132036000000,-2370000000,-5565000000,,,10000000,551415000000,,-755069000000,1000000,-203643000000,-9000000,-9000000,-21813000000,0,-4000000,,,-164000000,,,474001000000,468031000000,4295878798
2018-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,30327000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295878798
