Date,"Net Income/Starting Line, Cumulative","Cash from Operating Activities, Cumulative","Cash from Investing Activities, Cumulative","Cash from Financing Activities, Cumulative","Net Change in Cash, Cumulative","Depreciation / Depletion, Cumulative","Amortization, Cumulative",Non-Cash Items,"Changes in Working Capital, Cumulative","Capital Expenditures, Cumulative","Total Cash Dividends Paid, Cumulative","Common Stock Issued (Retired), Net","Issuance (Retirement) of Stock, Net, Cumulative","Short Term Debt Issued (Reduced), Net","Long Term Debt Issued (Reduced), Net","Issuance (Retirement) of Debt, Net, Cumulative",Accounts Receivable (CF),"Depreciation (CF), Cumulative",Amortization of Intangibles (CF),Unusual Items (CF),Equity in Net Earnings (Loss) (CF),Other Non-Cash Items,Cash Receipts,Cash Payments,Cash Taxes Paid,"Cash Interest Paid, Supplemental, Cumulative",Net Changes in Working Capital,Loan Loss Provision,Inventories (CF),Prepaid Expenses (CF),Other Assets (CF),Accounts Payable (CF),Payable / Accrued (CF),Other Liabilities (CF),Other Operating Cash Flow,"Investment Securities, Gains/Losses (CF)","Loans, Gains/Losses (CF)","Purchase of Fixed Assets, Cumulative",Purchase/Acquisition of Intangibles,Acquisition of Business,Sale of Business,Sale of Fixed Assets,Sale/Maturity of Investment,"Investment, Net (CF)",Purchase of Investments,Other Investing Cash Flow,"Other Investing Cash Flow Items, Total, Cumulative",Other Financing Cash Flow,Financing Cash Flow Items,Cash Dividends Paid - Common,Sale/Issuance of Common,Repurchase/Retirement of Common,Short Term Debt Reduction,Long Term Debt Issued,Long Term Debt Reduction,Total Debt Issued,"Foreign Exchange Effects, Cumulative",Net Cash - Beginning Balance,Net Cash - Ending Balance,OAPermID
2010-12-31,3397000000,4811000000,5729000000,-11531000000,-991000000,1059000000,,-766000000,102000000,,-350000000,3282000000,-4297000000,,688000000,688000000,,1059000000,,-474000000,-291000000,-1000000,,,698000000,,572000000,2502000000,,,753000000,,,-1571000000,-470000000,42000000,-1154000000,,,,2202000000,,33506000000,3882000000,-37949000000,-1360000000,5729000000,-4752000000,-7572000000,-204000000,3486000000,-204000000,,,-7485000000,,,4288000000,3297000000,4295904676
2011-12-31,3071000000,6033000000,-6549000000,1324000000,808000000,1140000000,,812000000,170000000,,-660000000,-1000000,987000000,1556000000,-4380000000,-2824000000,,1140000000,,878000000,-262000000,196000000,,,842000000,1517000000,498000000,1152000000,,,-4142000000,,,3330000000,-328000000,81000000,77000000,,,,430000000,,29466000000,441000000,-27158000000,1127000000,-6549000000,1002000000,3821000000,-604000000,72000000,-73000000,-8236000000,,-3353000000,,,3297000000,4105000000,4295904676
2012-12-31,2994000000,6809000000,-17261000000,11567000000,1115000000,1159000000,,148000000,1945000000,,-997000000,-58000000,2391000000,4182000000,-1986000000,1106000000,,1159000000,,173000000,-302000000,277000000,,,39000000,1208000000,2246000000,987000000,,,1928000000,,,-690000000,-301000000,1146000000,-1125000000,,,-4130000000,,,21727000000,-2526000000,-18643000000,829000000,-17261000000,-1482000000,9067000000,-820000000,158000000,-216000000,-17060000000,,-4037000000,,,4105000000,5220000000,4295904676
2012-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295904676
2013-12-31,4212000000,5555000000,-18935000000,12203000000,-1177000000,1146000000,,-752000000,-247000000,,-1148000000,220000000,566000000,-3456000000,4349000000,893000000,,1146000000,,-413000000,-373000000,34000000,,,234000000,891000000,-41000000,643000000,,,3954000000,,,-3990000000,-206000000,-554000000,-94000000,,,,,,20125000000,-8151000000,-20302000000,-401000000,-18935000000,-352000000,11892000000,-911000000,244000000,-24000000,-10444000000,1986000000,-1760000000,,,5220000000,4043000000,4295904676
2013-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295904676
2014-12-31,4207000000,5585000000,-24893000000,19625000000,317000000,988000000,,-136000000,271000000,,-1232000000,-924000000,-924000000,110000000,4511000000,4154000000,,988000000,,305000000,-441000000,,,,1102000000,863000000,786000000,273000000,,,-8000000,,,169000000,-515000000,757000000,-405000000,,,,,,13334000000,-19643000000,-8489000000,-68000000,-24893000000,,17627000000,-1000000000,252000000,-1176000000,-8687000000,,-3089000000,,,4043000000,4360000000,4295904676
2015-12-31,4143000000,5525000000,-16260000000,10440000000,-295000000,1088000000,,-302000000,192000000,,-1257000000,-2013000000,-2513000000,-4825000000,5710000000,-737000000,,1088000000,,105000000,-407000000,,,,633000000,1005000000,631000000,255000000,,,1568000000,,,-1788000000,-439000000,203000000,393000000,,,,,,16675000000,1233000000,-31263000000,-225000000,-16260000000,,14947000000,-1038000000,139000000,-2152000000,-6219000000,,-2624000000,,,4360000000,4065000000,4295904676
2015-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295904676
2016-12-31,3985000000,3500000000,-7307000000,4621000000,814000000,1193000000,,-308000000,-1696000000,,-1270000000,-1911000000,-1392000000,,2288000000,1245000000,,1193000000,,53000000,-361000000,,,,547000000,1317000000,-1761000000,433000000,,,-744000000,,,652000000,65000000,-1167000000,-935000000,,,,,,17726000000,4835000000,-23800000000,-691000000,-7307000000,,6038000000,-1061000000,151000000,-2062000000,,,-3750000000,,,4065000000,4879000000,4295904676
