Date,"Net Income/Starting Line, Cumulative","Cash from Operating Activities, Cumulative","Cash from Investing Activities, Cumulative","Cash from Financing Activities, Cumulative","Net Change in Cash, Cumulative","Depreciation / Depletion, Cumulative","Amortization, Cumulative",Non-Cash Items,"Changes in Working Capital, Cumulative","Capital Expenditures, Cumulative","Total Cash Dividends Paid, Cumulative","Common Stock Issued (Retired), Net","Issuance (Retirement) of Stock, Net, Cumulative","Short Term Debt Issued (Reduced), Net","Long Term Debt Issued (Reduced), Net","Issuance (Retirement) of Debt, Net, Cumulative",Accounts Receivable (CF),"Depreciation (CF), Cumulative",Amortization of Intangibles (CF),Unusual Items (CF),Equity in Net Earnings (Loss) (CF),Other Non-Cash Items,Cash Receipts,Cash Payments,Cash Taxes Paid,"Cash Interest Paid, Supplemental, Cumulative",Net Changes in Working Capital,Loan Loss Provision,Inventories (CF),Prepaid Expenses (CF),Other Assets (CF),Accounts Payable (CF),Payable / Accrued (CF),Other Liabilities (CF),Other Operating Cash Flow,"Investment Securities, Gains/Losses (CF)","Loans, Gains/Losses (CF)","Purchase of Fixed Assets, Cumulative",Purchase/Acquisition of Intangibles,Acquisition of Business,Sale of Business,Sale of Fixed Assets,Sale/Maturity of Investment,"Investment, Net (CF)",Purchase of Investments,Other Investing Cash Flow,"Other Investing Cash Flow Items, Total, Cumulative",Other Financing Cash Flow,Financing Cash Flow Items,Cash Dividends Paid - Common,Sale/Issuance of Common,Repurchase/Retirement of Common,Short Term Debt Reduction,Long Term Debt Issued,Long Term Debt Reduction,Total Debt Issued,"Foreign Exchange Effects, Cumulative",Net Cash - Beginning Balance,Net Cash - Ending Balance,OAPermID
2010-12-31,277000000,1286000000,1206000000,-6026000000,-3534000000,124000000,,57000000,1030000000,-92000000,-72000000,-4000000,-2249000000,-2000000,-4143000000,-4145000000,,124000000,,0,,57000000,,,108000000,,1030000000,478000000,,,15000000,,,57000000,,-13000000,7000000,-92000000,,,0,,2303000000,,-2410000000,146000000,1298000000,1000000,440000000,-34000000,,-4000000,,1147000000,-5290000000,,,5617000000,2083000000,4295903746
2011-12-31,393000000,796000000,-849000000,1526000000,1473000000,122000000,,75000000,127000000,-121000000,-73000000,-116000000,-112000000,13000000,-1517000000,-1504000000,,122000000,,,,75000000,,,73000000,,127000000,144000000,,,-8000000,,,59000000,,-11000000,,-121000000,,,,,3596000000,,-4479000000,744000000,-728000000,1000000,3215000000,-73000000,,-116000000,,,-1517000000,,,2083000000,3556000000,4295903746
2012-12-31,521000000,692000000,-3676000000,3962000000,978000000,133000000,,94000000,-214000000,-75000000,-97000000,-308000000,-305000000,,-193000000,-193000000,,133000000,,0,,94000000,,,46000000,135000000,-214000000,79000000,,,5000000,,,35000000,,-11000000,,-75000000,,,,,3839000000,,-4032000000,8000000,-3601000000,-3000000,4557000000,-97000000,,-308000000,,0,-193000000,,,3556000000,4534000000,4295903746
2012-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295903746
2013-12-31,541000000,836000000,1174000000,-93000000,1917000000,122000000,,94000000,99000000,-102000000,-123000000,-291000000,-258000000,-7000000,-1080000000,-1087000000,,122000000,,,,94000000,,,115000000,114000000,99000000,46000000,,,7000000,,,38000000,,7000000,,-102000000,,,,,2849000000,,-2225000000,48000000,1276000000,3000000,1375000000,-123000000,,-291000000,,,-1080000000,,,4534000000,6451000000,4295903746
2013-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295903746
2014-12-31,593000000,639000000,-3743000000,2724000000,-380000000,123000000,,18000000,-225000000,-70000000,-137000000,-260000000,-211000000,,-810000000,-810000000,,123000000,,-32000000,,50000000,,,218000000,101000000,-225000000,27000000,,,-4000000,,,-14000000,,13000000,,-70000000,,,,,1781000000,,-2372000000,42000000,-3673000000,6000000,3882000000,-137000000,,-260000000,,596000000,-1406000000,,,6451000000,6071000000,4295903746
2015-12-31,521000000,862000000,-3255000000,2469000000,76000000,118000000,,89000000,205000000,-119000000,-147000000,-240000000,-228000000,,410000000,410000000,,118000000,,0,,89000000,,,88000000,94000000,205000000,147000000,,,-12000000,,,-35000000,,2000000,,-119000000,,,,,1757000000,324000000,-4590000000,5000000,-3136000000,-2000000,2434000000,-147000000,,-240000000,,1016000000,-606000000,,,6071000000,6147000000,4295903746
2015-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295903746
2016-12-31,477000000,486000000,-254000000,839000000,1071000000,121000000,,44000000,-105000000,-95000000,-152000000,-320000000,-163000000,,2150000000,2150000000,,121000000,,,,44000000,,,151000000,111000000,-105000000,248000000,,,-20000000,,,37000000,,0,,-95000000,,,,,1699000000,402000000,-2045000000,-99000000,-159000000,0,-996000000,-152000000,,-320000000,,2800000000,-650000000,,,6147000000,7218000000,4295903746
