Date,"Net Income/Starting Line, Cumulative","Cash from Operating Activities, Cumulative","Cash from Investing Activities, Cumulative","Cash from Financing Activities, Cumulative","Net Change in Cash, Cumulative","Depreciation / Depletion, Cumulative","Amortization, Cumulative",Non-Cash Items,"Changes in Working Capital, Cumulative","Capital Expenditures, Cumulative","Total Cash Dividends Paid, Cumulative","Common Stock Issued (Retired), Net","Issuance (Retirement) of Stock, Net, Cumulative","Short Term Debt Issued (Reduced), Net","Long Term Debt Issued (Reduced), Net","Issuance (Retirement) of Debt, Net, Cumulative",Accounts Receivable (CF),"Depreciation (CF), Cumulative",Amortization of Intangibles (CF),Unusual Items (CF),Equity in Net Earnings (Loss) (CF),Other Non-Cash Items,Cash Receipts,Cash Payments,Cash Taxes Paid,"Cash Interest Paid, Supplemental, Cumulative",Net Changes in Working Capital,Loan Loss Provision,Inventories (CF),Prepaid Expenses (CF),Other Assets (CF),Accounts Payable (CF),Payable / Accrued (CF),Other Liabilities (CF),Other Operating Cash Flow,"Investment Securities, Gains/Losses (CF)","Loans, Gains/Losses (CF)","Purchase of Fixed Assets, Cumulative",Purchase/Acquisition of Intangibles,Acquisition of Business,Sale of Business,Sale of Fixed Assets,Sale/Maturity of Investment,"Investment, Net (CF)",Purchase of Investments,Other Investing Cash Flow,"Other Investing Cash Flow Items, Total, Cumulative",Other Financing Cash Flow,Financing Cash Flow Items,Cash Dividends Paid - Common,Sale/Issuance of Common,Repurchase/Retirement of Common,Short Term Debt Reduction,Long Term Debt Issued,Long Term Debt Reduction,Total Debt Issued,"Foreign Exchange Effects, Cumulative",Net Cash - Beginning Balance,Net Cash - Ending Balance,OAPermID
2010-12-31,3639000000,-2198000000,1667000000,-732000000,-256000000,,,1619000000,-7456000000,-327000000,-1006000000,80000000,80000000,,-1556000000,194000000,,,,,,1619000000,,,1045000000,,-18883000000,,,,-5352000000,,,18578000000,11427000000,-17625000000,-14484000000,-146000000,-181000000,,0,48000000,10000000,1991000000,-56000000,1000000,1994000000,,,-1006000000,6000000,,,,,1750000000,1007000000,13962000000,13706000000,5060588378
2011-12-31,3547000000,3801000000,7494000000,-2509000000,8900000000,,,608000000,-354000000,-314000000,-1168000000,0,0,,-1341000000,-1341000000,,,,,,608000000,,,981000000,,627000000,,,,,,,,-981000000,,,-123000000,-191000000,,,,,7808000000,,,7808000000,,,-1168000000,4000000,,,,,,114000000,13706000000,22606000000,5060588378
2012-12-31,4039000000,19754000000,774000000,-170000000,20202000000,240000000,,3016000000,12459000000,-318000000,-1048000000,-28000000,-28000000,,-624000000,906000000,,240000000,,-2721000000,,5680000000,,,662000000,6437000000,11456000000,,,,3655000000,,,-2332000000,1003000000,-8045000000,18178000000,-141000000,-177000000,,,27000000,3000000,1066000000,-6000000,,1092000000,,,-1048000000,3000000,,,,,1530000000,-156000000,22606000000,42808000000,5060588378
2012-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5060588378
2013-12-31,4116000000,6315000000,572000000,-1927000000,2862000000,220000000,,4281000000,-2302000000,-382000000,-1370000000,-57000000,-57000000,,-500000000,-500000000,,220000000,,2179000000,,2093000000,,,1010000000,,-7877000000,,,,2625000000,,,17447000000,5575000000,-13197000000,-14752000000,-153000000,-229000000,,,33000000,4000000,924000000,-8000000,,954000000,,,-1370000000,0,,,,,0,-2098000000,42808000000,45670000000,5060588378
2014-12-31,4307000000,-10824000000,3254000000,-1040000000,-5987000000,237000000,,7258000000,-22626000000,-540000000,-1734000000,56000000,56000000,,-468000000,638000000,,237000000,,1251000000,,6032000000,,,966000000,4698000000,-34700000000,620000000,,,-9283000000,,,1345000000,12074000000,-10826000000,-16556000000,-197000000,-343000000,,481000000,14000000,480000000,2827000000,-8000000,,3794000000,,,-1734000000,,,,,,1106000000,2623000000,45670000000,39683000000,5060588378
2014-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5060588378
2015-12-31,4704000000,196000000,-522000000,-1746000000,517000000,189000000,,2092000000,-6789000000,-629000000,-2501000000,20000000,20000000,,-1424000000,735000000,,189000000,,471000000,,1621000000,,,1056000000,3473000000,-10107000000,543000000,,,2448000000,,,-12125000000,3318000000,2685000000,-3658000000,-162000000,-467000000,,175000000,27000000,10000000,-114000000,,,107000000,,,-2501000000,,,,,,2159000000,2589000000,39683000000,40200000000,5060588378
2016-12-31,4625000000,3280000000,-934000000,-1553000000,1660000000,221000000,,3111000000,-4677000000,-782000000,-2584000000,31000000,31000000,,0,1000000000,,221000000,,-159000000,,3270000000,,,952000000,3198000000,3632000000,560000000,,,-158000000,,,-19223000000,-8309000000,-417000000,22870000000,-124000000,-658000000,,0,20000000,134000000,-302000000,-5000000,,-152000000,,,-2584000000,,,,,,1000000000,867000000,40200000000,41860000000,5060588378
2017-12-31,3998000000,12274000000,-1499000000,-2637000000,4353000000,263000000,,2829000000,5184000000,-814000000,-2625000000,-12000000,-12000000,,-750000000,-750000000,,263000000,,1388000000,,1441000000,,,950000000,3475000000,14507000000,422000000,,,-196000000,,,13106000000,-9323000000,-6312000000,7487000000,-129000000,-685000000,,228000000,11000000,20000000,-29000000,-957000000,,-685000000,750000000,750000000,-2625000000,,,,,,0,-3785000000,41860000000,46213000000,5060588378
2018-12-31,3953000000,2631000000,29000000,-2788000000,-204000000,307000000,,714000000,-2343000000,-640000000,-2747000000,-6000000,-6000000,,-669000000,-28000000,,307000000,,-131000000,,845000000,,,1024000000,3138000000,-14175000000,217000000,,,-1653000000,,,-15921000000,11832000000,9581000000,-6399000000,-32000000,-608000000,,646000000,14000000,90000000,0,-81000000,,669000000,-7000000,-7000000,-2747000000,,,,,,641000000,-76000000,46213000000,46009000000,5060588378
2018-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5060588378
2019-12-31,2113000000,-2392000000,-191000000,-2414000000,-4845000000,558000000,,3864000000,-8927000000,-587000000,-2788000000,29000000,29000000,,-1030000000,371000000,,558000000,,1632000000,,2232000000,,,816000000,26000000,-8999000000,583000000,,,-3555000000,,,-7699000000,72000000,10387000000,-8715000000,-70000000,-517000000,-472000000,,15000000,879000000,,-26000000,,396000000,-26000000,-26000000,-2788000000,,,,,-140000000,1401000000,152000000,46009000000,41164000000,5060588378
2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5060588378
2020-12-31,2963000000,-1343000000,-1010000000,-2646000000,-4961000000,553000000,,563000000,-5422000000,-487000000,0,-17000000,-17000000,,-2602000000,-2602000000,,553000000,,-56000000,,619000000,,,987000000,2033000000,14789000000,958000000,,,-3066000000,,,7601000000,-20211000000,3893000000,5403000000,-69000000,-418000000,-552000000,0,19000000,18000000,,-8000000,,-523000000,-27000000,-27000000,0,,,,0,-143000000,,38000000,41164000000,36203000000,5060588378
2020-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5060588378
2021-12-31,4936000000,17592000000,-380000000,-4931000000,12425000000,605000000,,1487000000,10564000000,-418000000,-3192000000,-1136000000,-1136000000,,-3387000000,-577000000,,605000000,,-541000000,,2028000000,,,759000000,1032000000,10503000000,171000000,,,2696000000,,,25384000000,61000000,-4736000000,-13012000000,-34000000,-384000000,0,7000000,29000000,5000000,,-3000000,,38000000,-26000000,-26000000,-3192000000,,,,,-140000000,2810000000,144000000,36203000000,48628000000,5060588378
