Date,"Net Income/Starting Line, Cumulative","Cash from Operating Activities, Cumulative","Cash from Investing Activities, Cumulative","Cash from Financing Activities, Cumulative","Net Change in Cash, Cumulative","Depreciation / Depletion, Cumulative","Amortization, Cumulative",Non-Cash Items,"Changes in Working Capital, Cumulative","Capital Expenditures, Cumulative","Total Cash Dividends Paid, Cumulative","Common Stock Issued (Retired), Net","Issuance (Retirement) of Stock, Net, Cumulative","Short Term Debt Issued (Reduced), Net","Long Term Debt Issued (Reduced), Net","Issuance (Retirement) of Debt, Net, Cumulative",Accounts Receivable (CF),"Depreciation (CF), Cumulative",Amortization of Intangibles (CF),Unusual Items (CF),Equity in Net Earnings (Loss) (CF),Other Non-Cash Items,Cash Receipts,Cash Payments,Cash Taxes Paid,"Cash Interest Paid, Supplemental, Cumulative",Net Changes in Working Capital,Loan Loss Provision,Inventories (CF),Prepaid Expenses (CF),Other Assets (CF),Accounts Payable (CF),Payable / Accrued (CF),Other Liabilities (CF),Other Operating Cash Flow,"Investment Securities, Gains/Losses (CF)","Loans, Gains/Losses (CF)","Purchase of Fixed Assets, Cumulative",Purchase/Acquisition of Intangibles,Acquisition of Business,Sale of Business,Sale of Fixed Assets,Sale/Maturity of Investment,"Investment, Net (CF)",Purchase of Investments,Other Investing Cash Flow,"Other Investing Cash Flow Items, Total, Cumulative",Other Financing Cash Flow,Financing Cash Flow Items,Cash Dividends Paid - Common,Sale/Issuance of Common,Repurchase/Retirement of Common,Short Term Debt Reduction,Long Term Debt Issued,Long Term Debt Reduction,Total Debt Issued,"Foreign Exchange Effects, Cumulative",Net Cash - Beginning Balance,Net Cash - Ending Balance,OAPermID
2010-12-31,38214000,96510000,436568000,-778802000,-245724000,8990000,6129000,28791000,14386000,-7460000,-24361000,-508000,-496000,-32912000,-280470000,-313382000,,8990000,6129000,3582000,,25209000,,,2000000,,14386000,30781000,,,23166000,,,-19535000,,-18616000,-1410000,-7460000,,0,,32000,1682892000,,-1369528000,3697000,444028000,,-440563000,-24361000,197000,-705000,,,-355470000,,,497276000,251552000,4295907462
2011-12-31,72460000,143086000,1005973000,-1177739000,-28680000,9674000,8829000,17767000,34356000,-11486000,-26513000,-1304000,-1164000,56434000,-364611000,-308177000,,9674000,8829000,-7258000,,25025000,,,4600000,,23200000,7473000,,,21088000,,,6981000,11156000,-9665000,-2677000,-11486000,,-258957000,,487000,1241923000,,-550934000,404582000,1017459000,,-841885000,-26513000,222000,-1526000,,,-211228000,,,251552000,222872000,4295907462
2012-12-31,91675000,114290000,-11692000,-61410000,41188000,11306000,7941000,63296000,-59928000,-18712000,-34657000,-3736000,-3019000,164965000,-71036000,93929000,,11306000,7941000,48916000,,14380000,,,24200000,,-66284000,5030000,,,-33162000,,,-20733000,6356000,-15872000,-1547000,-18712000,,0,,3498000,850808000,,-1031124000,129118000,7020000,,-117663000,-34657000,254000,-3990000,,,-67949000,,,222872000,264060000,4295907462
2013-12-31,100920000,165411000,100954000,-323702000,-57337000,11227000,8162000,50103000,-5001000,-18617000,-40278000,-24002000,-22590000,-127483000,321486000,194003000,,11227000,8162000,20734000,,29369000,,,11800000,,-21085000,-2319000,,,-18149000,,,7231000,16084000,-4517000,-3331000,-18617000,,-168268000,,3394000,889628000,,-1265615000,664054000,119571000,,-454837000,-40278000,290000,-24292000,,,-50993000,,,264060000,206723000,4295907462
2014-12-31,103667000,199349000,-162163000,-3946000,33240000,12366000,9120000,55380000,18816000,-20473000,-48181000,-25504000,-24755000,,174942000,174942000,,12366000,9120000,37168000,,18212000,,,18820000,21005000,11767000,3097000,,,14578000,,,7468000,7049000,-9830000,-3546000,-20473000,,0,0,2755000,699865000,,-679193000,31170000,-141690000,,-105952000,-48181000,326000,-25830000,,,,,,206723000,239963000,4295907462
2015-12-31,116716000,123756000,-500896000,356995000,-20145000,14101000,11746000,11138000,-29945000,-85661000,-55552000,-88304000,-87307000,,-63000,-63000,,14101000,11746000,-23037000,,34175000,,,14824000,32712000,-34483000,2923000,,,8556000,,,-35012000,4538000,-5718000,-5232000,-85661000,,-333095000,0,7714000,1148789000,,-929153000,-23615000,-415235000,,499917000,-55552000,391000,-88695000,,,,,,239963000,219818000,4295907462
2016-12-31,134264000,82051000,-698003000,651653000,35701000,16558000,12486000,-91414000,10157000,-224659000,-67536000,-1656000,693000,,-67000,-67000,,16558000,12486000,-58379000,,-33035000,,,23636000,43698000,-1144000,960000,,,41488000,,,-33003000,11301000,-5848000,-4741000,-224659000,,0,91771000,6332000,1541396000,,-1636720000,-48437000,-473344000,,718563000,-67536000,388000,-2044000,,,,,,219818000,255519000,4295907462
2016-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295907462
2017-12-31,95725000,290659000,-576975000,321229000,34913000,22183000,11841000,113976000,46934000,-37303000,-72604000,-2357000,298000,,-20056000,-20056000,,22183000,11841000,-2080000,,116056000,,,4326000,56682000,36140000,3050000,,,45159000,,,3487000,10794000,-9135000,-6421000,-37303000,,,,18592000,838860000,,-892534000,11505000,-539672000,,413591000,-72604000,404000,-2761000,,,,,,255519000,290432000,4295907462
2018-12-31,190830000,234407000,-271416000,63742000,26733000,23773000,14442000,2580000,2782000,-33391000,-82161000,-1308000,-360000,,-1505000,-1505000,,23773000,14442000,-15566000,,18146000,,,2505000,91813000,-3750000,6966000,,,4084000,,,-10450000,6532000,-2060000,-2290000,-33391000,,-210659000,,7341000,614282000,,-686404000,69669000,-238025000,,147768000,-82161000,497000,-1805000,,,,,,290432000,317165000,4295907462
