Date,"Net Income/Starting Line, Cumulative","Cash from Operating Activities, Cumulative","Cash from Investing Activities, Cumulative","Cash from Financing Activities, Cumulative","Net Change in Cash, Cumulative","Depreciation / Depletion, Cumulative","Amortization, Cumulative",Non-Cash Items,"Changes in Working Capital, Cumulative","Capital Expenditures, Cumulative","Total Cash Dividends Paid, Cumulative","Common Stock Issued (Retired), Net","Issuance (Retirement) of Stock, Net, Cumulative","Short Term Debt Issued (Reduced), Net","Long Term Debt Issued (Reduced), Net","Issuance (Retirement) of Debt, Net, Cumulative",Accounts Receivable (CF),"Depreciation (CF), Cumulative",Amortization of Intangibles (CF),Unusual Items (CF),Equity in Net Earnings (Loss) (CF),Other Non-Cash Items,Cash Receipts,Cash Payments,Cash Taxes Paid,"Cash Interest Paid, Supplemental, Cumulative",Net Changes in Working Capital,Loan Loss Provision,Inventories (CF),Prepaid Expenses (CF),Other Assets (CF),Accounts Payable (CF),Payable / Accrued (CF),Other Liabilities (CF),Other Operating Cash Flow,"Investment Securities, Gains/Losses (CF)","Loans, Gains/Losses (CF)","Purchase of Fixed Assets, Cumulative",Purchase/Acquisition of Intangibles,Acquisition of Business,Sale of Business,Sale of Fixed Assets,Sale/Maturity of Investment,"Investment, Net (CF)",Purchase of Investments,Other Investing Cash Flow,"Other Investing Cash Flow Items, Total, Cumulative",Other Financing Cash Flow,Financing Cash Flow Items,Cash Dividends Paid - Common,Sale/Issuance of Common,Repurchase/Retirement of Common,Short Term Debt Reduction,Long Term Debt Issued,Long Term Debt Reduction,Total Debt Issued,"Foreign Exchange Effects, Cumulative",Net Cash - Beginning Balance,Net Cash - Ending Balance,OAPermID
2010-12-31,312347000,840823000,-2776784000,1262505000,-673456000,286186000,,0,80923000,-68200000,-136499000,886172000,-511899000,1128887000,-571164000,557723000,,286186000,,0,,0,,,-121401000,,80923000,634547000,,,,,,,,-101473000,3535550000,-68200000,,0,,34930000,7569232000,162913000,-8769767000,117068000,-2708584000,-47000,1353180000,-28598000,886172000,0,,510805000,-1379344000,,,1521344000,847888000,4295906733
2011-12-31,542613000,1594787000,-1304706000,-22001000,268080000,282105000,,17332000,593544000,-143763000,-92404000,-49100000,-49100000,-580335000,-717384000,-1297719000,,282105000,,-2334000,,19666000,,,80065000,357212000,593544000,174059000,,,-62230000,,,-44863000,,135823000,2804927000,-143763000,,,0,62744000,5694933000,81256000,-4487948000,56144000,-1160943000,-3722000,1417222000,-61591000,,-49100000,,550000000,-1267384000,,,847888000,1115968000,4295906733
2012-12-31,631290000,1002130000,-1082978000,227686000,146838000,274572000,,17477000,-81147000,-129641000,-169335000,-148881000,-146881000,-939979000,-775095000,-1715074000,,274572000,,821000,,16656000,,,6389000,231897000,-81147000,147388000,,,458328000,,,-491811000,,-51694000,3671214000,-129641000,,,40258000,30322000,2734524000,184556000,-3325943000,61460000,-953337000,-3237000,2258976000,-137616000,0,-148881000,,2515000000,-3290095000,,,1115968000,1262806000,4295906733
2013-12-31,641282000,1013245000,-4240333000,2965414000,-261674000,281545000,,38809000,-54413000,-102208000,-182477000,-124995000,-112394000,854558000,1147914000,2002472000,,281545000,,1802000,,37007000,,,109432000,155832000,-54413000,90045000,,,10500000,,,-335738000,,53412000,2972643000,-102208000,,,0,10227000,1824220000,424720000,-3498168000,44793000,-4138125000,-225000,1257813000,-150608000,0,-124995000,,1250000000,-102086000,,,1262806000,1001132000,4295906733
2014-12-31,632392000,888786000,-5004781000,4335428000,219433000,332832000,,46666000,-158278000,-58862000,-198789000,-331832000,-314122000,118698000,1801078000,1919776000,,332832000,,3000000,,43666000,,,139918000,131488000,-158278000,80989000,,,-438366000,,,282074000,,-24172000,2360204000,-58862000,,,691637000,17591000,2633412000,445269000,-4553857000,44553000,-4945919000,4635000,2928563000,-166935000,2597000,-334429000,,2000000000,-198922000,,,1001132000,1220565000,4295906733
2014-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295906733
2015-12-31,692957000,1033362000,-4928654000,3521883000,-373409000,341281000,,53855000,-123507000,-93097000,-224390000,-251844000,-232844000,-1818947000,2195510000,376563000,,341281000,,2440000,,51415000,,,153590000,150403000,-123507000,99954000,,,-233624000,,,-34846000,,2010000,,-93097000,,-457836000,,2227000,2070893000,607626000,-4886115000,43840000,-4835557000,-41938000,3602554000,-192518000,0,-251844000,,3232227000,-1036717000,,,1220565000,847156000,4295906733
2016-12-31,711821000,1215302000,-3445353000,2767665000,537614000,379772000,,67727000,-108765000,-120438000,-299588000,0,601917000,1899561000,852912000,2752473000,,379772000,,2119000,,65608000,,,4979000,241073000,-108765000,190802000,,,-95758000,,,4001000,,-98333000,,-120438000,,-133218000,,0,8267709000,1238246000,-10887582000,-429728000,-3324915000,5122000,-287137000,-245208000,0,0,,2127750000,-1274838000,,,847156000,1384770000,4295906733
2016-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295906733
2017-12-31,1186000000,1954000000,-4866000000,3047000000,135000000,413000000,,96000000,91000000,-194000000,-425000000,-260000000,-249000000,1371000000,943000000,2314000000,,413000000,,4000000,,92000000,,,84000000,409000000,91000000,201000000,,,-420000000,,,233000000,,47000000,,-194000000,,,0,,4436000000,1093000000,-6774000000,55000000,-4672000000,-26000000,1407000000,-349000000,,-260000000,,1891000000,-948000000,,,1385000000,1520000000,4295906733
