Date,"Net Income/Starting Line, Cumulative","Cash from Operating Activities, Cumulative","Cash from Investing Activities, Cumulative","Cash from Financing Activities, Cumulative","Net Change in Cash, Cumulative","Depreciation / Depletion, Cumulative","Amortization, Cumulative",Non-Cash Items,"Changes in Working Capital, Cumulative","Capital Expenditures, Cumulative","Total Cash Dividends Paid, Cumulative","Common Stock Issued (Retired), Net","Issuance (Retirement) of Stock, Net, Cumulative","Short Term Debt Issued (Reduced), Net","Long Term Debt Issued (Reduced), Net","Issuance (Retirement) of Debt, Net, Cumulative",Accounts Receivable (CF),"Depreciation (CF), Cumulative",Amortization of Intangibles (CF),Unusual Items (CF),Equity in Net Earnings (Loss) (CF),Other Non-Cash Items,Cash Receipts,Cash Payments,Cash Taxes Paid,"Cash Interest Paid, Supplemental, Cumulative",Net Changes in Working Capital,Loan Loss Provision,Inventories (CF),Prepaid Expenses (CF),Other Assets (CF),Accounts Payable (CF),Payable / Accrued (CF),Other Liabilities (CF),Other Operating Cash Flow,"Investment Securities, Gains/Losses (CF)","Loans, Gains/Losses (CF)","Purchase of Fixed Assets, Cumulative",Purchase/Acquisition of Intangibles,Acquisition of Business,Sale of Business,Sale of Fixed Assets,Sale/Maturity of Investment,"Investment, Net (CF)",Purchase of Investments,Other Investing Cash Flow,"Other Investing Cash Flow Items, Total, Cumulative",Other Financing Cash Flow,Financing Cash Flow Items,Cash Dividends Paid - Common,Sale/Issuance of Common,Repurchase/Retirement of Common,Short Term Debt Reduction,Long Term Debt Issued,Long Term Debt Reduction,Total Debt Issued,"Foreign Exchange Effects, Cumulative",Net Cash - Beginning Balance,Net Cash - Ending Balance,OAPermID
2010-12-31,61603000,768074000,622227000,-1540122000,-149821000,31121000,5526000,92422000,343889000,-42631000,-47780000,261758000,-604689000,-1340468000,128782000,-1211686000,,31121000,5526000,-10482000,-10548000,113452000,,,-75636000,,154059000,270000000,,,222705000,,,-330076000,189830000,-85782000,,-42631000,,,0,0,1593672000,10783000,-1954858000,21561000,664858000,-16983000,324033000,0,263103000,-1345000,,496345000,-367563000,,,918595000,768774000,4295903994
2011-12-31,142630000,43973000,166989000,-151481000,59481000,34624000,4380000,136688000,-310384000,-35408000,-7944000,-29810000,-109510000,-236041000,-785618000,-1021659000,,34624000,4380000,42201000,-35392000,129879000,,,-64836000,,-469974000,44000000,,,-71035000,,,-177198000,159590000,-227133000,,-35408000,,,24467000,0,1305928000,7894000,-1276125000,64883000,202397000,-17146000,987632000,-7944000,15301000,-45111000,,10318000,-795936000,,,768774000,828255000,4295903994
2012-12-31,-16295000,371552000,-415165000,321620000,278007000,35028000,3910000,134620000,284555000,-21862000,-10066000,-131058000,-130914000,288060000,-226614000,61446000,,35028000,3910000,21113000,-365000,113872000,,,-136284000,,-14701000,78000000,,,55524000,,,123054000,299256000,-283239000,,-21862000,,,5278000,7354000,1133060000,8736000,-1157906000,99483000,-393303000,-15546000,401154000,-10066000,2699000,-133757000,,7595000,-234209000,,,828255000,1106262000,4295903994
2013-12-31,41067000,431373000,762953000,-1472679000,-278353000,36514000,3912000,97373000,266956000,-27349000,-42517000,-91533000,4742000,-738650000,-425036000,-1163686000,,36514000,3912000,65879000,-2211000,33705000,,,5437000,97387000,96956000,55000000,,,129581000,,,-575381000,170000000,455971000,,-27349000,,,1638000,765000,963378000,5482000,-1348526000,-296647000,790302000,-13034000,-271218000,-38229000,,-91533000,,5052000,-430088000,,,1106262000,827909000,4295903994
2014-12-31,231050000,704734000,-1486679000,1025441000,243496000,35715000,4170000,40407000,384311000,-31404000,-53566000,-43579000,-41715000,89916000,151259000,241175000,,35715000,4170000,5482000,-2872000,37797000,,,77779000,81151000,388611000,27000000,,,363030000,,,162520000,-4300000,-392806000,,-31404000,,,0,3507000,635316000,1692000,-751365000,-478318000,-1455275000,-18685000,879547000,-47366000,,-43579000,,399982000,-248723000,,,827909000,1071405000,4295903994
2015-12-31,97313000,367394000,-518404000,110668000,-40342000,35780000,5253000,37126000,167726000,-39947000,-60147000,-32648000,-25429000,-816324000,-531153000,-1347477000,,35780000,5253000,3162000,458000,33506000,,,14990000,90722000,167726000,9000000,,,-95192000,,,-71657000,0,309374000,,-39947000,,-5087000,,41143000,733985000,1731000,-1076194000,1019131000,-478457000,-11559000,1543721000,-53947000,,-32648000,,495555000,-1026708000,,,1071405000,1031063000,4295903994
2016-12-31,238511000,179991000,-2465812000,2292552000,6731000,32387000,5198000,-103509000,-72200000,-62554000,-69704000,-97396000,-74917000,10277000,-267427000,-257150000,,32387000,5198000,18733000,144000,-122386000,,,11609000,92456000,-40800000,11000000,,,-45000,,,-47322000,-31400000,-19535000,0,-62554000,,0,,11396000,1181178000,2429000,-1239912000,-454458000,-2403258000,-11434000,2694323000,-63504000,,-97396000,,100000,-267527000,,,1031063000,1037794000,4295903994
2017-12-31,176980000,-28798000,-1324602000,1767652000,414252000,34703000,8728000,67452000,-437662000,-53046000,-86104000,-5554000,578000,2080039000,-18269000,2061770000,,34703000,8728000,33553000,-109000,34008000,,,54417000,140373000,-417662000,0,,,194995000,,,-2771000,-20000000,-381540000,0,-53046000,,-336634000,,3416000,583014000,942563000,-1558990000,-109994000,-1271556000,-11434000,-208592000,-79904000,,-5554000,,129144000,-147413000,,,1037794000,1452046000,4295903994
2018-12-31,556507000,234305000,480372000,-761398000,-46721000,47232000,25855000,-168313000,-330533000,-47986000,-144906000,-104768000,-100286000,-2548712000,-48548000,-2597260000,,47232000,25855000,39944000,-212896000,4639000,,,42817000,307578000,-330533000,7000000,,,47410000,,,-331374000,0,1356745000,-3777000,-47986000,,-73622000,,30464000,675526000,261757000,-473205000,-28653000,528358000,-11465000,2081054000,-138706000,,-104768000,,20477000,-69025000,,,1452046000,1405325000,4295903994
2019-12-31,452373000,830294000,-2389842000,1421116000,-138432000,43785000,24834000,-102191000,397136000,-49159000,-177276000,-134813000,-125148000,2384391000,-395927000,1988464000,,43785000,24834000,-115613000,-441000,13863000,,,70505000,410883000,397136000,47000000,,,-113595000,,,305703000,0,1422884000,-1105000,-49159000,,0,,20058000,993268000,489000,-629649000,829713000,-2340683000,-11465000,-264924000,-171076000,,-134813000,,9635000,-405562000,,,1405325000,1266893000,4295903994
