Date,"Net Income/Starting Line, Cumulative","Cash from Operating Activities, Cumulative","Cash from Investing Activities, Cumulative","Cash from Financing Activities, Cumulative","Net Change in Cash, Cumulative","Depreciation / Depletion, Cumulative","Amortization, Cumulative",Non-Cash Items,"Changes in Working Capital, Cumulative","Capital Expenditures, Cumulative","Total Cash Dividends Paid, Cumulative","Common Stock Issued (Retired), Net","Issuance (Retirement) of Stock, Net, Cumulative","Short Term Debt Issued (Reduced), Net","Long Term Debt Issued (Reduced), Net","Issuance (Retirement) of Debt, Net, Cumulative",Accounts Receivable (CF),"Depreciation (CF), Cumulative",Amortization of Intangibles (CF),Unusual Items (CF),Equity in Net Earnings (Loss) (CF),Other Non-Cash Items,Cash Receipts,Cash Payments,Cash Taxes Paid,"Cash Interest Paid, Supplemental, Cumulative",Net Changes in Working Capital,Loan Loss Provision,Inventories (CF),Prepaid Expenses (CF),Other Assets (CF),Accounts Payable (CF),Payable / Accrued (CF),Other Liabilities (CF),Other Operating Cash Flow,"Investment Securities, Gains/Losses (CF)","Loans, Gains/Losses (CF)","Purchase of Fixed Assets, Cumulative",Purchase/Acquisition of Intangibles,Acquisition of Business,Sale of Business,Sale of Fixed Assets,Sale/Maturity of Investment,"Investment, Net (CF)",Purchase of Investments,Other Investing Cash Flow,"Other Investing Cash Flow Items, Total, Cumulative",Other Financing Cash Flow,Financing Cash Flow Items,Cash Dividends Paid - Common,Sale/Issuance of Common,Repurchase/Retirement of Common,Short Term Debt Reduction,Long Term Debt Issued,Long Term Debt Reduction,Total Debt Issued,"Foreign Exchange Effects, Cumulative",Net Cash - Beginning Balance,Net Cash - Ending Balance,OAPermID
2010-12-31,2825000,23276000,39271000,-38043000,24504000,390000,0,-1082000,22193000,-2441000,-2640000,52855000,36727000,,0,0,,390000,0,-3000,327000,-1406000,,,3850000,,19514000,8957000,,,13068000,,,431000,2679000,-3274000,,-2441000,,,,4000,24231000,0,-29110000,0,41712000,-6000,-72130000,-1715000,,-5000,,,,,,34596000,59100000,4295902744
2011-12-31,-2728000,13638000,-167602000,139339000,-14625000,650000,0,-172000,13939000,-4891000,-3512000,26487000,57419000,,0,0,,650000,0,0,313000,-485000,,,950000,,9096000,5388000,,,981000,,,4855000,4843000,-2888000,,-4891000,,,,0,90529000,,-128975000,0,-162711000,406000,85432000,-2978000,,-55000,,,,,,59100000,44475000,4295902744
2012-12-31,5996000,-32965000,-137881000,235014000,64168000,1714000,696000,-32208000,-9263000,-6151000,-6014000,-565000,-2089000,,156800000,156800000,,1714000,696000,-412000,364000,-32160000,,,0,7606000,-9966000,5756000,,,4950000,,,346000,703000,83000,-1106000,-6151000,,,,1324000,64929000,-624000,-77697000,43264000,-131730000,625000,86317000,-4655000,,-565000,,,,,,44475000,108643000,4295902744
2012-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295902744
2013-12-31,-84000,-435489000,-1303482000,1740446000,1475000,4283000,2651000,-93313000,-356599000,-54965000,-8921000,62787000,101270000,,0,0,,4283000,2651000,-11043000,,-82270000,,,0,23277000,-356398000,10346000,,,-1973000,,,5347000,-201000,-331000,-8700000,-54965000,,,,0,238216000,,-84912000,-440455000,-1248517000,0,1648097000,-6736000,,-5005000,,,,,,108643000,110118000,4295902744
2014-12-31,30205000,-627516000,-463154000,1211751000,121081000,6834000,4079000,-125918000,-525559000,-11663000,-14792000,103376000,104369000,,0,0,,6834000,4079000,-5127000,,-120791000,,,9855000,32592000,-527155000,13784000,,,-11418000,,,-8603000,1596000,-1183000,-19828000,-11663000,,,,79000,154696000,,-347269000,-24364000,-451491000,62802000,1122174000,-11140000,,-280000,,,,,,110118000,231199000,4295902744
2015-12-31,62072000,-42989000,-2256550000,2224464000,-75075000,9154000,5836000,-194168000,66838000,-83259000,-27100000,0,111374000,,172304000,172304000,,9154000,5836000,-29131000,,-165037000,,,33429000,44810000,58073000,9993000,,,-23095000,,,14410000,8765000,-3258000,-37211000,-83259000,,,0,50639000,1117958000,0,-2670169000,-46331000,-2173291000,-6969000,1967886000,-17654000,,,,,,,,231199000,156124000,4295902744
2016-12-31,115416000,18113000,-2318286000,2583559000,283386000,11680000,4851000,-238047000,118600000,-44683000,-42216000,175078000,252974000,,-84750000,-16750000,,11680000,4851000,-45738000,,-192309000,,,42377000,59380000,100871000,2237000,,,-43200000,,,35999000,17729000,2105000,-35895000,-44683000,,,259000,28000,4360597000,-57149000,-5772330000,224133000,-2273603000,-9514000,2389551000,-22586000,,,,,,68000000,,156124000,439510000,4295902744
2016-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295902744
2017-12-31,57709000,563011000,151858000,-766680000,-51811000,12425000,3928000,-83751000,603072000,-15323000,-46968000,0,2043000,,0,-68000000,,12425000,3928000,-28550000,,-55201000,,,11318000,81805000,586021000,13218000,,,2604000,,,-95653000,17051000,16018000,-11942000,-15323000,,,0,2663000,1717512000,-55377000,-1001248000,21297000,167181000,-9508000,-653755000,-26517000,,,,,,,,439510000,387699000,4295902744
