Date,"Net Income/Starting Line, Cumulative","Cash from Operating Activities, Cumulative","Cash from Investing Activities, Cumulative","Cash from Financing Activities, Cumulative","Net Change in Cash, Cumulative","Depreciation / Depletion, Cumulative","Amortization, Cumulative",Non-Cash Items,"Changes in Working Capital, Cumulative","Capital Expenditures, Cumulative","Total Cash Dividends Paid, Cumulative","Common Stock Issued (Retired), Net","Issuance (Retirement) of Stock, Net, Cumulative","Short Term Debt Issued (Reduced), Net","Long Term Debt Issued (Reduced), Net","Issuance (Retirement) of Debt, Net, Cumulative",Accounts Receivable (CF),"Depreciation (CF), Cumulative",Amortization of Intangibles (CF),Unusual Items (CF),Equity in Net Earnings (Loss) (CF),Other Non-Cash Items,Cash Receipts,Cash Payments,Cash Taxes Paid,"Cash Interest Paid, Supplemental, Cumulative",Net Changes in Working Capital,Loan Loss Provision,Inventories (CF),Prepaid Expenses (CF),Other Assets (CF),Accounts Payable (CF),Payable / Accrued (CF),Other Liabilities (CF),Other Operating Cash Flow,"Investment Securities, Gains/Losses (CF)","Loans, Gains/Losses (CF)","Purchase of Fixed Assets, Cumulative",Purchase/Acquisition of Intangibles,Acquisition of Business,Sale of Business,Sale of Fixed Assets,Sale/Maturity of Investment,"Investment, Net (CF)",Purchase of Investments,Other Investing Cash Flow,"Other Investing Cash Flow Items, Total, Cumulative",Other Financing Cash Flow,Financing Cash Flow Items,Cash Dividends Paid - Common,Sale/Issuance of Common,Repurchase/Retirement of Common,Short Term Debt Reduction,Long Term Debt Issued,Long Term Debt Reduction,Total Debt Issued,"Foreign Exchange Effects, Cumulative",Net Cash - Beginning Balance,Net Cash - Ending Balance,OAPermID
2010-12-31,2330000000,-3676000000,7477000000,9092000000,14804000000,4255000000,,-457000000,-10119000000,-873000000,-465000000,8213000000,8213000000,,1202000000,1202000000,,4255000000,,0,-457000000,,,,784000000,,-6662000000,1274000000,,,20474000000,,,66306000000,-3457000000,-52102000000,-37629000000,-873000000,,,,108000000,15083000000,,-14232000000,7391000000,8350000000,142000000,142000000,-465000000,23579000000,-15366000000,,1431000000,-229000000,,1911000000,51549000000,66353000000,4295869482
2011-12-31,4326000000,7802000000,11915000000,-3160000000,15593000000,3697000000,,-222000000,388000000,-794000000,-691000000,-1552000000,-1552000000,,-602000000,-602000000,,3697000000,,0,-222000000,,,,1327000000,,6379000000,1839000000,,,-26164000000,,,93566000000,-5991000000,-1865000000,-60519000000,-794000000,,,,101000000,32919000000,,-20208000000,-103000000,12709000000,-315000000,-315000000,-691000000,12229000000,-13781000000,,113000000,-715000000,,-964000000,66353000000,81946000000,4295869482
2012-12-31,316000000,-23954000000,-2647000000,-2152000000,-28714000000,3236000000,,-3000000,-28226000000,-614000000,-689000000,-734000000,-734000000,,-659000000,-659000000,,3236000000,,394000000,-397000000,,,,1280000000,15825000000,-14020000000,1721000000,,,28820000000,,,-38345000000,-14206000000,-16498000000,13076000000,-614000000,,,96000000,197000000,20561000000,,-22184000000,-703000000,-2033000000,-70000000,-70000000,-689000000,11437000000,-12171000000,,79000000,-708000000,,39000000,82032000000,53321000000,4295869482
2012-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295869482
2013-12-31,681000000,7184000000,-3015000000,-544000000,2718000000,2443000000,,-34000000,4273000000,-513000000,-764000000,1807000000,1807000000,,-1597000000,-1597000000,,2443000000,,399000000,-433000000,,,,742000000,10687000000,44887000000,2065000000,,,23315000000,,,-92515000000,-40614000000,37493000000,71522000000,-513000000,,-128000000,,137000000,29694000000,,-31609000000,-596000000,-2502000000,10000000,10000000,-764000000,15455000000,-13648000000,,1228000000,-2776000000,,-907000000,53321000000,56041000000,4295869482
2013-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295869482
2014-12-31,1691000000,2052000000,-12824000000,5795000000,-4080000000,4567000000,,-436000000,-4443000000,-669000000,-765000000,7639000000,7639000000,,-5701000000,-5701000000,,4567000000,,133000000,-569000000,,,,377000000,11423000000,35576000000,1134000000,,,-23362000000,,,2896000000,-40019000000,74536000000,-17950000000,-669000000,,,1931000000,133000000,20843000000,,-34236000000,-826000000,-12155000000,4622000000,4622000000,-765000000,16826000000,-9187000000,,150000000,-3142000000,,897000000,56041000000,51960000000,4295869482
2015-12-31,-6772000000,67252000000,-8242000000,-5583000000,53521000000,8908000000,,2000000,66101000000,-432000000,-1034000000,-861000000,-861000000,,-3427000000,-3427000000,,8908000000,,710000000,-708000000,,,,902000000,10608000000,46464000000,956000000,,,16648000000,,,-4909000000,19637000000,26293000000,16081000000,-432000000,,,555000000,272000000,22178000000,,-29760000000,-1055000000,-7810000000,-261000000,-261000000,-1034000000,8316000000,-9177000000,,3730000000,-2043000000,,94000000,51960000000,105478000000,4295869482
2016-12-31,-1356000000,70610000000,11239000000,-1649000000,80172000000,3745000000,,301000000,68232000000,-725000000,0,-281000000,-281000000,,-1006000000,-1006000000,,3745000000,,484000000,-183000000,,,,1572000000,10808000000,47218000000,1383000000,,,11593000000,,,-22395000000,21014000000,49779000000,15376000000,-725000000,,,2023000000,206000000,32934000000,,-21720000000,-1479000000,11964000000,-362000000,-362000000,0,4983000000,-5264000000,,936000000,-1102000000,,-28000000,105478000000,185649000000,4295869482
2017-12-31,-735000000,39577000000,2433000000,7138000000,43376000000,2159000000,,306000000,36613000000,-485000000,-392000000,7596000000,7596000000,,305000000,305000000,,2159000000,,447000000,-141000000,,,,689000000,11784000000,43879000000,525000000,,,30530000000,,,9287000000,-7266000000,-5700000000,3725000000,-485000000,,,82000000,113000000,17535000000,,-13484000000,-1328000000,2918000000,-371000000,-371000000,-392000000,15508000000,-7912000000,,1147000000,-176000000,,-5772000000,185649000000,229025000000,4295869482
