Date,"Net Income/Starting Line, Cumulative","Cash from Operating Activities, Cumulative","Cash from Investing Activities, Cumulative","Cash from Financing Activities, Cumulative","Net Change in Cash, Cumulative","Depreciation / Depletion, Cumulative","Amortization, Cumulative",Non-Cash Items,"Changes in Working Capital, Cumulative","Capital Expenditures, Cumulative","Total Cash Dividends Paid, Cumulative","Common Stock Issued (Retired), Net","Issuance (Retirement) of Stock, Net, Cumulative","Short Term Debt Issued (Reduced), Net","Long Term Debt Issued (Reduced), Net","Issuance (Retirement) of Debt, Net, Cumulative",Accounts Receivable (CF),"Depreciation (CF), Cumulative",Amortization of Intangibles (CF),Unusual Items (CF),Equity in Net Earnings (Loss) (CF),Other Non-Cash Items,Cash Receipts,Cash Payments,Cash Taxes Paid,"Cash Interest Paid, Supplemental, Cumulative",Net Changes in Working Capital,Loan Loss Provision,Inventories (CF),Prepaid Expenses (CF),Other Assets (CF),Accounts Payable (CF),Payable / Accrued (CF),Other Liabilities (CF),Other Operating Cash Flow,"Investment Securities, Gains/Losses (CF)","Loans, Gains/Losses (CF)","Purchase of Fixed Assets, Cumulative",Purchase/Acquisition of Intangibles,Acquisition of Business,Sale of Business,Sale of Fixed Assets,Sale/Maturity of Investment,"Investment, Net (CF)",Purchase of Investments,Other Investing Cash Flow,"Other Investing Cash Flow Items, Total, Cumulative",Other Financing Cash Flow,Financing Cash Flow Items,Cash Dividends Paid - Common,Sale/Issuance of Common,Repurchase/Retirement of Common,Short Term Debt Reduction,Long Term Debt Issued,Long Term Debt Reduction,Total Debt Issued,"Foreign Exchange Effects, Cumulative",Net Cash - Beginning Balance,Net Cash - Ending Balance,OAPermID
2010-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4296419629
2011-12-31,506000000,2479000000,-2034000000,-1669000000,-1224000000,434000000,,199000000,1088000000,-368000000,,,,1662000000,-3104000000,-1442000000,,434000000,,60000000,,139000000,,,-109000000,,1088000000,882000000,,,-164000000,,,389000000,,-171000000,,-106000000,-262000000,,0,5000000,11809000000,,-13782000000,1374000000,-1666000000,0,-227000000,,,,,9000000,-3113000000,,,4918000000,3694000000,4296419629
2012-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4296419629
2012-12-31,643000000,1714000000,919000000,-3264000000,-631000000,467000000,,168000000,130000000,-371000000,,,,-2599000000,-2548000000,-5147000000,,467000000,,71000000,,97000000,,,201000000,,130000000,413000000,,,76000000,,,-140000000,,-159000000,,-178000000,-193000000,-309000000,,6000000,9595000000,,-5533000000,-1037000000,1290000000,-150000000,1883000000,,,,,337000000,-2885000000,,,3694000000,3063000000,4296419629
2013-12-31,-3426000000,2649000000,-2453000000,-502000000,-306000000,404000000,,4485000000,1239000000,-368000000,,,,1750000000,711000000,2461000000,,404000000,,4412000000,,73000000,,,20000000,,1239000000,479000000,,,827000000,,,-371000000,,-144000000,,-160000000,-208000000,,,25000000,8502000000,,-11224000000,953000000,-2085000000,-1185000000,-2963000000,,,,,1002000000,-291000000,,,3063000000,2757000000,4296419629
2013-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,4296419629
2014-12-31,865000000,1390000000,-10274000000,9403000000,519000000,386000000,,97000000,-99000000,-311000000,-16000000,-334000000,-334000000,4002000000,3243000000,7245000000,,386000000,,41000000,,56000000,,,391000000,,-99000000,319000000,,,-295000000,,,-47000000,,-39000000,,-141000000,-170000000,,0,3000000,6832000000,,-9573000000,-325000000,-9963000000,-790000000,2508000000,-16000000,,-334000000,,3249000000,-6000000,,,2757000000,3276000000,4296419629
2014-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4296419629
2015-12-31,840000000,1229000000,-5905000000,4485000000,-191000000,471000000,,9000000,-340000000,-299000000,-150000000,-500000000,-253000000,-4383000000,5984000000,1601000000,,471000000,,-14000000,,23000000,,,157000000,454000000,-340000000,302000000,,,-467000000,,,-161000000,,-32000000,,-121000000,-178000000,,,15000000,8384000000,-157000000,-7806000000,-23000000,-5606000000,-71000000,3287000000,-143000000,,-500000000,,6750000000,-766000000,,,3276000000,3085000000,4296419629
2016-12-31,1045000000,1490000000,-11326000000,10455000000,619000000,515000000,,6000000,-229000000,-303000000,-255000000,-430000000,-430000000,-3186000000,6715000000,3529000000,,515000000,,6000000,,0,,,94000000,505000000,-229000000,369000000,,,-274000000,,,-59000000,,-88000000,,-138000000,-165000000,0,,3000000,6778000000,-246000000,-8353000000,-131000000,-11023000000,0,7611000000,-241000000,,-430000000,,15144000000,-8429000000,,,3085000000,3704000000,4296419629
2017-12-31,1652000000,1883000000,-3984000000,1429000000,-672000000,487000000,,-42000000,-78000000,-440000000,-336000000,-820000000,-820000000,-4959000000,2612000000,-2347000000,,487000000,,5000000,,-47000000,,,371000000,716000000,-78000000,321000000,,,-502000000,,,-119000000,,-28000000,,-253000000,-187000000,0,,0,6178000000,-326000000,-5965000000,203000000,-3544000000,-20000000,4932000000,-322000000,,-820000000,,15363000000,-12751000000,,,3704000000,3032000000,4296419629
