Date,"Net Income/Starting Line, Cumulative","Cash from Operating Activities, Cumulative","Cash from Investing Activities, Cumulative","Cash from Financing Activities, Cumulative","Net Change in Cash, Cumulative","Depreciation / Depletion, Cumulative","Amortization, Cumulative",Non-Cash Items,"Changes in Working Capital, Cumulative","Capital Expenditures, Cumulative","Total Cash Dividends Paid, Cumulative","Common Stock Issued (Retired), Net","Issuance (Retirement) of Stock, Net, Cumulative","Short Term Debt Issued (Reduced), Net","Long Term Debt Issued (Reduced), Net","Issuance (Retirement) of Debt, Net, Cumulative",Accounts Receivable (CF),"Depreciation (CF), Cumulative",Amortization of Intangibles (CF),Unusual Items (CF),Equity in Net Earnings (Loss) (CF),Other Non-Cash Items,Cash Receipts,Cash Payments,Cash Taxes Paid,"Cash Interest Paid, Supplemental, Cumulative",Net Changes in Working Capital,Loan Loss Provision,Inventories (CF),Prepaid Expenses (CF),Other Assets (CF),Accounts Payable (CF),Payable / Accrued (CF),Other Liabilities (CF),Other Operating Cash Flow,"Investment Securities, Gains/Losses (CF)","Loans, Gains/Losses (CF)","Purchase of Fixed Assets, Cumulative",Purchase/Acquisition of Intangibles,Acquisition of Business,Sale of Business,Sale of Fixed Assets,Sale/Maturity of Investment,"Investment, Net (CF)",Purchase of Investments,Other Investing Cash Flow,"Other Investing Cash Flow Items, Total, Cumulative",Other Financing Cash Flow,Financing Cash Flow Items,Cash Dividends Paid - Common,Sale/Issuance of Common,Repurchase/Retirement of Common,Short Term Debt Reduction,Long Term Debt Issued,Long Term Debt Reduction,Total Debt Issued,"Foreign Exchange Effects, Cumulative",Net Cash - Beginning Balance,Net Cash - Ending Balance,OAPermID
2010-12-31,124067000,302594000,-38420000,-55690000,211846000,,,-174904000,353431000,-23660000,-63823000,379000,8133000,,,,,,,,,-174904000,,,24065000,69236000,154926000,,,,-1793000,,,772425000,198505000,-343595000,19195000,-23660000,,0,0,1833000,363742000,,-408165000,27830000,-14760000,,,-63823000,0,,,,,,3362000,111910000,323756000,4295888234
2011-12-31,174655000,126662000,-11227000,60199000,174031000,,,-245285000,197292000,-47048000,-74756000,128553000,134955000,,,,,,,,,-245285000,,,30323000,66890000,-19357000,,,,-3282000,,,446690000,216649000,106527000,50649000,-47048000,,,,7803000,335839000,,-356149000,48328000,35821000,,,-74756000,130000000,,,,,,-1603000,323756000,497787000,4295888234
2012-12-31,131416000,-98428000,-55625000,-170521000,-324526000,,,-212883000,-16961000,-23202000,-84883000,-10638000,-10638000,,-75000000,-75000000,,,,,,-212883000,,,36219000,76735000,-203625000,,,,4513000,,,-139064000,186664000,37025000,-51149000,-23202000,,-5903000,6551000,1860000,282994000,,-384755000,66830000,-32423000,,,-84883000,0,,,,,,48000,497787000,173261000,4295888234
2013-12-31,128021000,-69614000,150346000,-93515000,-14554000,21388000,,-232849000,13826000,-53235000,-151269000,2754000,2754000,,55000000,55000000,,21388000,,30302000,-29000,-263122000,,,35875000,63930000,-189987000,,,,-6519000,,,554162000,203813000,11653000,-517674000,-21467000,-31768000,-478000,0,227000,672276000,2802000,-530372000,59126000,203581000,,,-151269000,,,,,,,-1771000,173261000,158707000,4295888234
2013-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295888234
2014-12-31,151809000,80312000,-45297000,3246000,39102000,22403000,,-249542000,155642000,-16109000,-133244000,1490000,1490000,,135000000,135000000,,22403000,,-863000,-2391000,-246288000,,,27393000,45504000,-69095000,,,,5156000,,,231839000,224737000,-210000,351771000,-16109000,0,0,,39000,467598000,1857000,-562747000,64065000,-29188000,,,-133244000,,,,,,,841000,158707000,197809000,4295888234
2014-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295888234
2015-12-31,159441000,155035000,-46277000,-138079000,-27333000,24996000,,-240302000,211065000,-23201000,-142379000,4300000,4300000,,0,0,,24996000,,3400000,-1929000,-241773000,,,45132000,36380000,17996000,,,,-10561000,,,1582560000,193069000,-171146000,-558501000,-20002000,-3199000,,,290000,250110000,593000,-336119000,62050000,-23076000,,,-142379000,,,,,,,1988000,197809000,170476000,4295888234
2015-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295888234
2016-12-31,162734000,77999000,15484000,-113412000,-19757000,29562000,,-249885000,135590000,-16996000,-115189000,1777000,1777000,,,,,29562000,,-287000,0,-249598000,,,45979000,33698000,-63347000,,,,2635000,,,69099000,198937000,128958000,183923000,-16996000,0,,,123000,578620000,408000,-564068000,17397000,32480000,,,-115189000,,,,,,,172000,170476000,150719000,4295888234
