Date,"Net Income/Starting Line, Cumulative","Cash from Operating Activities, Cumulative","Cash from Investing Activities, Cumulative","Cash from Financing Activities, Cumulative","Net Change in Cash, Cumulative","Depreciation / Depletion, Cumulative","Amortization, Cumulative",Non-Cash Items,"Changes in Working Capital, Cumulative","Capital Expenditures, Cumulative","Total Cash Dividends Paid, Cumulative","Common Stock Issued (Retired), Net","Issuance (Retirement) of Stock, Net, Cumulative","Short Term Debt Issued (Reduced), Net","Long Term Debt Issued (Reduced), Net","Issuance (Retirement) of Debt, Net, Cumulative",Accounts Receivable (CF),"Depreciation (CF), Cumulative",Amortization of Intangibles (CF),Unusual Items (CF),Equity in Net Earnings (Loss) (CF),Other Non-Cash Items,Cash Receipts,Cash Payments,Cash Taxes Paid,"Cash Interest Paid, Supplemental, Cumulative",Net Changes in Working Capital,Loan Loss Provision,Inventories (CF),Prepaid Expenses (CF),Other Assets (CF),Accounts Payable (CF),Payable / Accrued (CF),Other Liabilities (CF),Other Operating Cash Flow,"Investment Securities, Gains/Losses (CF)","Loans, Gains/Losses (CF)","Purchase of Fixed Assets, Cumulative",Purchase/Acquisition of Intangibles,Acquisition of Business,Sale of Business,Sale of Fixed Assets,Sale/Maturity of Investment,"Investment, Net (CF)",Purchase of Investments,Other Investing Cash Flow,"Other Investing Cash Flow Items, Total, Cumulative",Other Financing Cash Flow,Financing Cash Flow Items,Cash Dividends Paid - Common,Sale/Issuance of Common,Repurchase/Retirement of Common,Short Term Debt Reduction,Long Term Debt Issued,Long Term Debt Reduction,Total Debt Issued,"Foreign Exchange Effects, Cumulative",Net Cash - Beginning Balance,Net Cash - Ending Balance,OAPermID
2010-12-31,9955000000,-13787000000,1192000000,-6345000000,-20770000000,,404000000,-132000000,-24014000000,-2411000000,-75000000,0,0,284652000000,-290301000000,-5649000000,,,404000000,1814000000,-441000000,-1505000000,,,3368000000,,-20646000000,3370000000,,,2014000000,,,-23221000000,-3368000000,21040000000,-23849000000,-2411000000,,0,140000000,3463000000,,,0,,3603000000,-621000000,-621000000,-75000000,0,0,,261697000000,-551998000000,,-1830000000,37879000000,17109000000,8589934289
2011-12-31,15423000000,80585000000,102000000,66573000000,147198000000,,2286000000,-2065000000,64941000000,-4396000000,-3010000000,-6152000000,-6152000000,319621000000,-243886000000,75735000000,,,2286000000,-595000000,-731000000,-743000000,,,2456000000,,67397000000,-1548000000,,,-34189000000,,,57689000000,-2456000000,-467000000,45912000000,-4396000000,,-2000000,6000000,4544000000,,,-50000000,,4498000000,0,0,-3010000000,32000000,-6184000000,,253855000000,-497741000000,,-62000000,17109000000,164307000000,8589934289
2012-12-31,19466000000,-8081000000,1920000000,-27750000000,-34249000000,912000000,316000000,-3652000000,-25123000000,-1842000000,-5831000000,,,-8926000000,-13008000000,-21934000000,,912000000,316000000,-1709000000,-673000000,-273000000,,,3202000000,,-21921000000,1075000000,,,1222000000,,,3571000000,-3202000000,-6334000000,-21455000000,-1842000000,,-6000000,2000000,3796000000,,,-30000000,,3762000000,15000000,15000000,-5831000000,,,-494412000000,142962000000,-155970000000,,-338000000,164307000000,130058000000,8589934289
2013-12-31,19355000000,-26351000000,1549000000,-46681000000,-70676000000,700000000,501000000,-318000000,-46589000000,-835000000,-10885000000,,,-12645000000,-23151000000,-35796000000,,700000000,501000000,2223000000,-319000000,-222000000,,,2961000000,,-43628000000,444000000,,,33500000000,,,-4580000000,-2961000000,-46814000000,-26178000000,-835000000,,-213000000,119000000,2482000000,,,-4000000,,2384000000,,,-10885000000,,,-506627000000,103085000000,-126236000000,,807000000,130058000000,59382000000,8589934289
2014-12-31,21026000000,8930000000,-5071000000,48661000000,54386000000,439000000,329000000,-1637000000,-11227000000,-1111000000,-11138000000,,,84839000000,-25040000000,59799000000,,439000000,329000000,-80000000,-600000000,-695000000,,,5494000000,,-5733000000,815000000,,,-40325000000,,,163327000000,-5494000000,12925000000,-142475000000,-1111000000,,-3508000000,,362000000,,,-814000000,,-3960000000,,,-11138000000,,,-646040000000,114936000000,-139976000000,,1866000000,59382000000,113768000000,8589934289
2015-12-31,20371000000,70932000000,-2270000000,5228000000,72544000000,362000000,574000000,729000000,48896000000,-4075000000,-12544000000,,,-78485000000,96257000000,17772000000,,362000000,574000000,1668000000,-810000000,-123000000,,,4660000000,,53556000000,990000000,,,30235000000,,,8314000000,-4660000000,4820000000,9197000000,-4075000000,,,245000000,1570000000,,,-10000000,,1805000000,,,-12544000000,,,-1019742000000,229220000000,-132963000000,,-1346000000,113768000000,186312000000,8589934289
2016-12-31,23761000000,-53645000000,306000000,-13949000000,-64965000000,320000000,344000000,-4743000000,-73327000000,-451000000,-11885000000,,,-15145000000,13081000000,-2064000000,,320000000,344000000,-2294000000,-2068000000,-381000000,,,3583000000,,-69744000000,1619000000,,,9724000000,,,-15516000000,-3583000000,-29220000000,-36351000000,-451000000,,-19000000,20000000,763000000,,,-7000000,,757000000,,,-11885000000,,,-831404000000,160474000000,-147393000000,,2323000000,186312000000,121347000000,8589934289
2017-12-31,24307000000,56804000000,747000000,20570000000,79024000000,325000000,451000000,-3526000000,35247000000,-504000000,-14699000000,,,63222000000,-27953000000,35269000000,,325000000,451000000,-2386000000,-776000000,-377000000,,,3479000000,,38726000000,1556000000,,,25961000000,,,-5267000000,-3479000000,41651000000,-25175000000,-504000000,,-1268000000,6000000,407000000,650000000,,-88000000,1544000000,1251000000,,,-14699000000,,,-985582000000,187220000000,-215173000000,,903000000,121347000000,200371000000,8589934289
2018-12-31,26552000000,27134000000,1671000000,-68875000000,-37210000000,358000000,635000000,-1636000000,1225000000,-15321000000,-14517000000,,,-18245000000,-36108000000,-54353000000,,358000000,635000000,-785000000,-1028000000,-377000000,,,6531000000,,7756000000,886000000,,,18102000000,,,73644000000,-6531000000,6720000000,-91596000000,-15321000000,,0,0,16361000000,277000000,,,354000000,16992000000,-5000000,-5000000,-14517000000,,,-1018910000000,116506000000,-152614000000,,2860000000,200371000000,163161000000,8589934289
2018-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8589934289
