Date,"Net Income/Starting Line, Cumulative","Cash from Operating Activities, Cumulative","Cash from Investing Activities, Cumulative","Cash from Financing Activities, Cumulative","Net Change in Cash, Cumulative","Depreciation / Depletion, Cumulative","Amortization, Cumulative",Non-Cash Items,"Changes in Working Capital, Cumulative","Capital Expenditures, Cumulative","Total Cash Dividends Paid, Cumulative","Common Stock Issued (Retired), Net","Issuance (Retirement) of Stock, Net, Cumulative","Short Term Debt Issued (Reduced), Net","Long Term Debt Issued (Reduced), Net","Issuance (Retirement) of Debt, Net, Cumulative",Accounts Receivable (CF),"Depreciation (CF), Cumulative",Amortization of Intangibles (CF),Unusual Items (CF),Equity in Net Earnings (Loss) (CF),Other Non-Cash Items,Cash Receipts,Cash Payments,Cash Taxes Paid,"Cash Interest Paid, Supplemental, Cumulative",Net Changes in Working Capital,Loan Loss Provision,Inventories (CF),Prepaid Expenses (CF),Other Assets (CF),Accounts Payable (CF),Payable / Accrued (CF),Other Liabilities (CF),Other Operating Cash Flow,"Investment Securities, Gains/Losses (CF)","Loans, Gains/Losses (CF)","Purchase of Fixed Assets, Cumulative",Purchase/Acquisition of Intangibles,Acquisition of Business,Sale of Business,Sale of Fixed Assets,Sale/Maturity of Investment,"Investment, Net (CF)",Purchase of Investments,Other Investing Cash Flow,"Other Investing Cash Flow Items, Total, Cumulative",Other Financing Cash Flow,Financing Cash Flow Items,Cash Dividends Paid - Common,Sale/Issuance of Common,Repurchase/Retirement of Common,Short Term Debt Reduction,Long Term Debt Issued,Long Term Debt Reduction,Total Debt Issued,"Foreign Exchange Effects, Cumulative",Net Cash - Beginning Balance,Net Cash - Ending Balance,OAPermID
2010-12-31,19037000000,55742000000,-34973000000,1402000000,23310000000,2801000000,,-3289000000,37193000000,-3712000000,-3441000000,4074000000,4074000000,,,2006000000,,2801000000,,-176000000,-2517000000,-596000000,,,2293000000,,42366000000,15059000000,,,60803000000,,,42272000000,-5173000000,-1698000000,-74070000000,-2533000000,-1179000000,-1589000000,634000000,4373000000,321846000000,4243000000,-341202000000,-19566000000,-31261000000,-1237000000,-1237000000,-3441000000,3909000000,,,,,4481000000,1139000000,250766000000,274076000000,8589934275
2011-12-31,21872000000,79762000000,-9931000000,-10086000000,51373000000,3135000000,,10766000000,43989000000,-3076000000,-5014000000,-129000000,-265000000,,,-3770000000,,3135000000,,482000000,-3264000000,13548000000,,,4095000000,,48957000000,13553000000,,,-6235000000,,,44012000000,-4968000000,25862000000,-28235000000,-1505000000,-1571000000,-90000000,241000000,300000000,311702000000,0,-319008000000,0,-6855000000,-1037000000,-1037000000,-5014000000,96000000,0,,,,7000000,-8372000000,274076000000,325449000000,8589934275
2011-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8589934275
2012-12-31,20649000000,-9156000000,5653000000,-8232000000,-10141000000,2531000000,,-6318000000,-26018000000,-2326000000,-5925000000,569000000,569000000,,,-1717000000,,2531000000,,-6577000000,-3557000000,3816000000,,,5587000000,,-20187000000,9358000000,,,-1478000000,,,89070000000,-5831000000,-38923000000,-78214000000,-1318000000,-1008000000,-1804000000,22590000000,241000000,329926000000,0,-342974000000,,7979000000,-1159000000,-1159000000,-5925000000,594000000,,,,,37000000,1594000000,325449000000,315308000000,8589934275
2013-12-31,22565000000,44977000000,-6585000000,-6981000000,30973000000,2330000000,,3290000000,16792000000,-2786000000,-6414000000,265000000,265000000,,,327000000,,2330000000,,-2373000000,-2325000000,7988000000,,,4696000000,,21756000000,7356000000,,,-72739000000,,,164757000000,-4964000000,-26328000000,-51290000000,-1952000000,-834000000,-26000000,10708000000,441000000,342539000000,6518000000,-363979000000,,-3799000000,-1159000000,-1159000000,-6414000000,297000000,,,,,1989000000,-438000000,315308000000,346281000000,8589934275
2014-12-31,18680000000,-21372000000,-4961000000,-1868000000,-44980000000,2251000000,,25934000000,-68237000000,-2380000000,-6611000000,5852000000,5618000000,,,337000000,,2251000000,,-25000000,-2532000000,28491000000,,,3573000000,,-64740000000,5125000000,,,26562000000,,,-93814000000,-3497000000,-20426000000,17813000000,-1477000000,-903000000,-272000000,0,88000000,382837000000,-1035000000,-384199000000,,-2581000000,-1212000000,-1212000000,-6611000000,5948000000,,,,,3500000000,-16779000000,346281000000,301301000000,8589934275
2015-12-31,18867000000,-1122000000,-38912000000,-3577000000,-57438000000,2181000000,,19790000000,-41960000000,-2306000000,-6548000000,4058000000,3595000000,,,1023000000,,2181000000,,33000000,-2556000000,22313000000,,,3852000000,,-38323000000,4546000000,,,8473000000,,,-106762000000,-3637000000,22449000000,32971000000,-1352000000,-954000000,,8000000,103000000,399636000000,2023000000,-438376000000,,-36606000000,-1647000000,-1647000000,-6548000000,3727000000,,,,,3180000000,-13827000000,301301000000,243863000000,8589934275
2016-12-31,7112000000,68959000000,-15060000000,-8918000000,30687000000,5212000000,,17562000000,39073000000,-2057000000,-9157000000,37000000,-1788000000,,,2027000000,,5212000000,,1743000000,-2354000000,18173000000,,,3264000000,,42374000000,4090000000,,,-20964000000,,,3200000000,-3301000000,3180000000,52868000000,-1151000000,-906000000,,4802000000,,430085000000,9194000000,-457084000000,,-13003000000,,,-9157000000,2024000000,-2510000000,,,,2622000000,-14294000000,243863000000,274550000000,8589934275
2017-12-31,17167000000,-12414000000,65557000000,-10450000000,60394000000,1862000000,,-22175000000,-9268000000,-2452000000,-9005000000,2129000000,2129000000,,,-3574000000,,1862000000,,-79000000,-2375000000,-19721000000,,,3175000000,,-6148000000,2603000000,,,-49154000000,,,164154000000,-3120000000,-14767000000,-108984000000,-1167000000,-1285000000,,165000000,,418352000000,6756000000,-357264000000,,68009000000,,,-9005000000,5196000000,-3000000000,,,,,17701000000,263324000000,323718000000,8589934275
2018-12-31,19890000000,32515000000,-16646000000,-16781000000,-10807000000,1933000000,,3485000000,7207000000,-3044000000,-10762000000,4136000000,-1942000000,,,-4077000000,,1933000000,,0,-2536000000,6021000000,,,3417000000,,10046000000,2280000000,,,-20148000000,,,51256000000,-2839000000,20729000000,-44071000000,-1196000000,-1848000000,,4000000,,386056000000,-204000000,-399458000000,,-13602000000,,,-10762000000,6001000000,-1998000000,,,,,-9895000000,323718000000,312911000000,8589934275
