Date,"Net Income/Starting Line, Cumulative","Cash from Operating Activities, Cumulative","Cash from Investing Activities, Cumulative","Cash from Financing Activities, Cumulative","Net Change in Cash, Cumulative","Depreciation / Depletion, Cumulative","Amortization, Cumulative",Non-Cash Items,"Changes in Working Capital, Cumulative","Capital Expenditures, Cumulative","Total Cash Dividends Paid, Cumulative","Common Stock Issued (Retired), Net","Issuance (Retirement) of Stock, Net, Cumulative","Short Term Debt Issued (Reduced), Net","Long Term Debt Issued (Reduced), Net","Issuance (Retirement) of Debt, Net, Cumulative",Accounts Receivable (CF),"Depreciation (CF), Cumulative",Amortization of Intangibles (CF),Unusual Items (CF),Equity in Net Earnings (Loss) (CF),Other Non-Cash Items,Cash Receipts,Cash Payments,Cash Taxes Paid,"Cash Interest Paid, Supplemental, Cumulative",Net Changes in Working Capital,Loan Loss Provision,Inventories (CF),Prepaid Expenses (CF),Other Assets (CF),Accounts Payable (CF),Payable / Accrued (CF),Other Liabilities (CF),Other Operating Cash Flow,"Investment Securities, Gains/Losses (CF)","Loans, Gains/Losses (CF)","Purchase of Fixed Assets, Cumulative",Purchase/Acquisition of Intangibles,Acquisition of Business,Sale of Business,Sale of Fixed Assets,Sale/Maturity of Investment,"Investment, Net (CF)",Purchase of Investments,Other Investing Cash Flow,"Other Investing Cash Flow Items, Total, Cumulative",Other Financing Cash Flow,Financing Cash Flow Items,Cash Dividends Paid - Common,Sale/Issuance of Common,Repurchase/Retirement of Common,Short Term Debt Reduction,Long Term Debt Issued,Long Term Debt Reduction,Total Debt Issued,"Foreign Exchange Effects, Cumulative",Net Cash - Beginning Balance,Net Cash - Ending Balance,OAPermID
2010-12-31,,-7194664000,661811000,4017024000,-2398435000,,,,-9790622000,-511850000,-350000000,,,,4367024000,4367024000,,225130000,,,,,8361616000,-4676615000,-1089043000,,-8248037000,,,,-864382000,,,12310977000,-1542585000,-52813000,-19641819000,-511850000,,,,121712000,,-2182799000,,3234748000,1173661000,,,-350000000,,,,,,,117395000,9294333000,6895898000,4295893548
2011-12-31,,-12889086000,6012631000,7490840000,2179573000,,,,-15582059000,-530618000,-570000000,,,3603984000,4456856000,8060840000,,233919000,,,,,9804414000,-6256190000,-855251000,,-11571621000,,,,-973475000,,,15443435000,-4010438000,375609000,-26417190000,-530618000,,,,196191000,,3415431000,,2931627000,6543249000,,,-570000000,,,,,,,1565188000,6895898000,9075471000,4295893548
2012-12-31,,-6419306000,1426282000,2327606000,-3099164000,,,,-9648074000,-344438000,-600000000,,,2340771000,586835000,2927606000,,,,,,,12451193000,-7985474000,-1236951000,,-7794911000,,,,-866573000,,,8929452000,-1853163000,-122266000,-15735524000,-344438000,,,,143813000,,-1855104000,,3482011000,1770720000,,,-600000000,,,,,,,-433746000,9075471000,5976307000,4295893548
2013-12-31,,-12778686000,2188713000,12492233000,2819471000,,,,-4463900000,-741023000,-597544000,,,4664090000,8425687000,13089777000,,,,,,,,,-1061914000,-7252872000,-13500548000,,,,-1251591000,,,24803637000,9036648000,-5225000,-37047369000,-741023000,,,,155511000,,-1789111000,,4563336000,2929736000,,,-597544000,,,,,,,917211000,5976307000,8795778000,4295893548
2013-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295893548
2014-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295893548
2015-12-31,,2611056000,-2328036000,463710000,1740821000,,,,12709910000,-561310000,-568354000,,,,1032064000,1032064000,,,,,,,91969000,,-1139790000,-9051033000,-1684836000,,,,-2606452000,,,32307034000,14394746000,,-31385418000,-561310000,,,0,129503000,9587999000,,-11484228000,,-1766726000,,,,,,,8742941000,-7710877000,,994091000,9999761000,11740582000,4295893548
2016-12-31,,2253924000,1149148000,-379641000,3951560000,,,,14127598000,-1020765000,-568210000,,,,188569000,188569000,,,,,,,211058000,,-1549381000,-10535351000,-3358704000,,,,186738000,,,24353149000,17486302000,,-27898591000,-1020765000,,,135173000,196105000,12043779000,,-10205144000,,2169913000,,,,,,,8182570000,-7994001000,,928129000,11740582000,15692142000,4295893548
2017-12-31,,-4872591000,-1047230000,4582854000,-739630000,,,,8824853000,-819185000,-1251500000,,,,5834354000,5834354000,,,,,,,187804000,,-1884033000,-12001215000,-13152134000,,,,-1640862000,,,30595979000,21976987000,,-42107251000,-819185000,,-179000,1540000,293292000,10638667000,,-11161365000,,-228045000,,,,,,,22335206000,-16500852000,,597337000,15692142000,14952512000,4295893548
2018-12-31,,15291463000,3816031000,2214086000,22745092000,,,,37758296000,-1794001000,-1931524000,,,,4145610000,4145610000,,,,,,,388778000,,-2710369000,-20145242000,4836686000,,,,-1018480000,,,32598305000,32921610000,,-26743139000,-1794001000,,0,0,1206272000,22847720000,,-18443960000,,5610032000,,,,,,,22491378000,-18345768000,,1423512000,14952512000,37697604000,4295893548
