Date,"Net Income/Starting Line, Cumulative","Cash from Operating Activities, Cumulative","Cash from Investing Activities, Cumulative","Cash from Financing Activities, Cumulative","Net Change in Cash, Cumulative","Depreciation / Depletion, Cumulative","Amortization, Cumulative",Non-Cash Items,"Changes in Working Capital, Cumulative","Capital Expenditures, Cumulative","Total Cash Dividends Paid, Cumulative","Common Stock Issued (Retired), Net","Issuance (Retirement) of Stock, Net, Cumulative","Short Term Debt Issued (Reduced), Net","Long Term Debt Issued (Reduced), Net","Issuance (Retirement) of Debt, Net, Cumulative",Accounts Receivable (CF),"Depreciation (CF), Cumulative",Amortization of Intangibles (CF),Unusual Items (CF),Equity in Net Earnings (Loss) (CF),Other Non-Cash Items,Cash Receipts,Cash Payments,Cash Taxes Paid,"Cash Interest Paid, Supplemental, Cumulative",Net Changes in Working Capital,Loan Loss Provision,Inventories (CF),Prepaid Expenses (CF),Other Assets (CF),Accounts Payable (CF),Payable / Accrued (CF),Other Liabilities (CF),Other Operating Cash Flow,"Investment Securities, Gains/Losses (CF)","Loans, Gains/Losses (CF)","Purchase of Fixed Assets, Cumulative",Purchase/Acquisition of Intangibles,Acquisition of Business,Sale of Business,Sale of Fixed Assets,Sale/Maturity of Investment,"Investment, Net (CF)",Purchase of Investments,Other Investing Cash Flow,"Other Investing Cash Flow Items, Total, Cumulative",Other Financing Cash Flow,Financing Cash Flow Items,Cash Dividends Paid - Common,Sale/Issuance of Common,Repurchase/Retirement of Common,Short Term Debt Reduction,Long Term Debt Issued,Long Term Debt Reduction,Total Debt Issued,"Foreign Exchange Effects, Cumulative",Net Cash - Beginning Balance,Net Cash - Ending Balance,OAPermID
2010-12-31,914948300000,-1802272800000,-16315811500000,21105729000000,2987644700000,74212000000,142984600000,-703264600000,-2231153100000,-515245100000,-375211900000,,,,7746022100000,7746022100000,,74212000000,142984600000,-1070217200000,,366952600000,,,,,-2198629600000,287658800000,,,-3249471000000,,372344100000,538380800000,-32523500000,-147542300000,,-515245100000,,,,,,-1739249100000,,-169707900000,-15800566400000,559530200000,13734918800000,-375211900000,,,,2284607600000,,,,4244284100000,7231928800000,4295865671
2011-12-31,1145713000000,445448000000,-6907326000000,7381600000000,919722000000,133782000000,216856000000,-859662000000,-191241000000,-427498000000,-443612000000,,,,734284000000,734284000000,,133782000000,216856000000,-628691000000,,-230971000000,,,,,-151013000000,434271000000,,,-1525230000000,,604616000000,389911000000,-40228000000,-54852000000,,-427498000000,,,,306425000000,,108408000000,,-45067000000,-6479828000000,998674000000,7090928000000,-443612000000,,,,,,,,15081094000000,16000816000000,4295865671
2012-12-31,1326048000000,1487574000000,-9736597000000,9756100000000,1507077000000,137463000000,256859000000,-904714000000,671918000000,-424361000000,-520587000000,,,,1221127000000,1221127000000,,137463000000,256859000000,-857777000000,,-46937000000,,,,,727073000000,519073000000,,,-272831000000,,30045000000,433773000000,-55155000000,16914000000,,-424361000000,,,,264401000000,,-3810049000000,,19731000000,-9312236000000,-124380000000,9055560000000,-520587000000,,,,,,,,17545088000000,19052165000000,4295865671
2012-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295865671
2013-12-31,1400022000000,321178000000,-1799187000000,3755045000000,2277036000000,366705000000,89723000000,-254595000000,-1280677000000,-530248000000,-610069000000,1300000000000,1300000000000,,2955994000000,2955994000000,,366705000000,89723000000,-870790000000,,616195000000,,,,,-1280677000000,758205000000,,,-1557087000000,,-38441000000,8130236000000,,-170547000000,,-530248000000,,-2594707000000,1148211000000,,,177557000000,,,-1268939000000,-40000000,109120000000,-610069000000,,,,,,,,9658728000000,11935764000000,4295865671
2013-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295865671
2014-12-31,1388620000000,327042000000,-880276000000,2998142000000,2444908000000,400551000000,138307000000,646586000000,-2247022000000,-465910000000,-764494000000,1500000000000,1500000000000,,3505622000000,3505622000000,,400551000000,138307000000,21756000000,,624830000000,,,,,-2247022000000,932049000000,,,-2980489000000,,366126000000,10905141000000,,2302623000000,,-465910000000,,,,199488000000,,-613854000000,,,-414366000000,-40000000,-1242986000000,-764494000000,,,,,,,,11935764000000,14380672000000,4295865671
2014-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295865671
2015-12-31,2075688000000,-2231932000000,-2945138000000,6831276000000,4247467000000,278778000000,325560000000,1114015000000,-6025973000000,-1600938000000,-1308263000000,,,,4166590000000,4689999000000,,278778000000,325560000000,-762451000000,-204760000000,2081226000000,,,458055000000,3898405000000,-9374807000000,1312445000000,,,-288259000000,,444308000000,12014699000000,3348834000000,-1029814000000,-204902000000,-694642000000,-906296000000,,,168580000000,2336247000000,-24622000000,-3959746000000,133823000000,-1344200000000,,3449540000000,-1308263000000,,,,12241950000000,-8075360000000,1136245000000,2593261000000,13600928000000,17848395000000,4295865671
2015-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295865671
2016-12-31,4873583000000,3155044000000,-1651699000000,-1349938000000,-447651000000,,,-6971923000000,5253384000000,-470151000000,-1135215000000,,,,-2722259000000,703787000000,,,,-123815000000,-13074000000,-6835034000000,,,623756000000,4480246000000,456338000000,1944577000000,,,-501851000000,,662899000000,7137943000000,4797046000000,57659000000,,-300889000000,-169262000000,,,,2840448000000,-3003000000,-2665535000000,-1353458000000,-1181548000000,4768000000,-918510000000,-1135215000000,,,,9818260000000,-12540519000000,4140788000000,-601058000000,17848395000000,17400744000000,4295865671
2017-12-31,2296482000000,1653582000000,-600615000000,-1528653000000,-476114000000,363165000000,,-5829698000000,4823633000000,-357508000000,-1095049000000,,,,-311161000000,-553110000000,,363165000000,,-94789000000,-46060000000,-5688849000000,,,945714000000,4643297000000,-931180000000,2295759000000,,,-88840000000,,237182000000,7628358000000,5754813000000,-702172000000,-10301467000000,-235376000000,-122132000000,0,,,3562606000000,-6000000000,-3880356000000,80643000000,-243107000000,0,119506000000,-1095049000000,,,,12790881000000,-13102042000000,2329646000000,-428000000,17400744000000,16924630000000,4295865671
2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295865671
2018-12-31,3131212000000,3203905000000,801777000000,-298516000000,5136467000000,364532000000,,-5912774000000,5620935000000,-454767000000,-1141863000000,,,,1105365000000,837237000000,,364532000000,,,-568196000000,-5344578000000,,,964316000000,4086439000000,-16274000000,2611070000000,,,-430467000000,,962913000000,2496703000000,5637209000000,-342555000000,-5313938000000,-254075000000,-200692000000,,,,1162843000000,1145405000000,-1135138000000,83434000000,1256544000000,6110000000,6110000000,-1141863000000,,,,14072876000000,-12967511000000,175515000000,1429301000000,16924630000000,22061097000000,4295865671
2019-12-31,3073657000000,9554928000000,-2612016000000,-4302422000000,2748013000000,634258000000,,-5822688000000,11669701000000,-534774000000,-1354144000000,,,,-3021808000000,-2951944000000,,634258000000,,,-524353000000,-5298335000000,,,1040323000000,4816933000000,5780544000000,2767805000000,,,-22348000000,,-1790607000000,10562454000000,5889157000000,-1514896000000,-4221864000000,-356988000000,-177786000000,,,,899245000000,-2222842000000,-935173000000,181528000000,-2077242000000,3666000000,3666000000,-1354144000000,,,,16157721000000,-19179529000000,318003000000,107523000000,22061097000000,24809110000000,4295865671
2020-12-31,2504606000000,12344368000000,-6097538000000,-4102644000000,2688441000000,732993000000,,-5436961000000,14543730000000,-586909000000,-1479967000000,-379320000000,-379320000000,,-3968227000000,-2199856000000,,732993000000,,,-557075000000,-4879886000000,,,1190831000000,5579502000000,9454236000000,4375851000000,,,47785000000,,-3017090000000,17031482000000,5089494000000,-1842753000000,-7141039000000,-328391000000,-258518000000,-1340145000000,,,2593128000000,-3026837000000,-4065847000000,329072000000,-5510629000000,-43501000000,-43501000000,-1479967000000,,-379320000000,,14837267000000,-18805494000000,2522671000000,544255000000,24809110000000,27497551000000,4295865671
2020-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295865671
2021-12-31,4549028000000,-4258335000000,-2380810000000,1815870000000,-499644000000,711183000000,,-7458279000000,-2060267000000,-625238000000,-966892000000,,-29751000000,,2929075000000,3080675000000,,711183000000,,-1301242000000,-545238000000,-5487077000000,,,882947000000,4664140000000,-9375118000000,3207322000000,,,-478043000000,,-2175368000000,-460556000000,7314851000000,72638000000,-9541111000000,-380519000000,-244719000000,-127261000000,,,3841718000000,-2197139000000,-3190992000000,-81898000000,-1755572000000,-268162000000,-268162000000,-966892000000,,,,21669542000000,-18740467000000,976152000000,4323631000000,27497551000000,26997907000000,4295865671
