Date,"Net Income/Starting Line, Cumulative","Cash from Operating Activities, Cumulative","Cash from Investing Activities, Cumulative","Cash from Financing Activities, Cumulative","Net Change in Cash, Cumulative","Depreciation / Depletion, Cumulative","Amortization, Cumulative",Non-Cash Items,"Changes in Working Capital, Cumulative","Capital Expenditures, Cumulative","Total Cash Dividends Paid, Cumulative","Common Stock Issued (Retired), Net","Issuance (Retirement) of Stock, Net, Cumulative","Short Term Debt Issued (Reduced), Net","Long Term Debt Issued (Reduced), Net","Issuance (Retirement) of Debt, Net, Cumulative",Accounts Receivable (CF),"Depreciation (CF), Cumulative",Amortization of Intangibles (CF),Unusual Items (CF),Equity in Net Earnings (Loss) (CF),Other Non-Cash Items,Cash Receipts,Cash Payments,Cash Taxes Paid,"Cash Interest Paid, Supplemental, Cumulative",Net Changes in Working Capital,Loan Loss Provision,Inventories (CF),Prepaid Expenses (CF),Other Assets (CF),Accounts Payable (CF),Payable / Accrued (CF),Other Liabilities (CF),Other Operating Cash Flow,"Investment Securities, Gains/Losses (CF)","Loans, Gains/Losses (CF)","Purchase of Fixed Assets, Cumulative",Purchase/Acquisition of Intangibles,Acquisition of Business,Sale of Business,Sale of Fixed Assets,Sale/Maturity of Investment,"Investment, Net (CF)",Purchase of Investments,Other Investing Cash Flow,"Other Investing Cash Flow Items, Total, Cumulative",Other Financing Cash Flow,Financing Cash Flow Items,Cash Dividends Paid - Common,Sale/Issuance of Common,Repurchase/Retirement of Common,Short Term Debt Reduction,Long Term Debt Issued,Long Term Debt Reduction,Total Debt Issued,"Foreign Exchange Effects, Cumulative",Net Cash - Beginning Balance,Net Cash - Ending Balance,OAPermID
2010-12-31,-548000,9851000,-16659000,-133766000,-140574000,1788000,,-26566000,33689000,-322000,-8766000,0,-125000000,0,0,0,,1788000,,197000,,-26763000,,,-1907000,8799000,33689000,0,,,0,,,4669000,,-137000,,-322000,,,0,0,28392000,,-44729000,0,-16337000,0,0,,,0,,,0,,,790013000,649439000,4295899345
2011-12-31,-6531000,-3322000,-60697000,-6900000,-70919000,1714000,,16495000,-11070000,-296000,0,0,0,0,-6900000,-6900000,,1714000,,400000,,16095000,,,-811000,8780000,-11070000,0,,,0,,,7847000,,-817000,,-296000,,,0,0,21182000,,-31583000,0,-60401000,0,0,,,0,,,-6900000,,,649439000,578520000,4295899345
2012-12-31,-5098000,115219000,12869000,19852000,147940000,,,-1921000,128664000,-17412000,0,-1298000,-1298000,-185812000,-766000,-186578000,,,,0,,-1921000,,,-184000,10371000,128664000,3800000,,,55668000,,,-85931000,,-112000,,-17412000,,,165679000,1377000,77445000,,-224893000,0,30281000,-269000,207728000,,,-1298000,,0,-766000,,,578520000,726460000,4295899345
2013-12-31,126709000,396705000,223917000,-601059000,19563000,,,-60130000,314297000,-33066000,-2985000,0,0,-386163000,-1262000,-387425000,,,,-12585000,,-47545000,,,73802000,31805000,314297000,37158000,,,59951000,,,-541494000,,-4937000,,-33066000,,,362695000,21233000,381890000,,-372998000,4600000,256983000,-158000,-210649000,,,0,,2000000,-3262000,,,726460000,746023000,4295899345
2014-12-31,112558000,-91420000,259824000,-101352000,67052000,,,-70264000,-110932000,-43186000,-5619000,,,420609000,357000,420966000,,,,0,,-70264000,,,26859000,28846000,-110932000,16933000,,,-188321000,,,-118523000,,0,,-43186000,,,0,69400000,320369000,,-172676000,-17114000,303010000,1718000,-516699000,,,,,3000000,-2643000,,,746023000,813075000,4295899345
2015-12-31,212579000,35737000,442289000,-621656000,-143630000,,,-156654000,-37564000,-31270000,-3539000,-30028000,-144096000,20437000,107507000,127944000,,,,-81289000,,-75365000,,,112459000,59700000,-37564000,12715000,,,270787000,,,-608971000,,-4403000,,-31270000,,,41097000,110922000,762020000,,-278525000,-12172000,473559000,-579000,-601965000,,,-30028000,,150078000,-42571000,,,813075000,669445000,4295899345
2016-12-31,147944000,-160968000,-493561000,698228000,43699000,,,-25615000,-273607000,-41941000,-5801000,4139000,4139000,469916000,79363000,549279000,,,,7586000,,-33201000,,,88899000,58429000,-273607000,40620000,,,-36271000,,,-588344000,,0,,-41941000,,0,,73032000,563094000,,-513685000,-19021000,-451620000,-2520000,150611000,-5801000,4139000,0,,296993000,-217630000,,,828058000,871757000,4295899345
2017-12-31,133144000,-320718000,-357961000,480882000,-197797000,,,15715000,-510510000,-31152000,-23140000,-27388000,-27388000,-210865000,-109057000,-319922000,,,,17499000,,-1784000,,,85840000,84309000,-510510000,14271000,,,-530062000,,,-614612000,,-16000,,-31152000,,0,,32297000,355096000,,-531986000,34346000,-326809000,-5823000,851332000,-23140000,0,-27388000,,403136000,-512193000,,,871757000,673960000,4295899345
2018-12-31,125727000,389540000,-289667000,4633000,104506000,,,15796000,234820000,-68079000,-26698000,-58990000,-58990000,-140617000,20124000,-120493000,,,,9303000,,6493000,,,8378000,143201000,234820000,5088000,,,45409000,,,-572288000,,2486000,,-68079000,,-63245000,,25847000,287410000,,-364183000,3198000,-221588000,14754000,210814000,-26698000,0,-58990000,,664045000,-643921000,,,673960000,778466000,4295899345
2018-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295899345
