Date,"Net Income/Starting Line, Cumulative","Cash from Operating Activities, Cumulative","Cash from Investing Activities, Cumulative","Cash from Financing Activities, Cumulative","Net Change in Cash, Cumulative","Depreciation / Depletion, Cumulative","Amortization, Cumulative",Non-Cash Items,"Changes in Working Capital, Cumulative","Capital Expenditures, Cumulative","Total Cash Dividends Paid, Cumulative","Common Stock Issued (Retired), Net","Issuance (Retirement) of Stock, Net, Cumulative","Short Term Debt Issued (Reduced), Net","Long Term Debt Issued (Reduced), Net","Issuance (Retirement) of Debt, Net, Cumulative",Accounts Receivable (CF),"Depreciation (CF), Cumulative",Amortization of Intangibles (CF),Unusual Items (CF),Equity in Net Earnings (Loss) (CF),Other Non-Cash Items,Cash Receipts,Cash Payments,Cash Taxes Paid,"Cash Interest Paid, Supplemental, Cumulative",Net Changes in Working Capital,Loan Loss Provision,Inventories (CF),Prepaid Expenses (CF),Other Assets (CF),Accounts Payable (CF),Payable / Accrued (CF),Other Liabilities (CF),Other Operating Cash Flow,"Investment Securities, Gains/Losses (CF)","Loans, Gains/Losses (CF)","Purchase of Fixed Assets, Cumulative",Purchase/Acquisition of Intangibles,Acquisition of Business,Sale of Business,Sale of Fixed Assets,Sale/Maturity of Investment,"Investment, Net (CF)",Purchase of Investments,Other Investing Cash Flow,"Other Investing Cash Flow Items, Total, Cumulative",Other Financing Cash Flow,Financing Cash Flow Items,Cash Dividends Paid - Common,Sale/Issuance of Common,Repurchase/Retirement of Common,Short Term Debt Reduction,Long Term Debt Issued,Long Term Debt Reduction,Total Debt Issued,"Foreign Exchange Effects, Cumulative",Net Cash - Beginning Balance,Net Cash - Ending Balance,OAPermID
2010-12-31,3317000000,5241000000,-16372000000,19412000000,8281000000,229000000,367000000,,1698000000,,-472000000,119000000,119000000,592000000,,-758000000,,229000000,367000000,,,,,,424000000,,1698000000,4356000000,,,,,,,,-2023000000,,,,923000000,,,17447000000,,-25035000000,-936000000,-16372000000,-4000000,20523000000,-383000000,119000000,0,,,,7044000000,,6206000000,14487000000,8589934183
2011-12-31,4872000000,9820000000,-32704000000,22359000000,-525000000,266000000,299000000,,3635000000,,-935000000,-334000000,342000000,-2205000000,,-1894000000,,266000000,299000000,,,,,,495000000,2563000000,3635000000,2343000000,,,,,,,,-1663000000,,,,636000000,,,15135000000,,-31729000000,-1070000000,-32704000000,0,24846000000,-817000000,180000000,-514000000,,,,3611000000,,14487000000,13962000000,8589934183
2012-12-31,5647000000,7958000000,-20253000000,6585000000,-5710000000,287000000,274000000,,1701000000,,-1551000000,-1461000000,702000000,-4167000000,,-10616000000,,287000000,274000000,,,,,,1469000000,2218000000,1701000000,1882000000,,,,,,,,-242000000,-2889000000,,,94000000,,,23770000000,,-26852000000,-1261000000,-20253000000,,18050000000,-1347000000,395000000,-1856000000,,,,4966000000,,13962000000,8252000000,8589934183
2013-12-31,5836000000,11446000000,-21024000000,9803000000,225000000,297000000,223000000,,5159000000,,-1830000000,-1758000000,-1771000000,1306000000,,464000000,,297000000,223000000,,,,,,812000000,1759000000,5159000000,1340000000,,,,,,,,-74000000,-1044000000,,,-58000000,,,19681000000,,-26364000000,-303000000,-21024000000,,12940000000,-1576000000,524000000,-2282000000,,,,2041000000,,8252000000,8477000000,8589934183
2014-12-31,5851000000,5332000000,-29812000000,26657000000,2177000000,302000000,199000000,,-1020000000,,-1969000000,-1747000000,-1747000000,2285000000,,14551000000,,302000000,199000000,,,,,,748000000,1476000000,-1020000000,1229000000,,,,,,,,-595000000,-801000000,,,,,,17166000000,,-37349000000,3942000000,-29812000000,,15822000000,-1726000000,453000000,-2200000000,,,,16394000000,,8477000000,10654000000,8589934183
2015-12-31,5879000000,8782000000,-21150000000,12861000000,493000000,307000000,174000000,,2422000000,,-2019000000,-1895000000,-1150000000,-2016000000,,-2260000000,,307000000,174000000,,,,,,204000000,1434000000,2422000000,1132000000,,,,,,,,-403000000,-993000000,,,,,,24652000000,,-29736000000,-1526000000,-21150000000,,18290000000,-1777000000,295000000,-2190000000,,,,5067000000,,10654000000,11147000000,8589934183
2016-12-31,5888000000,5336000000,-17958000000,17180000000,4558000000,291000000,179000000,,-1022000000,,-2077000000,-2201000000,-2201000000,-13914000000,,-12694000000,,291000000,179000000,,,,,,595000000,1591000000,-1022000000,1324000000,,,,,,,,-617000000,-954000000,,,,,,34235000000,,-38855000000,322000000,-17958000000,-40000000,34152000000,-1810000000,355000000,-2556000000,,,,10715000000,,11147000000,15705000000,8589934183
2017-12-31,6218000000,6472000000,-12126000000,9454000000,3800000000,293000000,175000000,,-214000000,,-2212000000,-2472000000,-2564000000,2688000000,,1605000000,,293000000,175000000,,,,,,555000000,2086000000,-214000000,1390000000,,,,,,,,-502000000,-772000000,,,,,,24432000000,,-27572000000,-350000000,-12126000000,0,12625000000,-1928000000,159000000,-2631000000,,,,9434000000,,15705000000,19505000000,8589934183
2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8589934183
2018-12-31,7096000000,10564000000,-8977000000,361000000,1948000000,306000000,161000000,,3001000000,,-2366000000,-2736000000,-2171000000,-2512000000,,6638000000,,306000000,161000000,,,,,,365000000,3056000000,3001000000,1379000000,,,,,,,,-510000000,-394000000,,,,,,19430000000,,-19870000000,-471000000,-8977000000,,-1740000000,-2092000000,86000000,-2822000000,,,,12078000000,,19505000000,21453000000,8589934183
