Date,"Net Income/Starting Line, Cumulative","Cash from Operating Activities, Cumulative","Cash from Investing Activities, Cumulative","Cash from Financing Activities, Cumulative","Net Change in Cash, Cumulative","Depreciation / Depletion, Cumulative","Amortization, Cumulative",Non-Cash Items,"Changes in Working Capital, Cumulative","Capital Expenditures, Cumulative","Total Cash Dividends Paid, Cumulative","Common Stock Issued (Retired), Net","Issuance (Retirement) of Stock, Net, Cumulative","Short Term Debt Issued (Reduced), Net","Long Term Debt Issued (Reduced), Net","Issuance (Retirement) of Debt, Net, Cumulative",Accounts Receivable (CF),"Depreciation (CF), Cumulative",Amortization of Intangibles (CF),Unusual Items (CF),Equity in Net Earnings (Loss) (CF),Other Non-Cash Items,Cash Receipts,Cash Payments,Cash Taxes Paid,"Cash Interest Paid, Supplemental, Cumulative",Net Changes in Working Capital,Loan Loss Provision,Inventories (CF),Prepaid Expenses (CF),Other Assets (CF),Accounts Payable (CF),Payable / Accrued (CF),Other Liabilities (CF),Other Operating Cash Flow,"Investment Securities, Gains/Losses (CF)","Loans, Gains/Losses (CF)","Purchase of Fixed Assets, Cumulative",Purchase/Acquisition of Intangibles,Acquisition of Business,Sale of Business,Sale of Fixed Assets,Sale/Maturity of Investment,"Investment, Net (CF)",Purchase of Investments,Other Investing Cash Flow,"Other Investing Cash Flow Items, Total, Cumulative",Other Financing Cash Flow,Financing Cash Flow Items,Cash Dividends Paid - Common,Sale/Issuance of Common,Repurchase/Retirement of Common,Short Term Debt Reduction,Long Term Debt Issued,Long Term Debt Reduction,Total Debt Issued,"Foreign Exchange Effects, Cumulative",Net Cash - Beginning Balance,Net Cash - Ending Balance,OAPermID
2011-06-30,,14445000000,-1041000000,-13824000000,287000000,,,,12619000000,-976000000,-4188000000,10000000,10000000,,-1064000000,-9385000000,,613000000,,,,,37134000000,-32938000000,-2370000000,,7938000000,,,,-1954000000,,,34257000000,4681000000,-12876000000,-11489000000,-443000000,-533000000,,46000000,27000000,,,-164000000,26000000,-65000000,-261000000,-261000000,-4188000000,73000000,-69000000,,0,-1064000000,115480000000,707000000,6438000000,6725000000,4295856152
2011-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295856152
2012-06-30,,8847000000,-1281000000,-1954000000,5878000000,,,,6251000000,-1169000000,-3748000000,-75000000,-75000000,,-1775000000,1737000000,,628000000,,,,,38337000000,-33369000000,-2372000000,,3135000000,,,,592000000,,,41840000000,3116000000,-13543000000,-25754000000,-584000000,-585000000,-125000000,21000000,25000000,,,-85000000,52000000,-112000000,132000000,132000000,-3748000000,19000000,-96000000,,0,-1775000000,162430000000,266000000,6725000000,12603000000,4295856152
2013-06-30,,6577000000,-1256000000,-6158000000,15000000,,,,3524000000,-1106000000,-4860000000,163000000,163000000,,-238000000,-1679000000,,716000000,,,,,34868000000,-28875000000,-2940000000,,-2409000000,,,,3817000000,,,20148000000,5933000000,1661000000,-28035000000,-642000000,-464000000,,2000000,30000000,,,-264000000,82000000,-150000000,218000000,218000000,-4860000000,634000000,-664000000,,1977000000,-2215000000,92250000000,852000000,12603000000,12618000000,4295856152
2014-06-30,,3963000000,201000000,1935000000,6510000000,,,,640000000,-913000000,-5491000000,-53000000,-53000000,,-142000000,7636000000,,874000000,,,,,33623000000,-26537000000,-3763000000,,-8232000000,,,,1868000000,,,32033000000,8872000000,-5338000000,-36795000000,-513000000,-400000000,,1019000000,61000000,,,-36000000,70000000,1114000000,-157000000,-157000000,-5491000000,760000000,-813000000,,358000000,-500000000,87554000000,411000000,12618000000,19128000000,4295856152
2015-06-30,,7183000000,-1215000000,-7875000000,142000000,,,,2697000000,-1128000000,-6200000000,-46000000,-46000000,,3213000000,-1509000000,,803000000,,,,,34112000000,-26182000000,-3444000000,,-4658000000,,,,-7886000000,,,52394000000,7355000000,-7398000000,-41768000000,-578000000,-550000000,-29000000,72000000,69000000,,,-270000000,71000000,-87000000,-120000000,-120000000,-6200000000,744000000,-790000000,,6184000000,-2971000000,68655000000,2049000000,19128000000,19270000000,4295856152
2016-06-30,,-4561000000,-2032000000,1620000000,-4823000000,,,,-9271000000,-1768000000,-5827000000,4964000000,4964000000,,2271000000,3489000000,,857000000,,,,,34047000000,-26266000000,-3071000000,,-13640000000,,,,7525000000,,,35743000000,4369000000,-4083000000,-52825000000,-1259000000,-509000000,-857000000,110000000,405000000,,,,78000000,-264000000,-1006000000,-1006000000,-5827000000,50000000,-108000000,,3949000000,-1678000000,98958000000,150000000,19270000000,14447000000,4295856152
2017-06-30,,-807000000,-677000000,10472000000,8670000000,,,,-5598000000,-1097000000,-6084000000,-64000000,-64000000,,3757000000,16559000000,,1229000000,,,,,33536000000,-24769000000,-3976000000,,-15228000000,,,,-11704000000,,,40436000000,9630000000,-5216000000,-38744000000,-602000000,-495000000,-31000000,1000000,381000000,,,-25000000,94000000,420000000,61000000,61000000,-6084000000,34000000,-92000000,,3757000000,0,94560000000,-318000000,14447000000,23117000000,4295856152
2017-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295856152
2018-06-30,,1109000000,-1002000000,-934000000,-112000000,,,,-4205000000,-980000000,-5366000000,-40000000,-40000000,,3981000000,4445000000,,968000000,,,,,35801000000,-25696000000,-4791000000,,-15461000000,,,,11208000000,,,-11613000000,11256000000,1049000000,-16105000000,-477000000,-503000000,-271000000,26000000,155000000,,,,68000000,-22000000,27000000,27000000,-5366000000,55000000,-95000000,,4445000000,-464000000,68273000000,715000000,23117000000,23005000000,4295856152
