Date,"Net Income/Starting Line, Cumulative","Cash from Operating Activities, Cumulative","Cash from Investing Activities, Cumulative","Cash from Financing Activities, Cumulative","Net Change in Cash, Cumulative","Depreciation / Depletion, Cumulative","Amortization, Cumulative",Non-Cash Items,"Changes in Working Capital, Cumulative","Capital Expenditures, Cumulative","Total Cash Dividends Paid, Cumulative","Common Stock Issued (Retired), Net","Issuance (Retirement) of Stock, Net, Cumulative","Short Term Debt Issued (Reduced), Net","Long Term Debt Issued (Reduced), Net","Issuance (Retirement) of Debt, Net, Cumulative",Accounts Receivable (CF),"Depreciation (CF), Cumulative",Amortization of Intangibles (CF),Unusual Items (CF),Equity in Net Earnings (Loss) (CF),Other Non-Cash Items,Cash Receipts,Cash Payments,Cash Taxes Paid,"Cash Interest Paid, Supplemental, Cumulative",Net Changes in Working Capital,Loan Loss Provision,Inventories (CF),Prepaid Expenses (CF),Other Assets (CF),Accounts Payable (CF),Payable / Accrued (CF),Other Liabilities (CF),Other Operating Cash Flow,"Investment Securities, Gains/Losses (CF)","Loans, Gains/Losses (CF)","Purchase of Fixed Assets, Cumulative",Purchase/Acquisition of Intangibles,Acquisition of Business,Sale of Business,Sale of Fixed Assets,Sale/Maturity of Investment,"Investment, Net (CF)",Purchase of Investments,Other Investing Cash Flow,"Other Investing Cash Flow Items, Total, Cumulative",Other Financing Cash Flow,Financing Cash Flow Items,Cash Dividends Paid - Common,Sale/Issuance of Common,Repurchase/Retirement of Common,Short Term Debt Reduction,Long Term Debt Issued,Long Term Debt Reduction,Total Debt Issued,"Foreign Exchange Effects, Cumulative",Net Cash - Beginning Balance,Net Cash - Ending Balance,OAPermID
2011-06-30,,487705000,-339079000,-143936000,4690000,,,,-1046511000,-36698000,-144180000,244000,244000,,,,,,,,,,5226188000,-3601175000,-90797000,,-484248000,,,,-303945000,,,557283000,-562263000,1102150000,-1839736000,-17366000,-19332000,,,204000,74659000,,-483127000,105867000,-302381000,,,-144180000,244000,,,,,,0,26802000,31492000,4295875731
2011-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295875731
2012-06-30,,235377000,-93628000,-143500000,-1751000,,,,-661889000,-70800000,-143500000,0,0,,,,,,,,,,5694789000,-4716862000,-80661000,,5939565000,,,,-63832000,,,8233217000,-6601454000,-1237884000,-991936000,-57336000,-13464000,,-94727000,110232000,73616000,,-160311000,47688000,-22828000,,,-143500000,0,,,,,,0,31492000,29741000,4295875731
2013-06-30,,54136000,-12829000,-42206000,-899000,,,,-844084000,-25148000,-42206000,0,0,,,,,,,,,,4460645000,-3459354000,-103071000,,5579146000,,,,-125507000,,,-1671229000,-6423230000,779098000,6596784000,-16727000,-8421000,,-31000,11000,277796000,,-314528000,49071000,12319000,,,-42206000,0,,,,,,0,29741000,28842000,4295875731
2014-06-30,,162723000,-159432000,1814000,5105000,,,,-591489000,-49005000,0,1814000,1814000,,,,,,,,,,4371524000,-3358794000,-258518000,,4090230000,,,,-124669000,,,-2590468000,-4681719000,5592895000,1212472000,-28961000,-20044000,,0,92000,107366000,,-310953000,92890000,-110427000,,,0,1814000,,,,,,0,28842000,33947000,4295875731
2015-06-30,,-319596000,436976000,-102300000,15080000,,,,-1338560000,-46968000,-126849000,24549000,24549000,,,,,,,,,,3864854000,-2796518000,-49372000,,2349509000,,,,-247865000,,,2587434000,-3688069000,1259852000,-1249912000,-22373000,-24595000,,-740000,316000,462047000,,-101336000,123657000,483944000,,,-126849000,24549000,,,,,,0,33947000,49027000,4295875731
2016-06-30,,854473000,-543296000,-203862000,107315000,,,,120025000,-79784000,-212893000,9031000,9031000,,,,,,,,,,3275504000,-2389556000,-151500000,,724653000,,,,-121114000,,,-1740637000,-604628000,255203000,2331201000,-17279000,-62505000,,-66000,1319000,389487000,,-1000206000,145954000,-463512000,,,-212893000,9031000,,,,,,0,49027000,156342000,4295875731
2017-06-30,,1113406000,253773000,-193301000,1173880000,,,,219634000,-147580000,-230915000,37614000,37614000,,,,,,,,,,2852412000,-1820289000,-138351000,,2650441000,,,,-102678000,,,3138826000,-2430807000,2875850000,-3261557000,-21683000,-125897000,,698407000,3503000,216940000,,-679668000,162171000,401353000,,,-230915000,37614000,,,,,,2000,156342000,1330224000,4295875731
2018-06-30,,381323000,-178905000,-294641000,-92223000,,,,-594412000,-29518000,-319456000,24815000,24815000,,,,,,,,,,3634612000,-2526513000,-132364000,,4090642000,,,,122382000,,,-1168598000,-4685054000,295487000,4841371000,-9149000,-20369000,,14629000,11479000,128126000,,-482265000,177506000,-149387000,,,-319456000,24835000,,,,,,0,1330224000,1238001000,4295875731
2019-06-30,,12864000,167325000,-679828000,-499639000,,,,-807690000,-25747000,-411230000,-268598000,-268598000,,,,,,,,,,1723804000,-678589000,-224661000,,-183028000,,,,965954000,,,280781000,-624662000,-1429763000,,-10416000,-15331000,,8968000,192000,1443000,,0,182442000,193072000,,,-411230000,,,,,,,0,1238001000,738362000,4295875731
2019-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-266186000,,,,,,,,4295875731
2020-06-30,,2941331000,52589000,-512331000,2481589000,,,,2172036000,-48774000,-406803000,-105528000,-105528000,,,,,,,,,,1838280000,-680668000,-388317000,,2689471000,,,,199295000,,,-441025000,-517435000,2931201000,,-21648000,-27126000,,0,6000,0,,0,101357000,101363000,,,-406803000,,-105528000,,,,,0,738362000,3219951000,4295875731
2020-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295875731
2021-06-30,,-95444000,152625000,-3694000,53487000,,,,-969676000,-54875000,-3694000,,,,,,,,,,,,1593479000,-440699000,-278548000,,-430567000,,,,-227218000,,,-608453000,-539109000,405104000,,-26335000,-28540000,,,546000,,,,206954000,207500000,,,-3694000,,,,,,,,3219951000,3273438000,4295875731
2022-06-30,,5862912000,263543000,-821049000,5305406000,,,,4827467000,-58620000,-579618000,-241431000,-241431000,,,,,,,,,,1616990000,-293903000,-287642000,,5326484000,,,,194668000,,,-215208000,-499017000,5347024000,,-26460000,-32160000,,,2075000,,,,313833000,322163000,,,-579618000,,-241431000,,,,,,3273438000,8578844000,4295875731
