Date,Total Current Assets,Total Liabilities,Total Debt,Total Current Liabilities,Total Equity,Total Liabilities And Shareholders' Equity,Tangible Book Value - Reported,Tangible Book Value - Utility,Tangible Book Value - Insurance,Tangible Book Value - Banks,Total Common Shares Outstanding,"Total Receivables, Net",Total Inventory,"Other Current Assets, Total","Other Earning Assets, Total",Net Loans,"Property/Plant/Equipment, Total - Net","Goodwill, Net","Intangibles, Net","Other Assets, Total","Total Assets, Reported",Fed Funds Purchased / Security Sold Under Repurchase Agreement,Total Short Term Borrowings,"Other Current liabilities, Total","Other Liabilities, Total","Common Stock, Total","Other Equity, Total","Accounts Receivable - Trade, Net",Total Investment Securities,"Property, Plant And Equipment, Total - Gross",Cash,Cash and Equivalents,Cash and Equivalents,"Accounts Receivable - Trade, Gross",Provision for Doubtful Accounts,Receivables - Other,Prepaid Expenses,Other Current Assets,Cash & Due From Banks,Fed Funds Sold/Scty Prchd Under Resale Agrmnt,Other Short Term Investments,Securities Held To Maturity,Securities for Sale,Total Gross Loans,Loan Loss Allowances,Building - Gross,Land/Improvements - Gross,Machinery/Equipment - Gross,Construction in Progress - Gross,Other Property/Plant/Equipment - Gross,"Accumulated Depreciation, Total",Accumulated Intangible Amortization,Interest Receivable,Other Assets,Accounts Payable,Accrued Expenses,Interest Bearing Deposits,Total Deposits,Other Short Term Borrowings,Dividends Payable,Customer Advances,Income Taxes Payable,Other Payables,Other Current Liabilities,Capital Lease Obligations,Reserves,Pension Benefits - Underfunded,Other Liabilities,Common Stock,Additional Paid-In Capital,Retained Earnings (Accumulated Deficit),Treasury Stock - Common,Unrealized Gain (Loss),Translation Adjustment,Other Equity,Other Comprehensive Income,Shares Out - Common Stock Primary Issue,Treas Shares - Common Stock Prmry Issue,Full-Time Employees,Deferred Revenue - Current,Total Risk-Weighted Capital,Trading Account,Non-Performing Loans,Total Current Assets less Inventory,Quick Ratio,Current Ratio,Net Debt Incl. Pref.Stock & Min.Interest,Tangible Book Value Per Share,Pension Obligation - Domestic,Plan Assets - Domestic,Funded Status - Domestic,Total Funded Status,LT Investment - Affiliate Companies,LT Investments - Other,Long Term Investments,Note Receivable - Long Term,Deferred Income Tax - LT Asset,Restricted Cash - Long Term,Other Long Term Assets,Minority Interest,Other Long Term Liabilities,Long Term Debt Maturing within 1 Year,Long Term Debt Maturing in Year 2,Long Term Debt Maturing in Year 3,Long Term Debt Maturing in Year 4,Long Term Debt Maturing in Year 5,Long Term Debt Maturing in Years 2 and 3,Long Term Debt Maturing in Years 4 and 5,Long Term Debt Maturing in Year 6 and Beyond,Total Plan Obligations,Total Plan Assets,Short Term Investments,Cash and Short Term Investments,Notes Receivable - Short Term,"Intangibles, Gross","Other Long Term Assets, Total",Notes Payable/Short Term Debt,Notes Payable/Short Term Debt,Current Port. of LT Debt/Capital Leases,Long Term Debt,Total Long Term Debt,Deferred Income Tax - LT Liability,Number of Common Shareholders,"Accumulated Intangible Amort, Suppl.",Deferred Revenue - Long Term,Tier 1 Capital %,"Total Capital, Percent","Total Long Term Debt, Supplemental",Operating Lease Payments Due in Year 1,Operating Lease Payments Due in Year 2,Operating Lease Payments Due in Year 3,Operating Lease Payments Due in Year 4,Operating Lease Payments Due in Year 5,Operating Lease Payments Due in Years 2 and 3,Operating Lease Payments Due in Years 4 and 5,Oper Lease Pmnts Due in Years 6 and Beyond,"Total Operating Leases, Supplemental","Discount Rate - Domestic, (%)","Compensation Rate - Domestic, (%)",Accrued Liabilities - Domestic,OAPermID
2011-03-31,,155564356000000,17618303000000,,7558815000000,163123171000000,6560274000000,6560274000000,6560274000000,6560274000000,12350038120,,,,78379177000000,69242291000000,1076527000000,,602841000000,5077065000000,163123171000000,6677827000000,12364407000000,,8845878000000,1514108000000,-348890000000,,58457111000000,,,,8034314000000,,,,,,8034314000000,1135184000000,2936902000000,,,70171754000000,-929463000000,,,,,,,,,5077065000000,,21990000000,8179066000000,120318521000000,688185000000,,,,,,,56472000000,33980000000,8755426000000,1514108000000,3680425000000,2299904000000,-250000000000,267568000000,-314199000000,,,12350038120,,56812,,72485552000000,,1456653000000,,,,,531.19464,1409320000000,1428277000000,18957000000,18957000000,,,,,710956000000,,,1348627000000,,4363969000000,650081000000,793771000000,725140000000,560756000000,1443852000000,1285896000000,3056887000000,1409320000000,1428277000000,,,,,710956000000,,12364407000000,,5253896000000,5253896000000,204163000000,1,,,11.42,15.82,10150604000000,,,,,,,,,,1.0,,-33458000000,4295878360
2012-03-31,,163594069000000,24321228000000,,8069859000000,171663928000000,7073068000000,7073068000000,7073068000000,7073068000000,12350038120,,,,82668753000000,73889627000000,1080263000000,,601091000000,6095737000000,171663928000000,10402598000000,18971299000000,,8731910000000,1514108000000,-426281000000,,63714303000000,,,,6866983000000,,,,,,6866983000000,1166091000000,3213509000000,,,74827752000000,-938125000000,,,,,,,,,6095737000000,,22202000000,9160933000000,122233538000000,881938000000,,,,,,,58868000000,57540000000,8615502000000,1514108000000,3680425000000,2635211000000,-250000000000,520696000000,-373450000000,,,12350038120,,57338,,71993476000000,,1559942000000,,,,,572.71629,1484671000000,1376844000000,-107827000000,-107827000000,,,,,461474000000,,,1192309000000,,6666105000000,908566000000,870452000000,603235000000,514506000000,1779018000000,1117741000000,3039634000000,1484671000000,1376844000000,,,,,461474000000,,18971299000000,,5349929000000,5349929000000,170157000000,1,,,11.76,16.27,12602498000000,,,,,,,,,,0.6,,-57065000000,4295878360
2013-03-31,,172211797000000,24720613000000,,9413747000000,181625544000000,8356348000000,8356348000000,8356348000000,8356348000000,12350038120,,,,84177532000000,80026702000000,1146188000000,,661699000000,6179368000000,181625545000000,11545605000000,20030635000000,,8783546000000,1514108000000,-226930000000,,63334714000000,,,,9420885000000,,,,,,9420885000000,1538486000000,3673320000000,,,80947236000000,-920534000000,,,,,,,,,6179368000000,,23321000000,9731585000000,129885575000000,908428000000,,,,,,,52684000000,63832000000,8667030000000,1514108000000,3680425000000,3150671000000,-255700000000,1155473000000,-167028000000,,,12350038120,,,,,,,,,,,676.62528,,,,,,,,,13171000000,,,1245093000000,,,,,,,,,,,,,,,,13171000000,,20030635000000,,4689978000000,4689978000000,170247000000,,,,,,,,,,,,,,,,,,,4295878360
2014-03-31,,191355591000000,30526383000000,,10259082000000,201614673000000,8738175000000,8738175000000,8738175000000,8738175000000,12350038120,,,,80829407000000,90222630000000,1283039000000,,1125207000000,7087520000000,201614673000000,14376884000000,25160164000000,,7820027000000,1514108000000,80491000000,,57422371000000,,,,21016862000000,,,,,,21016862000000,1560142000000,4359958000000,,,91027750000000,-805120000000,,,,,,,,,7087520000000,,28759000000,10766064000000,143497916000000,1128713000000,,,,,,,60389000000,44119000000,7715519000000,1514108000000,3680425000000,3728642000000,-255700000000,1115416000000,180691000000,,,12350038120,,,,,,,,,,,707.54235,,,,,,,,,50008000000,,,1482369000000,,,,,,,,,,,,,,,,50008000000,,25160164000000,,5366219000000,5366219000000,302936000000,,,,,,,,,,,,,,,,,,,4295878360
2015-03-31,,207530830000000,32851344000000,,11782421000000,219313251000000,10383427000000,10383427000000,10383427000000,10383427000000,12350038120,,,,78070367000000,96756778000000,1091776000000,,1003294000000,8679684000000,219313252000000,12709434000000,26819684000000,,11343965000000,1514108000000,490829000000,,54169900000000,,,,33673932000000,,,,,,33673932000000,1365961000000,5039472000000,,,97616193000000,-859415000000,,,,,,,,,8679684000000,,39135000000,11255770000000,152210465000000,1555703000000,,,,,,,64882000000,54036000000,11225047000000,1514108000000,3459782000000,4071062000000,-645700000000,2496640000000,578523000000,,,12350038120,,79146,,,,0,,,,,840.76072,1872201000000,2079215000000,207013000000,164149000000,,,,,37421000000,,,1419421000000,,6102191000000,2471038000000,1120619000000,3914229000000,565219000000,3591657000000,4479448000000,2834773000000,1915065000000,2079215000000,,,,,37421000000,,26819684000000,,6031660000000,6031660000000,805084000000,1,,,,,17008069000000,,,,,,,,,,0.0,,-53632000000,4295878360
2015-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295878360
2016-03-31,,211038146000000,32696686000000,,11759230000000,222797376000000,10453907000000,10453907000000,10453907000000,10453907000000,12350038120,,,,73419954000000,100085764000000,1082498000000,,909623000000,10096329000000,222797378000000,12801106000000,27151390000000,,12981072000000,1514108000000,233955000000,,50234169000000,,,,37163259000000,,,,,,37163259000000,1175740000000,4779816000000,,,101007681000000,-921917000000,,,,,,,,,10096329000000,,39632000000,7030355000000,154814700000000,2148680000000,,,,,,,69515000000,56323000000,12855234000000,1514108000000,3459755000000,4334142000000,-645700000000,2467270000000,392298000000,,,12350038120,,80088,,,,,,,,,846.46759,1873232000000,2022225000000,148992000000,106007000000,,,,,39951000000,,,1359055000000,,5225892000000,1187893000000,3576185000000,1702361000000,832635000000,4764078000000,2534996000000,7644184000000,1916217000000,2022225000000,,,,,39951000000,,27151390000000,,5545296000000,5545296000000,730792000000,1,,,,,20169150000000,,,,,,,,,,0.0,,-55843000000,4295878360
2017-03-31,,217584989000000,35410072000000,,11523368000000,229108357000000,10250889000000,10250889000000,10250889000000,10250889000000,12350038120,,,,74376893000000,94325255000000,1076737000000,,876779000000,9322410000000,229108357000000,10896162000000,31099276000000,,10815280000000,1514108000000,229794000000,,43287183000000,,,,49105070000000,,,,,,49105070000000,3027604000000,4640310000000,,,95121265000000,-796010000000,,,,,,,,,9322410000000,,39411000000,6640060000000,161350189000000,2159004000000,,,,,,,182230000000,49486000000,10583564000000,1514108000000,3470159000000,4578772000000,-645700000000,1980535000000,283319000000,,,12350038120,,84025,,,,,,,,,830.02894,1820438000000,2152841000000,332403000000,288203000000,,,,,25213000000,,,903707000000,,3073701000000,2049365000000,1718367000000,8885913000000,769938000000,3767732000000,9655851000000,6238821000000,1864638000000,2152841000000,,,,,25213000000,,31099276000000,,4310796000000,4310796000000,574179000000,1,,,,,22736105000000,,,,,,,,,,0.0,,-49023000000,4295878360
2018-03-31,,227317736000000,39901468000000,,11911173000000,239228909000000,10645812000000,10645812000000,10645812000000,10645812000000,12350038120,,,,76423154000000,93157227000000,1092278000000,,869661000000,9969107000000,239228909000000,16374183000000,36355811000000,,9468282000000,1514108000000,304828000000,,44687618000000,,,,57688651000000,,,,,,57688651000000,4893392000000,4279568000000,,,93816565000000,-659338000000,,,,,,,,,9969107000000,,44453000000,5471650000000,167744898000000,2188725000000,,,,,,,188541000000,50010000000,9229731000000,1514108000000,3473091000000,4766414000000,-645700000000,2102732000000,233942000000,,,12350038120,,86058,,,,,,,,,862.00641,1865027000000,2420300000000,555273000000,508075000000,,,,,28831000000,,,797545000000,,3083694000000,1302560000000,8135638000000,1729344000000,864454000000,9438198000000,2593798000000,4781810000000,1912225000000,2420300000000,,,,,28831000000,,36355811000000,,3545657000000,3545657000000,724206000000,1,,,,,19897500000000,,,,,,,,,,0.0,,-49598000000,4295878360
2019-03-31,,241116136000000,44350143000000,,12196007000000,253312143000000,10931189000000,10931189000000,10931189000000,10931189000000,12350038120,,,,77165827000000,103073945000000,1059543000000,,869118000000,10695272000000,253312145000000,15327112000000,41461395000000,,9641939000000,1514108000000,166837000000,,50189861000000,,,,60389520000000,,,,,,60389520000000,4991252000000,5133175000000,,,103663457000000,-589512000000,,,,,,,,,10695272000000,,46499000000,7101065000000,177489084000000,2442792000000,,,,,,,133964000000,50370000000,9457605000000,1514108000000,3472870000000,5223343000000,-645700000000,2068849000000,151092000000,,,12350038120,,87876,,,,,,,,,885.11379,1850499000000,2340760000000,490260000000,443005000000,,,,,58920000000,,,673557000000,,4252795000000,9673764000000,3545678000000,1255598000000,1126407000000,13219442000000,2382005000000,5342035000000,1897754000000,2340760000000,,,,,58920000000,,41461395000000,,2888748000000,2888748000000,713455000000,1,,,,,25196277000000,,,,,,,,,,0.0,,-49973000000,4295878360
