Date,Total Current Assets,Total Liabilities,Total Debt,Total Current Liabilities,Total Equity,Total Liabilities And Shareholders' Equity,Tangible Book Value - Reported,Tangible Book Value - Utility,Tangible Book Value - Insurance,Tangible Book Value - Banks,Total Common Shares Outstanding,"Total Receivables, Net",Total Inventory,"Other Current Assets, Total","Other Earning Assets, Total",Net Loans,"Property/Plant/Equipment, Total - Net","Goodwill, Net","Intangibles, Net","Other Assets, Total","Total Assets, Reported",Fed Funds Purchased / Security Sold Under Repurchase Agreement,Total Short Term Borrowings,"Other Current liabilities, Total","Other Liabilities, Total","Common Stock, Total","Other Equity, Total","Accounts Receivable - Trade, Net",Total Investment Securities,"Property, Plant And Equipment, Total - Gross",Cash,Cash and Equivalents,Cash and Equivalents,"Accounts Receivable - Trade, Gross",Provision for Doubtful Accounts,Receivables - Other,Prepaid Expenses,Other Current Assets,Cash & Due From Banks,Fed Funds Sold/Scty Prchd Under Resale Agrmnt,Other Short Term Investments,Securities Held To Maturity,Securities for Sale,Total Gross Loans,Loan Loss Allowances,Building - Gross,Land/Improvements - Gross,Machinery/Equipment - Gross,Construction in Progress - Gross,Other Property/Plant/Equipment - Gross,"Accumulated Depreciation, Total",Accumulated Intangible Amortization,Interest Receivable,Other Assets,Accounts Payable,Accrued Expenses,Interest Bearing Deposits,Total Deposits,Other Short Term Borrowings,Dividends Payable,Customer Advances,Income Taxes Payable,Other Payables,Other Current Liabilities,Capital Lease Obligations,Reserves,Pension Benefits - Underfunded,Other Liabilities,Common Stock,Additional Paid-In Capital,Retained Earnings (Accumulated Deficit),Treasury Stock - Common,Unrealized Gain (Loss),Translation Adjustment,Other Equity,Other Comprehensive Income,Shares Out - Common Stock Primary Issue,Treas Shares - Common Stock Prmry Issue,Full-Time Employees,Deferred Revenue - Current,Total Risk-Weighted Capital,Trading Account,Non-Performing Loans,Total Current Assets less Inventory,Quick Ratio,Current Ratio,Net Debt Incl. Pref.Stock & Min.Interest,Tangible Book Value Per Share,Pension Obligation - Domestic,Plan Assets - Domestic,Funded Status - Domestic,Total Funded Status,LT Investment - Affiliate Companies,LT Investments - Other,Long Term Investments,Note Receivable - Long Term,Deferred Income Tax - LT Asset,Restricted Cash - Long Term,Other Long Term Assets,Minority Interest,Other Long Term Liabilities,Long Term Debt Maturing within 1 Year,Long Term Debt Maturing in Year 2,Long Term Debt Maturing in Year 3,Long Term Debt Maturing in Year 4,Long Term Debt Maturing in Year 5,Long Term Debt Maturing in Years 2 and 3,Long Term Debt Maturing in Years 4 and 5,Long Term Debt Maturing in Year 6 and Beyond,Total Plan Obligations,Total Plan Assets,Short Term Investments,Cash and Short Term Investments,Notes Receivable - Short Term,"Intangibles, Gross","Other Long Term Assets, Total",Notes Payable/Short Term Debt,Notes Payable/Short Term Debt,Current Port. of LT Debt/Capital Leases,Long Term Debt,Total Long Term Debt,Deferred Income Tax - LT Liability,Number of Common Shareholders,"Accumulated Intangible Amort, Suppl.",Deferred Revenue - Long Term,Tier 1 Capital %,"Total Capital, Percent","Total Long Term Debt, Supplemental",Operating Lease Payments Due in Year 1,Operating Lease Payments Due in Year 2,Operating Lease Payments Due in Year 3,Operating Lease Payments Due in Year 4,Operating Lease Payments Due in Year 5,Operating Lease Payments Due in Years 2 and 3,Operating Lease Payments Due in Years 4 and 5,Oper Lease Pmnts Due in Years 6 and Beyond,"Total Operating Leases, Supplemental","Discount Rate - Domestic, (%)","Compensation Rate - Domestic, (%)",Accrued Liabilities - Domestic,OAPermID
2010-12-31,,232468000000,3720000000,,9568000000,242036000000,9183000000,9183000000,9183000000,9183000000,37797750,,,,49942000000,119319000000,1606000000,86000000,299000000,20330000000,242036000000,,199000000,181000000,8470000000,608000000,-376000000,,20613000000,3267000000,,,48312000000,,,,,,48312000000,,29329000000,91000000,20522000000,122067000000,-2748000000,2259000000,349000000,,,659000000,-1661000000,-106000000,,20307000000,,,31627000000,185583000000,,,,181000000,,,,1080000000,,7390000000,608000000,1088000000,8248000000,,,,,-376000000,37797750,229740,21237,,,601000000,4636000000,,,,,242.95097,,,,,1375000000,,1375000000,,767000000,,,311000000,,199000000,63000000,393000000,393000000,393000000,456000000,786000000,2279000000,,,,,,405000000,767000000,,199000000,,3521000000,3521000000,149000000,,106000000,,10.83,10.76,3720000000,,,,,,,,,,4.0,1.5,,4295866679
2011-12-31,,224056000000,3532000000,,9227000000,233283000000,8875000000,8875000000,8875000000,8875000000,37797750,,,,43139000000,123830000000,1588000000,87000000,265000000,22648000000,233283000000,,64000000,209000000,4658000000,608000000,-967000000,,17647000000,3320000000,,,39343000000,,,,,,39343000000,,25492000000,78000000,17569000000,126571000000,-2741000000,2374000000,349000000,,,597000000,-1732000000,-147000000,,22625000000,,,13491000000,183556000000,,,,209000000,,,,903000000,,3755000000,608000000,1088000000,8498000000,,,,,-967000000,37797750,229740,21380,,,755000000,4806000000,,,,,234.80234,,,,,1403000000,,1403000000,,980000000,,,280000000,,64000000,640000000,187666670,187666670,187666670,827666670,375333340,2264999990,,,,,,412000000,980000000,,64000000,,3468000000,3468000000,224000000,,147000000,,11.2,10.8,3532000000,,,,,,,,,,4.7,1.8,,4295866679
2012-12-31,,225370000000,3459000000,,10362000000,235732000000,10037000000,10037000000,10037000000,10037000000,37797750,,,,42369000000,124120000000,1542000000,88000000,237000000,24703000000,235732000000,,,224000000,9477000000,608000000,-261000000,,13559000000,3385000000,,,40572000000,,,,,,40572000000,,28810000000,67000000,13492000000,126890000000,-2770000000,2435000000,345000000,,,605000000,-1843000000,-173000000,,24675000000,,,17016000000,182926000000,,,,224000000,,,,934000000,,8543000000,608000000,1088000000,8927000000,,,,,-261000000,37797750,229740,21100,,,884000000,5075000000,,,,,265.54491,,,,,1497000000,,1497000000,,604000000,,,106000000,,,,,,,,,,,,,,,410000000,604000000,,,,3459000000,3459000000,245000000,,173000000,,11.0,12.1,,,,,,,,,,,2.9,1.5,,4295866679
2013-12-31,,221790000000,5142000000,,11130000000,232920000000,10835000000,10835000000,10835000000,10835000000,37794070,,,,38444000000,136310000000,1485000000,86000000,209000000,16620000000,232920000000,1317000000,1317000000,208000000,16208000000,608000000,-22000000,,11167000000,3437000000,,,37777000000,,,,,,37777000000,13643000000,2775000000,75000000,11092000000,136310000000,,2495000000,345000000,,,597000000,-1952000000,-213000000,107000000,16513000000,1636000000,1070000000,59645000000,197157000000,,,,208000000,,,,749000000,200000000,15259000000,608000000,1088000000,9456000000,,,,,-22000000,37794070,233420,20616,,90865546220,13504000000,5441000000,,,,,286.68519,209000000,120000000,-89000000,-89000000,1518000000,,1518000000,,471000000,,,105000000,,,,,,,,,,209000000,120000000,,,,422000000,471000000,,1317000000,,3825000000,3825000000,264000000,,213000000,,11.9,11.9,,,,,,,,,,,3.0,1.4,,4295866679
2014-12-31,,233477000000,19187000000,,12202000000,245679000000,11934000000,11934000000,11934000000,11934000000,37797750,,,,43188000000,139487000000,1412000000,33000000,235000000,14388000000,245679000000,15735000000,15735000000,214000000,14205000000,608000000,12000000,,10988000000,3459000000,,,44874000000,,,,,,44874000000,15845000000,3710000000,57000000,10931000000,132636000000,0,2543000000,337000000,,,579000000,-2047000000,-159000000,404000000,13984000000,5015000000,994000000,58029000000,193523000000,,,,214000000,,,,909000000,230000000,13066000000,608000000,1088000000,10077000000,-55000000,472000000,81000000,,-1000000,37797750,229740,20398,,93237247000,13668000000,5569000000,,,,,315.73308,236000000,133000000,-103000000,-103000000,1611000000,,1611000000,,451000000,,,64000000,,,,,,,,,,236000000,133000000,,,,394000000,451000000,,15735000000,,3452000000,3452000000,275000000,,159000000,,11.47717,12.1,,,,,,,,,,,1.7,1.2,,4295866679
2015-12-31,,240907000000,19672000000,,13069000000,253976000000,12839000000,12839000000,12839000000,12839000000,37797750,,,,42762000000,149699000000,1367000000,33000000,197000000,12322000000,253976000000,16673000000,16673000000,217000000,11698000000,608000000,117000000,,12445000000,3471000000,,,45419000000,,,,,,45419000000,14050000000,3737000000,60000000,12385000000,149699000000,0,2565000000,327000000,,,579000000,-2104000000,-140000000,375000000,11947000000,5709000000,1026000000,59489000000,202259000000,,,,217000000,,,,818000000,188000000,10562000000,608000000,1088000000,10894000000,-55000000,417000000,161000000,,0,37797750,229740,20521,,99594000000,12346000000,5276000000,,,,,339.6763,210000000,163000000,-47000000,-47000000,1681000000,,1681000000,,380000000,,,64000000,,,,,,,,,,210000000,163000000,,,,337000000,496000000,,16673000000,,2999000000,2999000000,262000000,,140000000,,11.6754,12.1,,,,,,,,,,,2.0,0.8,,4295866679
2015-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295866679
2016-12-31,,255261000000,21934000000,,14055000000,269316000000,13836000000,13836000000,13836000000,13836000000,37797750,,,,43880000000,158510000000,1333000000,33000000,186000000,12100000000,269316000000,17681000000,17681000000,238000000,11214000000,608000000,41000000,,13610000000,3487000000,,,51151000000,,,,,,51151000000,15390000000,3658000000,63000000,13547000000,161153000000,-2643000000,2607000000,320000000,,,560000000,-2154000000,-138000000,369000000,11731000000,2599000000,1044000000,62714000000,217900000000,,,,238000000,,,,888000000,204000000,10122000000,608000000,1088000000,11872000000,-55000000,501000000,97000000,,0,37797750,229740,20496,,100839000000,9686000000,5289000000,,,,,366.05353,,,,,1744000000,,1744000000,,379000000,,,62000000,,,,,,,,,,,,,,,324000000,379000000,,17681000000,,4253000000,4253000000,270000000,,138000000,,12.5,14.2,,,,,,,,,,,1.2,0.5,,4295866679
2016-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295866679
2017-12-31,,249822000000,21565000000,,14725000000,264547000000,14512000000,14512000000,14512000000,14512000000,37795780,,,,44629000000,163012000000,1286000000,33000000,180000000,5746000000,264547000000,15362000000,15362000000,260000000,8550000000,608000000,-49000000,,12184000000,3431000000,,,47481000000,,,,,,47481000000,16069000000,4255000000,2774000000,9410000000,165318000000,-2306000000,2598000000,320000000,,,513000000,-2145000000,-155000000,297000000,5449000000,2271000000,1071000000,55099000000,215794000000,,,,260000000,,,,1044000000,47000000,7459000000,608000000,1088000000,12994000000,-56000000,140000000,-12000000,,0,37795780,231710,20332,,,11000000000,,,,,,383.95821,,,,,1821000000,,1821000000,,359000000,,,57000000,,,,,,,,,,,,,,,335000000,359000000,,15362000000,,6203000000,6203000000,254000000,,155000000,,,,,,,,,,,,,,,,,4295866679
2018-12-31,,279652000000,28086000000,,15052000000,294704000000,14836000000,14836000000,14836000000,14836000000,37795780,,,,49625000000,177221000000,1270000000,33000000,183000000,6858000000,294704000000,20668000000,20668000000,243000000,7134000000,608000000,-18000000,,14036000000,3465000000,,,57266000000,,,,,,57266000000,17619000000,4476000000,2650000000,11386000000,179439000000,-2218000000,2606000000,332000000,,,527000000,-2195000000,-163000000,340000000,6518000000,5084000000,1143000000,57790000000,237654000000,,,,243000000,,,,985000000,47000000,6102000000,608000000,1088000000,13155000000,-56000000,275000000,31000000,,0,37795780,231710,20327,,100353000000,11667000000,4959000000,,,,,392.53059,,,,,1888000000,,1888000000,,360000000,,,49000000,,,,,,,,,,,,,,,346000000,360000000,,20668000000,,7418000000,7418000000,259000000,,163000000,,13.0,15.3,,,,,,,,,,,1.5,1.2,,4295866679
2019-12-31,,298214000000,11254000000,,15616000000,313830000000,15404000000,15404000000,15404000000,15404000000,37795780,,,,49895000000,187388000000,1578000000,33000000,179000000,6462000000,313830000000,2963000000,2963000000,290000000,22142000000,608000000,-2000000,,14693000000,3853000000,,,66385000000,,,,,,66385000000,1981000000,5053000000,2544000000,12149000000,189685000000,-2297000000,2635000000,332000000,,,886000000,-2275000000,-176000000,300000000,6162000000,5014000000,1189000000,69076000000,258032000000,,,,290000000,,,,928000000,51000000,21163000000,608000000,1088000000,13636000000,-56000000,342000000,64000000,,0,37795780,231710,20507,,105951000000,41647000000,5207000000,,,,,407.55873,,,,,1577000000,,1577000000,,333000000,,,47000000,,,,,,,,,,,,,,,355000000,333000000,,2963000000,,8291000000,8291000000,246000000,,176000000,,12.87,15.03,,,,,,,,,,,0.75,1.0,,4295866679
2020-12-31,,339033000000,11116000000,,15224000000,354257000000,14998000000,14998000000,14998000000,14998000000,38009420,,,,48289000000,207517000000,1709000000,33000000,193000000,6259000000,354257000000,2594000000,2594000000,222000000,20681000000,612000000,-115000000,,15450000000,4102000000,,,88049000000,,,,,,88049000000,2645000000,5573000000,2768000000,12682000000,209814000000,-2297000000,2625000000,334000000,,,1143000000,-2393000000,-150000000,307000000,5952000000,5457000000,1148000000,72759000000,300127000000,,,,222000000,,,,1137000000,49000000,19495000000,612000000,1172000000,13246000000,-56000000,365000000,-44000000,,0,38009420,231710,20028,,113410000000,36658000000,5308000000,,,,,394.58639,,,,,1677000000,,1677000000,,531000000,,,38000000,,,,,,,,,,,,,,,343000000,531000000,,2594000000,,8522000000,8522000000,244000000,,150000000,,12.47,14.8,,,,,,,,,,,0.45,0.5,,4295866679
2021-12-31,,344450000000,11935000000,,16939000000,361389000000,16722000000,16722000000,16722000000,16722000000,38009420,,,,40362000000,219263000000,1631000000,33000000,184000000,7760000000,361389000000,3145000000,3145000000,264000000,14874000000,612000000,28000000,,17377000000,4095000000,,,90090000000,,,,,,90090000000,2213000000,5172000000,3444000000,13933000000,221403000000,-2140000000,2583000000,334000000,,,1178000000,-2464000000,-172000000,405000000,7355000000,5041000000,1222000000,62027000000,310810000000,,,,264000000,,,,1120000000,49000000,13705000000,612000000,1172000000,14817000000,-56000000,366000000,89000000,,0,38009420,231710,19751,,120519000000,21290000000,5300000000,,,,,439.94357,,,,,1569000000,,1569000000,,497000000,,,43000000,,,,,,,,,,,,,,,356000000,497000000,,3145000000,,8790000000,8790000000,261000000,,172000000,,12.9,15.2,,,,,,,,,,,1.0,0.5,,4295866679
