Date,Total Current Assets,Total Liabilities,Total Debt,Total Current Liabilities,Total Equity,Total Liabilities And Shareholders' Equity,Tangible Book Value - Reported,Tangible Book Value - Utility,Tangible Book Value - Insurance,Tangible Book Value - Banks,Total Common Shares Outstanding,"Total Receivables, Net",Total Inventory,"Other Current Assets, Total","Other Earning Assets, Total",Net Loans,"Property/Plant/Equipment, Total - Net","Goodwill, Net","Intangibles, Net","Other Assets, Total","Total Assets, Reported",Fed Funds Purchased / Security Sold Under Repurchase Agreement,Total Short Term Borrowings,"Other Current liabilities, Total","Other Liabilities, Total","Common Stock, Total","Other Equity, Total","Accounts Receivable - Trade, Net",Total Investment Securities,"Property, Plant And Equipment, Total - Gross",Cash,Cash and Equivalents,Cash and Equivalents,"Accounts Receivable - Trade, Gross",Provision for Doubtful Accounts,Receivables - Other,Prepaid Expenses,Other Current Assets,Cash & Due From Banks,Fed Funds Sold/Scty Prchd Under Resale Agrmnt,Other Short Term Investments,Securities Held To Maturity,Securities for Sale,Total Gross Loans,Loan Loss Allowances,Building - Gross,Land/Improvements - Gross,Machinery/Equipment - Gross,Construction in Progress - Gross,Other Property/Plant/Equipment - Gross,"Accumulated Depreciation, Total",Accumulated Intangible Amortization,Interest Receivable,Other Assets,Accounts Payable,Accrued Expenses,Interest Bearing Deposits,Total Deposits,Other Short Term Borrowings,Dividends Payable,Customer Advances,Income Taxes Payable,Other Payables,Other Current Liabilities,Capital Lease Obligations,Reserves,Pension Benefits - Underfunded,Other Liabilities,Common Stock,Additional Paid-In Capital,Retained Earnings (Accumulated Deficit),Treasury Stock - Common,Unrealized Gain (Loss),Translation Adjustment,Other Equity,Other Comprehensive Income,Shares Out - Common Stock Primary Issue,Treas Shares - Common Stock Prmry Issue,Full-Time Employees,Deferred Revenue - Current,Total Risk-Weighted Capital,Trading Account,Non-Performing Loans,Total Current Assets less Inventory,Quick Ratio,Current Ratio,Net Debt Incl. Pref.Stock & Min.Interest,Tangible Book Value Per Share,Pension Obligation - Domestic,Plan Assets - Domestic,Funded Status - Domestic,Total Funded Status,LT Investment - Affiliate Companies,LT Investments - Other,Long Term Investments,Note Receivable - Long Term,Deferred Income Tax - LT Asset,Restricted Cash - Long Term,Other Long Term Assets,Minority Interest,Other Long Term Liabilities,Long Term Debt Maturing within 1 Year,Long Term Debt Maturing in Year 2,Long Term Debt Maturing in Year 3,Long Term Debt Maturing in Year 4,Long Term Debt Maturing in Year 5,Long Term Debt Maturing in Years 2 and 3,Long Term Debt Maturing in Years 4 and 5,Long Term Debt Maturing in Year 6 and Beyond,Total Plan Obligations,Total Plan Assets,Short Term Investments,Cash and Short Term Investments,Notes Receivable - Short Term,"Intangibles, Gross","Other Long Term Assets, Total",Notes Payable/Short Term Debt,Notes Payable/Short Term Debt,Current Port. of LT Debt/Capital Leases,Long Term Debt,Total Long Term Debt,Deferred Income Tax - LT Liability,Number of Common Shareholders,"Accumulated Intangible Amort, Suppl.",Deferred Revenue - Long Term,Tier 1 Capital %,"Total Capital, Percent","Total Long Term Debt, Supplemental",Operating Lease Payments Due in Year 1,Operating Lease Payments Due in Year 2,Operating Lease Payments Due in Year 3,Operating Lease Payments Due in Year 4,Operating Lease Payments Due in Year 5,Operating Lease Payments Due in Years 2 and 3,Operating Lease Payments Due in Years 4 and 5,Oper Lease Pmnts Due in Years 6 and Beyond,"Total Operating Leases, Supplemental","Discount Rate - Domestic, (%)","Compensation Rate - Domestic, (%)",Accrued Liabilities - Domestic,OAPermID
2010-12-31,,349043000000,48676000000,,22866000000,371909000000,22258000000,22258000000,22258000000,22258000000,802383670,,,,170414000000,185683000000,3053000000,424000000,184000000,8964000000,371909000000,,48676000000,2203000000,136979000000,2407000000,54000000,,29231000000,5091000000,,,3065000000,,,,,,3065000000,,1879000000,2600000000,,190742000000,-5059000000,,2411000000,952000000,,1728000000,-2038000000,-693000000,,8964000000,,,108494000000,160381000000,48676000000,,,2203000000,,,,1850000000,51000000,134480000000,2407000000,9791000000,10614000000,,,,,54000000,802383670,,,,124500000000,,,,,,,27.73985,,,,,94000000,,94000000,,,,,804000000,,,,,,,,,,,,,,,877000000,28000000,,48676000000,,,0,,,,,16.6,,,,,,,,,,,,,,,5000048673
2011-12-31,,349820000000,42667000000,,22492000000,372312000000,21927000000,21927000000,21927000000,21927000000,802383670,,,,173488000000,136561000000,2906000000,418000000,147000000,7257000000,372312000000,,42667000000,555000000,9856000000,2407000000,22000000,,30508000000,,,,48544000000,,,,,,48544000000,,4536000000,2463000000,,,,,,,,,,,,7257000000,,,107442000000,165300000000,42667000000,,,555000000,,,,2113000000,,7743000000,2407000000,9791000000,10272000000,,,,,22000000,,,,,,138444000000,,,,,,27.32733,,,,,49000000,,49000000,,2811000000,,,826000000,,,,,,,,,,,,,,,,2942000000,,42667000000,,,0,1741000000,,,,,,,,,,,,,,,,,,,5000048673
2012-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000048673
2013-12-31,,269056000000,31804000000,,20962000000,290018000000,20444000000,20444000000,20444000000,20444000000,802383670,,,,123806000000,109589000000,2913000000,418000000,100000000,5806000000,290018000000,,31804000000,700000000,7075000000,2407000000,25000000,,29929000000,,,,45938000000,,,,,,45938000000,,2576000000,217000000,,,,,,,,,,,,5806000000,,,107850000000,155689000000,31804000000,,,700000000,,,,1969000000,,5102000000,2407000000,9791000000,8739000000,,,,,25000000,,,,,85500000000,91301000000,,,,,,25.47908,,,,,71000000,,71000000,,1223000000,,,47000000,,,,,,,,,,,,,,,,1377000000,,31804000000,,,0,206000000,,,,21.6,,,,,,,,,,,,,,,5000048673
2014-12-31,,279776000000,28249000000,,20566000000,300342000000,20088000000,20088000000,20088000000,20088000000,802383670,,,,145221000000,109636000000,2949000000,418000000,60000000,2903000000,300342000000,,28249000000,660000000,8023000000,2407000000,27000000,,31271000000,,,,37827000000,,,,,,37827000000,,2112000000,66000000,,,,,,,,,,,,2903000000,,,100674000000,154754000000,28249000000,,,660000000,,,,2309000000,,5713000000,2407000000,9791000000,8341000000,,,,,27000000,,,,,85700000000,111838000000,,,,,,25.0354,,,,,77000000,,77000000,,1219000000,,,31000000,,,,,,,,,,,,,,,,1251000000,,28249000000,,,0,89000000,,,,22.1,,,,,,,,,,,,,,,5000048673
2015-12-31,,277983000000,26002000000,,20762000000,298745000000,20300000000,20300000000,20300000000,20300000000,802383670,,,,133356000000,113488000000,3230000000,418000000,44000000,2490000000,298745000000,,26002000000,646000000,7914000000,2407000000,30000000,,33886000000,,,,44275000000,,,,,,44275000000,,1670000000,63000000,,,,,,,,,,,,2490000000,,,107690000000,166170000000,26002000000,,,646000000,,,,2232000000,,5651000000,2407000000,9791000000,8534000000,,,,,30000000,,,,,78057000000,97800000000,,,,,,25.29962,,,,,56000000,,56000000,,1284000000,,,4000000,,,,,,,,,,,,,,,,1388000000,,26002000000,,,0,99000000,,,,25.1,,,,,,,,,,,,,,,5000048673
2016-12-31,,281676000000,24214000000,,20414000000,302090000000,19959000000,19959000000,19959000000,19959000000,802383670,,,,124098000000,121474000000,2869000000,418000000,37000000,7897000000,302090000000,,24214000000,642000000,9111000000,2407000000,30000000,,28548000000,,,,42813000000,,,,,,42813000000,,1463000000,36000000,,,,,,,,,,,,7897000000,,,117204000000,174788000000,24214000000,,,642000000,,,,3022000000,,4927000000,2407000000,9791000000,8186000000,,,,,30000000,,,,,81575000000,94087000000,,,,,,24.87463,,,,,44000000,,44000000,,1363000000,,,6000000,,,,,,,,,,,,,,,,2440000000,,24214000000,,,0,81000000,,,,20.4,,,,,,,,,,,,,,,5000048673
2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000048673
2018-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000048673
2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000048673
