Date,Total Revenue,Gross Profit,Total Operating Expense,Operating Income,Net Income Before Taxes,Net Income Incl Extra Before Distributions,Income Avail to Cmn Shareholders Excl Extra,Income Avail to Cmn Shareholders Incl Extra,Normalized Income Before Taxes,Normalized Income After Taxes,Normalized Income Avail to Cmn Shareholders,Total Interest Expenses,Net Interest Income,Net Interest Income After Loan Loss Provision,Revenue,Revenue,"Cost of Revenue, Total","Selling/General/Administrative Expense, Total",Depreciation And Amortization,Interest/Investment Income - Operating,"Interest Expense (Income), Net-Operating, Ttl",Unusual Expense (Income),"Other Operating Expenses, Total","Interest Expense, Net Non-Operating",Interest/Invest Income - Non-Operating,"Interest Income (Expense), Net-Non-Operating, Total","Non-Interest Income, Bank",Labor And Related Expense,"Non-Interest Expense, Bank","Other, Net - Non-Operating",Total Adjustments to Net Income,Basic Weighted Average Shares,Basic EPS Excluding Extraordinary Items,Basic EPS Including Extraordinary Items,Diluted Net Income,Diluted Weighted Average Shares,Diluted EPS Excluding Extraordinary Items,Diluted EPS Including Extraordinary Items,Dilution Adjustment,Total Special Items,Effect of Special Items on Income Taxes,"Gross Margin, Percent","Operating Margin, Percent","Pretax Margin, Percent","Effective Tax Rate, (%)","Net Profit Margin, (%)",Normalized EBIT,Normalized EBITDA,Bank Total Revenue,Net Sales,Interest & Fees on Loans,Interest And Dividends on Investment Secs,Interest on Deposits,Other Interest Income,"Interest Income, Bank",Cost of Revenue,Cost of Revenue,Interest on Deposit,Interest on Other Borrowings,Loan Loss Provision,Selling/General/Administrative Expense,Advertising Expense,"Depreciation, Operating","Amortization of Intangibles, Operating",Investment Income - Operating,Impairment - Assets Held for Use,Impairment - Assets Held for Sale,Other Unusual Expense (Income),Other Operating Expense,"Other, Net - Operating",Interest Expense - Non-Operating,Interest Income - Non-Operating,Investment Income - Non-Operating,Gain (Loss) on Sale of Assets,Fees & Commissions from Operations,Investment Securities Gains,Foreign Currency Gains,Other Unusual Income,Other Revenue,Depreciation Expense,Other Unusual Expense,Other Expense,Other Non-Operating Income (Expense),Provision for Income Taxes,Net Income After Taxes,Minority Interest,Net Income Before Extraordinary Items,Miscellaneous Earnings Adjustment,DPS - Common Stock Primary Issue,Gross Dividends - Common Stock,"Interest Expense, Supplemental","Depreciation, Supplemental","Advertising Expense, Supplemental","Stock-Based Compensation, Supplemental",Income Tax Excluding Impact of Special Items,Basic Normalized EPS,Diluted Normalized EPS,"Amort of Intangibles, Supplemental","Rental Expense, Supplemental","Equity in Affiliates, Supplemental","Minority Interest, Supplemental","Audit Fees, Supplemental","Audit-Related Fees, Supplemental","All Other Fees Paid to Auditor, Supplemental",Current Tax - Domestic,Current Tax - Other,Current Tax - Total,Current Tax - Total,Deferred Tax - Domestic,Deferred Tax(No Breakdown)-Total,Deferred Tax - Total,Other Tax,Income Tax - Total,Interest Cost - Domestic,Service Cost - Domestic,Expected Return on Assets - Domestic,Actuarial Gains and Losses - Domestic,Domestic Pension Plan Expense,Defined Contribution Expense - Domestic,Total Pension Expense,Total Plan Interest Cost,Total Plan Service Cost,Total Plan Expected Return,OAPermID
2011-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8589934365
2012-02-29,,,,,953000000,938000000,938000000,938000000,953000000,938000000,938000000,,1291000000,1291000000,,,,,,,,,,,,,,-137000000,-338000000,,,,,,938000000,,,,,,,,,73.81875,1.57398,72.65686,,,,,,918000000,19000000,14000000,1291000000,,,,,,,,,-3000000,,,,,,,,,,,,,,,,-10000000,,-188000000,,15000000,938000000,,938000000,,,,,10000000,,,15000000,,,3000000,1000000,,,,,,,,,,,,,,,,,,,,,,,,,8589934365
2013-02-28,,,,,642000000,627000000,627000000,627000000,642000000,627000000,627000000,,715000000,715000000,,,,,,,,,,,,,,-132000000,-352000000,,,,,,627000000,,,,,,,,,89.79021,2.33645,87.69231,,,,,,330000000,21000000,14000000,715000000,,,,,,,,,-4000000,,,,,,,,,,,,,,,,-11000000,,-205000000,,15000000,627000000,,627000000,,,,,11000000,,,15000000,,,4000000,1000000,,,,,,,,,,,,,,,,,,,,,,,,,8589934365
2013-02-28,,,,,,,,,,,,,,,,994000000,,,,,,,,,,,279000000,,,,,,,,,,,,,,,,,,,,,,994000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8589934365
2014-02-28,,,,,180000000,160000000,160000000,160000000,180000000,160000000,160000000,,16000000,16000000,,506000000,,,,,,,,,,,490000000,-196000000,-326000000,,,,,,160000000,,,,,,,,,1125.0,11.11111,1000.0,,,506000000,,,,,,16000000,,,,,,,,,,,,,,,,,,,,,,,,41000000,,,-130000000,,20000000,160000000,,160000000,,,,,14000000,,,20000000,,,2000000,,,,,,,,,,,,,,,,,,,,,,,,,,8589934365
2014-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000000,,,,,,,,,,,,,,,,,,,,,,,,113000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8589934365
2015-02-28,,,,,198000000,179000000,179000000,179000000,198000000,179000000,179000000,,12000000,12000000,,569000000,,,,,,,,,,,557000000,-208000000,-371000000,,,,,,179000000,,,,,,,,,1650.0,9.59596,1491.66667,,,569000000,,12000000,,,,12000000,,,,,,,,,,,,,,,,,,,,155000000,,,,29000000,,,-163000000,,19000000,179000000,,179000000,,,,,17000000,,,19000000,,,2000000,,,,,,,,,,,,,,,,,,,,,,,,,,8589934365
2016-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8589934365
2016-02-29,,,,,233000000,209000000,209000000,209000000,234000000,209897000,209897000,,15000000,15000000,,626000000,,,,,,,,,,,611000000,-354000000,-393000000,,,,,,209000000,,,,,1000000,103000,,,1553.33333,10.30043,1393.33333,,,626000000,,15000000,,,,15000000,,,,,,,,,-3000000,,,,,,,,,,,182000000,191000000,,,24000000,-19000000,-1000000,-16000000,,24000000,209000000,,209000000,,,,,19000000,,,24103000,,,3000000,,,,,,,,,,,,,,,,,,,,,,,,,,8589934365
2017-02-28,,,,,222000000,202000000,202000000,202000000,222000000,202000000,202000000,,15000000,15000000,,634000000,,,,,,,,,,,619000000,-357000000,-412000000,,,,,,202000000,,,,,0,0,,,1480.0,9.00901,1346.66667,,,634000000,,15000000,,,,15000000,,,,,,,,,-5000000,,,,,,,,,,,169000000,176000000,,,26000000,-22000000,0,-28000000,,20000000,202000000,,202000000,,,,,22000000,,,20000000,,,5000000,,,,,,,,,,,,,,,,,,,,,,,,,,8589934365
2018-02-28,,,,,138000000,129000000,129000000,129000000,138000000,129000000,129000000,,14000000,14000000,,785000000,,,,,,,,,,,771000000,-399000000,-647000000,,,,,,129000000,,,,,0,0,,,985.71429,6.52174,921.42857,,,785000000,,14000000,,,,14000000,,,,,,,,,-11000000,,,,,,,,,,,132000000,169000000,,,322000000,-22000000,0,-215000000,,9000000,129000000,,129000000,,,,,22000000,,,9000000,,,11000000,,,,,,,,,,,,,,,,,,,,,,,,,,8589934365
