Date,Total Revenue,Gross Profit,Total Operating Expense,Operating Income,Net Income Before Taxes,Net Income Incl Extra Before Distributions,Income Avail to Cmn Shareholders Excl Extra,Income Avail to Cmn Shareholders Incl Extra,Normalized Income Before Taxes,Normalized Income After Taxes,Normalized Income Avail to Cmn Shareholders,Total Interest Expenses,Net Interest Income,Net Interest Income After Loan Loss Provision,Revenue,Revenue,"Cost of Revenue, Total","Selling/General/Administrative Expense, Total",Depreciation And Amortization,Interest/Investment Income - Operating,"Interest Expense (Income), Net-Operating, Ttl",Unusual Expense (Income),"Other Operating Expenses, Total","Interest Expense, Net Non-Operating",Interest/Invest Income - Non-Operating,"Interest Income (Expense), Net-Non-Operating, Total","Non-Interest Income, Bank",Labor And Related Expense,"Non-Interest Expense, Bank","Other, Net - Non-Operating",Total Adjustments to Net Income,Basic Weighted Average Shares,Basic EPS Excluding Extraordinary Items,Basic EPS Including Extraordinary Items,Diluted Net Income,Diluted Weighted Average Shares,Diluted EPS Excluding Extraordinary Items,Diluted EPS Including Extraordinary Items,Dilution Adjustment,Total Special Items,Effect of Special Items on Income Taxes,"Gross Margin, Percent","Operating Margin, Percent","Pretax Margin, Percent","Effective Tax Rate, (%)","Net Profit Margin, (%)",Normalized EBIT,Normalized EBITDA,Bank Total Revenue,Net Sales,Interest & Fees on Loans,Interest And Dividends on Investment Secs,Interest on Deposits,Other Interest Income,"Interest Income, Bank",Cost of Revenue,Cost of Revenue,Interest on Deposit,Interest on Other Borrowings,Loan Loss Provision,Selling/General/Administrative Expense,Advertising Expense,"Depreciation, Operating","Amortization of Intangibles, Operating",Investment Income - Operating,Impairment - Assets Held for Use,Impairment - Assets Held for Sale,Other Unusual Expense (Income),Other Operating Expense,"Other, Net - Operating",Interest Expense - Non-Operating,Interest Income - Non-Operating,Investment Income - Non-Operating,Gain (Loss) on Sale of Assets,Fees & Commissions from Operations,Investment Securities Gains,Foreign Currency Gains,Other Unusual Income,Other Revenue,Depreciation Expense,Other Unusual Expense,Other Expense,Other Non-Operating Income (Expense),Provision for Income Taxes,Net Income After Taxes,Minority Interest,Net Income Before Extraordinary Items,Miscellaneous Earnings Adjustment,DPS - Common Stock Primary Issue,Gross Dividends - Common Stock,"Interest Expense, Supplemental","Depreciation, Supplemental","Advertising Expense, Supplemental","Stock-Based Compensation, Supplemental",Income Tax Excluding Impact of Special Items,Basic Normalized EPS,Diluted Normalized EPS,"Amort of Intangibles, Supplemental","Rental Expense, Supplemental","Equity in Affiliates, Supplemental","Minority Interest, Supplemental","Audit Fees, Supplemental","Audit-Related Fees, Supplemental","All Other Fees Paid to Auditor, Supplemental",Current Tax - Domestic,Current Tax - Other,Current Tax - Total,Current Tax - Total,Deferred Tax - Domestic,Deferred Tax(No Breakdown)-Total,Deferred Tax - Total,Other Tax,Income Tax - Total,Interest Cost - Domestic,Service Cost - Domestic,Expected Return on Assets - Domestic,Actuarial Gains and Losses - Domestic,Domestic Pension Plan Expense,Defined Contribution Expense - Domestic,Total Pension Expense,Total Plan Interest Cost,Total Plan Service Cost,Total Plan Expected Return,OAPermID
2010-12-31,,,,,2644962000,2644962000,2644962000,2644962000,2702459000,2702459000,2702459000,16662862000,2692802000,2664179000,,3207427000,,,,,,,,,,,514625000,-327794000,-533842000,,,,,,2644962000,,,,,57497000,0,,,13.66505,0,13.66505,,,3207427000,,19355664000,,,,19355664000,,,16662862000,,28623000,,,,-3370000,,,,,,,,,,,236025000,268099000,,,10501000,-26860000,-57497000,-118321000,,0,2644962000,,2644962000,,,,,26860000,,,0,,,3370000,,,,,,,,,,,,,,,,71874000,28687000,,-5193000,95368000,,97599000,77565000,34089000,,8589934159
2011-12-31,,,,,3742865000,3742865000,3742865000,3742865000,3800441000,3800441000,3800441000,22144321000,2760371000,2596657000,,4559981000,,,,,,,,,,,1799610000,-381743000,-653402000,,,,,,3742865000,,,,,57576000,0,,,15.02875,0,15.02875,,,4559981000,,24904692000,,,,24904692000,,,22144321000,,163714000,,,,-4716000,,,,,,,,,,,268208000,1522213000,,,9189000,-24721000,-57576000,-184646000,,0,3742865000,,3742865000,,,,,24721000,,,0,,,4716000,,,,,,,,,,,,,,,,83320000,50758000,,23252000,157330000,,175077000,90335000,60178000,,8589934159
2012-12-31,,,,,289318000,289318000,289318000,289318000,320577000,320577000,320577000,22591147000,2737830000,2545453000,,8584196000,,,,,,,,,,,5846366000,-405368000,-8102501000,,,,,,289318000,,,,,31259000,0,,,1.14224,,1.14224,,,8584196000,,10362116000,,,14966861000,25328977000,,,14229549000,8361598000,192377000,,,,-6449000,,,,,,,,,,,293395000,33789000,113924000,,5316600000,-24643000,-31259000,-186055000,,,289318000,,289318000,,,,,24804000,,,0,,,6449000,,,,,,,,,,,,,,,,,,,,,,,,,,8589934159
2013-12-31,,,,,2917704000,2917704000,2917704000,2917704000,2967003000,2967003000,2967003000,20042846000,3114722000,3005259000,,4079248000,,,,,,,,,,,964526000,-471030000,-1052081000,,,,,,2917704000,,,,,49299000,0,,,12.59935,,12.59935,,,4079248000,,9140319000,,,14017249000,23157568000,,,13382616000,6660230000,109463000,,,,-6499000,,,,,,,,,,,237963000,54344000,14171000,,3276000,-24191000,-49299000,-221444000,,,2917704000,,2917704000,,,,,24352000,,,0,,,6499000,,,,,,,,,,,,,,,,74819000,74819000,,,149638000,,149663390,74828270,74835120,,8589934159
2014-12-31,,,,,675413000,675413000,675413000,675413000,720412000,720412000,720412000,19488889000,3224193000,3193765000,,4178611000,,,,,,,,,,,954418000,-475024000,-3472770000,,,,,,675413000,,,,,44999000,0,,,2.97367,,2.97367,,,4178611000,,9158678000,,,13554404000,22713082000,,,12795340000,6693549000,30428000,,,,-6672000,,,,,,,,,,,204078000,110404000,24215000,,24919000,-23703000,-44999000,-173593000,,,675413000,,675413000,,,,,23864000,,,0,,,6672000,,,,,,,,,,,,,,,,106578000,61052000,,,167630000,,195431000,118472000,76959000,,8589934159
2015-12-31,,,,,4277944000,4277398000,4277398000,4277398000,4288193000,4288193000,4287647000,19220829000,3261583000,3214017000,,5729340000,,,,,,,,,,,2467757000,-600651000,-1403830000,,,,,,4277398000,,,,,10249000,0,,,19.02796,,19.02553,,,5729340000,,3348589000,229844000,,18773665000,22482412000,,,,19220829000,47566000,,,,-5641000,,,,,,,,,,,281188000,122927000,1678000,,1734763000,-28157000,-10249000,-280133000,,,4277944000,-546000,4277398000,,,,,28157000,,,0,,,5641000,,,-546000,,,,,,,,,,,,,100482000,114538000,,,217965000,,263258000,113635000,146678000,,8589934159
2016-12-31,,,,,-278798000,-276892000,-276892000,-276892000,-230906000,-230906000,-229000000,18764977000,3418598000,3444609000,,3284594000,,,,,,,,,,,-134004000,-650360000,-3589403000,,,,,,-276892000,,,,,47892000,0,,,-1.25678,,-1.24818,,,3284594000,,3086726000,163133000,,18823337000,22183575000,,,,18764977000,-26011000,,,,-6651000,,,,,,,,,,,297321000,241540000,3268000,,85897000,-28369000,-47892000,-322968000,,,-278798000,1906000,-276892000,,,,,28369000,,,0,,,6651000,,,1906000,,,,,,,,,,,,,109372000,109551000,,,222817000,,266965000,125062000,138009000,,8589934159
2016-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8589934159
2017-12-31,,,,,3310310000,3317978000,3317978000,3317978000,3335029000,3335029000,3342697000,20137070000,3273526000,3353878000,,6396333000,,,,,,,,,,,3122807000,-810859000,-3166375000,,,,,,3317978000,,,,,24719000,0,,,14.14022,,14.17298,,,6396333000,,3723116000,595834000,,18991265000,23410596000,,,,20137070000,-80352000,,,,-7388000,,,,,,,,,,,347541000,336162000,,,11827000,-31810000,-24719000,-377433000,,,3310310000,7668000,3317978000,,,,,31810000,,,0,,,7388000,,,7668000,,,,,,,,,,,,,77623000,182366000,,,262326000,,353265000,93671000,257257000,,8589934159
2018-12-31,,,,,3360941000,3360347000,3360347000,3360347000,3376253000,3376253000,3375659000,21613039000,3109125000,2918201000,,5634348000,,,,,,,,,,,2525223000,-907415000,-2082483000,,,,,,3360347000,,,,,15312000,0,,,13.59485,,13.59245,,,5634348000,,7503690000,0,,17111856000,24722164000,,,,21613039000,190924000,,,,-12347000,,,,,,,,,,,374541000,421381000,,,888697000,-30526000,-15312000,-636320000,,,3360941000,-594000,3360347000,,,,,30526000,,,0,,,12347000,,,-594000,,,,,,,,,,,,,98755000,200726000,,,301804000,,402940000,115530000,285087000,,8589934159
