Date,Total Revenue,Gross Profit,Total Operating Expense,Operating Income,Net Income Before Taxes,Net Income Incl Extra Before Distributions,Income Avail to Cmn Shareholders Excl Extra,Income Avail to Cmn Shareholders Incl Extra,Normalized Income Before Taxes,Normalized Income After Taxes,Normalized Income Avail to Cmn Shareholders,Total Interest Expenses,Net Interest Income,Net Interest Income After Loan Loss Provision,Revenue,Revenue,"Cost of Revenue, Total","Selling/General/Administrative Expense, Total",Depreciation And Amortization,Interest/Investment Income - Operating,"Interest Expense (Income), Net-Operating, Ttl",Unusual Expense (Income),"Other Operating Expenses, Total","Interest Expense, Net Non-Operating",Interest/Invest Income - Non-Operating,"Interest Income (Expense), Net-Non-Operating, Total","Non-Interest Income, Bank",Labor And Related Expense,"Non-Interest Expense, Bank","Other, Net - Non-Operating",Total Adjustments to Net Income,Basic Weighted Average Shares,Basic EPS Excluding Extraordinary Items,Basic EPS Including Extraordinary Items,Diluted Net Income,Diluted Weighted Average Shares,Diluted EPS Excluding Extraordinary Items,Diluted EPS Including Extraordinary Items,Dilution Adjustment,Total Special Items,Effect of Special Items on Income Taxes,"Gross Margin, Percent","Operating Margin, Percent","Pretax Margin, Percent","Effective Tax Rate, (%)","Net Profit Margin, (%)",Normalized EBIT,Normalized EBITDA,Bank Total Revenue,Net Sales,Interest & Fees on Loans,Interest And Dividends on Investment Secs,Interest on Deposits,Other Interest Income,"Interest Income, Bank",Cost of Revenue,Cost of Revenue,Interest on Deposit,Interest on Other Borrowings,Loan Loss Provision,Selling/General/Administrative Expense,Advertising Expense,"Depreciation, Operating","Amortization of Intangibles, Operating",Investment Income - Operating,Impairment - Assets Held for Use,Impairment - Assets Held for Sale,Other Unusual Expense (Income),Other Operating Expense,"Other, Net - Operating",Interest Expense - Non-Operating,Interest Income - Non-Operating,Investment Income - Non-Operating,Gain (Loss) on Sale of Assets,Fees & Commissions from Operations,Investment Securities Gains,Foreign Currency Gains,Other Unusual Income,Other Revenue,Depreciation Expense,Other Unusual Expense,Other Expense,Other Non-Operating Income (Expense),Provision for Income Taxes,Net Income After Taxes,Minority Interest,Net Income Before Extraordinary Items,Miscellaneous Earnings Adjustment,DPS - Common Stock Primary Issue,Gross Dividends - Common Stock,"Interest Expense, Supplemental","Depreciation, Supplemental","Advertising Expense, Supplemental","Stock-Based Compensation, Supplemental",Income Tax Excluding Impact of Special Items,Basic Normalized EPS,Diluted Normalized EPS,"Amort of Intangibles, Supplemental","Rental Expense, Supplemental","Equity in Affiliates, Supplemental","Minority Interest, Supplemental","Audit Fees, Supplemental","Audit-Related Fees, Supplemental","All Other Fees Paid to Auditor, Supplemental",Current Tax - Domestic,Current Tax - Other,Current Tax - Total,Current Tax - Total,Deferred Tax - Domestic,Deferred Tax(No Breakdown)-Total,Deferred Tax - Total,Other Tax,Income Tax - Total,Interest Cost - Domestic,Service Cost - Domestic,Expected Return on Assets - Domestic,Actuarial Gains and Losses - Domestic,Domestic Pension Plan Expense,Defined Contribution Expense - Domestic,Total Pension Expense,Total Plan Interest Cost,Total Plan Service Cost,Total Plan Expected Return,OAPermID
2010-12-31,,,,,256221000,256221000,256221000,256221000,232346000,232346000,232346000,27045000,288708000,267692000,,356093000,,,,,,,,,,,67385000,,-78856000,,,2000000000,0.12811,0.12811,256221000,2000000000,0.12811,0.12811,,-23875000,0,,,81.14602,0,81.14602,,,356093000,,171921000,130732000,12814000,286000,315753000,,,,27045000,21016000,,,,,,,,,,,,,,,804000,240000,,23875000,42466000,,0,-73732000,,0,256221000,,256221000,,,,,653000,,,0,0.11617,0.11617,271000,,,,,,,,,,,,,,,,,,,,,,,,,,4297147213
2011-12-31,,,,,230256000,230256000,230256000,230256000,67758000,67758000,67758000,48869000,264490000,183169000,,516501000,,,,,,,,,,,252011000,,-204924000,,,2000000000,0.11513,0.11513,230256000,2000000000,0.11513,0.11513,,-162498000,0,,,73.47994,0,73.47994,,,516501000,,231230000,59334000,22052000,743000,313359000,,,,48869000,81321000,,,,,,,,,,,,,,,5866000,869000,,162498000,82778000,,,-79825000,,0,230256000,,230256000,,,,,739000,,,0,0.03388,0.03388,312000,,,,,,,,,,,,,,,,,,,,,,,,,,4297147213
2012-12-31,,,,,221191000,221191000,221191000,221191000,297457000,297457000,297457000,178037000,395700000,334135000,,419505000,,,,,,,,,,,23805000,,-136749000,,,2000000000,0.1106,0.1106,221191000,2000000000,0.1106,0.1106,,76266000,0,,,38.55268,0,38.55268,,,419505000,,467415000,83624000,22239000,459000,573737000,,,,178037000,61565000,,,,,,,,,,,,,,,4968000,6833000,,-76266000,88270000,,,-147201000,,0,221191000,,221191000,,,,,1150000,,,0,0.14873,0.14873,321000,,,,,,,,,,,,,,,,,,,,,,,,,,4297147213
2013-12-31,,,,,245927000,245927000,245927000,245927000,466393000,466393000,466393000,218900000,384188000,347535000,,647952000,,,,,,,,,,,263764000,,-365372000,,,2200000000,0.11179,0.11179,245927000,2200000000,0.11179,0.11179,,220466000,0,,,40.77796,0,40.77796,,,647952000,,546059000,46975000,8957000,1097000,603088000,,,,218900000,36653000,,,,,,,,,,,,,,,4159000,2390000,,,257215000,,-220466000,-144906000,,0,245927000,,245927000,,,,,3868000,,,0,0.212,0.212,265000,,,,,,,,,0,0,,0,0,,0,,,,,,,,,,,4297147213
2014-12-31,,,,,427009000,427009000,427009000,427009000,628843000,628843000,628843000,333491000,629356000,610451000,,830842000,,,,,,,,,,,201486000,,-384928000,,,2400000000,0.17792,0.17792,427009000,2400000000,0.17792,0.17792,,201834000,0,,,44.34858,0,44.34858,,,830842000,,886588000,44198000,29564000,2497000,962847000,,,,333491000,18905000,,,,,,,,,,,,,,,35365000,,,,166121000,,-201834000,-178800000,,0,427009000,,427009000,,,,,4179000,,,0,0.26202,0.26202,445000,,,,,,,,,0,0,,0,0,,0,,,,,,,,,,,4297147213
2015-12-31,,,,,489406000,489406000,489406000,489406000,1190242000,1190242000,1190242000,482628000,711238000,686553000,,1418774000,,,,,,,,,,,707536000,,-904683000,,,2500000000,0.19576,0.19576,489406000,2500000000,0.19576,0.19576,,700836000,0,,,40.99338,0,40.99338,,,1418774000,,1134114000,26604000,32433000,715000,1193866000,,,,482628000,24685000,,,,-548000,,,,,,,,,,,25475000,,,,682061000,-4874000,-700836000,-197706000,,0,489406000,,489406000,,,,,4874000,,,0,0.4761,0.4761,548000,,,,,,,,,0,0,,0,0,,0,,,,,,,,,,,4297147213
2016-12-31,,,,,421325000,421325000,421325000,421325000,1421946000,1421946000,1421946000,784056000,858998000,832693000,,1698184000,,,,,,,,,,,839186000,,-1250554000,,,3700000000,0.11387,0.11387,421325000,3700000000,0.11387,0.11387,,1000621000,0,,,25.6428,0,25.6428,,,1698184000,,1570550000,33220000,38296000,988000,1643054000,,,,784056000,26305000,,,,-664000,,,,,,,,,,,34753000,9000,,,804424000,-5045000,-1000621000,-244224000,,0,421325000,,421325000,,,,,5045000,,,0,0.38431,0.38431,664000,,,,,,,,,0,0,,0,0,,0,,,,,,,,,,,4297147213
2016-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4297147213
2017-12-31,,,,,568475000,568475000,568475000,568475000,165872000,165872000,165872000,1224198000,1013888000,936470000,,1652344000,,,,,,,,,,,638456000,,-1006451000,,,4800000000,0.11843,0.11843,568475000,4800000000,0.11843,0.11843,,-402603000,0,,,25.40005,0,25.40005,,,1652344000,,2092254000,78210000,66638000,984000,2238086000,,,,1224198000,77418000,,,,-1086000,,,,,,,,,,,21409000,,,402603000,214444000,-3524000,,-1001836000,,0,568475000,,568475000,,,,,3524000,,,0,0.03456,0.03456,1086000,,,,,,,,,0,0,,0,0,,0,,,,,,,,,,,4297147213
2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4297147213
2018-12-31,,,,,841802000,841802000,841802000,841802000,841802000,841802000,841802000,2531631000,859464000,777768000,,1402274000,,,,,,,,,,,542810000,-170115000,-478776000,,,6350000000,0.13257,0.13257,841802000,6350000000,0.13257,0.13257,,,,,,24.8239,0,24.8239,,,1402274000,,3046371000,184266000,157809000,2649000,3391095000,,,,2531631000,81696000,,,,-1287000,,,,,,,,,,,350141000,182014000,,,10655000,-2558000,,-304816000,,0,841802000,,841802000,,,,,2558000,,,0,0.13257,0.13257,1287000,,,,,,,,,,,,0,0,,0,,,,,,,,,,,4297147213
2019-12-31,,,,,1431635000,1431635000,1431635000,1431635000,1938008000,1938008000,1938008000,3741609000,1114550000,981553000,,2684297000,,,,,,,,,,,1569747000,-225572000,-1119665000,,,7160000000,0.19995,0.19995,1431635000,7160000000,0.19995,0.19995,,506373000,0,,,29.48081,0,29.48081,,,2684297000,,4341340000,352223000,158958000,3638000,4856159000,,,,3741609000,132997000,,,,-1415000,,,,,,,,,,,428486000,70000,,,1141191000,-8362000,-506373000,-377943000,,0,1431635000,,1431635000,,,,,8362000,,,0,0.27067,0.27067,1415000,,,,,,,,,,,,0,0,,0,,,,,,,,,,,4297147213
2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4297147213
2020-12-31,,,,,1511388000,1511388000,1511388000,1511388000,-873269000,-873269000,-873269000,3788554000,1222945000,853476000,,4206426000,,,,,,,,,,,2983481000,-260866000,-2325569000,,,9270000000,0.16304,0.16304,1511388000,9270000000,0.16304,0.16304,,-2384657000,0,,,30.1584,0,30.1584,,,4206426000,,4229188000,644104000,126794000,11413000,5011499000,,,,3788554000,369469000,,,,-1501000,,,,,,,,,,,573966000,89000,,2384657000,24769000,-9101000,,-2054101000,,0,1511388000,,1511388000,,,,,9101000,,,0,-0.0942,-0.0942,1501000,,,,,,,,,0,0,,0,0,,0,,,,,,,,,,,4297147213
