Date,Total Revenue,Gross Profit,Total Operating Expense,Operating Income,Net Income Before Taxes,Net Income Incl Extra Before Distributions,Income Avail to Cmn Shareholders Excl Extra,Income Avail to Cmn Shareholders Incl Extra,Normalized Income Before Taxes,Normalized Income After Taxes,Normalized Income Avail to Cmn Shareholders,Total Interest Expenses,Net Interest Income,Net Interest Income After Loan Loss Provision,Revenue,Revenue,"Cost of Revenue, Total","Selling/General/Administrative Expense, Total",Depreciation And Amortization,Interest/Investment Income - Operating,"Interest Expense (Income), Net-Operating, Ttl",Unusual Expense (Income),"Other Operating Expenses, Total","Interest Expense, Net Non-Operating",Interest/Invest Income - Non-Operating,"Interest Income (Expense), Net-Non-Operating, Total","Non-Interest Income, Bank",Labor And Related Expense,"Non-Interest Expense, Bank","Other, Net - Non-Operating",Total Adjustments to Net Income,Basic Weighted Average Shares,Basic EPS Excluding Extraordinary Items,Basic EPS Including Extraordinary Items,Diluted Net Income,Diluted Weighted Average Shares,Diluted EPS Excluding Extraordinary Items,Diluted EPS Including Extraordinary Items,Dilution Adjustment,Total Special Items,Effect of Special Items on Income Taxes,"Gross Margin, Percent","Operating Margin, Percent","Pretax Margin, Percent","Effective Tax Rate, (%)","Net Profit Margin, (%)",Normalized EBIT,Normalized EBITDA,Bank Total Revenue,Net Sales,Interest & Fees on Loans,Interest And Dividends on Investment Secs,Interest on Deposits,Other Interest Income,"Interest Income, Bank",Cost of Revenue,Cost of Revenue,Interest on Deposit,Interest on Other Borrowings,Loan Loss Provision,Selling/General/Administrative Expense,Advertising Expense,"Depreciation, Operating","Amortization of Intangibles, Operating",Investment Income - Operating,Impairment - Assets Held for Use,Impairment - Assets Held for Sale,Other Unusual Expense (Income),Other Operating Expense,"Other, Net - Operating",Interest Expense - Non-Operating,Interest Income - Non-Operating,Investment Income - Non-Operating,Gain (Loss) on Sale of Assets,Fees & Commissions from Operations,Investment Securities Gains,Foreign Currency Gains,Other Unusual Income,Other Revenue,Depreciation Expense,Other Unusual Expense,Other Expense,Other Non-Operating Income (Expense),Provision for Income Taxes,Net Income After Taxes,Minority Interest,Net Income Before Extraordinary Items,Miscellaneous Earnings Adjustment,DPS - Common Stock Primary Issue,Gross Dividends - Common Stock,"Interest Expense, Supplemental","Depreciation, Supplemental","Advertising Expense, Supplemental","Stock-Based Compensation, Supplemental",Income Tax Excluding Impact of Special Items,Basic Normalized EPS,Diluted Normalized EPS,"Amort of Intangibles, Supplemental","Rental Expense, Supplemental","Equity in Affiliates, Supplemental","Minority Interest, Supplemental","Audit Fees, Supplemental","Audit-Related Fees, Supplemental","All Other Fees Paid to Auditor, Supplemental",Current Tax - Domestic,Current Tax - Other,Current Tax - Total,Current Tax - Total,Deferred Tax - Domestic,Deferred Tax(No Breakdown)-Total,Deferred Tax - Total,Other Tax,Income Tax - Total,Interest Cost - Domestic,Service Cost - Domestic,Expected Return on Assets - Domestic,Actuarial Gains and Losses - Domestic,Domestic Pension Plan Expense,Defined Contribution Expense - Domestic,Total Pension Expense,Total Plan Interest Cost,Total Plan Service Cost,Total Plan Expected Return,OAPermID
2010-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4296395040
2011-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4296395040
2012-12-31,,,,,195461000000,95891000000,95891000000,95891000000,195461000000,108839000000,95891000000,646800000000,634594000000,402692000000,,971422000000,,,,,,,,,,,336828000000,-286201000000,-544059000000,,,,,,95891000000,,,,,0,0,,,15.25378,44.31677,7.48333,,,971422000000,,1281394000000,,,,1281394000000,,,646800000000,,231902000000,,,,,,,,,,,,,,,236299000000,,15769000000,,84760000000,-26124000000,0,-231734000000,,86622000000,108839000000,-12948000000,95891000000,,,,,26124000000,,,86622000000,,,,,168000000,-12948000000,,,,,,,,,,,,,,,,,,,,,,,4296395040
2012-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4296395040
2013-12-31,,,,,198274000000,103188000000,103188000000,103188000000,198274000000,115356000000,103188000000,642856000000,701911000000,488045000000,,1083406000000,,,,,,,,,,,381495000000,-356628000000,-671266000000,,,,,,103188000000,,,,,0,0,,,14.74412,41.81991,7.6733,,,1083406000000,,1344767000000,,,,1344767000000,,,642856000000,,213866000000,,,,,,,,,,,,,,,257980000000,,,,123515000000,-37114000000,0,-269549000000,,82918000000,115356000000,-12168000000,103188000000,,,,,37114000000,,,82918000000,,,,,1246000000,-12168000000,,,,,,,,,,,,,,,,,,,,,,,4296395040
2014-12-31,,,,,221320000000,165659000000,165659000000,165659000000,221320000000,175263000000,165659000000,943107000000,739506000000,506378000000,,1169310000000,,,,,,,,,,,429804000000,-319936000000,-714862000000,,,,,,165659000000,,,,,0,0,,,13.15335,20.81014,9.84534,,,1169310000000,,1682613000000,,,,1682613000000,,,943107000000,,233128000000,,,,,,,,,,,,,,,266642000000,,30101000000,,133061000000,-69284000000,0,-325642000000,,46057000000,175263000000,-9604000000,165659000000,,,,,69284000000,,,46057000000,,,,,1134000000,-9604000000,,,,,,,,,,,,,,,,,,,,,,,4296395040
2014-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4296395040
2015-12-31,,,,,261750000000,112583000000,112583000000,112583000000,261750000000,122915000000,112583000000,811916000000,761188000000,615230000000,,1230430000000,,,,,,,,,,,469242000000,-362004000000,-822722000000,,,,,,112583000000,,,,,,,,,16.63908,53.04107,7.15674,,,1230430000000,,1573104000000,,,,1573104000000,,,811916000000,,145958000000,,,,,,,,,,,,,,,311233000000,,114507000000,,43502000000,-73572000000,,-387146000000,,138835000000,122915000000,-10332000000,112583000000,,,,,73572000000,,,138835000000,,,,,1460000000,-10332000000,,,,,,,,,,,,,,,,,,,,,,,4296395040
2015-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4296395040
2016-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4296395040
