Date,Total Revenue,Gross Profit,Total Operating Expense,Operating Income,Net Income Before Taxes,Net Income Incl Extra Before Distributions,Income Avail to Cmn Shareholders Excl Extra,Income Avail to Cmn Shareholders Incl Extra,Normalized Income Before Taxes,Normalized Income After Taxes,Normalized Income Avail to Cmn Shareholders,Total Interest Expenses,Net Interest Income,Net Interest Income After Loan Loss Provision,Revenue,Revenue,"Cost of Revenue, Total","Selling/General/Administrative Expense, Total",Depreciation And Amortization,Interest/Investment Income - Operating,"Interest Expense (Income), Net-Operating, Ttl",Unusual Expense (Income),"Other Operating Expenses, Total","Interest Expense, Net Non-Operating",Interest/Invest Income - Non-Operating,"Interest Income (Expense), Net-Non-Operating, Total","Non-Interest Income, Bank",Labor And Related Expense,"Non-Interest Expense, Bank","Other, Net - Non-Operating",Total Adjustments to Net Income,Basic Weighted Average Shares,Basic EPS Excluding Extraordinary Items,Basic EPS Including Extraordinary Items,Diluted Net Income,Diluted Weighted Average Shares,Diluted EPS Excluding Extraordinary Items,Diluted EPS Including Extraordinary Items,Dilution Adjustment,Total Special Items,Effect of Special Items on Income Taxes,"Gross Margin, Percent","Operating Margin, Percent","Pretax Margin, Percent","Effective Tax Rate, (%)","Net Profit Margin, (%)",Normalized EBIT,Normalized EBITDA,Bank Total Revenue,Net Sales,Interest & Fees on Loans,Interest And Dividends on Investment Secs,Interest on Deposits,Other Interest Income,"Interest Income, Bank",Cost of Revenue,Cost of Revenue,Interest on Deposit,Interest on Other Borrowings,Loan Loss Provision,Selling/General/Administrative Expense,Advertising Expense,"Depreciation, Operating","Amortization of Intangibles, Operating",Investment Income - Operating,Impairment - Assets Held for Use,Impairment - Assets Held for Sale,Other Unusual Expense (Income),Other Operating Expense,"Other, Net - Operating",Interest Expense - Non-Operating,Interest Income - Non-Operating,Investment Income - Non-Operating,Gain (Loss) on Sale of Assets,Fees & Commissions from Operations,Investment Securities Gains,Foreign Currency Gains,Other Unusual Income,Other Revenue,Depreciation Expense,Other Unusual Expense,Other Expense,Other Non-Operating Income (Expense),Provision for Income Taxes,Net Income After Taxes,Minority Interest,Net Income Before Extraordinary Items,Miscellaneous Earnings Adjustment,DPS - Common Stock Primary Issue,Gross Dividends - Common Stock,"Interest Expense, Supplemental","Depreciation, Supplemental","Advertising Expense, Supplemental","Stock-Based Compensation, Supplemental",Income Tax Excluding Impact of Special Items,Basic Normalized EPS,Diluted Normalized EPS,"Amort of Intangibles, Supplemental","Rental Expense, Supplemental","Equity in Affiliates, Supplemental","Minority Interest, Supplemental","Audit Fees, Supplemental","Audit-Related Fees, Supplemental","All Other Fees Paid to Auditor, Supplemental",Current Tax - Domestic,Current Tax - Other,Current Tax - Total,Current Tax - Total,Deferred Tax - Domestic,Deferred Tax(No Breakdown)-Total,Deferred Tax - Total,Other Tax,Income Tax - Total,Interest Cost - Domestic,Service Cost - Domestic,Expected Return on Assets - Domestic,Actuarial Gains and Losses - Domestic,Domestic Pension Plan Expense,Defined Contribution Expense - Domestic,Total Pension Expense,Total Plan Interest Cost,Total Plan Service Cost,Total Plan Expected Return,OAPermID
2010-12-31,,,,,1377000000,1377000000,1227000000,1227000000,1439000000,1439000000,1289000000,159000000,617000000,711000000,,1602000000,,,,,,,,,,,985000000,,-319000000,,-150000000,,,,1227000000,,,,,62000000,0,,,177.44845,0,158.11856,,,1602000000,,645000000,131000000,,,776000000,,,,159000000,-94000000,,,,,,,,,,,,,,,19000000,916000000,,,10000000,-22000000,-62000000,-235000000,,0,1377000000,,1377000000,-150000000,,,,5000000,,,0,,,17000000,,,,,,,,,,,,,,,,,,,,,,,,,,8589934160
2011-12-31,,,,,173000000,173000000,173000000,173000000,219000000,219000000,219000000,145000000,901000000,855000000,,1227000000,,,,,,,,,,,326000000,,-1008000000,,0,,,,173000000,,,,,46000000,0,,,16.5392,0,16.5392,,,1227000000,,859000000,187000000,,,1046000000,,,,145000000,46000000,,,,,,,,,,,,,,,20000000,277000000,,,29000000,-21000000,-46000000,-830000000,,0,173000000,,173000000,0,,,,4000000,,,0,,,17000000,,,,,,,,,,,,,,,,,,,,,,,,,,8589934160
2012-12-31,,,,,1020000000,1020000000,830000000,830000000,1140000000,1140000000,950000000,155000000,1051000000,931000000,,1544000000,,,,,,,,,,,493000000,,-404000000,,-190000000,,,,830000000,,,,,120000000,0,,,84.57711,0,68.82255,,,1544000000,,1040000000,166000000,,,1206000000,,,,155000000,120000000,,,,,,,,,,,,,,,32000000,304000000,,,157000000,-25000000,-120000000,-203000000,,0,1020000000,,1020000000,-190000000,,,,6000000,,,0,,,19000000,,,,,,,,,,,,,,,,,,,,,,,,,,8589934160
2013-12-31,,,,,1012000000,1012000000,922000000,922000000,1012000000,1012000000,922000000,252000000,845000000,712000000,,1558000000,,,,,,,,,,,713000000,,-413000000,,-90000000,,,,922000000,,,,,,,,,92.2516,0,84.0474,,,1558000000,,998000000,99000000,,,1097000000,,,,252000000,133000000,,,,,,,,,,,,,,,25000000,98000000,,,151000000,-26000000,,-387000000,,0,1012000000,,1012000000,-90000000,,,,8000000,,,0,,,18000000,,,,,,,,,,,,,,,,,,,,,,,,,,8589934160
2014-12-31,,,,,-568000000,-568000000,-723000000,-723000000,-568000000,-568000000,-723000000,289000000,863000000,423000000,,1290000000,,,,,,,,,,,427000000,,-1418000000,,-155000000,3000000,-241.0,-241.0,-723000000,3000000,-241.0,-241.0,,,,,,-49.30556,,-62.76042,,,1290000000,,1043000000,109000000,,,1152000000,,,,289000000,440000000,,,,,,,,,,,,,,,14000000,116000000,,,16000000,-26000000,,-1392000000,,0,-568000000,,-568000000,-155000000,,,,26000000,,,0,-241.0,-241.0,,,,,,,,,,,,,,,,,,,,,,,,,,,8589934160
2015-12-31,,,,,802000000,802000000,442000000,442000000,802000000,802000000,442000000,309000000,899000000,1019000000,,1328000000,,,,,,,,,,,429000000,,-646000000,,-360000000,3000000,147.33333,147.33333,442000000,3000000,147.33333,147.33333,,,,,,66.39073,0,36.5894,,,1328000000,,1127000000,81000000,,,1208000000,,,,309000000,-120000000,,,,,,,,,,,,,,,28000000,86000000,,,118000000,-30000000,,-616000000,,0,802000000,,802000000,-360000000,,,,30000000,,,0,147.33333,147.33333,,,,,,,,,,,,,,,,,,,,,,,,,,,8589934160
2015-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8589934160
2016-12-31,,,,,992000000,992000000,811000000,811000000,992000000,992000000,811000000,318000000,774000000,717000000,,1519000000,,,,,,,,,,,745000000,,-470000000,,-181000000,3000000,270.33333,270.33333,811000000,3000000,270.33333,270.33333,,,,,,90.84249,,74.2674,,,1519000000,,966000000,126000000,,,1092000000,,,,318000000,57000000,,,,,,,,,,,,,,,77000000,103000000,,,239000000,-22000000,,-448000000,,,992000000,,992000000,-181000000,,,,22000000,,,,270.33333,270.33333,,,,,,,,,,,,,,,,,,,,,,,,,,,8589934160
2017-12-31,,,,,772000000,772000000,592000000,592000000,772000000,772000000,592000000,393000000,754000000,751000000,,1218000000,,,,,,,,,,,464000000,,-443000000,,-180000000,3000000,197.33333,197.33333,592000000,3000000,197.33333,197.33333,,,,,,67.30602,,51.6129,,,1218000000,,974000000,173000000,,,1147000000,,,,393000000,3000000,,,,,,,,,,,,,,,74000000,187000000,,,56000000,-26000000,,-417000000,,,772000000,,772000000,-180000000,,,,26000000,,,,197.33333,197.33333,,,,,,,,,,,,,,,,,,,,,,,,,,,8589934160
2018-12-31,,,,,340000000,340000000,210000000,210000000,340000000,340000000,210000000,831000000,751000000,559000000,,1128000000,,,,,,,,,,,377000000,,-596000000,,-130000000,3000000,70.0,70.0,210000000,3000000,70.0,70.0,,,,,,21.49178,,13.27434,,,1128000000,,1064000000,518000000,,,1582000000,,,,831000000,192000000,,,,,,,,,,,,,,,93000000,204000000,,,80000000,-29000000,,-391000000,,,340000000,,340000000,-130000000,,,,29000000,,,,70.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,8589934160
