Date,"Net Income/Starting Line, Cumulative","Cash from Operating Activities, Cumulative","Cash from Investing Activities, Cumulative","Cash from Financing Activities, Cumulative","Net Change in Cash, Cumulative","Depreciation / Depletion, Cumulative","Amortization, Cumulative",Non-Cash Items,"Changes in Working Capital, Cumulative","Capital Expenditures, Cumulative","Total Cash Dividends Paid, Cumulative","Common Stock Issued (Retired), Net","Issuance (Retirement) of Stock, Net, Cumulative","Short Term Debt Issued (Reduced), Net","Long Term Debt Issued (Reduced), Net","Issuance (Retirement) of Debt, Net, Cumulative",Accounts Receivable (CF),"Depreciation (CF), Cumulative",Amortization of Intangibles (CF),Unusual Items (CF),Equity in Net Earnings (Loss) (CF),Other Non-Cash Items,Cash Receipts,Cash Payments,Cash Taxes Paid,"Cash Interest Paid, Supplemental, Cumulative",Net Changes in Working Capital,Loan Loss Provision,Inventories (CF),Prepaid Expenses (CF),Other Assets (CF),Accounts Payable (CF),Payable / Accrued (CF),Other Liabilities (CF),Other Operating Cash Flow,"Investment Securities, Gains/Losses (CF)","Loans, Gains/Losses (CF)","Purchase of Fixed Assets, Cumulative",Purchase/Acquisition of Intangibles,Acquisition of Business,Sale of Business,Sale of Fixed Assets,Sale/Maturity of Investment,"Investment, Net (CF)",Purchase of Investments,Other Investing Cash Flow,"Other Investing Cash Flow Items, Total, Cumulative",Other Financing Cash Flow,Financing Cash Flow Items,Cash Dividends Paid - Common,Sale/Issuance of Common,Repurchase/Retirement of Common,Short Term Debt Reduction,Long Term Debt Issued,Long Term Debt Reduction,Total Debt Issued,"Foreign Exchange Effects, Cumulative",Net Cash - Beginning Balance,Net Cash - Ending Balance,OAPermID
2010-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4296395040
2011-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4296395040
2012-12-31,108839000000,-144741000000,-61838000000,363130000000,156551000000,26124000000,,-1442888000000,1163184000000,-64122000000,,,,,393128000000,393128000000,,26124000000,,0,-168000000,-1442720000000,,,,,1162996000000,279592000000,,,-107951000000,,,1574730000000,188000000,-633673000000,,-64122000000,,,,1069000000,,,,1215000000,2284000000,-29998000000,-29998000000,,,,,592067000000,-198939000000,,,3695663000000,3852214000000,4296395040
2013-12-31,115356000000,544711000000,-88023000000,297819000000,754507000000,37114000000,,-1032218000000,1424459000000,-89072000000,,,,,406624000000,406624000000,,37114000000,,15000000,-1246000000,-1030987000000,,,,,2010882000000,271082000000,,,25487000000,,,2284445000000,-586423000000,-506466000000,,-89072000000,,,,21000000,,,,1028000000,1049000000,-108805000000,-108805000000,,,,,540840000000,-134216000000,,,3852214000000,4606721000000,4296395040
2014-12-31,175263000000,-312628000000,-67765000000,648228000000,267835000000,69284000000,,-2169136000000,1611961000000,-69152000000,,,153975000000,,609568000000,609568000000,,69284000000,,19000000,-1134000000,-2168021000000,,,,,1538558000000,317066000000,,,-208829000000,,,847537000000,73403000000,156584000000,,-69152000000,,,,46000000,,,,1341000000,1387000000,-115315000000,-115315000000,,,,,632195000000,-22627000000,,,4606721000000,4874556000000,4296395040
2015-12-31,122915000000,165931000000,-155981000000,647011000000,656961000000,73572000000,,-2533687000000,2503131000000,-162735000000,,,142160000000,,589705000000,589705000000,,73572000000,,-167000000,-1460000000,-2532060000000,,,,,2141781000000,234401000000,,,48352000000,,,2873277000000,361350000000,-1163277000000,,-162735000000,,,,73000000,,,-194000000,6875000000,6754000000,-84854000000,-84854000000,,,,,614573000000,-24868000000,,,4874556000000,5531517000000,4296395040
2015-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4296395040
2016-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4296395040
2017-12-31,132497000000,892806000000,-147068000000,166215000000,912534000000,81542000000,,-1710867000000,2389634000000,-142491000000,,,,,250373000000,250373000000,,81542000000,,-21000000,-2069000000,-1708777000000,,,,,2059868000000,250549000000,,,-54170000000,,,2598944000000,329766000000,-255123000000,,-142491000000,,,,25000000,,,-8672000000,4070000000,-4577000000,-84158000000,-84158000000,,,,,1120148000000,-869775000000,,581000000,6023808000000,6936342000000,4296395040
2018-12-31,179337000000,-667122000000,-154903000000,702659000000,-101488000000,106550000000,,-1781929000000,828920000000,-159662000000,,,,,774983000000,774983000000,,106550000000,,-528000000,-2509000000,-1778892000000,,,,,930562000000,300744000000,,,207300000000,,,582799000000,-101642000000,-168545000000,,-159662000000,,,,18000000,,,-2000000,4743000000,4759000000,-72324000000,-72324000000,,,,,1244289000000,-469306000000,,17878000000,6936342000000,6834854000000,4296395040
2019-12-31,182335000000,-309845000000,-63374000000,812966000000,450246000000,134436000000,,-1870275000000,1243659000000,-70935000000,,,201575000000,,790834000000,790834000000,,134436000000,,-1065000000,-2041000000,-1867169000000,,,160237000000,932182000000,-41832000000,396482000000,,,275831000000,,,303612000000,1285491000000,-455560000000,,-70935000000,,,,369000000,,,-338000000,7530000000,7561000000,-179443000000,-179443000000,,,,,1139133000000,-348299000000,,10499000000,6834854000000,7285100000000,4296395040
2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4296395040
2020-12-31,154278000000,8473330000000,-78054000000,442287000000,8845877000000,134421000000,,-828109000000,9012740000000,-85591000000,,,194130000000,,428659000000,428659000000,,134421000000,,17000000,2093000000,-830219000000,,,308293000000,691175000000,6431012000000,440212000000,,,-265919000000,,,6034415000000,2581728000000,701894000000,,-85591000000,,,,0,0,,,7537000000,7537000000,-180502000000,-180502000000,,,,,3136420000000,-2707761000000,,8314000000,7285100000000,16130977000000,4296395040
2020-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4296395040
2021-12-31,377458000000,-1010799000000,-45181000000,-954920000000,-1931136000000,90807000000,,-1642760000000,163696000000,-47705000000,,,0,,-871499000000,-871499000000,,90807000000,,-33000000,-135000000,-1642592000000,,,340701000000,749445000000,-1280233000000,347395000000,,,110751000000,,,-967931000000,1443929000000,-1066916000000,,-47705000000,,,,9000000,,,-2616000000,5131000000,2524000000,-83421000000,-83421000000,,,,,519911000000,-1391410000000,,79764000000,16130977000000,14199841000000,4296395040
