Date,"Net Income/Starting Line, Cumulative","Cash from Operating Activities, Cumulative","Cash from Investing Activities, Cumulative","Cash from Financing Activities, Cumulative","Net Change in Cash, Cumulative","Depreciation / Depletion, Cumulative","Amortization, Cumulative",Non-Cash Items,"Changes in Working Capital, Cumulative","Capital Expenditures, Cumulative","Total Cash Dividends Paid, Cumulative","Common Stock Issued (Retired), Net","Issuance (Retirement) of Stock, Net, Cumulative","Short Term Debt Issued (Reduced), Net","Long Term Debt Issued (Reduced), Net","Issuance (Retirement) of Debt, Net, Cumulative",Accounts Receivable (CF),"Depreciation (CF), Cumulative",Amortization of Intangibles (CF),Unusual Items (CF),Equity in Net Earnings (Loss) (CF),Other Non-Cash Items,Cash Receipts,Cash Payments,Cash Taxes Paid,"Cash Interest Paid, Supplemental, Cumulative",Net Changes in Working Capital,Loan Loss Provision,Inventories (CF),Prepaid Expenses (CF),Other Assets (CF),Accounts Payable (CF),Payable / Accrued (CF),Other Liabilities (CF),Other Operating Cash Flow,"Investment Securities, Gains/Losses (CF)","Loans, Gains/Losses (CF)","Purchase of Fixed Assets, Cumulative",Purchase/Acquisition of Intangibles,Acquisition of Business,Sale of Business,Sale of Fixed Assets,Sale/Maturity of Investment,"Investment, Net (CF)",Purchase of Investments,Other Investing Cash Flow,"Other Investing Cash Flow Items, Total, Cumulative",Other Financing Cash Flow,Financing Cash Flow Items,Cash Dividends Paid - Common,Sale/Issuance of Common,Repurchase/Retirement of Common,Short Term Debt Reduction,Long Term Debt Issued,Long Term Debt Reduction,Total Debt Issued,"Foreign Exchange Effects, Cumulative",Net Cash - Beginning Balance,Net Cash - Ending Balance,OAPermID
2011-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8589934365
2012-02-29,100000000,-1845000000,-72000000,-26000000,-1943000000,10000000,3000000,51000000,-2009000000,-20000000,,-64000000,-64000000,,,,,10000000,3000000,,,51000000,,,42000000,,-1967000000,,,,642000000,,,84176000000,-42000000,,-86785000000,-17000000,-3000000,,,,257000000,,-323000000,14000000,-52000000,38000000,38000000,,,-64000000,,,,,,8115000000,6172000000,8589934365
2013-02-28,125000000,-401000000,34000000,-1665000000,-2032000000,11000000,4000000,111000000,-652000000,-42000000,,-2298000000,-2298000000,,,,,11000000,4000000,,,111000000,,,,,-596000000,,,,906000000,,,87159000000,-56000000,,-88607000000,-37000000,-5000000,,,,297000000,,-235000000,14000000,76000000,633000000,633000000,,,-2298000000,,,,,,6172000000,4140000000,8589934365
2014-02-28,180000000,2226000000,-1535000000,-55000000,636000000,14000000,2000000,42000000,1988000000,-26000000,,-55000000,-55000000,,,,,14000000,2000000,,,42000000,,,-12000000,,1976000000,,,,-548000000,,,2525000000,12000000,,-3000000,-24000000,-2000000,,,,242000000,,-1768000000,17000000,-1509000000,0,0,,,-55000000,,,,,,4140000000,4776000000,8589934365
2014-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8589934365
2015-02-28,198000000,1391000000,-659000000,-80000000,652000000,17000000,2000000,915000000,259000000,-43000000,,-80000000,-80000000,,,,,17000000,2000000,,,915000000,,,6000000,,265000000,,,,-1193000000,,,1426000000,-6000000,,4000000,-40000000,-3000000,,,,315000000,,-940000000,9000000,-616000000,,,,,-80000000,,,,,,4776000000,5428000000,8589934365
2016-02-29,233000000,1470000000,-131000000,-93000000,1246000000,19000000,3000000,172000000,1043000000,-36000000,,-93000000,-93000000,,,,,19000000,3000000,,,172000000,,,11000000,,1054000000,,,,-1492000000,,,2067000000,-11000000,,465000000,-30000000,-6000000,,,,427000000,,-532000000,10000000,-95000000,,,,,-93000000,,,,,,5428000000,6674000000,8589934365
2017-02-28,222000000,2712000000,-433000000,183000000,2462000000,22000000,5000000,89000000,2374000000,-57000000,,-105000000,-105000000,,,,,22000000,5000000,,,89000000,,,34000000,,2408000000,,,,3888000000,,,107935000000,-34000000,,-109438000000,-46000000,-11000000,,,,483000000,,-870000000,11000000,-376000000,288000000,288000000,,,-105000000,,,,,,6674000000,9136000000,8589934365
2018-02-28,138000000,1030000000,-587000000,183000000,626000000,22000000,11000000,-863000000,1722000000,-33000000,,-101000000,-101000000,,,,,22000000,11000000,,,-863000000,,,0,,1722000000,,,,-1924000000,,,90461000000,0,,-86851000000,-22000000,-11000000,,,,652000000,,-1222000000,16000000,-554000000,284000000,284000000,,,-101000000,,,,,,9136000000,9762000000,8589934365
2019-02-28,118000000,-3006000000,-3314000000,3111000000,-3209000000,23000000,11000000,1015000000,-4173000000,-53000000,,-65000000,-65000000,,,,,23000000,11000000,,,1015000000,,,0,,-4173000000,,,,-124714000000,,,-7650000000,0,,128191000000,-26000000,-27000000,,,,201000000,,-3474000000,12000000,-3261000000,3176000000,3176000000,,,-65000000,,,,,,9762000000,6553000000,8589934365
