Date,"Net Income/Starting Line, Cumulative","Cash from Operating Activities, Cumulative","Cash from Investing Activities, Cumulative","Cash from Financing Activities, Cumulative","Net Change in Cash, Cumulative","Depreciation / Depletion, Cumulative","Amortization, Cumulative",Non-Cash Items,"Changes in Working Capital, Cumulative","Capital Expenditures, Cumulative","Total Cash Dividends Paid, Cumulative","Common Stock Issued (Retired), Net","Issuance (Retirement) of Stock, Net, Cumulative","Short Term Debt Issued (Reduced), Net","Long Term Debt Issued (Reduced), Net","Issuance (Retirement) of Debt, Net, Cumulative",Accounts Receivable (CF),"Depreciation (CF), Cumulative",Amortization of Intangibles (CF),Unusual Items (CF),Equity in Net Earnings (Loss) (CF),Other Non-Cash Items,Cash Receipts,Cash Payments,Cash Taxes Paid,"Cash Interest Paid, Supplemental, Cumulative",Net Changes in Working Capital,Loan Loss Provision,Inventories (CF),Prepaid Expenses (CF),Other Assets (CF),Accounts Payable (CF),Payable / Accrued (CF),Other Liabilities (CF),Other Operating Cash Flow,"Investment Securities, Gains/Losses (CF)","Loans, Gains/Losses (CF)","Purchase of Fixed Assets, Cumulative",Purchase/Acquisition of Intangibles,Acquisition of Business,Sale of Business,Sale of Fixed Assets,Sale/Maturity of Investment,"Investment, Net (CF)",Purchase of Investments,Other Investing Cash Flow,"Other Investing Cash Flow Items, Total, Cumulative",Other Financing Cash Flow,Financing Cash Flow Items,Cash Dividends Paid - Common,Sale/Issuance of Common,Repurchase/Retirement of Common,Short Term Debt Reduction,Long Term Debt Issued,Long Term Debt Reduction,Total Debt Issued,"Foreign Exchange Effects, Cumulative",Net Cash - Beginning Balance,Net Cash - Ending Balance,OAPermID
2010-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4296608294
2011-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4296608294
2012-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4296608294
2013-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4296608294
2014-12-31,39597941320,85651384860,13139129230,-536598380,98253915710,13882208770,,-163002475640,195173710410,-13716364000,,,,,-6119598380,-6119598380,,13882208770,,2610950,,-163005086590,,,874940590,103945619880,-42301347230,10808070400,,,-256732983870,,,198732178260,237475057640,,,-13716364000,,,,444775670,2513924980190,,-2487546758290,32495650,26855493220,5583000000,5583000000,,,,,72373216510,-78492814890,,,903866178450,1002120094150,4296608294
2015-12-31,36801775380,-13866832600,-71971516110,78929457780,-6908890930,14549010240,,-225875945730,160658327510,-25784373200,,,,,77508457780,77508457780,,14549010240,,74288840,,-225950234570,,,18062332240,117723015320,-74674713060,19450010910,,,-383930710550,,,260651123380,235333040570,,,-25784373200,,,,390814810,10472151665750,,-10518730089250,465790,-46187142910,1421000000,1421000000,,,,,89266456830,-11757999040,,,1002120094160,995211203220,4296608294
2015-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4296608294
2016-12-31,53018907260,75793511690,111919377850,-167454684390,20258205150,15478144050,,-242733196780,250029657150,-14302010420,,,,,-167454684390,-167454684390,,15478144050,,-77545880,,-242655650900,,,12637751080,128621974860,-597451010,26276493940,,,-411883888180,,,361918070280,250627108170,,,-14302010420,,,,1491191820,15645009048830,,-15525060035340,4781182960,126221388270,,,,,,,107351729910,-274806414300,,,995211203220,1015469408370,4296608294
2016-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4296608294
2017-12-31,32763283160,532737173940,10243772430,-62669503960,480311442410,20205679740,,-239834674330,719956228590,-11900015830,,,,,-62669503960,-62669503960,,20205679740,,12077670,,-239846751990,,,15776017310,164770314860,470712739360,58357357160,,,-364941455810,,,746296379070,249243489230,,,-5618511450,-6281504380,,,90884760,17513819601480,,-17497727017750,5960319770,22143788260,,,,,,,,-62669503960,,,1015469408370,1495780850780,4296608294
2018-12-31,21391220880,-357668242140,-175452797590,150681028300,-382440011430,23119944960,,-270325116620,-131754643770,-28160389040,,,,,150681028300,150681028300,,23119944960,,-62772510,,-270262344110,,,11665144410,200179784820,-401562169700,81209253870,,,-113535519430,,,-396463040570,269807525930,,,-26694266810,-1466122230,,,1654491500,26631017001260,,-26784460943750,4497042450,-147292408550,,,,,,,3054362059340,-2903681031040,,,1495780850780,1113340839350,4296608294
2018-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4296608294
2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4296608294
2020-12-31,14707684870,175384912560,-50375472100,4975178490,129984618950,22914006470,,-201992645030,340382303990,-24601185430,,,,,4975178490,4975178490,,22914006470,,8305880320,,-210298525360,,,31264592110,174844953480,194263430980,68704048160,,,6036539290,,,127302311840,146118873000,,-10595570320,-22066188740,-2534996700,,,1022964270,2659961332420,,-2686758583360,,-25774286670,,,,,,,46326617250,-41351438760,,,1353204011410,1483188630360,4296608294
2021-12-31,19170334470,253369154260,-252291753840,127110113390,128187513800,22103938010,,-197892593470,409741489650,-36384220110,,,,,127110113390,127110113390,,22103938010,,11314283830,,-209206877290,,,28931048050,123715105630,158199376490,78941221480,,,66166838180,,,263218883340,251542113160,,-242488531810,-27817347540,-8566872570,,,784976080,964767222210,,-1181459732020,,-215907533730,,,,,,,200485000010,-73374886620,,,1483188630360,1611376144160,4296608294
