Date,"Net Income/Starting Line, Cumulative","Cash from Operating Activities, Cumulative","Cash from Investing Activities, Cumulative","Cash from Financing Activities, Cumulative","Net Change in Cash, Cumulative","Depreciation / Depletion, Cumulative","Amortization, Cumulative",Non-Cash Items,"Changes in Working Capital, Cumulative","Capital Expenditures, Cumulative","Total Cash Dividends Paid, Cumulative","Common Stock Issued (Retired), Net","Issuance (Retirement) of Stock, Net, Cumulative","Short Term Debt Issued (Reduced), Net","Long Term Debt Issued (Reduced), Net","Issuance (Retirement) of Debt, Net, Cumulative",Accounts Receivable (CF),"Depreciation (CF), Cumulative",Amortization of Intangibles (CF),Unusual Items (CF),Equity in Net Earnings (Loss) (CF),Other Non-Cash Items,Cash Receipts,Cash Payments,Cash Taxes Paid,"Cash Interest Paid, Supplemental, Cumulative",Net Changes in Working Capital,Loan Loss Provision,Inventories (CF),Prepaid Expenses (CF),Other Assets (CF),Accounts Payable (CF),Payable / Accrued (CF),Other Liabilities (CF),Other Operating Cash Flow,"Investment Securities, Gains/Losses (CF)","Loans, Gains/Losses (CF)","Purchase of Fixed Assets, Cumulative",Purchase/Acquisition of Intangibles,Acquisition of Business,Sale of Business,Sale of Fixed Assets,Sale/Maturity of Investment,"Investment, Net (CF)",Purchase of Investments,Other Investing Cash Flow,"Other Investing Cash Flow Items, Total, Cumulative",Other Financing Cash Flow,Financing Cash Flow Items,Cash Dividends Paid - Common,Sale/Issuance of Common,Repurchase/Retirement of Common,Short Term Debt Reduction,Long Term Debt Issued,Long Term Debt Reduction,Total Debt Issued,"Foreign Exchange Effects, Cumulative",Net Cash - Beginning Balance,Net Cash - Ending Balance,OAPermID
2010-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4296080185
2011-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4296080185
2012-12-31,147354000,30476000,-1338000,0,29138000,12161000,,-2506213000,2377174000,-5678000,,,,,,,,12161000,,68918000,,-2575131000,,,837000,1895270000,1837448000,,,,-637491000,,2720934000,-245995000,539726000,,,-5678000,,,,117000,36101000,,-31878000,0,4340000,0,0,,,,,,,,0,528224000,557362000,4296080185
2013-12-31,100768000,-145414000,7975000,0,-137439000,9828000,,-782919000,526909000,-6380000,,,,,,,,9828000,,85858000,,-868777000,,,641000,1821382000,413143000,,,,492356000,,2533736000,-2612949000,113766000,,,-6380000,,,,9000,42258000,,-27912000,0,14355000,0,0,,,,,,,,0,557362000,419923000,4296080185
2014-12-31,49188000,-357079000,-72973000,48576000,-381476000,17307000,,1491940000,-1915514000,-8889000,,,,,,,,17307000,,76883000,,1415057000,,,878000,1756374000,-2173409000,,,,-1536298000,,-3207645000,2570534000,257895000,,,-8889000,,,,76000,28701000,,-92861000,0,-64084000,48576000,48576000,,,,,,,,0,419923000,38447000,4296080185
2014-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4296080185
2015-12-31,50628000,-362181000,356094000,0,-6087000,10808000,,-1273272000,849655000,-7627000,,,,,,,,10808000,,45822000,,-1319094000,,,4682000,1743698000,-17188000,,,,-3055765000,,2951484000,87093000,866843000,,,-4966000,-2661000,,,858000,379776000,,-16913000,,363721000,0,0,,,,,,,,,38447000,32360000,4296080185
2016-12-31,49334000,24900000,-10376000,0,14524000,10868000,,211409000,-246711000,-5158000,,,,,,,,10868000,,-62723000,,274132000,,,1483000,1246140000,-679336000,,,,-2199621000,,1180795000,339490000,432625000,,,-3192000,-1966000,,,846000,39976000,,-46047000,,-5218000,0,0,,,,,,,,,32360000,46884000,4296080185
2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4296080185
2018-12-31,50177000,-28826000,-27731000,48576000,-7981000,7860000,,-1056681000,969818000,-9227000,,,,,,,,7860000,,94072000,,-1150753000,,,901000,1220747000,617784000,,,,1892774000,,1598744000,-2873734000,352034000,,,-6439000,-2788000,,,18642000,25612000,,-62758000,,-18504000,48576000,48576000,,,,,,,,,123109000,115128000,4296080185
2019-12-31,49980000,3620618000,19082000,0,3639700000,5621000,,-2539959000,6104976000,-5293000,,,,,,,,5621000,,45313000,,-2585272000,,,261000,1190448000,5777036000,,,,-2058703000,,1868679000,5967060000,327940000,,,-4275000,-1018000,,,24093000,25887000,,-25605000,,24375000,0,0,,,,,,,,,115128000,3754828000,4296080185
2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4296080185
2021-12-31,37332000,9290596000,41748000,,9332344000,6706000,,2375856000,6870702000,-3913000,,,,,,,,6706000,,58551000,,2317305000,,,519000,865651000,6513709000,,,,3883610000,,1863680000,766419000,356993000,,,-3141000,-772000,,,0,72999000,,-27338000,,45661000,,,,,,,,,,,9011531000,18343875000,4296080185
