Date,"Net Income/Starting Line, Cumulative","Cash from Operating Activities, Cumulative","Cash from Investing Activities, Cumulative","Cash from Financing Activities, Cumulative","Net Change in Cash, Cumulative","Depreciation / Depletion, Cumulative","Amortization, Cumulative",Non-Cash Items,"Changes in Working Capital, Cumulative","Capital Expenditures, Cumulative","Total Cash Dividends Paid, Cumulative","Common Stock Issued (Retired), Net","Issuance (Retirement) of Stock, Net, Cumulative","Short Term Debt Issued (Reduced), Net","Long Term Debt Issued (Reduced), Net","Issuance (Retirement) of Debt, Net, Cumulative",Accounts Receivable (CF),"Depreciation (CF), Cumulative",Amortization of Intangibles (CF),Unusual Items (CF),Equity in Net Earnings (Loss) (CF),Other Non-Cash Items,Cash Receipts,Cash Payments,Cash Taxes Paid,"Cash Interest Paid, Supplemental, Cumulative",Net Changes in Working Capital,Loan Loss Provision,Inventories (CF),Prepaid Expenses (CF),Other Assets (CF),Accounts Payable (CF),Payable / Accrued (CF),Other Liabilities (CF),Other Operating Cash Flow,"Investment Securities, Gains/Losses (CF)","Loans, Gains/Losses (CF)","Purchase of Fixed Assets, Cumulative",Purchase/Acquisition of Intangibles,Acquisition of Business,Sale of Business,Sale of Fixed Assets,Sale/Maturity of Investment,"Investment, Net (CF)",Purchase of Investments,Other Investing Cash Flow,"Other Investing Cash Flow Items, Total, Cumulative",Other Financing Cash Flow,Financing Cash Flow Items,Cash Dividends Paid - Common,Sale/Issuance of Common,Repurchase/Retirement of Common,Short Term Debt Reduction,Long Term Debt Issued,Long Term Debt Reduction,Total Debt Issued,"Foreign Exchange Effects, Cumulative",Net Cash - Beginning Balance,Net Cash - Ending Balance,OAPermID
2010-12-31,2644962000,-25350791000,-1176490000,37290556000,9977129000,30391000,,162816000,-28188960000,-42873000,,,,,,37236041000,,30391000,,44899000,,117917000,,,,,-28192046000,,,,24720000,,-16184000,36494000,3086000,-1192541000,-29584451000,-42873000,,,,,1847366000,,-2980983000,,-1133617000,54515000,54515000,,,,,,,129855314000,-786146000,27232501000,37209630000,8589934159
2011-12-31,3742865000,-25192157000,-2257157000,37190043000,9829188000,29598000,,-2861747000,-26102873000,-20692000,,,,,,37141259000,,29598000,,-3067876000,,206129000,,,,,-26097356000,,,,-54044000,,-49842000,78350000,-5517000,158778000,-26348481000,-20692000,,,,,1424734000,,-3661199000,,-2236465000,48784000,48784000,,,,,,,151108378000,88459000,37209630000,47038818000,8589934159
2012-12-31,289318000,-11382448000,-513863000,24965014000,13479323000,31253000,,4502110000,-16205129000,-18966000,,,,,,24959385000,,31253000,,4329098000,,173012000,,,,,-16214707000,,,,-102798000,,9196000,88847000,9578000,699575000,-16110990000,-18966000,,,,,2297858000,,-2792755000,,-494897000,5629000,5629000,,,,,,,140025290000,410620000,47038818000,60518141000,8589934159
2013-12-31,2917704000,-25675933000,-370483000,24608944000,-42295000,30851000,,394432000,-29018920000,-25426000,,,,,,15433306000,,30851000,,171487000,,222945000,,,,,-29032530000,,,,8804000,,-62910000,56379000,13610000,-73124000,-26218822000,-25426000,,,,,1700864000,,-2045921000,,-345057000,9175638000,9175638000,,,,,,,84933795000,1395177000,60518141000,60475846000,8589934159
2014-12-31,675413000,-8928061000,-4583806000,8901226000,-4784613000,30536000,,4787736000,-14421746000,-3343000,,,,,,8317712000,,30536000,,4572527000,,215209000,,,,,-14445476000,,,,6281000,,18815000,12850000,23730000,-4070231000,-10671006000,-3343000,,,,,2074433000,,-6654896000,,-4580463000,583514000,583514000,,,,,,,102581251000,-173972000,60475846000,55691233000,8589934159
2015-12-31,4277944000,-2674060000,-2507166000,-2071757000,-5356280000,33959000,,3579679000,-10565642000,-43665000,,,,,,-2538983000,,33959000,,3372687000,,206992000,,,,,-10565642000,,,,-74082000,,-30936000,64656000,,-13688723000,3536039000,-43665000,,,,,3421180000,-354353000,-5530328000,0,-2463501000,467226000,467226000,,,,,,,150467250000,1896703000,55691233000,50334953000,8589934159
2016-12-31,-278798000,780633000,-1719107000,5098843000,4505906000,32173000,,83123000,944135000,-42686000,,63502000,63502000,,,4989261000,,32173000,,3227809000,,-3144686000,,,,16613136000,-4931367000,,,,,,15297000,233552000,5875502000,-750621000,-4655115000,-42686000,,,,2220000,4651166000,-787170000,-5549419000,6782000,-1676421000,46080000,46080000,,63502000,,,,,165543970000,345537000,50334953000,54840859000,8589934159
2017-12-31,3310310000,-2390178000,-122256000,719093000,-3080741000,39198000,,-3487747000,-2251939000,-37521000,,86643000,86643000,,,587775000,,39198000,,-550352000,,-2937395000,,,,18860590000,-5055201000,,,,,,-69083000,-29545000,2803262000,4351930000,-9330855000,-37521000,,,,840000,5059727000,-894407000,-4250895000,0,-84735000,44675000,44675000,,86643000,,,,,123643914000,-1287400000,54840859000,51760118000,8589934159
2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8589934159
2018-12-31,3360941000,5941953000,-2419036000,2370738000,6582214000,42873000,,-3268662000,5806801000,-36637000,,33923000,33923000,,,2318811000,,42873000,,-493555000,,-2775107000,,,,20056165000,2445497000,,,,,,76519000,153974000,3361304000,-1109604000,3329527000,-36637000,,,,0,3098688000,-1247283000,-4233804000,,-2382399000,18004000,18004000,,33923000,,,,,102838534000,688559000,51760118000,58342332000,8589934159
