Date,"Net Income/Starting Line, Cumulative","Cash from Operating Activities, Cumulative","Cash from Investing Activities, Cumulative","Cash from Financing Activities, Cumulative","Net Change in Cash, Cumulative","Depreciation / Depletion, Cumulative","Amortization, Cumulative",Non-Cash Items,"Changes in Working Capital, Cumulative","Capital Expenditures, Cumulative","Total Cash Dividends Paid, Cumulative","Common Stock Issued (Retired), Net","Issuance (Retirement) of Stock, Net, Cumulative","Short Term Debt Issued (Reduced), Net","Long Term Debt Issued (Reduced), Net","Issuance (Retirement) of Debt, Net, Cumulative",Accounts Receivable (CF),"Depreciation (CF), Cumulative",Amortization of Intangibles (CF),Unusual Items (CF),Equity in Net Earnings (Loss) (CF),Other Non-Cash Items,Cash Receipts,Cash Payments,Cash Taxes Paid,"Cash Interest Paid, Supplemental, Cumulative",Net Changes in Working Capital,Loan Loss Provision,Inventories (CF),Prepaid Expenses (CF),Other Assets (CF),Accounts Payable (CF),Payable / Accrued (CF),Other Liabilities (CF),Other Operating Cash Flow,"Investment Securities, Gains/Losses (CF)","Loans, Gains/Losses (CF)","Purchase of Fixed Assets, Cumulative",Purchase/Acquisition of Intangibles,Acquisition of Business,Sale of Business,Sale of Fixed Assets,Sale/Maturity of Investment,"Investment, Net (CF)",Purchase of Investments,Other Investing Cash Flow,"Other Investing Cash Flow Items, Total, Cumulative",Other Financing Cash Flow,Financing Cash Flow Items,Cash Dividends Paid - Common,Sale/Issuance of Common,Repurchase/Retirement of Common,Short Term Debt Reduction,Long Term Debt Issued,Long Term Debt Reduction,Total Debt Issued,"Foreign Exchange Effects, Cumulative",Net Cash - Beginning Balance,Net Cash - Ending Balance,OAPermID
2010-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4296424232
2011-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4296424232
2012-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4296424232
2013-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4296424232
2014-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4296424232
2015-12-31,2031376000000,2539518000000,-3134832000000,-1144534000000,-1453560000000,101720000000,266463000000,-2028976000000,2168935000000,-668254000000,-46180000000,55000000000,55000000000,,-1143414000000,-1143414000000,,101720000000,266463000000,618265000000,-4375752000000,1598750000000,,,431885000000,3838862000000,-1072468000000,,,,2345073000000,,,4081151000000,3241403000000,-947826000000,-6550866000000,-644378000000,-23876000000,,1215570000000,4638000000,46039068000000,,-49785009000000,,-2466578000000,-9940000000,-9940000000,-46180000000,55000000000,,,84911488000000,-86054902000000,,286288000000,11244144000000,9790584000000,4296424232
2015-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4296424232
2016-12-31,-2356409000000,-5536359000000,7992350000000,-66397000000,2483029000000,183875000000,276165000000,424982000000,-4064972000000,-494798000000,,307700000000,307700000000,,-372605000000,-372605000000,,183875000000,276165000000,46679000000,-2830264000000,3208567000000,,,86385000000,4047123000000,-7405118000000,,,,5209955000000,,,-7536876000000,3340146000000,-556256000000,-4521941000000,-434463000000,-60335000000,,2522964000000,246238000000,43348116000000,,-37650238000000,,8487148000000,-1492000000,-1492000000,,307700000000,,,107419811000000,-107792416000000,,93435000000,9790584000000,12273613000000,4296424232
2017-12-31,563372000000,-1638610000000,2542192000000,-2225949000000,-1938623000000,266617000000,218737000000,1449908000000,-4137244000000,-810391000000,,145000000000,145000000000,,-2369003000000,-2369003000000,,266617000000,218737000000,451218000000,-193180000000,1191870000000,,,59432000000,3699746000000,-6863064000000,,,,752505000000,,,-7788058000000,2725820000000,1089950000000,-225788000000,-717844000000,-92547000000,,705109000000,32188000000,22877412000000,,-20271653000000,,3352583000000,-1946000000,-1946000000,,145000000000,,,138250767000000,-140619770000000,,-616256000000,12273613000000,10334990000000,4296424232
2018-12-31,705980000000,-5378265000000,3145675000000,1022410000000,-1293582000000,276323000000,214411000000,-847230000000,-5727749000000,-403775000000,-147092000000,169176000000,169176000000,,522816000000,522816000000,,276323000000,214411000000,774913000000,555872000000,-2178015000000,,,567370000000,3548469000000,-8350206000000,,,,3611943000000,,,-4116504000000,2622457000000,-6663684000000,-1087100000000,-296965000000,-106810000000,,257957000000,148746000000,17415847000000,1368215000000,-15655532000000,,3549450000000,477510000000,477510000000,-147092000000,169176000000,,,148170969000000,-147648153000000,,-83402000000,10334990000000,9041408000000,4296424232
2019-12-31,279147000000,-2463831000000,-1833590000000,1835107000000,-2257942000000,194570000000,196698000000,-1662108000000,-1472138000000,-309624000000,-144865000000,552327000000,552327000000,,1194519000000,1194519000000,,194570000000,196698000000,262147000000,801244000000,-1643185000000,,,287598000000,4165663000000,-3707936000000,,,,1769475000000,,,5161894000000,2235798000000,25007000000,-10607650000000,-208850000000,-100774000000,,102636000000,69361000000,26735329000000,-197029000000,-28253734000000,,-1523966000000,233126000000,233126000000,-144865000000,552327000000,,,137468584000000,-136274065000000,,204372000000,9041408000000,6783466000000,4296424232
2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4296424232
2020-12-31,1961347000000,-7970719000000,-9861219000000,19418050000000,1385788000000,197426000000,159396000000,-3212773000000,-7076115000000,-110456000000,-111978000000,2092525000000,2092525000000,,18326030000000,18326030000000,,197426000000,159396000000,-1398984000000,-1945507000000,482427000000,,,351216000000,3653450000000,-8730364000000,,,,-1423151000000,,,10786787000000,1654249000000,-113628000000,-18023805000000,-72734000000,-37722000000,-542458000000,,281085000000,53192269000000,-1389326000000,-61297637000000,,-9750763000000,-888527000000,-888527000000,-111978000000,2092525000000,,,164061111000000,-145735081000000,,-200324000000,6783466000000,8169254000000,4296424232
