BondID,PermID,ISIN,IssuePrice,IssueDate,AssetStatusDescription,CouponFrequency,CouponRate,DenominationMinimum,FaceIssuedTotal,FaceIssuedUSD,FaceOutstanding,FaceOutstandingDate,FaceOutstandingUSD,MoodysRatingDate,IssuerOAPermID,RIC,Maturity
232804000000.0,4295878061,US86563VBH15,99.862,09/03/2023,Issued,2.0,5.5,200000.0,500000000.0,500000000,500000000.0,09/03/2023,500000000,02/03/2023,4295878061,86563VBH1=,09/03/2028
232804000000.0,4295878061,USJ7771YSA66,99.862,09/03/2023,Issued,2.0,5.5,200000.0,500000000.0,500000000,500000000.0,09/03/2023,500000000,02/03/2023,4295878061,USJ7771YSA66=,09/03/2028
232804000000.0,4296126537,XS2595792362,100.0,08/03/2023,Issued,1.0,5.6,1000000.0,70000000.0,70000000,70000000.0,08/03/2023,70000000,08/03/2023,4296126537,GB259579236=,08/03/2028
192790000000.0,4295878505,US60687YAR09,100.0,05/03/2018,Issued,2.0,4.018,200000.0,1300000000.0,1300000000,1300000000.0,05/03/2018,1300000000,12/10/2021,4295878505,60687YAR0=,05/03/2028
232804000000.0,4295895566,XS2595036471,100.0,03/03/2023,Issued,1.0,5.81,150000.0,62500000.0,62500000,62500000.0,03/03/2023,62500000,03/03/2023,4295895566,GB259503647=,03/03/2028
232804000000.0,8589934570,XS2594188794,100.0,03/03/2023,Issued,1.0,5.05,2000000.0,50000000.0,50000000,50000000.0,03/03/2023,50000000,03/03/2023,8589934570,XS259418879=,03/03/2028
232804000000.0,4296126537,XS2593089175,100.0,28/02/2023,Issued,2.0,5.5,1000000.0,65000000.0,65000000,65000000.0,28/02/2023,65000000,28/02/2023,4296126537,GB259308917=,28/02/2028
232792000000.0,4295862902,US89114X6D05,100.0,28/02/2023,Issued,4.0,5.6,1000.0,76535000.0,76535000,76535000.0,28/02/2023,76535000,14/02/2023,4295862902,89114X6D0=,28/02/2028
232804000000.0,4295895566,XS2591870014,100.0,27/02/2023,Issued,1.0,5.81,150000.0,37500000.0,37500000,37500000.0,27/02/2023,37500000,27/02/2023,4295895566,GB259187001=,27/02/2028
232784000000.0,8589934158,US45818WEK80,100.0,24/02/2023,Issued,2.0,4.375,10000.0,50000000.0,50000000,50000000.0,24/02/2023,50000000,16/03/2023,8589934158,45818WEK8=,24/02/2028
232803000000.0,4295884895,XS2569724334,100.0,22/02/2023,Issued,1.0,5.26,1000000.0,100000000.0,100000000,100000000.0,22/02/2023,100000000,22/02/2023,4295884895,NL256972433=,22/02/2028
232803000000.0,4295884895,XS2569724920,100.0,17/02/2023,Issued,1.0,5.21,1000000.0,100000000.0,100000000,100000000.0,17/02/2023,100000000,17/02/2023,4295884895,NL256972492=,17/02/2028
232802000000.0,4296168464,US22550L2M24,99.771,09/01/2023,Issued,2.0,7.5,250000.0,2500000000.0,2500000000,2500000000.0,09/01/2023,2500000000,05/01/2023,4296168464,22550L2M2=,15/02/2028
232803000000.0,4296126537,XS2587362224,100.0,15/02/2023,Issued,1.0,5.08,1000000.0,42000000.0,42000000,42000000.0,15/02/2023,42000000,19/04/2023,4296126537,GB258736222=,15/02/2028
232803000000.0,4296126537,XS2588916432,100.0,15/02/2023,Issued,1.0,5.03,1000000.0,100000000.0,100000000,100000000.0,15/02/2023,100000000,15/02/2023,4296126537,GB258891643=,15/02/2028
232803000000.0,4296126537,XS2587420527,100.0,15/02/2023,Issued,1.0,5.4,1000000.0,60000000.0,60000000,60000000.0,15/02/2023,60000000,19/04/2023,4296126537,GB258742052=,15/02/2028
232803000000.0,4296126537,XS2587522017,100.0,15/02/2023,Issued,1.0,5.4,1000000.0,56000000.0,56000000,56000000.0,15/02/2023,56000000,19/04/2023,4296126537,GB258752201=,15/02/2028
232803000000.0,4296424232,US500630DW55,99.769,15/02/2023,Issued,2.0,4.375,200000.0,1000000000.0,1000000000,1000000000.0,15/02/2023,1000000000,09/02/2023,4296424232,500630DW5=,15/02/2028
232803000000.0,4295884895,XS2569724763,100.0,15/02/2023,Issued,1.0,5.25,1000000.0,100000000.0,100000000,100000000.0,15/02/2023,100000000,15/02/2023,4295884895,NL256972476=,15/02/2028
232802000000.0,4295868960,US500769JW52,99.531,18/01/2023,Issued,2.0,3.75,1000.0,4000000000.0,4000000000,4000000000.0,18/01/2023,4000000000,16/01/2023,4295868960,500769JW5=,15/02/2028
232803000000.0,4296126537,XS2586997855,100.0,14/02/2023,Issued,1.0,5.56,1000000.0,55000000.0,55000000,55000000.0,14/02/2023,55000000,18/04/2023,4296126537,GB258699785=,14/02/2028
232803000000.0,4296126537,XS2586712874,100.0,13/02/2023,Issued,1.0,5.5,1000000.0,40000000.0,40000000,40000000.0,13/02/2023,40000000,13/02/2023,4296126537,GB258671287=,13/02/2028
232803000000.0,4296126537,XS2585792836,100.0,10/02/2023,Issued,1.0,5.35,1000000.0,71000000.0,71000000,71000000.0,10/02/2023,71000000,18/04/2023,4296126537,GB258579283=,10/02/2028
232803000000.0,4295884895,XS2569725141,100.0,10/02/2023,Issued,1.0,5.36,1000000.0,100000000.0,100000000,100000000.0,10/02/2023,100000000,10/02/2023,4295884895,NL256972514=,10/02/2028
232803000000.0,4296126537,XS2584075712,100.0,07/02/2023,Issued,1.0,5.55,1000000.0,40000000.0,40000000,40000000.0,07/02/2023,40000000,18/04/2023,4296126537,GB258407571=,07/02/2028
232803000000.0,4295884895,XS2569725737,100.0,06/02/2023,Issued,1.0,5.25,1000000.0,85000000.0,85000000,85000000.0,06/02/2023,85000000,11/04/2023,4295884895,NL256972573=,06/02/2028
232803000000.0,4295884895,XS2569725810,100.0,03/02/2023,Issued,1.0,5.43,1000000.0,60000000.0,60000000,60000000.0,03/02/2023,60000000,03/02/2023,4295884895,NL256972581=,03/02/2028
232804000000.0,5038044443,XS2584089267,100.0,03/02/2023,Issued,1.0,5.4,1000000.0,40000000.0,40000000,40000000.0,03/02/2023,40000000,03/02/2023,5038044443,US258408926=,03/02/2028
232802000000.0,4295860596,US06368LGV27,99.996,12/01/2023,Issued,2.0,5.203,2000.0,1200000000.0,1200000000,1200000000.0,12/01/2023,1200000000,06/01/2023,4295860596,06368LGV2=,01/02/2028
232777000000.0,5000021791,US48130CAG06,100.0,31/01/2023,Issued,2.0,5.0,1000.0,49680000.0,49680000,49680000.0,31/01/2023,49680000,01/05/2023,5000021791,48130CAG0=,31/01/2028
232802000000.0,4297220581,XS2395307296,100.0,31/01/2023,Issued,1.0,5.0,1000000.0,95000000.0,95000000,95000000.0,31/01/2023,95000000,31/01/2023,4297220581,FR239530729=,31/01/2028
232802000000.0,4295946698,US222213BB58,99.792,26/01/2023,Issued,2.0,3.625,1000.0,1000000000.0,1000000000,1000000000.0,26/01/2023,1000000000,10/03/2023,4295946698,222213BB5=,26/01/2028
232787000000.0,5000039820,US98105EAM93,99.65,26/01/2023,Issued,2.0,4.875,200000.0,600000000.0,600000000,600000000.0,26/01/2023,600000000,19/01/2023,5000039820,98105EAM9=,26/01/2028
232787000000.0,5000039820,US98105GAM42,99.65,26/01/2023,Issued,2.0,4.875,200000.0,600000000.0,600000000,600000000.0,26/01/2023,600000000,19/01/2023,5000039820,KR257568318=,26/01/2028
192783000000.0,4295856627,US961214DW04,99.647,25/01/2018,Issued,2.0,3.4,2000.0,1000000000.0,1000000000,1000000000.0,25/01/2018,1000000000,29/03/2023,4295856627,961214DW0=,25/01/2028
232802000000.0,8589934339,US06055JAA79,100.0,25/01/2023,Issued,2.0,5.4,1000.0,60000000.0,60000000,60000000.0,25/01/2023,60000000,03/05/2023,8589934339,06055JAA7=,25/01/2028
232802000000.0,4296126537,XS2579374294,100.0,20/01/2023,Issued,1.0,5.48,1000000.0,50000000.0,50000000,50000000.0,20/01/2023,50000000,20/07/2023,4296126537,GB257937429=,20/01/2028
232802000000.0,4297220581,XS2395303204,100.0,20/01/2023,Issued,1.0,5.25,1000000.0,50000000.0,50000000,50000000.0,20/01/2023,50000000,20/01/2023,4297220581,FR239530320=,20/01/2028
192781000000.0,4295878766,US86562MAY66,100.0,17/01/2018,Issued,2.0,3.544,2000.0,750000000.0,750000000,750000000.0,17/01/2018,750000000,08/10/2021,4295878766,86562MAY6=,17/01/2028
232802000000.0,8589934213,US78016FZW75,99.947,12/01/2023,Issued,2.0,4.9,2000.0,750000000.0,750000000,750000000.0,12/01/2023,750000000,11/01/2023,8589934213,78016FZW7=,12/01/2028
232802000000.0,8589934158,US4581X0EH74,99.597,12/01/2023,Issued,2.0,4.0,1000.0,2000000000.0,2000000000,2000000000.0,12/01/2023,2000000000,16/03/2023,8589934158,4581X0EH7=,12/01/2028
232802000000.0,5000728471,US63253QAB05,100.0,12/01/2023,Issued,2.0,4.944,250000.0,1100000000.0,1100000000,1100000000.0,12/01/2023,1100000000,29/03/2023,5000728471,63253QAB0=,12/01/2028
46642629399.0,8589934333,US06738EAU91,100.0,10/01/2017,Issued,2.0,4.337,200000.0,1250000000.0,1250000000,1250000000.0,10/01/2017,1250000000,10/03/2023,8589934333,06738EAU9=,10/01/2028
232802000000.0,4295862902,US89115A2M37,100.0,10/01/2023,Issued,2.0,5.156,2000.0,1250000000.0,1250000000,1250000000.0,10/01/2023,1250000000,04/01/2023,4295862902,89115A2M3=,10/01/2028
232786000000.0,8589934213,US78014RJX98,100.0,30/12/2022,Issued,4.0,5.15,1000.0,31410000.0,31410000,31410000.0,30/12/2022,31410000,19/12/2022,8589934213,78014RJX9=,30/12/2027
15628397936.0,8589934175,US66938FJU93,99.366,23/12/1997,Issued,2.0,6.75,1000.0,200000000.0,200000000,86571000.0,23/06/2004,86571000,16/02/2022,8589934175,66938FJU9=,15/12/2027
232795000000.0,4295860596,US06374VC385,100.0,30/11/2022,Issued,2.0,6.0,1000.0,42250000.0,42250000,42250000.0,30/11/2022,42250000,14/11/2022,4295860596,06374VC38=,30/11/2027
232767000000.0,8589934570,US459058JN45,99.864,24/11/2020,Issued,2.0,0.75,1000.0,5000000000.0,5000000000,5000000000.0,24/11/2020,5000000000,27/01/2022,8589934570,459058JN4=,24/11/2027
192772000000.0,8589934570,US459058GE72,99.395,22/11/2017,Issued,2.0,2.5,1000.0,2000000000.0,2000000000,2000000000.0,22/11/2017,2000000000,27/01/2022,8589934570,459058GE7=,22/11/2027
232800000000.0,4295856627,US961214FK48,100.0,18/11/2022,Issued,2.0,5.457,2000.0,1250000000.0,1250000000,1250000000.0,18/11/2022,1250000000,29/03/2023,4295856627,961214FK4=,18/11/2027
232797000000.0,8589934159,US298785JT41,99.97,30/08/2022,Issued,2.0,3.25,1000.0,4000000000.0,4000000000,4000000000.0,30/08/2022,4000000000,30/06/2023,8589934159,298785JT4=,15/11/2027
192868000000.0,8589934213,US78014RBQ20,100.0,08/11/2019,Issued,4.0,2.375,1000.0,33000000.0,33000000,33000000.0,08/11/2019,33000000,01/12/2022,8589934213,78014RBQ2=,08/11/2027
192869000000.0,4295860596,US06367WSB09,100.0,08/11/2019,Issued,4.0,2.375,1000.0,33000000.0,33000000,33000000.0,08/11/2019,33000000,20/12/2021,4295860596,06367WSB0=,08/11/2027
192868000000.0,4295862902,US89114R5B83,100.0,08/11/2019,Issued,4.0,2.375,1000.0,33000000.0,33000000,33000000.0,08/11/2019,33000000,01/03/2022,4295862902,89114R5B8=,08/11/2027
232778000000.0,8589934213,US78016FZU10,99.802,25/10/2022,Issued,2.0,6.0,2000.0,1350000000.0,1350000000,1350000000.0,25/10/2022,1350000000,01/12/2022,8589934213,78016FZU1=,01/11/2027
232782000000.0,8589934339,US06048WZ863,100.0,28/10/2022,Issued,2.0,6.35,1000.0,32000000.0,32000000,32000000.0,28/10/2022,32000000,03/05/2023,8589934339,06048WZ86=,28/10/2027
192771000000.0,4296959656,US69353RFG83,99.966,23/10/2017,Issued,2.0,3.1,250000.0,1000000000.0,1000000000,1000000000.0,23/10/2017,1000000000,12/07/2021,4296959656,69353RFG8=,25/10/2027
232779000000.0,4296555278,XS2011171787,100.0,22/10/2021,Issued,4.0,1.65,200000.0,50000000.0,50000000,50000000.0,22/10/2021,50000000,22/10/2021,4296555278,DE201117178=,22/10/2027
232766000000.0,8589934159,US298785JJ68,99.7,21/10/2020,Issued,2.0,0.625,1000.0,1000000000.0,1000000000,1000000000.0,21/10/2020,1000000000,30/06/2023,8589934159,298785JJ6=,21/10/2027
46641316148.0,8589934339,US06051GGA13,100.0,21/10/2016,Issued,2.0,3.248,2000.0,2500000000.0,2500000000,2500000000.0,21/10/2016,2500000000,03/05/2023,8589934339,06051GGA1=,21/10/2027
232782000000.0,8589934339,US06048WZ293,100.0,20/10/2022,Issued,2.0,6.0,1000.0,115000000.0,115000000,115000000.0,20/10/2022,115000000,03/05/2023,8589934339,06048WZ29=,20/10/2027
232799000000.0,4296126537,XS2547899927,100.0,19/10/2022,Issued,1.0,6.0,1000000.0,100000000.0,100000000,100000000.0,19/10/2022,100000000,13/12/2022,4296126537,GB254789992=,19/10/2027
192771000000.0,4295878766,US86562MAV28,100.0,18/10/2017,Issued,2.0,3.352,2000.0,750000000.0,750000000,750000000.0,18/10/2017,750000000,08/10/2021,4295878766,86562MAV2=,18/10/2027
192771000000.0,4295863513,US05890PZA73,98.769,12/10/2017,Issued,2.0,3.5,200000.0,500000000.0,500000000,500000000.0,12/10/2017,500000000,20/09/2022,4295863513,CL169921881=,12/10/2027
192771000000.0,4295863513,US05890MAA18,98.769,12/10/2017,Issued,2.0,3.5,200000.0,500000000.0,500000000,500000000.0,12/10/2017,500000000,20/09/2022,4295863513,05890MAA1=,12/10/2027
232798000000.0,4296126537,XS2541259201,100.0,30/09/2022,Issued,1.0,5.98,1000000.0,60000000.0,60000000,60000000.0,30/09/2022,60000000,13/12/2022,4296126537,GB254125920=,30/09/2027
232798000000.0,4296126537,XS2535919513,100.0,21/09/2022,Issued,1.0,5.3,1000000.0,95000000.0,95000000,95000000.0,21/09/2022,95000000,13/12/2022,4296126537,GB253591951=,21/09/2027
192761000000.0,4295856152,US2027A1JT52,99.915,19/09/2017,Issued,2.0,3.15,2000.0,700000000.0,700000000,700000000.0,19/09/2017,700000000,29/03/2023,4295856152,AU168839600=,19/09/2027
192761000000.0,4295856152,US2027A0JT79,99.915,19/09/2017,Issued,2.0,3.15,2000.0,700000000.0,700000000,700000000.0,19/09/2017,700000000,29/03/2023,4295856152,2027A0JT7=,19/09/2027
232765000000.0,8589934158,US4581X0DQ82,99.822,16/09/2020,Issued,2.0,0.625,1000.0,1500000000.0,1500000000,1500000000.0,16/09/2020,1500000000,16/03/2023,8589934158,4581X0DQ8=,16/09/2027
232798000000.0,4295878061,USJ7771YNL76,99.794,15/09/2022,Issued,2.0,4.95,200000.0,500000000.0,500000000,500000000.0,15/09/2022,500000000,07/09/2022,4295878061,JP253147113=,15/09/2027
232798000000.0,4295878061,US86563VBE83,99.794,15/09/2022,Issued,2.0,4.95,200000.0,500000000.0,500000000,500000000.0,15/09/2022,500000000,07/09/2022,4295878061,86563VBE8=,15/09/2027
15628406440.0,8589934158,US45818QAE98,99.658,22/09/1997,Issued,2.0,6.75,100000.0,200000000.0,200000000,200000000.0,22/09/1997,200000000,16/03/2023,8589934158,45818QAE9=,15/09/2027
232798000000.0,4296044915,XS1450709024,100.0,15/09/2022,Issued,1.0,4.25,1000000.0,42000000.0,42000000,42000000.0,15/09/2022,42000000,15/09/2022,4296044915,US145070902=,15/09/2027
232798000000.0,4295862902,US89115A2H42,100.0,15/09/2022,Issued,2.0,4.693,2000.0,1500000000.0,1500000000,1500000000.0,15/09/2022,1500000000,09/09/2022,4295862902,89115A2H4=,15/09/2027
232798000000.0,4295878071,US656029AJ47,100.0,14/09/2022,Issued,2.0,4.867,200000.0,500000000.0,500000000,500000000.0,14/09/2022,500000000,09/06/2023,4295878071,656029AJ4=,14/09/2027
232798000000.0,4295878071,USJ5901UAE22,100.0,14/09/2022,Issued,2.0,4.867,200000.0,500000000.0,500000000,500000000.0,14/09/2022,500000000,09/06/2023,4295878071,JP253301821=,14/09/2027
232798000000.0,4295860596,US06368LAQ95,99.956,14/09/2022,Issued,2.0,4.7,2000.0,1000000000.0,1000000000,1000000000.0,14/09/2022,1000000000,08/09/2022,4295860596,06368LAQ9=,14/09/2027
232798000000.0,4298474369,XS2533730326,100.0,14/09/2022,Issued,0.0,8.75,1000.0,50000000.0,50000000,50000000.0,14/09/2022,50000000,14/09/2022,4298474369,IE3373032=I,14/09/2027
192761000000.0,4295878505,US60687YAM12,100.0,11/09/2017,Issued,2.0,3.17,200000.0,1100000000.0,1100000000,1100000000.0,11/09/2017,1100000000,12/10/2021,4295878505,60687YAM1=,11/09/2027
232798000000.0,4295884895,XS2479386646,100.0,06/09/2022,Issued,1.0,5.0,1000000.0,40000000.0,40000000,40000000.0,06/09/2022,40000000,31/10/2022,4295884895,NL247938664=,06/09/2027
232797000000.0,4296126537,XS2528375749,100.0,02/09/2022,Issued,1.0,4.88,1000000.0,38000000.0,38000000,38000000.0,02/09/2022,38000000,29/10/2022,4296126537,GB252837574=,02/09/2027
192761000000.0,4296543409,XS1668899104,99.216,01/09/2017,Issued,2.0,2.625,200000.0,800000000.0,800000000,800000000.0,01/09/2017,800000000,09/12/2021,4296543409,JP166889910=,01/09/2027
192761000000.0,4296543409,US25159MAU18,99.216,01/09/2017,Issued,2.0,2.625,200000.0,800000000.0,800000000,800000000.0,01/09/2017,800000000,09/12/2021,4296543409,25159MAU1=,01/09/2027
232797000000.0,4296126537,XS2527140490,100.0,30/08/2022,Issued,1.0,4.85,1000000.0,71000000.0,71000000,71000000.0,30/08/2022,71000000,29/10/2022,4296126537,GB252714049=,30/08/2027
232797000000.0,4297220581,XS2317965767,100.0,29/08/2022,Issued,1.0,4.75,1000000.0,60000000.0,60000000,60000000.0,29/08/2022,60000000,29/08/2022,4297220581,FR231796576=,29/08/2027
232793000000.0,4295856627,US961214FC22,100.0,26/05/2022,Issued,2.0,4.043,2000.0,1000000000.0,1000000000,1000000000.0,26/05/2022,1000000000,29/03/2023,4295856627,961214FC2=,26/08/2027
232797000000.0,4295884895,XS2479387024,100.0,26/08/2022,Issued,1.0,4.77,1000000.0,49000000.0,49000000,49000000.0,26/08/2022,49000000,28/10/2022,4295884895,NL247938702=,26/08/2027
232797000000.0,5000601425,US87166FAE34,100.0,23/08/2022,Issued,2.0,5.625,250000.0,600000000.0,600000000,600000000.0,23/08/2022,600000000,23/08/2022,5000601425,87166FAE3=,23/08/2027
232797000000.0,4295884895,XS2479387297,100.0,18/08/2022,Issued,1.0,4.23,1000000.0,70000000.0,70000000,70000000.0,18/08/2022,70000000,28/10/2022,4295884895,NL247938729=,18/08/2027
232797000000.0,4296126537,XS2521680871,100.0,17/08/2022,Issued,1.0,4.7,1000000.0,85000000.0,85000000,85000000.0,17/08/2022,85000000,09/02/2023,4296126537,GB252168087=,17/08/2027
232797000000.0,4297220581,XS2317965338,100.0,10/08/2022,Issued,1.0,4.45,1000000.0,60000000.0,60000000,60000000.0,10/08/2022,60000000,10/08/2022,4297220581,FR231796533=,10/08/2027
232764000000.0,4295903505,US89788MAC64,99.839,03/08/2020,Issued,2.0,1.125,2000.0,750000000.0,750000000,750000000.0,03/08/2020,750000000,03/11/2022,4295903505,89788MAC6=,03/08/2027
232796000000.0,8589934213,US78016FZS63,99.999,28/07/2022,Issued,2.0,4.24,2000.0,1250000000.0,1250000000,1250000000.0,28/07/2022,1250000000,01/12/2022,8589934213,78016FZS6=,03/08/2027
192761000000.0,4295865671,US059514AE90,98.512,03/08/2017,Issued,2.0,4.375,200000.0,600000000.0,600000000,471898000.0,21/04/2022,471898000,30/06/2023,4295865671,059514AE9=,03/08/2027
192761000000.0,4295865671,USP09252AM29,98.512,03/08/2017,Issued,2.0,4.375,200000.0,600000000.0,600000000,471898000.0,21/04/2022,471898000,30/06/2023,4295865671,CO165899431=,03/08/2027
192761000000.0,5000000933,US606822AR58,100.0,25/07/2017,Issued,2.0,3.287,2000.0,1000000000.0,1000000000,1000000000.0,25/07/2017,1000000000,17/09/2021,5000000933,606822AR5=,25/07/2027
192761000000.0,4296537663,XS1649149256,100.0,25/07/2017,Issued,2.0,2.383,200000.0,100000000.0,100000000,100000000.0,25/07/2017,100000000,25/07/2017,4296537663,XS164914925=,25/07/2027
232796000000.0,4296126537,XS2505345319,100.0,21/07/2022,Issued,1.0,4.6,1000000.0,120000000.0,120000000,120000000.0,21/07/2022,120000000,29/10/2022,4296126537,GB250534531=,21/07/2027
15628392594.0,8589934158,US45818QAC33,100.0,16/07/1997,Issued,2.0,6.29,1000.0,200000000.0,200000000,200000000.0,16/07/1997,200000000,16/03/2023,8589934158,45818QAC3=,16/07/2027
15628410770.0,8589934158,US45818QAD16,98.157,18/07/1997,Issued,2.0,6.75,100000.0,200000000.0,200000000,200000000.0,18/07/1997,200000000,16/03/2023,8589934158,45818QAD1=,15/07/2027
192761000000.0,5000084509,FR0013267515,100.0,13/07/2017,Issued,2.0,3.364,2500000.0,50000000.0,50000000,50000000.0,13/07/2017,50000000,13/07/2017,5000084509,FR164450007=,13/07/2027
192786000000.0,5000001412,US80282KAP12,99.816,07/03/2018,Issued,2.0,4.4,2000.0,1049018000.0,1049018000,1049018000.0,07/03/2018,1049018000,25/06/2021,5000001412,80282KAP1=,13/07/2027
192761000000.0,5000001412,USU8029KAE20,99.816,13/07/2017,Issued,2.0,4.4,2000.0,800000000.0,800000000,982000.0,07/03/2018,982000,25/06/2021,5000001412,ES164845559=,13/07/2027
192761000000.0,4295878766,US86562MAR16,100.0,12/07/2017,Issued,2.0,3.364,2000.0,1750000000.0,1750000000,1750000000.0,12/07/2017,1750000000,08/10/2021,4295878766,86562MAR1=,12/07/2027
232797000000.0,4296168464,US22550L2K67,99.707,23/08/2022,Issued,2.0,5.0,250000.0,1250000000.0,1250000000,1192450000.0,07/11/2022,1192450000,01/11/2022,4296168464,22550L2K6=,09/07/2027
232785000000.0,5037349820,US65540JAJ79,99.697,06/07/2022,Issued,2.0,4.25,200000.0,300000000.0,300000000,300000000.0,06/07/2022,300000000,02/12/2022,5037349820,65540JAJ7=,06/07/2027
232795000000.0,5037349820,US65540KAJ43,99.697,06/07/2022,Issued,2.0,4.25,200000.0,300000000.0,300000000,300000000.0,06/07/2022,300000000,02/12/2022,5037349820,KR249559482=,06/07/2027
232792000000.0,4295862902,US89114X2S10,100.0,30/06/2022,Issued,4.0,5.0,1000.0,31089000.0,31089000,31089000.0,30/06/2022,31089000,17/06/2022,4295862902,89114X2S1=,30/06/2027
232793000000.0,4296785143,US22553Q7H45,100.0,30/06/2022,Issued,4.0,5.0,1000.0,32060000.0,32060000,32060000.0,30/06/2022,32060000,01/11/2022,4296785143,22553Q7H4=,30/06/2027
232798000000.0,8589934326,XS2536485894,100.0,21/09/2022,Issued,2.0,5.25,10000000.0,50000000.0,50000000,50000000.0,21/09/2022,50000000,21/09/2022,8589934326,FR253648589=,23/06/2027
232795000000.0,4296044915,XS1450736423,100.0,23/06/2022,Issued,1.0,4.1,1000000.0,50000000.0,50000000,50000000.0,23/06/2022,50000000,23/06/2022,4296044915,US145073642=,23/06/2027
232768000000.0,5000021791,US48128GZ379,100.0,23/12/2020,Issued,2.0,1.05,1000.0,305000000.0,305000000,305000000.0,23/12/2020,305000000,01/05/2023,5000021791,48128GZ37=,23/06/2027
232792000000.0,4295862902,US89114XAJ28,100.0,23/06/2023,Issued,4.0,6.0,1000.0,40000000.0,40000000,40000000.0,23/06/2023,40000000,12/06/2023,4295862902,89114XAJ2=,23/06/2027
232795000000.0,4296126537,XS2493710763,100.0,22/06/2022,Issued,1.0,4.9,1000000.0,50000000.0,50000000,50000000.0,22/06/2022,50000000,12/08/2022,4296126537,GB249371076=,22/06/2027
232781000000.0,8589934339,US06048WR365,100.0,22/12/2021,Issued,2.0,2.0,1000.0,75000000.0,75000000,75000000.0,22/12/2021,75000000,03/05/2023,8589934339,06048WR36=,22/06/2027
232782000000.0,8589934339,US06048WW639,100.0,22/06/2022,Issued,2.0,5.0,1000.0,101000000.0,101000000,101000000.0,22/06/2022,101000000,03/05/2023,8589934339,06048WW63=,22/06/2027
232788000000.0,5050707760,US48133DL244,105.0,28/06/2022,Issued,2.0,0.5,100000.0,368250000.0,368250000,368250000.0,28/06/2022,368250000,22/09/2022,5050707760,48133DL24=,15/06/2027
232796000000.0,8589934570,US459058KJ14,99.948,19/07/2022,Issued,2.0,3.125,1000.0,4000000000.0,4000000000,4000000000.0,19/07/2022,4000000000,15/07/2022,8589934570,459058KJ1=,15/06/2027
232794000000.0,4296126537,XS2490661092,100.0,14/06/2022,Issued,1.0,4.35,1000000.0,40000000.0,40000000,40000000.0,14/06/2022,40000000,12/08/2022,4296126537,GB249066109=,14/06/2027
232794000000.0,4296126537,XS2489808340,100.0,10/06/2022,Issued,1.0,4.2,1000000.0,48000000.0,48000000,48000000.0,10/06/2022,48000000,29/10/2022,4296126537,GB248980834=,10/06/2027
232785000000.0,5000728471,US63254ABE73,100.0,09/06/2022,Issued,2.0,3.905,250000.0,1250000000.0,1250000000,1250000000.0,09/06/2022,1250000000,29/03/2023,5000728471,63254ABE7=,09/06/2027
232794000000.0,4295862902,US89115A2C54,100.0,08/06/2022,Issued,2.0,4.108,2000.0,1500000000.0,1500000000,1500000000.0,08/06/2022,1500000000,02/06/2022,4295862902,89115A2C5=,08/06/2027
232808000000.0,4295875731,IT0005543720,100.0,30/05/2023,Issued,1.0,4.5,2000.0,9642000.0,9642000,9642000.0,30/05/2023,9642000,30/05/2023,4295875731,IT554372=,30/05/2027
232782000000.0,5051775086,US09709UV704,103.0,25/05/2022,Issued,2.0,0.6,1000.0,515000000.0,515000000,515000000.0,25/05/2022,515000000,03/05/2023,5051775086,09709UV70=,25/05/2027
232793000000.0,8589934160,XS2485364116,100.0,25/05/2022,Issued,1.0,2.96,200000.0,250000000.0,250000000,250000000.0,25/05/2022,250000000,30/06/2022,8589934160,XS248536411=,25/05/2027
46644641049.0,8589934159,US298785HM16,98.918,24/05/2017,Issued,2.0,2.375,1000.0,1500000000.0,1500000000,1500000000.0,24/05/2017,1500000000,30/06/2023,8589934159,298785HM1=,24/05/2027
46644413214.0,8589934570,XS1609294308,100.0,22/05/2017,Issued,1.0,2.5,2000.0,50000000.0,50000000,35000000.0,22/12/2017,35000000,22/05/2017,8589934570,XS160929430=,22/05/2027
232792000000.0,4295868960,US500769JT24,99.831,28/04/2022,Issued,2.0,3.0,1000.0,5000000000.0,5000000000,5000000000.0,28/04/2022,5000000000,03/05/2022,4295868960,500769JT2=,20/05/2027
46644617397.0,4295904676,US693475AT21,99.796,19/05/2017,Issued,2.0,3.15,2000.0,750000000.0,750000000,750000000.0,19/05/2017,750000000,16/11/2020,4295904676,693475AT2=,19/05/2027
192896000000.0,4296543239,XS2189707966,100.0,15/06/2020,Issued,2.0,1.006,200000.0,100000000.0,100000000,100000000.0,15/06/2020,100000000,11/05/2022,4296543239,NL218970796=,17/05/2027
232806000000.0,8589934570,XS2617089144,100.0,05/05/2023,Issued,2.0,5.12,500000.0,50000000.0,50000000,50000000.0,05/05/2023,50000000,05/05/2023,8589934570,XS261708914=,05/05/2027
232806000000.0,8589934570,XS2617101535,100.0,05/05/2023,Issued,2.0,5.1,200000.0,50000000.0,50000000,50000000.0,05/05/2023,50000000,29/04/2023,8589934570,XS261710153=,05/05/2027
232786000000.0,8589934213,US78016EZD20,99.943,14/04/2022,Issued,2.0,3.625,2000.0,1200000000.0,1200000000,1200000000.0,14/04/2022,1200000000,01/12/2022,8589934213,78016EZD2=,04/05/2027
232775000000.0,4296470941,US06748WRF22,100.0,04/11/2021,Issued,2.0,1.75,1000.0,100000000.0,100000000,100000000.0,04/11/2021,100000000,10/03/2023,4296470941,06748WRF2=,04/05/2027
