PermID,Date,Tier 1 Capital Ratio,Total Capital Ratio,Non Performing Loan Ratio,Coverage Ratio,Equity at Risk,Dividend Growth,Efficiency Ratio,Loan to Deposit Ratio,CASA Ratio,CD Non Equity Ratio,Liquid Assets to Total Assets Ratio,Stable funds to Net Loans Ratio,Liquid Assets to Wholesale funds Ratio,Total Investment Securities to Total Assets Ratio,E/A Ratio,D/E Ratio,LT Debt/E Ratio,Net Profit Margin,"Total Assets, Reported",Total Deposits,Total Debt,Cash and Equivalents,Total Equity,Net Income After Taxes,Net Interest Margin,ROAA,ROAE,Liquidity Coverage Ratio
4295856152,2021-12-31,12.485,15.24,0.02143893441,0.2661842062,0.2883584719,,0.4721779955,1.029385659,0.8257784008,0.7560722872,0.1054795211,0.9714532071,5.754158965,0.08318688615,0.07205567893,2.048892391,1.754165449,35.8626,1610820179968,1130140138664,237812361705,169908541083,116068741702,13044696858,0.09730941704,0.008098170746,0.1123876822,1.904007009
4295856152,2022-12-31,13.6,17.6,0.005690102034,1.067782768,0.1390578447,,0.4716330333,1.004950181,0.8003372237,0.7444449405,0.1237348386,0.9950742029,4.469710481,0.06772460214,0.05993203101,2.507997748,2.005862727,39.81805,1792683286620,1254571470718,269457147072,221817377194,107439150317,14269066234,0.1009570004,0.007959613581,0.1328106765,4.755534472
4295856152,2023-12-31,12.17573579,14.73358571,0.0189366061,0.4469034532,0.2821850318,,0.4674401654,1.07802285,0.8619812095,0.720013662,0.07341561605,0.9298083449,4.939247836,0.08113169488,0.06568720777,2.862302689,2.518912543,29.12586852,1471925884968,994757395645,270808437587,114145897779,96955378717,12772083507,0.03030992466,0.008789500773,0.1353664172,5.113794318
4295856605,2011-12-31,10.9,12.1,0.01783528676,0.5907572383,0.3014826149,,0.4745812692,1.074873417,0.9055761742,0.6511114996,0.06691348912,0.9303421079,2.983647086,0.04035895908,0.0627361543,1.808262544,1.808262544,17.55083,891301076855,543928308010,101112258445,59640064906,55916801888,7911196342,-0.05928598738,0.008876008957,0.1414815596,4.570944036
4295856605,2012-12-31,10.8,12.2,0.01529777601,0.5666464708,0.2512205193,,0.481585923,1.074186083,0.9007007629,0.6608187621,0.08590045271,0.9309374004,2.918767526,0.04031384428,0.06411659999,1.821962061,1.821962061,18.50154,947229679894,585813541820,110653488715,81367458327,60733146482,8359640065,-0.05235983922,0.008825356978,0.13764543,4.309970308
4295856605,2013-12-31,10.4,12.2,0.03310525404,0.2746136865,0.4437539799,,0.5624840167,1.025131599,0.8909499403,0.7027229281,0.06417542088,0.9754845139,2.789008408,0.04022361468,0.06478139958,2.211260183,1.856063767,22.02117,1037018734327,681528249004,148551408762,66551113734,67179525004,9322908984,-0.01883320116,0.008990106615,0.138776048,10.10640681
4295856605,2014-12-31,10.7,12.7,0.02902687129,0.2621825212,0.3847826529,,0.5361044936,1.017058514,0.871448295,0.6963555752,0.06882210928,0.9832275984,2.52949017,0.04004315548,0.0637320423,2.359623631,1.932712825,24.6071,1138946747308,742565275114,171278949698,78384717510,72587402272,10743472489,-0.01018051159,0.009432813706,0.1480073973,8.161111964
4295856605,2015-12-31,11.3,13.3,0.02759674712,0.2577809151,0.3423760197,,0.5302234166,1.005769714,0.8756098437,0.6685858335,0.07997864929,0.9942633842,2.252666561,0.04906955838,0.06432969997,2.514175415,1.962268765,24.54301,1312730491223,821212568225,212315975808,104990411565,84447558637,11073904706,-0.005664531888,0.008435779301,0.1311335092,5.17885469
4295856605,2016-12-31,11.8,14.3,0.02919970972,0.250509043,0.3611505068,,0.6018828534,0.9820874432,0.846234969,0.6737895411,0.06533940925,1.018239269,2.280172414,0.06898583294,0.06319811907,2.434847279,1.98142447,19.06113,1349563357427,851854255790,207667797610,88179672518,85289865762,8437822688,0.0008916413289,0.006252261253,0.09893112871,3.687726052
4295856605,2017-12-31,12.6,14.8,0.03000743299,0.2192967261,0.358164148,,0.5111767187,0.9692845929,0.8441577117,0.7050659198,0.06834194039,1.03168874,2.463049241,0.07732306876,0.0657052175,2.25361692,1.831323462,21.78571,1323684909279,871963416433,196003835374,90463195162,86973004868,9380439593,0.002646136011,0.007086610663,0.1078546108,13.70391061
4295856605,2018-12-31,13.4,15.2,0.02897553631,0.1672975453,0.3434236058,,0.505097269,0.9751249456,0.8194623468,0.6942586238,0.0705293358,1.025509607,2.724748095,0.07990292436,0.06283516861,2.456643888,2.044697545,23.39499,1391329104588,905247086591,214770615135,98129517628,87424398879,10489747750,-0.005906478484,0.007539372041,0.1199865013,4.982174955
4295856605,2019-12-31,13.2,15.3,0.1047429474,0.0547494227,1.112169521,,0.5202252186,0.9548617001,0.8166654103,0.6918337944,0.06953768944,1.047272081,3.456055924,0.08531836023,0.0619515929,2.458450554,2.133672244,20.25936,1447318188523,939271278950,220433692285,100643162708,89663667208,9309632689,-0.00833475199,0.006432333099,0.1038283731,9.343042785
4295856605,2020-12-31,13.2,16.4,0.1292002606,0.06249137466,1.381826488,,0.5830470802,0.8798545365,0.7836567774,0.7089018439,0.08239197303,1.136551508,4.655535075,0.08960208618,0.05880055954,2.253561114,1.952583745,15.04544,1537521758371,1025862221567,203738014456,126679451246,90407139696,5422628706,0.01114260225,0.003526863068,0.05998009366,3.02540074
4295856605,2021-12-31,14.3,18.4,0.09864861856,0.06520617726,1.037917223,,0.5621533954,0.8497003943,0.7914327592,0.802890541,0.1504305532,1.176885414,4.698318497,0.08492149517,0.06504014376,2.079557056,1.587277154,31.64012,1443954860599,1083934208585,195301666913,217214928456,93915031716,9116388848,0.04549193686,0.006313486035,0.09707060394,3.315843992
4295856605,2022-12-31,14,18.2,0.09141128149,0.0583777441,0.9853429833,,0.5245980785,0.8643682182,0.7820075794,0.7568232495,0.1499416521,1.156914355,2.935800332,0.07935037196,0.0607029931,2.263583534,1.422216153,30.23423,1601606431627,1138552883906,220070806904,240147514383,97222304175,10531051778,0.02555148589,0.006575305624,0.1083192984,10.16585488
4295856605,2023-12-31,12.91052711,15.76034194,0.07088876325,0.1555655535,0.7808912537,,0.5389397556,0.9340224238,0.8208888213,0.719501097,0.09816774726,1.076592292,3.315716755,0.07388921623,0.06266548259,2.272209888,1.811095793,23.7804524,1394183449092,944580233403,198593311360,140517798551,87147072320,9152615973,0.006668924615,0.006710766423,0.1066424398,6.78975389
4295856627,2011-12-31,9.7,11,0.009219940318,0.8762998267,0.2070721561,,0.438817071,1.290597469,0.7368767974,0.6123309601,0.0370157618,0.7748349305,0.5640588409,0.0944007114,0.06240562913,4.156075169,3.104504375,18.32905,988682696563,567620593008,256427201652,36596843192,61699365688,10413040271,-0.117657853,0.01053223679,0.1687706211,2.297767898
4295856627,2012-12-31,10.3,11.7,0.008462623413,0.8741450068,0.18576691,,0.4424734471,1.277949597,0.7275134045,0.6382508134,0.03370693295,0.7825034746,0.768588899,0.08883571741,0.06555747335,3.550769509,2.881805239,16.06867,995670452869,593826523086,231771647736,33560997197,65273639180,8853813247,-0.1087691645,0.008892312935,0.1356414834,2.589425122
4295856627,2013-12-31,10.7,12.3,0.00465534185,1.464414958,0.1313150791,,0.4289325087,1.224465635,0.7087866186,0.662137486,0.03872217396,0.816682781,0.6945176392,0.04280577438,0.06657281375,3.456485409,2.618995586,20.41564,1034218911344,639206372621,237982003245,40047204602,68850862959,10067856616,-0.05964312894,0.009734744265,0.1462270215,2.735253734
4295856627,2014-12-31,10.6,12.3,0.003874970389,1.415885765,0.1117302295,,0.4287004063,1.199592039,0.6713330469,0.6637144131,0.04793070435,0.8336167357,0.7540665755,0.0467333124,0.06286113107,3.720591877,2.709427109,23.41541,1137102817525,707269508777,265946304765,54502138959,71479569258,11247971677,-0.03761161852,0.009891780676,0.1573592538,2.881082346
4295856627,2015-12-31,11.4,13.3,0.003659330975,1.321116928,0.1001920976,,0.4377137048,1.2616226,0.8857606075,0.6508843856,0.02062534784,0.7926300624,0.3792135467,0.06751535419,0.06537906511,3.638630457,2.806715884,24.79022,1198046909574,728808083788,285003687860,24710134238,78327186901,11901460392,-0.02466294198,0.009934052079,0.1519454593,2.80816804
4295856627,2016-12-31,11.2,13.1,0.004781617903,1.046840616,0.112026841,,0.4392184894,1.245907996,0.8852733022,0.6801846669,0.02363912383,0.802627484,0.8187371028,0.07228891256,0.06925626965,3.270096352,2.815812113,23.38005,1237943649506,783714412155,280362885381,29263903231,85735359198,11004572946,-0.01115741756,0.008889397308,0.1283551273,7.022300885
4295856627,2017-12-31,12.66,14.82,0.005027733958,0.8288027762,0.1031849628,,0.434838238,1.232981937,0.8777781378,0.7026399372,0.02428877476,0.8110418896,0.5836836018,0.07126632428,0.07194482759,3.092921942,2.487746378,25.56352,1256638147219,819439445346,279626788612,30522200915,90408614840,11796725181,-0.001579878665,0.009387527513,0.130482313,12.23595506
4295856627,2018-12-31,12.78,14.74,0.005637863086,0.7005227782,0.1058725066,,0.4403005219,1.229066437,0.8854286813,0.7084315354,0.03170674585,0.8136256675,0.9364066749,0.06948562515,0.07335332745,2.997132716,2.514111685,24.83805,1297524708659,851780498599,285260362885,41140286178,95177754831,11947189851,0.003583936779,0.009207678105,0.1255250229,3.951402664
4295856627,2019-12-31,12.84,15.63,0.009350230659,0.5371445586,0.1577443701,,0.4967301542,1.247131982,0.8945843097,0.6813481666,0.02269182662,0.8018397526,0.5002309918,0.1054580389,0.07219514993,3.339322272,2.710987869,20.40214,1337403746865,845450656439,322425136451,30348133943,96554064021,10016226582,0.003874979545,0.007489306506,0.1037369756,8.09367886
4295856627,2020-12-31,13.23,16.38,0.01587465166,0.5050942205,0.2454022904,,0.7518513069,1.16263219,0.8911899106,0.7063582815,0.03336601071,0.8601172483,0.6237674504,0.1198700362,0.07459103938,3.036884583,2.300310189,8.45935,1345251512022,879350936716,304732261395,44885676353,100343708512,3381029650,0.03800948889,0.002513306709,0.03369448569,2.933950439
4295856627,2021-12-31,14.65,18.86,0.01329277562,0.4832561078,0.1955299507,,0.6311888112,1.124793395,0.8860855579,0.7304981698,0.07687441833,0.8890521623,1.13336694,0.1051804885,0.07697058481,2.800444229,1.876601652,24.49053,1380553178935,930867384570,297580764125,106129222599,106261985544,8058710724,0.08651453381,0.005837305543,0.07583813424,1.757928945
4295856627,2022-12-31,13.39,18.4,0.009821833077,0.5756912127,0.1634020326,,0.5570314465,1.113889299,0.8886708573,0.7036024524,0.1040033603,0.8977552806,1.26801707,0.08815931406,0.06946572563,3.250085164,2.053128371,24.47637,1496087918572,979527953976,337771057678,155598170822,103926832866,8406844667,0.07317540682,0.005619218338,0.08089195481,3.195685764
4295856627,2023-12-31,12.69075112,15.7168178,0.009098888842,0.7443311602,0.1596359382,,0.5339155014,1.191406583,0.8607681705,0.6932568223,0.05013833739,0.8414193873,0.8383343911,0.08791058389,0.07109389843,3.218341649,2.406325007,21.39794714,1306412725443,843665722033,296786901878,68279833159,93196352228,9104774660,0.01831270733,0.007138287296,0.1019717035,4.389431454
4295856982,2011-12-31,12.2,15,0.0157857536,0.2066356577,0.07639048357,,0.7803617571,1.237038652,0.6726262412,0.2794846987,0.02938545496,0.808382178,3.835866544,0.1824567903,0.0648252376,4.939333993,4.217276624,15.61953,207054137778,54117126420,66297388995,11571765747,13422333678,1228794807,-0.02940753178,0.005934654679,0.09154852182,-1.997786678
4295856982,2012-12-31,13.8,16.6,0.01798658853,0.2637887679,0.07193894445,,0.8125663341,1.067339578,0.6828752773,0.3255478594,0.02643856774,0.9369089466,4.862884098,0.1633778613,0.06804779355,4.551370602,4.019425858,11.80919,200868859714,60942616905,62211240596,12647975365,13668682697,944092049,-0.03474126571,0.00470004186,0.06906971725,-6.868590444
4295856982,2013-12-31,12.2,15,0.01710097895,0.3578587962,0.0638953384,,0.7784237726,0.8766074164,0.5976727923,0.4623467312,0.03233234219,1.14076151,2.80884899,0.1448846154,0.06586923077,3.973957725,3.973957725,14.7929,191768697448,82823425284,50197669273,10495556129,12631656587,994246939.1,-0.0299483984,0.005184615385,0.07871073222,2.873017088
4295856982,2014-12-31,10.6,13.6,0.02275354997,0.3183867575,0.06122530844,,0.7435561381,0.9710403397,0.7487578983,0.4511839988,0.02742086348,1.029823334,4.520544914,0.102758182,0.06733566339,4.216006793,4.216006793,14.21296,206388847913,86849092787,58591237646,12289238826,13897329990,938191473.7,-0.01620965963,0.004545746939,0.06750875703,-5.244989189
4295856982,2015-12-31,12.6,15.2,0.02654397747,0.6352743247,0.05384453183,,0.7142319277,1.144662176,0.8238678939,0.3862253514,0.025456272,0.8736202005,5.205223283,0.04443156797,0.06672847375,4.886505731,4.886505731,19.52165,254580321581,91764272017,83010768550,13006711904,16987756306,1370408615,-0.009544956901,0.005383010778,0.08067037166,-8.4921917
4295856982,2016-12-31,13.6,16.9,0.03756535995,0.502765535,0.05289409285,,0.6923622187,1.084222964,0.6288797532,0.4308955604,0.03724382089,0.9223195164,1.097153067,0.05542126216,0.06991944232,4.663726571,4.663726571,20.65709,267899395191,107365393126,87358017407,8701873433,18731376309,1556276737,-0.01124929597,0.005809183466,0.08308395023,10.99102337
4295856982,2017-12-31,15.6,18.3,0.04388774564,0.4901123479,0.04739249829,,0.7032534247,1.050501961,0.758644326,0.4644035619,0.02938545496,0.9519258769,3.835866544,0.03548712681,0.07513094165,3.795866455,3.795866455,25.55463,246999557457,106089393716,70441068004,11571765747,18557309338,1805576044,-0.007314995741,0.007310037565,0.0972972973,-1.997786678
4295856982,2018-12-31,15.3,18.1,0.04996455668,0.7107380397,0.04551824325,,0.7048483678,1.225777461,0.5377668988,0.3682951657,0.04533016199,0.8158087676,2.466509806,0.03309702225,0.07557528663,3.497059048,3.497059048,23.47946,255521463343,86995132025,67532084378,11582829326,19311107833,1531199292,-0.0131726623,0.005992448822,0.07929111603,6.620573356
4295856982,2019-12-31,15.45,18.6,0.03887463587,0.6297874542,0.04227302337,,0.7378325762,1.465591589,0.6535884085,0.3673712531,0.03993926792,0.6823183261,1.553605313,0.03335386191,0.06852480808,4.014326393,3.639170671,22.14835,241922112406,82785071544,66548163446,9662192064,16577666322,1600531052,-0.01618019107,0.006615893999,0.09654742837,9.534206696
4295856982,2020-12-31,16.4,19.2,0.05205432432,0.5260778976,0.03702279824,,0.702811245,1.485465332,0.7194982876,0.3173658629,0.03470035731,0.6731897259,3.379414298,0.0330951286,0.06290904588,4.02699283,3.863770561,29.06117,333583124355,99207847765,84508039534,11575453607,20985396076,1930963269,-0.005740321638,0.005788552022,0.09201462112,0.875
4295856982,2021-12-31,16.4,19.5,0.05105988553,0.4214897903,0.03533028225,,0.6793932382,1.418342261,0.7994832114,0.3765524027,0.07500417255,0.7050484413,4.056583003,0.03894110799,0.08975261853,3.844430334,3.638425254,49.85128,362373506417,124205635049,125036141024,27179525004,32523971087,2472341053,0.01200123542,0.006822631924,0.07601596517,3.793493926
4295856982,2022-12-31,16.5,19.4,0,0.5378257278,0.03283615316,,0.6377762083,0.4673765426,0.8335957644,0.3063800277,0.4115631471,2.139602459,8.490824335,0.002025009439,0.05139176496,5.677871772,2.140193678,78.20956,515751585780,149895264788,150494173182,212264345774,26505384275,4007965777,0.02105541751,0.00777111673,0.151213268,3.281505131
4295856982,2023-12-31,15.11807548,18.04190494,0.03313860541,0.5079980012,0.04460333334,,0.7024254315,1.120874979,0.7250222984,0.3680805479,0.107687022,1.049304384,4.190601446,0.04700594721,0.06881998654,4.364669517,3.605270077,36.11302133,318419493897,105969130034,94045419329,49317053096,21400031375,2108290928,-0.00388617455,0.006386388758,0.09620823815,2.572377583
4295857405,2011-12-31,9.7,11.26,0.005532168919,1.851162791,0.1453708974,,0.531110005,0.9832292339,0.9451671548,0.5465106965,0.006799273506,1.017056822,0.2477521029,0.04090442941,0.05594375906,3.263683362,2.773121799,14.46455,1111899985249,573670157840,203013718838,7560112111,62203864877,7700250774,-0.03491371604,0.00692530882,0.1237905521,0.4668427765
4295857405,2012-12-31,10.27,11.67,0.005879667625,1.790835808,0.1503336685,,0.6457677753,0.965854315,0.9396437398,0.5681505392,0.008119618918,1.035352832,0.3630185142,0.05077644839,0.05734054961,3.09047902,2.700406801,11.10822,1125667502582,602876530462,199479274229,9139991149,64546393273,6023012244,-0.03561609929,0.005350613951,0.09331291709,5.34137931
4295857405,2013-12-31,10.35,11.8,0.04255913947,0.2335639133,0.458168707,,0.6906004814,0.860719412,0.8628519626,0.6067620715,0.07795819082,1.161818806,6.290952571,0.04895106622,0.05719066023,3.362005311,3.145324611,16.4275,1194674730786,683426759109,229706446379,93134680631,68324236613,7911196342,-0.0158554037,0.006622050453,0.1157890192,2.904111043
4295857405,2014-12-31,10.81,12.16,0.03378108698,0.2154356388,0.3673132739,,0.6908165825,0.8419602683,0.8426767812,0.603091895,0.06391705659,1.187704501,4.74596503,0.05242267358,0.05421821101,3.523543046,3.275145643,16.40093,1302996017112,743220238973,248924620150,83283670158,70646112996,7647145597,-0.01108496102,0.005868894069,0.1082458082,6.560013444
4295857405,2015-12-31,12.44,14.15,0.02275614147,0.2928208968,0.2800482935,,0.5741533347,1.020105268,0.8139547111,0.5708881473,0.07030926065,0.9802909871,5.160940742,0.04731574825,0.05810573665,3.576422676,3.341964897,23.20175,1408839061809,757555686679,292771795250,99054432807,81861631509,10039828883,-0.01282954656,0.007126313541,0.1226438894,4.732062244
4295857405,2016-12-31,13.255,15.145,0.01724366872,0.3315135258,0.2364158033,,0.5656552214,1.048556037,0.8218182651,0.6622581739,0.06946093136,0.9536924729,2.83907804,0.05238634754,0.06603751722,3.737074008,3.366587382,22.78765,1145758961499,708679746275,282758518956,79585484585,75663077150,9477799085,-0.01116109453,0.008272070657,0.1252631989,3.857500358
4295857405,2017-12-31,12.41,14.58,0.02436390871,0.2459191457,0.3183643239,,0.5197468354,1.076397882,0.8309631656,0.6736854816,0.05809659722,0.9290244961,1.738696329,0.05344369391,0.06508229474,3.942092543,3.428682805,22.18735,1162892757044,732436937601,298352264346,67560112111,75683729164,9117863992,-0.006343256246,0.007840674849,0.120473239,3.642646942
4295857405,2018-12-31,12.38,14.12,0.002686766483,2.309664694,0.09552000911,,0.499346334,1.144639643,0.8188665184,0.6515231312,0.04774646316,0.8736373986,1.23593414,0.05214566465,0.06534450906,4.32900704,3.737803837,20.46737,1189718247529,724478536657,336543738014,56804838472,77741554802,8769730049,-0.008057988079,0.00737126632,0.1128062086,4.59338635
4295857405,2019-12-31,12.36,14.68,0.003363574805,1.977687627,0.1056191093,,0.4993250175,1.16442624,0.8240241238,0.6313813283,0.04746176475,0.858792052,1.126881359,0.04746058428,0.06562911687,4.344233398,3.702478596,19.93218,1249629738900,737211978168,356279687270,59309632689,82012096179,8710724296,-0.009991561829,0.006970644203,0.1062126772,5.544125758
4295857405,2020-12-31,13.2,16.62,0.01047456397,0.9820290802,0.1979377407,,0.5438829021,1.042922806,0.7785183929,0.6883926321,0.06871267591,0.9588437363,2.000604778,0.04656892443,0.07072983562,3.393738171,2.882774261,14.94959,1278308010031,817737129370,306843192211,87835964006,90414515415,5160053105,0.02205952223,0.004036627374,0.05707106963,3.637385461
4295857405,2021-12-31,14.64,18.91,0.009425770849,0.8821221426,0.1757434811,,0.4906061477,0.9913704808,0.7370947125,0.7205084866,0.1229005754,1.008704636,2.790564233,0.04522618492,0.06779823925,3.354959461,2.674031125,35.7935,1365935978758,917443575749,310696267886,167874317746,92608054285,9545655701,0.05871962196,0.006988362449,0.1030758693,3.637385461
4295857405,2022-12-31,13.14,18.17,0.009547089481,0.7774873135,0.1958090527,,0.491497475,0.9773829808,0.7469300618,0.6940931278,0.1414200768,1.023140386,3.135843981,0.03988149283,0.05594782045,4.029102859,3.185119935,31.54884,1556462605104,1019887889069,350857058563,220115061218,87080690367,10414515415,0.0403611908,0.006691143996,0.1195961512,5.845418576
4295857405,2023-12-31,12.72003597,15.69708304,0.01293089111,1.00785808,0.2063948866,,0.5346378977,1.026701797,0.8005145559,0.6601578054,0.08127240199,0.9807064535,2.559990622,0.04708136728,0.06300842897,3.754259995,3.189884394,23.58563168,1307470503565,811600350623,307990930280,111104477483,82059984100,8647679476,0.01175723524,0.006626519984,0.1062554376,4.472514543
4295860592,2011-12-31,12.2,13.9,0.01209342885,0.6732598898,0.2174040338,,0.5532922515,0.7774644879,1,0.7474679918,0.007223811999,1.286232382,0.08001341632,0.05076519583,0.0517140151,2.036174366,0.2903708523,31.31504,451277710295,319871697540,47518979654,3259945339,23337382326,4046462193,0.009184160809,0.008966678611,0.1733897202,6.925806452
4295860592,2012-12-31,13.6,16.7,0.01128691033,0.7400299103,0.1761277626,,0.5373719108,0.7603421126,0.9262753726,0.737721353,0.009035333002,1.31519744,0.07634804387,0.04993832742,0.05933142128,2.284791604,0.2901655061,34.81555,507169754024,351951108412,68751897965,4582447616,30091102338,4851199514,0.01038019663,0.009565238218,0.1612170754,3.298360656
4295860592,2013-12-31,11.1,13.5,0.00784733457,1.028598366,0.1458790029,,0.5538732231,0.7766462568,1,0.7404785565,0.007327430867,1.287587484,0.05145323035,0.04614977059,0.0595029342,2.525322606,0.1320029831,32.72785,564564227148,393172638931,84833738233,4136805345,33593228060,5018220468,0.01296327296,0.008888661779,0.1493819069,18.59104079
4295860592,2014-12-31,12.2,13.9,0.007608365463,1.118243243,0.14399048,,0.5404694287,0.7658772204,0.9475395159,0.7311178766,0.007233766846,1.305692314,0.04813306795,0.04798762763,0.05945267642,2.629532976,0.101693146,35.39406,611650470695,420602034619,95621014273,4424536896,36364257516,5540540541,0.01481498798,0.009058344277,0.1523622623,33.88372093
4295860592,2015-12-31,11.5,13.4,0.007588181278,1.195045558,0.1481958515,,0.5422678698,0.7632110151,0.8824766732,0.7469675989,0.00785058208,1.310253626,0.06338911148,0.05045668578,0.06073459685,2.157999962,0.1188411926,33.99714,650240662010,456209383541,85223959915,5104767689,39492104464,5476009718,0.01681604439,0.008421512276,0.1386608739,11.37732657
4295860592,2016-12-31,12.4,14.6,0.007287691578,1.309368808,0.1450463103,,0.5518026565,0.7847394166,0.8726378014,0.7284119926,0.007648399024,1.274308361,0.05393263731,0.08135865915,0.06276150161,2.395264084,0.1356953654,31.46164,680432736107,464528545399,102289705436,5204221075,42704980261,5593683571,0.01724692918,0.008220773744,0.1309843381,46.00671141
4295860592,2017-12-31,13.1,14.9,0.01601545913,0.5311157481,0.2077857179,,0.5387589762,0.8065168133,0.8570775241,0.7312181376,0.008549361775,1.239899756,0.05850992239,0.07568124483,0.06559026651,2.326603701,0.09886229241,32.91679,694862587306,474769966596,106037807470,5940631643,45576222290,6257971455,0.0167651891,0.009006056117,0.137307814,7.036870504
4295860592,2018-12-31,12.5,14.3,0.0158323143,0.5744584326,0.2128227142,,0.523301477,0.8156781477,0.9488540118,0.724910931,0.009010578942,1.225973753,0.06432539484,0.0780085589,0.06532644696,2.231633654,0.08735512357,29.78943,758042058913,513615244458,110510932281,6830397814,49520194352,6623139994,0.01086964736,0.008737166911,0.1337462439,7.398848684
4295860592,2019-12-31,12.2,14.2,0.01488386103,0.5708342703,0.2069103403,,0.5393117226,0.8078689374,0.953924924,0.7199704704,0.01003902736,1.237824545,0.06801694186,0.07509291901,0.06216573786,2.481635615,0.1074020319,25.0366,824598390525,556779532341,127213027634,8278165806,51261767385,6679319769,0.003600719226,0.008100088293,0.1302982732,5.723884514
4295860592,2020-12-31,13.3,15.5,0.01327545171,0.9419235512,0.231171195,,0.6354671943,0.8034529419,0.9456207597,0.7028087527,0.009787358355,1.244627965,0.06238817188,0.09691534987,0.05994636003,2.776681785,0.1086940567,22.15267,862789249924,570025812329,143612966899,8444427574,51721075008,5202702703,0.01028468629,0.006030096809,0.1005915423,31.96264368
