ISIN,Rating Rank,Month,Year
US05969BAD55,8.0,4,2023
US05969BAD55,8.0,5,2023
US05969BAD55,8.0,6,2023
US05969BAD55,8.0,7,2023
US05969LAA98,9.0,2,2014
US05969LAA98,9.0,3,2014
US05969LAA98,9.0,4,2014
US05969LAA98,9.0,5,2014
US05969LAA98,9.0,6,2014
US05969LAA98,9.0,7,2014
US05969LAA98,9.0,8,2014
US05969LAA98,9.0,9,2014
US05969LAA98,9.0,10,2014
US05969LAA98,9.0,11,2014
US05969LAA98,9.0,12,2014
US05969LAA98,9.0,1,2015
US05969LAA98,9.0,2,2015
US05969LAA98,9.0,3,2015
US05969LAA98,9.0,4,2015
US05969LAA98,9.0,5,2015
US05969LAA98,9.0,6,2015
US05969LAA98,9.0,7,2015
US05969LAA98,9.0,8,2015
US05969LAA98,9.0,9,2015
US05969LAA98,9.0,10,2015
US05969LAA98,9.0,11,2015
US05969LAA98,9.0,12,2015
US05969LAA98,9.0,1,2016
US05969LAA98,9.0,2,2016
US05969LAA98,9.0,3,2016
US05969LAA98,9.0,4,2016
US05969LAA98,9.0,5,2016
US05969LAA98,9.0,6,2016
US05969LAA98,9.0,7,2016
US05969LAA98,9.0,8,2016
US05969LAA98,9.0,9,2016
US05969LAA98,9.0,10,2016
US05969LAA98,9.0,11,2016
US05969LAA98,9.0,12,2016
US05969LAA98,9.0,1,2017
US05969LAA98,9.0,2,2017
US05969LAA98,9.0,3,2017
US05969LAA98,9.0,4,2017
US05969LAA98,9.0,5,2017
US05969LAA98,9.0,6,2017
US05969LAA98,9.0,7,2017
US05969LAA98,9.0,8,2017
US05969LAA98,9.0,9,2017
US05969LAA98,9.0,10,2017
US05969LAA98,9.0,11,2017
US05969LAA98,9.0,12,2017
US05969LAA98,9.0,1,2018
US05969LAA98,9.0,2,2018
US05969LAA98,9.0,3,2018
US05969LAA98,9.0,4,2018
US05969LAA98,9.0,5,2018
US05969LAA98,9.0,6,2018
US05969LAA98,9.0,7,2018
US05969LAA98,9.0,8,2018
US05969LAA98,9.0,9,2018
US05969LAA98,9.0,10,2018
US05969LAA98,9.0,11,2018
US05969LAA98,9.0,12,2018
US05969LAA98,9.0,1,2019
US05969LAA98,9.0,2,2019
US05969LAA98,9.0,3,2019
US05969LAA98,9.0,4,2019
US05969LAA98,9.0,5,2019
US05969LAA98,9.0,6,2019
US05969LAA98,10.0,7,2019
US05969LAA98,10.0,8,2019
US05969LAA98,10.0,9,2019
US05969LAA98,10.0,10,2019
US05969LAA98,10.0,11,2019
US05969LAA98,10.0,12,2019
US05969LAA98,10.0,1,2020
US05969LAA98,10.0,2,2020
US05969LAA98,10.0,3,2020
US05969LAA98,11.0,4,2020
US05969LAA98,10.0,4,2020
US05969LAA98,10.0,5,2020
US05969LAA98,10.0,6,2020
US05969LAA98,10.0,7,2020
US05969LAA98,10.0,8,2020
US05969LAA98,10.0,9,2020
US05969LAA98,10.0,10,2020
US05969LAA98,10.0,11,2020
US05969LAA98,10.0,12,2020
US05969LAA98,10.0,1,2021
US05969LAA98,10.0,2,2021
US05969LAA98,10.0,3,2021
US05969LAA98,10.0,4,2021
US05969LAA98,10.0,5,2021
US05969LAA98,10.0,6,2021
US05969LAA98,10.0,7,2021
US05969LAA98,10.0,8,2021
US05969LAA98,10.0,9,2021
US05969LAA98,10.0,10,2021
US05969LAA98,10.0,11,2021
US05969LAA98,10.0,12,2021
US05969LAA98,10.0,1,2022
US05969LAA98,10.0,2,2022
US05969LAA98,10.0,3,2022
US05969LAA98,10.0,4,2022
US05969LAA98,10.0,5,2022
US05969LAA98,10.0,6,2022
US05969LAA98,10.0,7,2022
US05969LAA98,10.0,8,2022
US05969LAA98,10.0,9,2022
US05969LAA98,10.0,10,2022
US05969LAA98,10.0,11,2022
US05969LAA98,10.0,12,2022
US05969LAA98,10.0,1,2023
US05969LAA98,10.0,2,2023
US05969LAA98,10.0,3,2023
US05969LAA98,10.0,4,2023
US05969LAA98,10.0,5,2023
US05969LAA98,10.0,6,2023
US05969LAA98,10.0,7,2023
US05969LAB71,9.0,7,2016
US05969LAB71,9.0,8,2016
US05969LAB71,9.0,9,2016
US05969LAB71,9.0,10,2016
US05969LAB71,9.0,11,2016
US05969LAB71,9.0,12,2016
US05969LAB71,9.0,1,2017
US05969LAB71,9.0,2,2017
US05969LAB71,9.0,3,2017
US05969LAB71,9.0,4,2017
US05969LAB71,9.0,5,2017
US05969LAB71,9.0,6,2017
US05969LAB71,9.0,7,2017
US05969LAB71,9.0,8,2017
US05969LAB71,9.0,9,2017
US05969LAB71,9.0,10,2017
US05969LAB71,9.0,11,2017
US05969LAB71,9.0,12,2017
US05969LAB71,9.0,1,2018
US05969LAB71,9.0,2,2018
US05969LAB71,9.0,3,2018
US05969LAB71,9.0,4,2018
US05969LAB71,9.0,5,2018
US05969LAB71,9.0,6,2018
US05969LAB71,9.0,7,2018
US05969LAB71,9.0,8,2018
US05969LAB71,9.0,9,2018
US05969LAB71,9.0,10,2018
US05969LAB71,9.0,11,2018
US05969LAB71,9.0,12,2018
US05969LAB71,9.0,1,2019
US05969LAB71,9.0,2,2019
US05969LAB71,9.0,3,2019
US05969LAB71,9.0,4,2019
US05969LAB71,9.0,5,2019
US05969LAB71,9.0,6,2019
US05969LAB71,10.0,7,2019
US05969LAB71,10.0,8,2019
US05969LAB71,10.0,9,2019
US05969LAB71,10.0,10,2019
US05969LAB71,10.0,11,2019
US05969LAB71,10.0,12,2019
US05969LAB71,10.0,1,2020
US05969LAB71,10.0,2,2020
US05969LAB71,10.0,3,2020
US05969LAB71,11.0,4,2020
US05969LAB71,10.0,4,2020
US05969LAB71,10.0,5,2020
US05969LAB71,10.0,6,2020
US05969LAB71,10.0,7,2020
US05969LAB71,10.0,8,2020
US05969LAB71,10.0,9,2020
US05969LAB71,10.0,10,2020
US05969LAB71,10.0,11,2020
US05969LAB71,10.0,12,2020
US05969LAB71,10.0,1,2021
US05969LAB71,10.0,2,2021
US05969LAB71,10.0,3,2021
US05969LAB71,10.0,4,2021
US05969LAB71,10.0,5,2021
US05969LAB71,10.0,6,2021
US05969LAB71,10.0,7,2021
US05969LAB71,10.0,8,2021
US05969LAB71,10.0,9,2021
US05969LAB71,10.0,10,2021
US05969LAB71,10.0,11,2021
US05969LAB71,10.0,12,2021
US05969LAB71,10.0,1,2022
US05969LAB71,10.0,2,2022
US05969LAB71,10.0,3,2022
US05969LAB71,10.0,4,2022
US05969LAB71,10.0,5,2022
US05969LAB71,10.0,6,2022
US05969LAB71,10.0,7,2022
US05969LAB71,10.0,8,2022
US05969LAB71,10.0,9,2022
US05969LAB71,10.0,10,2022
US05969LAB71,10.0,11,2022
US05969LAB71,10.0,12,2022
US05969LAB71,10.0,1,2023
US05969LAB71,10.0,2,2023
US05969LAB71,10.0,3,2023
US05969LAB71,10.0,4,2023
US05969LAB71,10.0,5,2023
US05969LAB71,10.0,6,2023
US05969LAB71,10.0,7,2023
US05970FAC59,5.0,2,2020
US05970FAC59,5.0,3,2020
US05970FAC59,5.0,4,2020
US05970FAC59,5.0,5,2020
US05970FAC59,5.0,6,2020
US05970FAC59,5.0,7,2020
US05970FAC59,6.0,8,2020
US05970FAC59,6.0,9,2020
US05970FAC59,8.0,10,2020
US05970FAC59,8.0,11,2020
US05970FAC59,8.0,12,2020
US05970FAC59,8.0,1,2021
US05970FAC59,8.0,2,2021
US05970FAC59,8.0,3,2021
US05970FAC59,8.0,4,2021
US05970FAC59,8.0,5,2021
US05970FAC59,8.0,6,2021
US05970FAC59,8.0,7,2021
US05970FAC59,8.0,8,2021
US05970FAC59,8.0,9,2021
US05970FAC59,8.0,10,2021
US05970FAC59,8.0,11,2021
US05970FAC59,8.0,12,2021
US05970FAC59,8.0,1,2022
US05970FAC59,8.0,2,2022
US05970FAC59,8.0,3,2022
US05970FAC59,8.0,4,2022
US05970FAC59,8.0,5,2022
US05970FAC59,8.0,6,2022
US05970FAC59,8.0,7,2022
US05970FAC59,8.0,8,2022
US05970FAC59,6.0,9,2022
US05970FAC59,8.0,9,2022
US05970FAC59,8.0,10,2022
US05970FAC59,8.0,11,2022
US05970FAC59,8.0,12,2022
US05970FAC59,8.0,1,2023
US05970FAC59,8.0,2,2023
US05970FAC59,8.0,3,2023
US05970FAC59,8.0,4,2023
US05970FAC59,8.0,5,2023
US05970FAC59,8.0,6,2023
US05970FAC59,8.0,7,2023
US05970FAD33,5.0,10,2021
US05970FAD33,5.0,11,2021
US05970FAD33,5.0,12,2021
US05970FAD33,5.0,1,2022
US05970FAD33,5.0,2,2022
US05970FAD33,5.0,3,2022
US05970FAD33,5.0,4,2022
US05970FAD33,5.0,5,2022
US05970FAD33,5.0,6,2022
US05970FAD33,5.0,7,2022
US05970FAD33,5.0,8,2022
US05970FAD33,6.0,9,2022
US05970FAD33,5.0,9,2022
US05970FAD33,5.0,10,2022
US05970FAD33,5.0,11,2022
US05970FAD33,5.0,12,2022
US05970FAD33,5.0,1,2023
US05970FAD33,5.0,2,2023
US05970FAD33,5.0,3,2023
US05970FAD33,5.0,4,2023
US05970FAD33,5.0,5,2023
US05970FAD33,5.0,6,2023
US05970FAD33,5.0,7,2023
US05971WAC73,5.0,2,2020
US05971WAC73,5.0,3,2020
US05971WAC73,5.0,4,2020
US05971WAC73,5.0,5,2020
US05971WAC73,5.0,6,2020
US05971WAC73,5.0,7,2020
US05971WAC73,6.0,8,2020
US05971WAC73,6.0,9,2020
US05971WAC73,8.0,10,2020
US05971WAC73,8.0,11,2020
US05971WAC73,8.0,12,2020
US05971WAC73,8.0,1,2021
US05971WAC73,8.0,2,2021
US05971WAC73,8.0,3,2021
US05971WAC73,8.0,4,2021
US05971WAC73,8.0,5,2021
US05971WAC73,8.0,6,2021
US05971WAC73,8.0,7,2021
US05971WAC73,8.0,8,2021
US05971WAC73,8.0,9,2021
US05971WAC73,8.0,10,2021
US05971WAC73,8.0,11,2021
US05971WAC73,8.0,12,2021
US05971WAC73,8.0,1,2022
US05971WAC73,8.0,2,2022
US05971WAC73,8.0,3,2022
US05971WAC73,8.0,4,2022
US05971WAC73,8.0,5,2022
US05971WAC73,8.0,6,2022
US05971WAC73,8.0,7,2022
US05971WAC73,8.0,8,2022
US05971WAC73,6.0,9,2022
US05971WAC73,8.0,9,2022
US05971WAC73,8.0,10,2022
US05971WAC73,8.0,11,2022
US05971WAC73,8.0,12,2022
US05971WAC73,8.0,1,2023
US05971WAC73,8.0,2,2023
US05971WAC73,8.0,3,2023
US05971WAC73,8.0,4,2023
US05971WAC73,8.0,5,2023
US05971WAC73,8.0,6,2023
US05971WAC73,8.0,7,2023
US05971WAD56,5.0,10,2021
US05971WAD56,5.0,11,2021
US05971WAD56,5.0,12,2021
US05971WAD56,5.0,1,2022
US05971WAD56,5.0,2,2022
US05971WAD56,5.0,3,2022
US05971WAD56,5.0,4,2022
US05971WAD56,5.0,5,2022
US05971WAD56,5.0,6,2022
US05971WAD56,5.0,7,2022
US05971WAD56,5.0,8,2022
US05971WAD56,6.0,9,2022
US05971WAD56,5.0,9,2022
US05971WAD56,5.0,10,2022
US05971WAD56,5.0,11,2022
US05971WAD56,5.0,12,2022
US05971WAD56,5.0,1,2023
US05971WAD56,5.0,2,2023
US05971WAD56,5.0,3,2023
US05971WAD56,5.0,4,2023
US05971WAD56,5.0,5,2023
US05971WAD56,5.0,6,2023
US05971WAD56,5.0,7,2023
US05990KAC09,8.0,10,2020
US05990KAC09,8.0,11,2020
US05990KAC09,8.0,12,2020
US05990KAC09,8.0,1,2021
US05990KAC09,8.0,2,2021
US05990KAC09,8.0,3,2021
US05990KAC09,8.0,4,2021
US05990KAC09,8.0,5,2021
US05990KAC09,8.0,6,2021
US05990KAC09,8.0,7,2021
US05990KAC09,8.0,8,2021
US05990KAC09,8.0,9,2021
US05990KAC09,8.0,10,2021
US05990KAC09,8.0,11,2021
US05990KAC09,8.0,12,2021
US05990KAC09,8.0,1,2022
US05990KAC09,8.0,2,2022
US05990KAC09,8.0,3,2022
US05990KAC09,8.0,4,2022
US05990KAC09,8.0,5,2022
US05990KAC09,8.0,6,2022
US05990KAC09,8.0,7,2022
US05990KAC09,7.0,8,2022
US05990KAC09,8.0,8,2022
US05990KAC09,8.0,9,2022
US05990KAC09,8.0,10,2022
US05990KAC09,8.0,11,2022
US05990KAC09,8.0,12,2022
US05990KAC09,8.0,1,2023
US05990KAC09,8.0,2,2023
US05990KAC09,8.0,3,2023
US05990KAC09,8.0,4,2023
US05990KAC09,8.0,5,2023
US05990KAC09,8.0,6,2023
US05990KAC09,8.0,7,2023
US06048WL996,6.0,4,2021
US06048WL996,6.0,5,2021
US06048WL996,6.0,6,2021
US06048WL996,6.0,7,2021
US06048WL996,6.0,8,2021
US06048WL996,6.0,9,2021
US06048WL996,6.0,10,2021
US06048WL996,6.0,11,2021
US06048WL996,6.0,12,2021
US06048WL996,6.0,1,2022
US06048WL996,6.0,2,2022
US06048WL996,6.0,3,2022
US06048WL996,6.0,4,2022
US06048WL996,6.0,5,2022
US06048WL996,6.0,6,2022
US06048WL996,6.0,7,2022
US06048WL996,6.0,8,2022
US06048WL996,6.0,9,2022
US06048WL996,6.0,10,2022
US06048WL996,6.0,11,2022
US06048WL996,6.0,12,2022
US06048WL996,6.0,1,2023
US06048WL996,6.0,2,2023
US06048WL996,5.0,3,2023
US06048WL996,5.0,4,2023
US06048WL996,5.0,5,2023
US06048WL996,7.0,6,2023
US06048WL996,5.0,6,2023
US06048WL996,5.0,7,2023
US06048WM317,6.0,5,2021
US06048WM317,6.0,6,2021
US06048WM317,5.0,7,2021
US06048WM317,5.0,8,2021
US06048WM317,5.0,9,2021
US06048WM317,5.0,10,2021
US06048WM317,6.0,11,2021
US06048WM317,6.0,12,2021
US06048WM317,6.0,1,2022
US06048WM317,6.0,2,2022
US06048WM317,6.0,3,2022
US06048WM317,6.0,4,2022
US06048WM317,6.0,5,2022
US06048WM317,6.0,6,2022
US06048WM317,6.0,7,2022
US06048WM317,6.0,8,2022
US06048WM317,6.0,9,2022
US06048WM317,6.0,10,2022
US06048WM317,6.0,11,2022
US06048WM317,6.0,12,2022
US06048WM317,6.0,1,2023
US06048WM317,6.0,2,2023
US06048WM317,5.0,3,2023
US06048WM317,5.0,4,2023
US06048WM317,5.0,5,2023
US06048WM317,7.0,6,2023
US06048WM317,5.0,6,2023
US06048WM317,5.0,7,2023
US06048WM648,5.5,6,2021
US06048WM648,5.5,7,2021
US06048WM648,5.5,8,2021
US06048WM648,5.5,9,2021
US06048WM648,5.5,10,2021
US06048WM648,6.0,11,2021
US06048WM648,6.0,12,2021
US06048WM648,6.0,1,2022
US06048WM648,6.0,2,2022
US06048WM648,6.0,3,2022
US06048WM648,6.0,4,2022
US06048WM648,6.0,5,2022
US06048WM648,6.0,6,2022
US06048WM648,6.0,7,2022
US06048WM648,6.0,8,2022
US06048WM648,6.0,9,2022
US06048WM648,6.0,10,2022
US06048WM648,6.0,11,2022
US06048WM648,6.0,12,2022
US06048WM648,6.0,1,2023
US06048WM648,6.0,2,2023
US06048WM648,5.0,3,2023
US06048WM648,6.0,3,2023
US06048WM648,6.0,4,2023
US06048WM648,6.0,5,2023
US06048WM648,6.0,6,2023
US06048WM648,6.0,7,2023
US06048WM721,5.5,7,2021
US06048WM721,5.5,8,2021
US06048WM721,5.5,9,2021
US06048WM721,5.5,10,2021
US06048WM721,6.0,11,2021
US06048WM721,6.0,12,2021
US06048WM721,6.0,1,2022
US06048WM721,6.0,2,2022
US06048WM721,6.0,3,2022
US06048WM721,6.0,4,2022
US06048WM721,6.0,5,2022
US06048WM721,6.0,6,2022
US06048WM721,6.0,7,2022
US06048WM721,6.0,8,2022
US06048WM721,6.0,9,2022
US06048WM721,6.0,10,2022
US06048WM721,6.0,11,2022
US06048WM721,6.0,12,2022
US06048WM721,6.0,1,2023
US06048WM721,6.0,2,2023
US06048WM721,5.0,3,2023
US06048WM721,5.0,4,2023
US06048WM721,5.0,5,2023
US06048WM721,7.0,6,2023
US06048WM721,5.0,6,2023
US06048WM721,5.0,7,2023
US06048WN224,5.0,8,2021
US06048WN224,5.0,9,2021
US06048WN224,5.0,10,2021
US06048WN224,6.0,11,2021
US06048WN224,6.0,12,2021
US06048WN224,6.0,1,2022
US06048WN224,6.0,2,2022
US06048WN224,6.0,3,2022
US06048WN224,6.0,4,2022
US06048WN224,6.0,5,2022
US06048WN224,6.0,6,2022
US06048WN224,6.0,7,2022
US06048WN224,6.0,8,2022
US06048WN224,6.0,9,2022
US06048WN224,6.0,10,2022
US06048WN224,6.0,11,2022
US06048WN224,6.0,12,2022
US06048WN224,6.0,1,2023
US06048WN224,6.0,2,2023
US06048WN224,5.0,3,2023
US06048WN224,5.0,4,2023
US06048WN224,5.0,5,2023
US06048WN224,7.0,6,2023
US06048WN224,5.0,6,2023
US06048WN224,5.0,7,2023
US06048WN554,5.5,8,2021
US06048WN554,5.5,9,2021
US06048WN554,5.5,10,2021
US06048WN554,6.0,11,2021
US06048WN554,6.0,12,2021
US06048WN554,6.0,1,2022
US06048WN554,6.0,2,2022
US06048WN554,6.0,3,2022
US06048WN554,6.0,4,2022
US06048WN554,6.0,5,2022
US06048WN554,6.0,6,2022
US06048WN554,6.0,7,2022
US06048WN554,6.0,8,2022
US06048WN554,6.0,9,2022
US06048WN554,6.0,10,2022
US06048WN554,6.0,11,2022
US06048WN554,6.0,12,2022
US06048WN554,6.0,1,2023
US06048WN554,6.0,2,2023
US06048WN554,5.0,3,2023
US06048WN554,6.0,3,2023
US06048WN554,6.0,4,2023
US06048WN554,6.0,5,2023
US06048WN554,6.0,6,2023
US06048WN554,6.0,7,2023
US06048WN638,5.5,8,2021
US06048WN638,5.5,9,2021
US06048WN638,5.5,10,2021
US06048WN638,6.0,11,2021
US06048WN638,6.0,12,2021
US06048WN638,6.0,1,2022
US06048WN638,6.0,2,2022
US06048WN638,6.0,3,2022
US06048WN638,6.0,4,2022
US06048WN638,6.0,5,2022
US06048WN638,6.0,6,2022
US06048WN638,6.0,7,2022
US06048WN638,6.0,8,2022
US06048WN638,6.0,9,2022
US06048WN638,6.0,10,2022
US06048WN638,6.0,11,2022
US06048WN638,6.0,12,2022
US06048WN638,6.0,1,2023
US06048WN638,6.0,2,2023
US06048WN638,5.0,3,2023
US06048WN638,5.0,4,2023
US06048WN638,5.0,5,2023
US06048WN638,7.0,6,2023
US06048WN638,5.0,6,2023
US06048WN638,5.0,7,2023
US06048WP385,5.5,9,2021
US06048WP385,5.5,10,2021
US06048WP385,6.0,11,2021
US06048WP385,6.0,12,2021
US06048WP385,6.0,1,2022
US06048WP385,6.0,2,2022
US06048WP385,6.0,3,2022
US06048WP385,6.0,4,2022
US06048WP385,6.0,5,2022
US06048WP385,6.0,6,2022
US06048WP385,6.0,7,2022
US06048WP385,6.0,8,2022
US06048WP385,6.0,9,2022
US06048WP385,6.0,10,2022
US06048WP385,6.0,11,2022
US06048WP385,6.0,12,2022
US06048WP385,6.0,1,2023
US06048WP385,6.0,2,2023
US06048WP385,5.0,3,2023
US06048WP385,6.0,3,2023
US06048WP385,6.0,4,2023
US06048WP385,6.0,5,2023
US06048WP385,6.0,6,2023
US06048WP385,6.0,7,2023
US06048WQ607,5.0,3,2021
US06048WQ607,5.0,4,2021
US06048WQ607,5.0,5,2021
US06048WQ607,5.0,6,2021
US06048WQ607,5.0,7,2021
US06048WQ607,5.0,8,2021
US06048WQ607,5.0,9,2021
US06048WQ607,5.0,10,2021
US06048WQ607,5.5,11,2021
US06048WQ607,5.5,12,2021
US06048WQ607,5.5,1,2022
US06048WQ607,5.5,2,2022
US06048WQ607,5.5,3,2022
US06048WQ607,5.5,4,2022
US06048WQ607,5.5,5,2022
US06048WQ607,5.5,6,2022
US06048WQ607,5.5,7,2022
US06048WQ607,5.5,8,2022
US06048WQ607,5.5,9,2022
US06048WQ607,5.5,10,2022
US06048WQ607,5.5,11,2022
US06048WQ607,5.5,12,2022
US06048WQ607,5.5,1,2023
US06048WQ607,5.5,2,2023
US06048WQ607,5.0,3,2023
US06048WQ607,5.0,4,2023
US06048WQ607,5.0,5,2023
US06048WQ607,7.0,6,2023
US06048WQ607,5.0,6,2023
US06048WQ607,5.0,7,2023
US06048WR365,6.0,6,2021
US06048WR365,5.0,7,2021
US06048WR365,5.0,8,2021
US06048WR365,5.0,9,2021
US06048WR365,5.0,10,2021
US06048WR365,5.0,11,2021
US06048WR365,5.0,12,2021
US06048WR365,5.0,1,2022
US06048WR365,5.0,2,2022
US06048WR365,5.0,3,2022
US06048WR365,5.0,4,2022
US06048WR365,5.0,5,2022
US06048WR365,5.0,6,2022
US06048WR365,5.0,7,2022
US06048WR365,5.0,8,2022
US06048WR365,5.0,9,2022
US06048WR365,5.0,10,2022
US06048WR365,5.0,11,2022
US06048WR365,5.0,12,2022
US06048WR365,5.0,1,2023
US06048WR365,5.0,2,2023
US06048WR365,5.0,3,2023
US06048WR365,5.0,4,2023
US06048WR365,5.0,5,2023
US06048WR365,7.0,6,2023
US06048WR365,5.0,6,2023
US06048WR365,5.0,7,2023
US06048WV318,5.333333333333333,4,2022
US06048WV318,5.333333333333333,5,2022
US06048WV318,5.333333333333333,6,2022
US06048WV318,5.333333333333333,7,2022
US06048WV318,5.333333333333333,8,2022
US06048WV318,5.333333333333333,9,2022
US06048WV318,5.333333333333333,10,2022
US06048WV318,5.333333333333333,11,2022
US06048WV318,5.333333333333333,12,2022
US06048WV318,5.333333333333333,1,2023
US06048WV318,5.333333333333333,2,2023
US06048WV318,5.0,3,2023
US06048WV318,5.333333333333333,3,2023
US06048WV318,5.333333333333333,4,2023
US06048WV318,5.333333333333333,5,2023
US06048WV318,5.333333333333333,6,2023
US06048WV318,5.333333333333333,7,2023
US06048WV565,5.5,4,2022
US06048WV565,5.5,5,2022
US06048WV565,5.5,6,2022
US06048WV565,5.5,7,2022
US06048WV565,5.5,8,2022
US06048WV565,5.5,9,2022
US06048WV565,5.5,10,2022
US06048WV565,5.5,11,2022
US06048WV565,5.5,12,2022
US06048WV565,5.5,1,2023
US06048WV565,5.5,2,2023
US06048WV565,5.0,3,2023
US06048WV565,5.0,4,2023
US06048WV565,5.0,5,2023
US06048WV565,7.0,6,2023
US06048WV565,5.0,6,2023
US06048WV565,5.0,7,2023
US06048WV649,5.0,5,2022
US06048WV649,5.0,6,2022
US06048WV649,5.0,7,2022
US06048WV649,5.0,8,2022
US06048WV649,5.5,9,2022
US06048WV649,5.5,10,2022
US06048WV649,5.5,11,2022
US06048WV649,5.5,12,2022
US06048WV649,5.5,1,2023
US06048WV649,5.5,2,2023
US06048WV649,5.0,3,2023
US06048WV649,5.5,3,2023
US06048WV649,5.5,4,2023
US06048WV649,5.5,5,2023
US06048WV649,5.5,6,2023
US06048WV649,5.5,7,2023
US06048WV987,5.333333333333333,5,2022
US06048WV987,5.333333333333333,6,2022
US06048WV987,5.333333333333333,7,2022
US06048WV987,5.333333333333333,8,2022
US06048WV987,5.333333333333333,9,2022
US06048WV987,5.333333333333333,10,2022
US06048WV987,5.333333333333333,11,2022
US06048WV987,5.333333333333333,12,2022
US06048WV987,5.333333333333333,1,2023
US06048WV987,5.333333333333333,2,2023
US06048WV987,5.0,3,2023
US06048WV987,5.333333333333333,3,2023
US06048WV987,5.333333333333333,4,2023
US06048WV987,5.333333333333333,5,2023
US06048WV987,5.333333333333333,6,2023
US06048WV987,5.333333333333333,7,2023
US06048WW639,5.5,6,2022
US06048WW639,5.5,7,2022
US06048WW639,5.5,8,2022
US06048WW639,5.5,9,2022
US06048WW639,5.5,10,2022
US06048WW639,5.5,11,2022
US06048WW639,5.5,12,2022
US06048WW639,5.5,1,2023
US06048WW639,5.5,2,2023
US06048WW639,5.0,3,2023
US06048WW639,5.0,4,2023
US06048WW639,5.0,5,2023
US06048WW639,7.0,6,2023
US06048WW639,5.0,6,2023
US06048WW639,5.0,7,2023
US06048WY205,5.5,7,2022
US06048WY205,5.5,8,2022
US06048WY205,5.0,9,2022
US06048WY205,5.0,10,2022
US06048WY205,5.0,11,2022
US06048WY205,5.0,12,2022
US06048WY205,5.0,1,2023
US06048WY205,5.0,2,2023
US06048WY205,5.0,3,2023
US06048WY205,5.0,3,2023
US06048WY205,5.0,4,2023
US06048WY205,5.0,5,2023
US06048WY205,5.0,6,2023
US06048WY205,5.0,7,2023
US06048WZ293,5.0,10,2022
US06048WZ293,5.0,11,2022
US06048WZ293,5.5,12,2022
US06048WZ293,5.5,1,2023
US06048WZ293,5.5,2,2023
US06048WZ293,5.0,3,2023
US06048WZ293,5.0,4,2023
US06048WZ293,5.0,5,2023
US06048WZ293,7.0,6,2023
US06048WZ293,5.0,6,2023
US06048WZ293,5.0,7,2023
US06048WZ863,5.5,10,2022
US06048WZ863,5.5,11,2022
US06048WZ863,5.5,12,2022
US06048WZ863,5.5,1,2023
US06048WZ863,5.5,2,2023
US06048WZ863,5.0,3,2023
US06048WZ863,5.5,3,2023
US06048WZ863,5.5,4,2023
US06048WZ863,5.5,5,2023
US06048WZ863,5.5,6,2023
US06048WZ863,5.5,7,2023
US06051GEN51,6.0,9,2011
US06051GEN51,6.0,10,2011
US06051GEN51,6.0,11,2011
US06051GEN51,6.0,12,2011
US06051GEN51,6.0,1,2012
US06051GEN51,6.0,2,2012
US06051GEN51,6.0,3,2012
US06051GEN51,6.0,4,2012
US06051GEN51,6.0,5,2012
US06051GEN51,8.5,6,2012
US06051GEN51,8.5,7,2012
US06051GEN51,8.5,8,2012
US06051GEN51,8.5,9,2012
US06051GEN51,7.0,10,2012
US06051GEN51,7.0,11,2012
US06051GEN51,7.0,12,2012
US06051GEN51,7.0,1,2013
US06051GEN51,7.0,2,2013
US06051GEN51,7.0,3,2013
US06051GEN51,6.0,4,2013
US06051GEN51,6.0,5,2013
US06051GEN51,6.0,6,2013
US06051GEN51,6.0,7,2013
US06051GEN51,6.0,8,2013
US06051GEN51,6.0,9,2013
US06051GEN51,7.0,10,2013
US06051GEN51,7.0,11,2013
US06051GEN51,7.0,12,2013
US06051GEN51,7.0,1,2014
US06051GEN51,7.0,2,2014
US06051GEN51,7.0,3,2014
US06051GEN51,7.0,4,2014
US06051GEN51,7.0,5,2014
US06051GEN51,7.0,6,2014
US06051GEN51,7.0,7,2014
US06051GEN51,7.0,8,2014
US06051GEN51,7.0,9,2014
US06051GEN51,7.0,10,2014
US06051GEN51,7.0,11,2014
US06051GEN51,7.0,12,2014
US06051GEN51,7.0,1,2015
US06051GEN51,7.0,2,2015
US06051GEN51,7.0,3,2015
US06051GEN51,7.0,4,2015
US06051GEN51,8.0,5,2015
US06051GEN51,8.0,6,2015
US06051GEN51,8.0,7,2015
US06051GEN51,8.0,8,2015
US06051GEN51,8.0,9,2015
US06051GEN51,8.0,10,2015
US06051GEN51,7.0,11,2015
US06051GEN51,7.0,12,2015
US06051GEN51,6.0,1,2016
US06051GEN51,6.0,2,2016
US06051GEN51,6.0,3,2016
US06051GEN51,6.0,4,2016
US06051GEN51,6.0,5,2016
US06051GEN51,6.0,6,2016
US06051GEN51,6.0,7,2016
US06051GEN51,6.0,8,2016
US06051GEN51,6.0,9,2016
US06051GEN51,6.0,10,2016
US06051GEN51,6.0,11,2016
US06051GEN51,6.0,12,2016
US06051GEN51,8.0,1,2017
US06051GEN51,6.0,2,2017
US06051GEN51,6.0,3,2017
US06051GEN51,6.0,4,2017
US06051GEN51,6.0,5,2017
US06051GEN51,7.0,6,2017
US06051GEN51,6.0,7,2017
US06051GEN51,6.0,8,2017
US06051GEN51,6.0,9,2017
US06051GEN51,6.0,10,2017
US06051GEN51,6.0,11,2017
US06051GEN51,6.0,12,2017
US06051GEN51,6.0,1,2018
US06051GEN51,6.0,2,2018
US06051GEN51,6.0,3,2018
