ISIN,Rating Rank,Month,Year
FR0012007458,7.0,2,2015
FR0012007458,7.0,3,2015
FR0012007458,7.0,4,2015
FR0012007458,7.0,5,2015
FR0012007458,7.0,6,2015
FR0012007458,7.0,7,2015
FR0012007458,7.0,8,2015
FR0012007458,7.0,9,2015
FR0012007458,7.0,10,2015
FR0012007458,7.0,11,2015
FR0012007458,7.0,12,2015
FR0012007458,7.0,1,2016
FR0012007458,7.0,2,2016
FR0012007458,7.0,3,2016
FR0012007458,7.0,4,2016
FR0012007458,7.0,5,2016
FR0012007458,7.0,6,2016
FR0012007458,7.0,7,2016
FR0012007458,7.0,8,2016
FR0012007458,7.0,9,2016
FR0012007458,7.0,10,2016
FR0012007458,7.0,11,2016
FR0012007458,7.0,12,2016
FR0012007458,7.0,1,2017
FR0012007458,7.0,2,2017
FR0012007458,7.0,3,2017
FR0012007458,7.0,4,2017
FR0012007458,7.0,5,2017
FR0012007458,7.0,6,2017
FR0012007458,7.0,7,2017
FR0012007458,7.0,8,2017
FR0012007458,7.0,9,2017
FR0012007458,7.0,10,2017
FR0012007458,7.0,11,2017
FR0012007458,7.0,12,2017
FR0012007458,7.0,1,2018
FR0012007458,7.0,2,2018
FR0012007458,7.0,3,2018
FR0012007458,6.0,4,2018
FR0012007458,6.0,5,2018
FR0012007458,6.0,6,2018
FR0012007458,6.0,7,2018
FR0012007458,6.0,8,2018
FR0012007458,6.0,9,2018
FR0012007458,6.0,10,2018
FR0012007458,6.0,11,2018
FR0012007458,6.0,12,2018
FR0012007458,6.0,1,2019
FR0012007458,6.0,2,2019
FR0012007458,6.0,3,2019
FR0012007458,6.0,4,2019
FR0012007458,6.0,5,2019
FR0012007458,6.0,6,2019
FR0012007458,6.0,7,2019
FR0012007458,6.0,8,2019
FR0012007458,6.0,9,2019
FR0012007458,6.0,10,2019
FR0012007458,6.0,11,2019
FR0012007458,6.0,12,2019
FR0012007458,6.0,1,2020
FR0012007458,6.0,2,2020
FR0012007458,6.0,3,2020
FR0012007458,6.0,4,2020
FR0012007458,6.0,5,2020
FR0012007458,6.0,6,2020
FR0012007458,6.0,7,2020
FR0012007458,6.0,8,2020
FR0012007458,6.0,9,2020
FR0012007458,6.0,10,2020
FR0012007458,6.0,11,2020
FR0012007458,6.0,12,2020
FR0012007458,6.0,1,2021
FR0012007458,6.0,2,2021
FR0012007458,6.0,3,2021
FR0012007458,6.0,4,2021
FR0012007458,6.0,5,2021
FR0012007458,6.0,6,2021
FR0012007458,6.0,7,2021
FR0012007458,6.0,8,2021
FR0012007458,6.0,9,2021
FR0012007458,6.0,10,2021
FR0012007458,6.0,11,2021
FR0012007458,6.0,12,2021
FR0012007458,6.0,1,2022
FR0012007458,6.0,2,2022
FR0012007458,6.0,3,2022
FR0012007458,6.0,4,2022
FR0012007458,6.0,5,2022
FR0012007458,6.0,6,2022
FR0012007458,6.0,7,2022
FR0012007458,6.0,8,2022
FR0012007458,6.0,9,2022
FR0012007458,5.0,10,2022
FR0012007458,6.0,10,2022
FR0012007458,6.0,11,2022
FR0012007458,6.0,12,2022
FR0012007458,6.0,1,2023
FR0012007458,6.0,2,2023
FR0012007458,6.0,3,2023
FR0012007458,6.0,4,2023
FR0012007458,6.0,5,2023
FR0012007458,6.0,6,2023
FR0012007458,6.0,7,2023
FR0013240645,7.0,7,2017
FR0013240645,7.0,8,2017
FR0013240645,7.0,9,2017
FR0013240645,7.0,10,2017
FR0013240645,7.0,11,2017
FR0013240645,7.0,12,2017
FR0013240645,7.0,1,2018
FR0013240645,7.0,2,2018
FR0013240645,7.0,3,2018
FR0013240645,6.0,4,2018
FR0013240645,6.0,5,2018
FR0013240645,6.0,6,2018
FR0013240645,6.0,7,2018
FR0013240645,6.0,8,2018
FR0013240645,6.0,9,2018
FR0013240645,6.0,10,2018
FR0013240645,6.0,11,2018
FR0013240645,6.0,12,2018
FR0013240645,6.0,1,2019
FR0013240645,6.0,2,2019
FR0013240645,6.0,3,2019
FR0013240645,6.0,4,2019
FR0013240645,6.0,5,2019
FR0013240645,6.0,6,2019
FR0013240645,6.0,7,2019
FR0013240645,6.0,8,2019
FR0013240645,6.0,9,2019
FR0013240645,6.0,10,2019
FR0013240645,6.0,11,2019
FR0013240645,6.0,12,2019
FR0013240645,6.0,1,2020
FR0013240645,6.0,2,2020
FR0013240645,6.0,3,2020
FR0013240645,6.0,4,2020
FR0013240645,6.0,5,2020
FR0013240645,6.0,6,2020
FR0013240645,6.0,7,2020
FR0013240645,6.0,8,2020
FR0013240645,6.0,9,2020
FR0013240645,6.0,10,2020
FR0013240645,6.0,11,2020
FR0013240645,6.0,12,2020
FR0013240645,6.0,1,2021
FR0013240645,6.0,2,2021
FR0013240645,6.0,3,2021
FR0013240645,6.0,4,2021
FR0013240645,6.0,5,2021
FR0013240645,6.0,6,2021
FR0013240645,6.0,7,2021
FR0013240645,6.0,8,2021
FR0013240645,6.0,9,2021
FR0013240645,6.0,10,2021
FR0013240645,6.0,11,2021
FR0013240645,6.0,12,2021
FR0013240645,6.0,1,2022
FR0013240645,6.0,2,2022
FR0013240645,6.0,3,2022
FR0013240645,6.0,4,2022
FR0013240645,6.0,5,2022
FR0013240645,6.0,6,2022
FR0013240645,6.0,7,2022
FR0013240645,6.0,8,2022
FR0013240645,6.0,9,2022
FR0013240645,5.0,10,2022
FR0013240645,6.0,10,2022
FR0013240645,6.0,11,2022
FR0013240645,6.0,12,2022
FR0013240645,6.0,1,2023
FR0013240645,6.0,2,2023
FR0013240645,6.0,3,2023
FR0013240645,6.0,4,2023
FR0013240645,6.0,5,2023
FR0013240645,6.0,6,2023
FR0013240645,6.0,7,2023
FR0013464435,8.0,11,2019
FR0013464435,8.0,12,2019
FR0013464435,8.0,1,2020
FR0013464435,8.0,2,2020
FR0013464435,8.0,3,2020
FR0013464435,9.0,4,2020
FR0013464435,8.0,5,2020
FR0013464435,8.0,6,2020
FR0013464435,8.0,7,2020
FR0013464435,8.0,8,2020
FR0013464435,8.0,9,2020
FR0013464435,8.0,10,2020
FR0013464435,8.0,11,2020
FR0013464435,8.0,12,2020
FR0013464435,8.0,1,2021
FR0013464435,8.0,2,2021
FR0013464435,8.0,3,2021
FR0013464435,8.0,4,2021
FR0013464435,8.0,5,2021
FR0013464435,8.0,6,2021
FR0013464435,8.0,7,2021
FR0013464435,8.0,8,2021
FR0013464435,8.0,9,2021
FR0013464435,8.0,10,2021
FR0013464435,8.0,11,2021
FR0013464435,8.0,12,2021
FR0013464435,8.0,1,2022
FR0013464435,8.0,2,2022
FR0013464435,8.0,3,2022
FR0013464435,8.0,4,2022
FR0013464435,8.0,5,2022
FR0013464435,8.0,6,2022
FR0013464435,8.0,7,2022
FR0013464435,8.0,8,2022
FR0013464435,8.0,9,2022
FR0013464435,8.0,10,2022
FR0013464435,8.0,11,2022
FR0013464435,9.0,12,2022
FR0013464435,8.0,12,2022
FR0013464435,8.0,1,2023
FR0013464435,8.0,2,2023
FR0013464435,8.0,3,2023
FR0013464435,8.0,4,2023
FR0013464435,8.0,5,2023
FR0013464435,8.0,6,2023
FR0013464435,8.0,7,2023
FR0014001VD2,2.0,4,2021
FR0014001VD2,3.0,5,2021
FR0014001VD2,3.0,6,2021
FR0014001VD2,3.0,7,2021
FR0014001VD2,3.0,8,2021
FR0014001VD2,3.0,9,2021
FR0014001VD2,3.0,10,2021
FR0014001VD2,3.0,11,2021
FR0014001VD2,3.0,12,2021
FR0014001VD2,2.0,1,2022
FR0014001VD2,2.0,2,2022
FR0014001VD2,2.0,3,2022
FR0014001VD2,2.0,4,2022
FR0014001VD2,2.0,5,2022
FR0014001VD2,2.0,6,2022
FR0014001VD2,2.0,7,2022
FR0014001VD2,2.0,8,2022
FR0014001VD2,2.0,9,2022
FR0014001VD2,2.0,10,2022
FR0014001VD2,2.0,11,2022
FR0014001VD2,3.0,12,2022
FR0014001VD2,2.0,1,2023
FR0014001VD2,3.0,1,2023
FR0014001VD2,3.0,2,2023
FR0014001VD2,3.0,3,2023
FR0014001VD2,3.0,4,2023
FR0014001VD2,3.0,5,2023
FR0014001VD2,3.0,6,2023
FR0014001VD2,3.0,7,2023
HK0000895703,4.0,12,2022
HK0000895703,4.0,1,2023
HK0000895703,4.0,2,2023
HK0000895703,4.0,3,2023
HK0000895703,4.0,3,2023
HK0000895703,4.0,4,2023
HK0000895703,4.0,5,2023
HK0000895703,4.0,6,2023
HK0000895703,4.0,7,2023
IT0005331753,10.0,4,2018
IT0005331753,10.0,5,2018
IT0005331753,10.0,6,2018
IT0005331753,10.0,7,2018
IT0005331753,10.0,8,2018
IT0005331753,10.0,9,2018
IT0005331753,10.0,10,2018
IT0005331753,10.0,11,2018
IT0005331753,10.0,12,2018
IT0005331753,10.0,1,2019
IT0005331753,10.0,2,2019
IT0005331753,10.0,3,2019
IT0005331753,10.0,4,2019
IT0005331753,10.0,5,2019
IT0005331753,10.0,6,2019
IT0005331753,10.0,7,2019
IT0005331753,10.0,8,2019
IT0005331753,10.0,9,2019
IT0005331753,10.0,10,2019
IT0005331753,10.0,11,2019
IT0005331753,10.0,12,2019
IT0005331753,10.0,1,2020
IT0005331753,10.0,2,2020
IT0005331753,10.0,3,2020
IT0005331753,10.0,4,2020
IT0005331753,10.0,5,2020
IT0005331753,10.0,6,2020
IT0005331753,10.0,7,2020
IT0005331753,10.0,8,2020
IT0005331753,10.0,9,2020
IT0005331753,10.0,10,2020
IT0005331753,10.0,11,2020
IT0005331753,11.0,12,2020
IT0005331753,11.0,1,2021
IT0005331753,11.0,2,2021
IT0005331753,11.0,3,2021
IT0005331753,11.0,4,2021
IT0005331753,11.0,5,2021
IT0005331753,11.0,6,2021
IT0005331753,11.0,7,2021
IT0005331753,11.0,8,2021
IT0005331753,11.0,9,2021
IT0005331753,11.0,10,2021
IT0005331753,11.0,11,2021
IT0005331753,10.0,12,2021
IT0005331753,11.0,12,2021
IT0005331753,11.0,1,2022
IT0005331753,11.0,2,2022
IT0005331753,11.0,3,2022
IT0005331753,11.0,4,2022
IT0005331753,11.0,5,2022
IT0005331753,11.0,6,2022
IT0005331753,11.0,7,2022
IT0005331753,11.0,8,2022
IT0005331753,11.0,9,2022
IT0005331753,11.0,10,2022
IT0005331753,11.0,11,2022
IT0005331753,11.0,12,2022
IT0005331753,11.0,1,2023
IT0005331753,11.0,2,2023
IT0005331753,11.0,3,2023
IT0005331753,11.0,4,2023
IT0005331753,11.0,5,2023
IT0005331753,11.0,6,2023
IT0005331753,11.0,7,2023
IT0005398943,10.0,1,2020
IT0005398943,10.0,2,2020
IT0005398943,10.0,3,2020
IT0005398943,10.0,4,2020
IT0005398943,10.0,5,2020
IT0005398943,10.0,6,2020
IT0005398943,10.0,7,2020
IT0005398943,10.0,8,2020
IT0005398943,10.0,9,2020
IT0005398943,10.0,10,2020
IT0005398943,10.0,11,2020
IT0005398943,11.0,12,2020
IT0005398943,11.0,1,2021
IT0005398943,11.0,2,2021
IT0005398943,11.0,3,2021
IT0005398943,11.0,4,2021
IT0005398943,11.0,5,2021
IT0005398943,11.0,6,2021
IT0005398943,11.0,7,2021
IT0005398943,11.0,8,2021
IT0005398943,11.0,9,2021
IT0005398943,11.0,10,2021
IT0005398943,11.0,11,2021
IT0005398943,10.0,12,2021
IT0005398943,11.0,12,2021
IT0005398943,11.0,1,2022
IT0005398943,11.0,2,2022
IT0005398943,11.0,3,2022
IT0005398943,11.0,4,2022
IT0005398943,11.0,5,2022
IT0005398943,11.0,6,2022
IT0005398943,11.0,7,2022
IT0005398943,11.0,8,2022
IT0005398943,11.0,9,2022
IT0005398943,11.0,10,2022
IT0005398943,11.0,11,2022
IT0005398943,11.0,12,2022
IT0005398943,11.0,1,2023
IT0005398943,11.0,2,2023
IT0005398943,11.0,3,2023
IT0005398943,11.0,4,2023
IT0005398943,11.0,5,2023
IT0005398943,11.0,6,2023
IT0005398943,11.0,7,2023
IT0005467722,11.0,11,2021
IT0005467722,10.0,12,2021
IT0005467722,10.0,1,2022
IT0005467722,10.0,2,2022
IT0005467722,10.0,3,2022
IT0005467722,10.0,4,2022
IT0005467722,10.0,5,2022
IT0005467722,10.0,6,2022
IT0005467722,10.0,7,2022
IT0005467722,10.0,7,2022
IT0005467722,10.0,8,2022
IT0005467722,10.0,9,2022
IT0005467722,10.0,10,2022
IT0005467722,10.0,11,2022
IT0005467722,10.0,12,2022
IT0005467722,10.0,1,2023
IT0005467722,10.0,2,2023
IT0005467722,10.0,3,2023
IT0005467722,10.0,4,2023
IT0005467722,10.0,5,2023
IT0005467722,10.0,6,2023
IT0005467722,10.0,7,2023
IT0005528747,10.0,12,2022
IT0005528747,10.0,1,2023
IT0005528747,10.0,2,2023
IT0005528747,10.0,3,2023
IT0005528747,10.0,4,2023
IT0005528747,10.0,5,2023
IT0005528747,10.0,6,2023
IT0005528747,10.0,6,2023
IT0005528747,10.0,7,2023
IT0005543720,10.0,4,2023
IT0005543720,10.0,5,2023
IT0005543720,10.0,5,2023
IT0005543720,10.0,6,2023
IT0005543720,10.0,7,2023
KR356205G424,1.6666666666666667,2,2014
KR356205G424,1.6666666666666667,3,2014
KR356205G424,1.6666666666666667,4,2014
KR356205G424,1.6666666666666667,5,2014
KR356205G424,1.6666666666666667,6,2014
KR356205G424,1.6666666666666667,7,2014
KR356205G424,1.6666666666666667,8,2014
KR356205G424,1.6666666666666667,9,2014
KR356205G424,1.6666666666666667,9,2014
KR356205G424,1.6666666666666667,10,2014
KR356205G424,1.6666666666666667,11,2014
KR356205G424,1.6666666666666667,12,2014
KR356205G424,1.6666666666666667,1,2015
KR356205G424,1.6666666666666667,2,2015
KR356205G424,1.6666666666666667,3,2015
KR356205G424,1.6666666666666667,4,2015
KR356205G424,1.6666666666666667,5,2015
KR356205G424,1.6666666666666667,6,2015
KR356205G424,1.6666666666666667,7,2015
KR356205G424,1.6666666666666667,8,2015
KR356205G424,1.6666666666666667,9,2015
KR356205G424,1.6666666666666667,10,2015
KR356205G424,1.6666666666666667,11,2015
KR356205G424,1.6666666666666667,12,2015
KR356205G424,1.6666666666666667,1,2016
KR356205G424,1.6666666666666667,2,2016
KR356205G424,1.6666666666666667,3,2016
KR356205G424,1.6666666666666667,4,2016
KR356205G424,1.6666666666666667,5,2016
KR356205G424,1.6666666666666667,6,2016
KR356205G424,1.6666666666666667,7,2016
KR356205G424,1.6666666666666667,8,2016
KR356205G424,1.6666666666666667,9,2016
KR356205G424,1.6666666666666667,10,2016
KR356205G424,1.6666666666666667,11,2016
KR356205G424,1.6666666666666667,12,2016
KR356205G424,1.6666666666666667,1,2017
KR356205G424,1.6666666666666667,2,2017
KR356205G424,1.6666666666666667,3,2017
KR356205G424,1.6666666666666667,4,2017
KR356205G424,1.6666666666666667,5,2017
KR356205G424,1.6666666666666667,6,2017
KR356205G424,1.6666666666666667,7,2017
KR356205G424,1.6666666666666667,8,2017
KR356205G424,1.6666666666666667,9,2017
KR356205G424,1.6666666666666667,10,2017
KR356205G424,1.6666666666666667,11,2017
KR356205G424,1.6666666666666667,12,2017
KR356205G424,1.6666666666666667,1,2018
KR356205G424,1.6666666666666667,2,2018
KR356205G424,1.6666666666666667,3,2018
KR356205G424,1.6666666666666667,4,2018
KR356205G424,1.6666666666666667,5,2018
KR356205G424,1.6666666666666667,6,2018
KR356205G424,1.6666666666666667,7,2018
KR356205G424,1.6666666666666667,8,2018
KR356205G424,1.6666666666666667,9,2018
KR356205G424,1.6666666666666667,10,2018
KR356205G424,1.6666666666666667,11,2018
KR356205G424,1.6666666666666667,12,2018
KR356205G424,1.6666666666666667,1,2019
KR356205G424,1.6666666666666667,2,2019
KR356205G424,1.6666666666666667,3,2019
KR356205G424,1.6666666666666667,4,2019
KR356205G424,1.6666666666666667,5,2019
KR356205G424,1.6666666666666667,6,2019
KR356205G424,1.6666666666666667,7,2019
KR356205G424,1.6666666666666667,8,2019
KR356205G424,1.6666666666666667,9,2019
KR356205G424,1.6666666666666667,10,2019
KR356205G424,1.6666666666666667,11,2019
KR356205G424,1.6666666666666667,12,2019
KR356205G424,1.6666666666666667,1,2020
KR356205G424,1.6666666666666667,2,2020
KR356205G424,1.6666666666666667,3,2020
KR356205G424,1.6666666666666667,4,2020
KR356205G424,1.6666666666666667,5,2020
KR356205G424,1.6666666666666667,6,2020
KR356205G424,1.6666666666666667,7,2020
KR356205G424,1.6666666666666667,8,2020
KR356205G424,1.6666666666666667,9,2020
KR356205G424,1.6666666666666667,10,2020
KR356205G424,1.6666666666666667,11,2020
KR356205G424,1.6666666666666667,12,2020
KR356205G424,1.6666666666666667,1,2021
KR356205G424,1.6666666666666667,2,2021
KR356205G424,1.6666666666666667,3,2021
KR356205G424,1.6666666666666667,4,2021
KR356205G424,1.6666666666666667,5,2021
KR356205G424,1.6666666666666667,6,2021
KR356205G424,1.6666666666666667,7,2021
KR356205G424,1.6666666666666667,8,2021
KR356205G424,1.6666666666666667,9,2021
KR356205G424,1.6666666666666667,10,2021
KR356205G424,1.6666666666666667,11,2021
KR356205G424,1.6666666666666667,12,2021
KR356205G424,1.6666666666666667,1,2022
KR356205G424,1.6666666666666667,2,2022
KR356205G424,1.6666666666666667,3,2022
KR356205G424,1.6666666666666667,4,2022
KR356205G424,1.6666666666666667,5,2022
KR356205G424,1.6666666666666667,6,2022
KR356205G424,1.6666666666666667,7,2022
KR356205G424,1.6666666666666667,8,2022
KR356205G424,1.6666666666666667,9,2022
KR356205G424,1.6666666666666667,10,2022
KR356205G424,1.6666666666666667,11,2022
KR356205G424,1.6666666666666667,12,2022
KR356205G424,1.6666666666666667,1,2023
KR356205G424,1.6666666666666667,2,2023
KR356205G424,1.6666666666666667,3,2023
KR356205G424,1.6666666666666667,4,2023
KR356205G424,1.6666666666666667,5,2023
KR356205G424,1.6666666666666667,6,2023
KR356205G424,1.6666666666666667,7,2023
SK4000022174,7.0,8,2022
US00135TAA25,10.5,11,2018
US00135TAA25,10.5,12,2018
US00135TAA25,10.5,1,2019
US00135TAA25,10.5,2,2019
US00135TAA25,10.5,3,2019
US00135TAA25,9.0,4,2019
US00135TAA25,9.0,5,2019
US00135TAA25,9.0,6,2019
US00135TAA25,9.0,7,2019
US00135TAA25,9.0,8,2019
US00135TAA25,9.0,9,2019
US00135TAA25,10.0,10,2019
US00135TAA25,10.0,11,2019
US00135TAA25,10.0,12,2019
US00135TAA25,10.0,1,2020
US00135TAA25,10.0,2,2020
US00135TAA25,10.0,3,2020
US00135TAA25,10.0,4,2020
US00135TAA25,10.0,5,2020
US00135TAA25,10.0,6,2020
US00135TAA25,9.0,7,2020
US00135TAA25,9.0,8,2020
US00135TAA25,9.0,9,2020
US00135TAA25,9.0,10,2020
US00135TAA25,9.0,11,2020
US00135TAA25,9.0,12,2020
US00135TAA25,9.0,1,2021
US00135TAA25,9.0,2,2021
US00135TAA25,9.0,3,2021
US00135TAA25,9.0,4,2021
US00135TAA25,9.0,5,2021
US00135TAA25,9.0,6,2021
US00135TAA25,8.0,7,2021
US00135TAA25,8.0,8,2021
US00135TAA25,8.0,9,2021
US00135TAA25,8.0,10,2021
US00135TAA25,8.0,11,2021
US00135TAA25,8.0,12,2021
US00135TAA25,8.0,1,2022
US00135TAA25,8.0,2,2022
US00135TAA25,8.0,3,2022
US00135TAA25,8.0,4,2022
US00135TAA25,7.0,5,2022
US00135TAA25,8.0,5,2022
US00135TAA25,8.0,6,2022
US00135TAA25,8.0,7,2022
US00135TAA25,8.0,8,2022
US00135TAA25,8.0,9,2022
US00135TAA25,8.0,10,2022
US00135TAA25,8.0,11,2022
US00135TAA25,8.0,12,2022
US00135TAA25,8.0,1,2023
US00135TAA25,8.0,2,2023
US00135TAA25,8.0,3,2023
US00135TAA25,8.0,4,2023
US00135TAA25,8.0,5,2023
US00135TAA25,8.0,6,2023
US00135TAA25,8.0,7,2023
US00971YAF79,10.5,3,2015
US00971YAF79,10.5,4,2015
US00971YAF79,10.5,5,2015
US00971YAF79,10.5,6,2015
US00971YAF79,10.5,7,2015
US00971YAF79,10.5,8,2015
US00971YAF79,10.5,9,2015
US00971YAF79,10.5,10,2015
US00971YAF79,10.5,11,2015
US00971YAF79,10.5,12,2015
US00971YAF79,10.5,1,2016
US00971YAF79,10.5,2,2016
US00971YAF79,10.5,3,2016
US00971YAF79,10.5,4,2016
US00971YAF79,10.5,5,2016
US00971YAF79,10.5,6,2016
US00971YAF79,10.5,7,2016
US00971YAF79,10.5,8,2016
US00971YAF79,11.0,9,2016
US00971YAF79,11.0,10,2016
US00971YAF79,11.0,11,2016
US00971YAF79,11.0,12,2016
US00971YAF79,11.0,1,2017
US00971YAF79,12.0,2,2017
US00971YAF79,11.0,3,2017
US00971YAF79,11.0,4,2017
US00971YAF79,11.0,5,2017
US00971YAF79,11.0,6,2017
US00971YAF79,11.0,7,2017
US00971YAF79,11.0,8,2017
US00971YAF79,11.0,9,2017
US00971YAF79,11.0,10,2017
US00971YAF79,11.0,11,2017
US00971YAF79,11.0,12,2017
US00971YAF79,9.5,1,2018
US00971YAF79,9.5,2,2018
US00971YAF79,9.5,3,2018
US00971YAF79,9.5,4,2018
US00971YAF79,9.5,5,2018
US00971YAF79,9.5,6,2018
US00971YAF79,13.5,7,2018
US00971YAF79,14.0,8,2018
US00971YAF79,12.0,9,2018
US00971YAF79,12.0,10,2018
US00971YAF79,12.0,11,2018
US00971YAF79,12.0,12,2018
US00971YAF79,12.0,1,2019
US00971YAF79,12.0,2,2019
US00971YAF79,12.0,3,2019
US00971YAF79,12.0,4,2019
US00971YAF79,12.0,5,2019
US00971YAF79,15.0,6,2019
US00971YAF79,15.0,7,2019
US00971YAF79,15.0,8,2019
US00971YAF79,15.0,9,2019
US00971YAF79,15.0,10,2019
US00971YAF79,15.0,11,2019
US00971YAF79,15.0,12,2019
US00971YAF79,15.0,1,2020
US00971YAF79,15.0,2,2020
US00971YAF79,15.0,3,2020
US00971YAF79,15.0,4,2020
US00971YAF79,15.0,5,2020
US00971YAF79,15.0,6,2020
US00971YAF79,15.0,7,2020
US00971YAF79,15.0,8,2020
US00971YAF79,15.0,9,2020
US00971YAF79,15.0,10,2020
US00971YAF79,15.0,11,2020
US00971YAF79,15.0,12,2020
US00971YAF79,15.0,1,2021
US00971YAF79,15.0,2,2021
US00971YAF79,15.0,3,2021
US00971YAF79,15.0,4,2021
US00971YAF79,15.0,5,2021
US00971YAF79,15.0,6,2021
US00971YAF79,15.0,7,2021
US00971YAF79,15.0,8,2021
US00971YAF79,15.0,9,2021
US00971YAF79,15.0,10,2021
US00971YAF79,15.0,11,2021
US00971YAF79,15.0,12,2021
US00971YAF79,15.0,1,2022
US00971YAF79,16.0,2,2022
US00971YAF79,16.0,3,2022
US00971YAF79,16.0,4,2022
US00971YAF79,16.0,5,2022
US00971YAF79,16.0,6,2022
US00971YAF79,17.0,7,2022
US00971YAF79,16.0,8,2022
US00971YAF79,17.0,8,2022
US00971YAF79,17.0,9,2022
US00971YAF79,17.0,10,2022
US00971YAF79,17.0,11,2022
US00971YAF79,17.0,12,2022
US00971YAF79,17.0,1,2023
US00971YAF79,17.0,2,2023
US00971YAF79,17.0,3,2023
US00971YAF79,17.0,4,2023
US00971YAF79,17.0,5,2023
US00971YAF79,17.0,6,2023
US00971YAF79,17.0,7,2023
US00971YAG52,15.0,3,2020
US00971YAG52,15.0,4,2020
US00971YAG52,15.0,5,2020
US00971YAG52,15.0,6,2020
US00971YAG52,9.5,7,2020
US00971YAG52,9.5,8,2020
US00971YAG52,9.5,9,2020
US00971YAG52,9.5,10,2020
US00971YAG52,9.5,11,2020
US00971YAG52,9.5,12,2020
US00971YAG52,9.5,1,2021
US00971YAG52,9.5,2,2021
US00971YAG52,9.5,3,2021
US00971YAG52,9.5,4,2021
US00971YAG52,9.5,5,2021
US00971YAG52,9.5,6,2021
US00971YAG52,9.5,7,2021
US00971YAG52,9.5,8,2021
US00971YAG52,9.5,9,2021
US00971YAG52,9.5,10,2021
US00971YAG52,9.5,11,2021
US00971YAG52,9.5,12,2021
US00971YAG52,9.5,1,2022
US00971YAG52,16.0,2,2022
US00971YAG52,16.0,3,2022
US00971YAG52,16.0,4,2022
US00971YAG52,16.0,5,2022
US00971YAG52,16.0,6,2022
US00971YAG52,17.0,7,2022
US00971YAG52,16.0,8,2022
US00971YAG52,17.0,8,2022
US00971YAG52,17.0,9,2022
US00971YAG52,17.0,10,2022
US00971YAG52,17.0,11,2022
US00971YAG52,17.0,12,2022
US00971YAG52,17.0,1,2023
US00971YAG52,17.0,2,2023
US00971YAG52,17.0,3,2023
US00971YAG52,17.0,4,2023
US00971YAG52,17.0,5,2023
US00971YAG52,17.0,6,2023
US00971YAG52,17.0,7,2023
US05252ADF57,4.0,2,2023
US05252ADF57,4.0,3,2023
US05252ADF57,4.0,3,2023
US05252ADF57,4.0,4,2023
US05252ADF57,4.0,5,2023
US05252ADF57,4.0,6,2023
US05252ADF57,4.0,7,2023
US05252BDF31,4.0,2,2023
US05252BDF31,4.0,3,2023
US05252BDF31,4.0,3,2023
US05252BDF31,4.0,4,2023
US05252BDF31,4.0,5,2023
US05252BDF31,4.0,6,2023
US05252BDF31,4.0,7,2023
US05253JAL52,4.0,11,2015
US05253JAL52,4.0,12,2015
US05253JAL52,4.0,1,2016
US05253JAL52,4.0,2,2016
US05253JAL52,4.0,3,2016
US05253JAL52,4.0,4,2016
US05253JAL52,4.0,5,2016
US05253JAL52,4.0,6,2016
US05253JAL52,4.0,7,2016
US05253JAL52,3.0,8,2016
US05253JAL52,3.0,9,2016
US05253JAL52,3.0,10,2016
US05253JAL52,3.0,11,2016
US05253JAL52,3.0,12,2016
US05253JAL52,3.0,1,2017
US05253JAL52,3.0,2,2017
US05253JAL52,3.0,3,2017
US05253JAL52,3.0,4,2017
US05253JAL52,3.0,5,2017
US05253JAL52,4.0,6,2017
US05253JAL52,4.0,7,2017
US05253JAL52,4.0,8,2017
US05253JAL52,4.0,9,2017
US05253JAL52,4.0,10,2017
US05253JAL52,4.0,11,2017
US05253JAL52,4.0,12,2017
US05253JAL52,4.0,1,2018
US05253JAL52,4.0,2,2018
US05253JAL52,4.0,3,2018
US05253JAL52,4.0,4,2018
US05253JAL52,4.0,5,2018
US05253JAL52,4.0,6,2018
US05253JAL52,4.0,7,2018
US05253JAL52,4.0,8,2018
US05253JAL52,4.0,9,2018
US05253JAL52,4.0,10,2018
US05253JAL52,4.0,11,2018
US05253JAL52,4.0,12,2018
US05253JAL52,4.0,1,2019
US05253JAL52,4.0,2,2019
US05253JAL52,4.0,3,2019
US05253JAL52,4.0,4,2019
US05253JAL52,4.0,5,2019
US05253JAL52,4.0,6,2019
US05253JAL52,4.0,7,2019
US05253JAL52,4.0,8,2019
US05253JAL52,4.0,9,2019
US05253JAL52,4.0,10,2019
US05253JAL52,4.0,11,2019
US05253JAL52,4.0,12,2019
US05253JAL52,4.0,1,2020
US05253JAL52,4.0,2,2020
US05253JAL52,4.0,3,2020
US05253JAL52,4.0,4,2020
US05253JAL52,4.0,5,2020
US05253JAL52,4.0,6,2020
US05253JAL52,6.0,7,2020
US05253JAL52,6.0,8,2020
US05253JAL52,6.0,9,2020
US05253JAL52,6.0,10,2020
US05253JAL52,6.0,11,2020
US05253JAL52,6.0,12,2020
US05253JAL52,6.0,1,2021
US05253JAL52,6.0,2,2021
US05253JAL52,6.0,3,2021
US05253JAL52,6.0,4,2021
US05253JAL52,6.0,5,2021
US05253JAL52,6.0,6,2021
US05253JAL52,6.0,7,2021
US05253JAL52,6.0,8,2021
US05253JAL52,6.0,9,2021
US05253JAL52,6.0,10,2021
US05253JAL52,6.0,11,2021
US05253JAL52,6.0,12,2021
US05253JAL52,6.0,1,2022
US05253JAL52,6.0,2,2022
US05253JAL52,6.0,3,2022
