RIC,Month,Year,Credit_spread
2027A0JT7=,3,2023,0.00822
2027A0JT7=,4,2023,0.01002
2027A0JT7=,5,2023,0.00847
2027A0JT7=,6,2023,0.0084
2027A0JT7=,7,2023,0.0066
2027A0JZ3=,3,2018,0.010245
2027A0JZ3=,4,2018,0.010419999999999999
2027A0JZ3=,5,2018,0.01105
2027A0JZ3=,6,2018,0.01176
2027A0JZ3=,7,2018,0.011890000000000001
2027A0JZ3=,8,2018,0.01052
2027A0JZ3=,9,2018,0.01083
2027A0JZ3=,10,2018,0.00996
2027A0JZ3=,11,2018,0.00992
2027A0JZ3=,12,2018,0.01032
2027A0JZ3=,1,2019,0.01202
2027A0JZ3=,2,2019,0.01134
2027A0JZ3=,3,2019,0.01049
2027A0JZ3=,4,2019,0.010079999999999999
2027A0JZ3=,5,2019,0.00886
2027A0JZ3=,6,2019,0.00963
2027A0JZ3=,7,2019,0.008830000000000001
2027A0JZ3=,8,2019,0.0064600000000000005
2027A0JZ3=,9,2019,0.0074199999999999995
2027A0JZ3=,10,2019,0.00645
2027A0JZ3=,11,2019,0.00723
2027A0JZ3=,12,2019,0.0072
2027A0JZ3=,1,2020,0.00685
2027A0JZ3=,2,2020,0.00713
2027A0JZ3=,3,2020,0.00869
2027A0JZ3=,4,2020,0.02023
2027A0JZ3=,5,2020,0.015619999999999998
2027A0JZ3=,6,2020,0.01269
2027A0JZ3=,7,2020,0.009245
2027A0JZ3=,8,2020,0.007865
2027A0JZ3=,9,2020,0.00774
2027A0JZ3=,10,2020,0.00794
2027A0JZ3=,11,2020,0.00756
2027A0JZ3=,12,2020,0.00695
2027A0JZ3=,1,2021,0.00528
2027A0JZ3=,2,2021,0.00496
2027A0JZ3=,3,2021,0.00553
2027A0JZ3=,4,2021,0.00556
2027A0JZ3=,5,2021,0.00592
2027A0JZ3=,6,2021,0.00543
2027A0JZ3=,7,2021,0.004200000000000001
2027A0JZ3=,8,2021,0.0043300000000000005
2027A0JZ3=,9,2021,0.00424
2027A0JZ3=,10,2021,0.0038199999999999996
2027A0JZ3=,11,2021,0.00304
2027A0JZ3=,12,2021,0.00353
2027A0JZ3=,1,2022,0.00488
2027A0JZ3=,2,2022,0.00533
2027A0JZ3=,3,2022,0.00795
2027A0JZ3=,4,2022,0.010045
2027A0JZ3=,5,2022,0.01061
2027A0JZ3=,6,2022,0.01097
2027A0JZ3=,7,2022,0.01129
2027A0JZ3=,8,2022,0.011015
2027A0JZ3=,9,2022,0.01093
2027A0JZ3=,10,2022,0.01124
2027A0JZ3=,11,2022,0.01048
2027A0JZ3=,12,2022,0.01059
2027A0JZ3=,1,2023,0.00863
2027A0JZ3=,2,2023,0.00912
2027A0JZ3=,3,2023,0.00838
2027A0JZ3=,4,2023,0.01053
2027A0JZ3=,5,2023,0.00841
2027A0JZ3=,6,2023,0.0076100000000000004
2027A0JZ3=,7,2023,0.00666
2027A0KB4=,2,2019,0.008035
2027A0KB4=,3,2019,0.00807
2027A0KB4=,4,2019,0.007980000000000001
2027A0KB4=,5,2019,0.00538
2027A0KB4=,6,2019,0.008199999999999999
2027A0KB4=,7,2019,0.00699
2027A0KB4=,8,2019,0.00656
2027A0KB4=,9,2019,0.00667
2027A0KB4=,10,2019,0.00578
2027A0KB4=,11,2019,0.0058
2027A0KB4=,12,2019,0.00571
2027A0KB4=,1,2020,0.00469
2027A0KB4=,2,2020,0.00516
2027A0KB4=,3,2020,0.00763
2027A0KB4=,4,2020,0.02214
2027A0KB4=,5,2020,0.01318
2027A0KB4=,6,2020,0.008150000000000001
2027A0KB4=,7,2020,0.00651
2027A0KB4=,8,2020,0.005425
2027A0KB4=,9,2020,0.0049
2027A0KB4=,10,2020,0.00549
2027A0KB4=,11,2020,0.0055
2027A0KB4=,12,2020,0.00405
2027A0KB4=,1,2021,0.00334
2027A0KB4=,2,2021,0.00289
2027A0KB4=,3,2021,0.00192
2027A0KB4=,4,2021,0.002365
2027A0KB4=,5,2021,0.00266
2027A0KB4=,6,2021,0.00264
2027A0KB4=,7,2021,0.00243
2027A0KB4=,8,2021,0.00188
2027A0KB4=,9,2021,0.0021999999999999997
2027A0KB4=,10,2021,0.002145
2027A0KB4=,11,2021,0.0022900000000000004
2027A0KB4=,12,2021,0.00245
2027A0KB4=,1,2022,0.00243
2027A0KB4=,2,2022,0.00264
2027A0KB4=,3,2022,0.0063999999999999994
2027A0KB4=,4,2022,0.004465
2027A0KB4=,5,2022,0.0048000000000000004
2027A0KB4=,6,2022,0.00561
2027A0KB4=,7,2022,0.0073100000000000005
2027A0KB4=,8,2022,0.005575
2027A0KB4=,9,2022,0.005625
2027A0KB4=,10,2022,0.00733
2027A0KB4=,11,2022,0.00558
2027A0KB4=,12,2022,0.00397
2027A0KB4=,1,2023,0.00378
2027A0KB4=,2,2023,0.00241
2027A0KB4=,3,2023,0.002955
2027A0KB4=,4,2023,0.00996
2027A0KB4=,5,2023,0.00055
2027A0KB4=,6,2023,0.0019850000000000002
2027A0KB4=,7,2023,0.003405
2027A0KD0=,9,2021,0.00358
2027A0KD0=,10,2021,0.00378
2027A0KD0=,11,2021,0.0033699999999999997
2027A0KD0=,12,2021,0.00345
2027A0KD0=,1,2022,0.003785
2027A0KD0=,2,2022,0.004805
2027A0KD0=,3,2022,0.00591
2027A0KD0=,4,2022,0.00609
2027A0KD0=,5,2022,0.00774
2027A0KD0=,6,2022,0.00841
2027A0KD0=,7,2022,0.00991
2027A0KD0=,8,2022,0.00889
2027A0KD0=,9,2022,0.007639999999999999
2027A0KD0=,10,2022,0.00918
2027A0KD0=,11,2022,0.00809
2027A0KD0=,12,2022,0.00743
2027A0KD0=,1,2023,0.00789
2027A0KD0=,2,2023,0.00836
2027A0KD0=,3,2023,0.00702
2027A0KD0=,4,2023,0.010675
2027A0KD0=,5,2023,0.00826
2027A0KD0=,6,2023,0.00868
2027A0KD0=,7,2023,0.007859999999999999
2027A0KF5=,9,2021,0.00616
2027A0KF5=,10,2021,0.00573
2027A0KF5=,11,2021,0.00608
2027A0KF5=,12,2021,0.0065
2027A0KF5=,1,2022,0.00592
2027A0KF5=,2,2022,0.00677
2027A0KF5=,3,2022,0.00911
2027A0KF5=,4,2022,0.010339999999999998
2027A0KF5=,5,2022,0.012060000000000001
2027A0KF5=,6,2022,0.011970000000000001
2027A0KF5=,7,2022,0.012740000000000001
2027A0KF5=,8,2022,0.01183
2027A0KF5=,9,2022,0.01125
2027A0KF5=,10,2022,0.01151
2027A0KF5=,11,2022,0.01173
2027A0KF5=,12,2022,0.0097
2027A0KF5=,1,2023,0.00885
2027A0KF5=,2,2023,0.00801
2027A0KF5=,3,2023,0.00879
2027A0KF5=,4,2023,0.010329999999999999
2027A0KF5=,5,2023,0.01009
2027A0KF5=,6,2023,0.00935
2027A0KF5=,7,2023,0.00944
2027A0KH1=,3,2022,0.00604
2027A0KH1=,4,2022,0.00575
2027A0KH1=,5,2022,0.00602
2027A0KH1=,6,2022,0.00609
2027A0KH1=,7,2022,0.00717
2027A0KH1=,8,2022,0.00677
2027A0KH1=,9,2022,0.006095
2027A0KH1=,10,2022,0.00745
2027A0KH1=,11,2022,0.00607
2027A0KH1=,12,2022,0.00504
2027A0KH1=,1,2023,0.004954999999999999
2027A0KH1=,2,2023,0.0052899999999999996
2027A0KH1=,3,2023,0.00434
2027A0KH1=,4,2023,0.00615
2027A0KH1=,5,2023,0.00425
2027A0KH1=,6,2023,0.002845
2027A0KH1=,7,2023,0.00445
2027A0KK4=,3,2022,0.00811
2027A0KK4=,4,2022,0.00689
2027A0KK4=,5,2022,0.00823
2027A0KK4=,6,2022,0.0091
2027A0KK4=,7,2022,0.0109
2027A0KK4=,8,2022,0.0101
2027A0KK4=,9,2022,0.00873
2027A0KK4=,10,2022,0.00968
2027A0KK4=,11,2022,0.00907
2027A0KK4=,12,2022,0.00877
2027A0KK4=,1,2023,0.00835
2027A0KK4=,2,2023,0.00834
2027A0KK4=,3,2023,0.0063999999999999994
2027A0KK4=,4,2023,0.008815
2027A0KK4=,5,2023,0.008
2027A0KK4=,6,2023,0.00809
2027A0KK4=,7,2023,0.007124999999999999
21685WCJ4=,7,2011,0.00911
21685WCJ4=,8,2011,0.009264999999999999
21685WCJ4=,9,2011,0.013895000000000001
21685WCJ4=,10,2011,0.017750000000000002
21685WCJ4=,11,2011,0.012915
21685WCJ4=,12,2011,0.022155
21685WCJ4=,1,2012,0.02383
21685WCJ4=,2,2012,0.0179
21685WCJ4=,3,2012,0.016195
21685WCJ4=,4,2012,0.017329999999999998
21685WCJ4=,5,2012,0.018314999999999998
21685WCJ4=,6,2012,0.021714999999999998
21685WCJ4=,7,2012,0.019945
21685WCJ4=,8,2012,0.016294999999999997
21685WCJ4=,9,2012,0.015355
21685WCJ4=,10,2012,0.01477
21685WCJ4=,11,2012,0.012504999999999999
21685WCJ4=,12,2012,0.01355
21685WCJ4=,1,2013,0.013770000000000001
21685WCJ4=,2,2013,0.01286
21685WCJ4=,3,2013,0.013479999999999999
21685WCJ4=,4,2013,0.0143
21685WCJ4=,5,2013,0.01441
21685WCJ4=,6,2013,0.01426
21685WCJ4=,7,2013,0.01685
21685WCJ4=,8,2013,0.01431
21685WCJ4=,9,2013,0.01413
21685WCJ4=,10,2013,0.01369
21685WCJ4=,11,2013,0.01301
21685WCJ4=,12,2013,0.012240000000000001
21685WCJ4=,1,2014,0.012580000000000001
21685WCJ4=,2,2014,0.01209
21685WCJ4=,3,2014,0.012244999999999999
21685WCJ4=,4,2014,0.01277
21685WCJ4=,5,2014,0.012150000000000001
21685WCJ4=,6,2014,0.01218
21685WCJ4=,7,2014,0.012920000000000001
21685WCJ4=,8,2014,0.012320000000000001
21685WCJ4=,9,2014,0.01298
21685WCJ4=,10,2014,0.01344
21685WCJ4=,11,2014,0.013930000000000001
21685WCJ4=,12,2014,0.01386
21685WCJ4=,1,2015,0.014679999999999999
21685WCJ4=,2,2015,0.01651
21685WCJ4=,3,2015,0.014530000000000001
21685WCJ4=,4,2015,0.01546
21685WCJ4=,5,2015,0.01481
21685WCJ4=,6,2015,0.01614
21685WCJ4=,7,2015,0.01672
21685WCJ4=,8,2015,0.0169
21685WCJ4=,9,2015,0.0185
21685WCJ4=,10,2015,0.01838
21685WCJ4=,11,2015,0.016309999999999998
21685WCJ4=,12,2015,0.014759999999999999
21685WCJ4=,1,2016,0.01499
21685WCJ4=,2,2016,0.01625
21685WCJ4=,3,2016,0.018680000000000002
21685WCJ4=,4,2016,0.01503
21685WCJ4=,5,2016,0.01498
21685WCJ4=,6,2016,0.01438
21685WCJ4=,7,2016,0.01532
21685WCJ4=,8,2016,0.01469
21685WCJ4=,9,2016,0.01466
21685WCJ4=,10,2016,0.0161
21685WCJ4=,11,2016,0.01541
21685WCJ4=,12,2016,0.01437
21685WCJ4=,1,2017,0.012889999999999999
21685WCJ4=,2,2017,0.01316
21685WCJ4=,3,2017,0.01347
21685WCJ4=,4,2017,0.013059999999999999
21685WCJ4=,5,2017,0.01256
21685WCJ4=,6,2017,0.012410000000000001
21685WCJ4=,7,2017,0.0108
21685WCJ4=,8,2017,0.011689999999999999
21685WCJ4=,9,2017,0.012490000000000001
21685WCJ4=,10,2017,0.01124
21685WCJ4=,11,2017,0.01092
21685WCJ4=,12,2017,0.00998
21685WCJ4=,1,2018,0.009340000000000001
21685WCJ4=,2,2018,0.0092
21685WCJ4=,3,2018,0.01063
21685WCJ4=,4,2018,0.010790000000000001
21685WCJ4=,5,2018,0.01089
21685WCJ4=,6,2018,0.014079999999999999
21685WCJ4=,7,2018,0.01497
21685WCJ4=,8,2018,0.01199
21685WCJ4=,9,2018,0.01267
21685WCJ4=,10,2018,0.01282
21685WCJ4=,11,2018,0.0132
21685WCJ4=,12,2018,0.01472
21685WCJ4=,1,2019,0.01634
21685WCJ4=,2,2019,0.013250000000000001
21685WCJ4=,3,2019,0.01259
21685WCJ4=,4,2019,0.01207
21685WCJ4=,5,2019,0.01012
21685WCJ4=,6,2019,0.013080000000000001
21685WCJ4=,7,2019,0.010700000000000001
21685WCJ4=,8,2019,0.01054
21685WCJ4=,9,2019,0.011550000000000001
21685WCJ4=,10,2019,0.00929
21685WCJ4=,11,2019,0.00887
21685WCJ4=,12,2019,0.00785
21685WCJ4=,1,2020,0.00756
21685WCJ4=,2,2020,0.0092
21685WCJ4=,3,2020,0.01284
21685WCJ4=,4,2020,0.01806
21685WCJ4=,5,2020,0.01643
21685WCJ4=,6,2020,0.017570000000000002
21685WCJ4=,7,2020,0.014870000000000001
21685WCJ4=,8,2020,0.01262
21685WCJ4=,9,2020,0.011980000000000001
21685WCJ4=,10,2020,0.0132
21685WCJ4=,11,2020,0.0121
21685WCJ4=,12,2020,0.01092
21685WCJ4=,1,2021,0.010010000000000002
21685WCJ4=,2,2021,0.01073
21685WCJ4=,3,2021,0.01089
21685WCJ4=,4,2021,0.011484999999999999
21685WCJ4=,5,2021,0.01082
21685WCJ4=,6,2021,0.01105
21685WCJ4=,7,2021,0.00969
21685WCJ4=,8,2021,0.0103
21685WCJ4=,9,2021,0.00987
21685WCJ4=,10,2021,0.009600000000000001
21685WCJ4=,11,2021,0.009840000000000002
21685WCJ4=,12,2021,0.009840000000000002
21685WCJ4=,1,2022,0.009739999999999999
21685WCJ4=,2,2022,0.010839999999999999
21685WCJ4=,3,2022,0.01319
21685WCJ4=,4,2022,0.011755000000000002
21685WCJ4=,5,2022,0.01252
21685WCJ4=,6,2022,0.01228
21685WCJ4=,7,2022,0.01548
21685WCJ4=,8,2022,0.014159999999999999
21685WCJ4=,9,2022,0.01319
21685WCJ4=,10,2022,0.01456
21685WCJ4=,11,2022,0.016550000000000002
21685WCJ4=,12,2022,0.01303
21685WCJ4=,1,2023,0.011200000000000002
21685WCJ4=,2,2023,0.00913
21685WCJ4=,3,2023,0.009649999999999999
21685WCJ4=,4,2023,0.01139
21685WCJ4=,5,2023,0.012225
21685WCJ4=,6,2023,0.012050000000000002
21685WCJ4=,7,2023,0.01072
21688AAE2=,5,2015,0.011394999999999999
21688AAE2=,6,2015,0.01154
21688AAE2=,7,2015,0.013000000000000001
21688AAE2=,8,2015,0.014020000000000001
21688AAE2=,9,2015,0.0148
21688AAE2=,10,2015,0.015540000000000002
21688AAE2=,11,2015,0.01294
21688AAE2=,12,2015,0.01236
21688AAE2=,1,2016,0.01239
21688AAE2=,2,2016,0.014110000000000001
21688AAE2=,3,2016,0.01612
21688AAE2=,4,2016,0.01273
21688AAE2=,5,2016,0.011640000000000001
21688AAE2=,6,2016,0.011210000000000001
21688AAE2=,7,2016,0.013479999999999999
21688AAE2=,8,2016,0.01194
21688AAE2=,9,2016,0.010579999999999999
21688AAE2=,10,2016,0.010409999999999999
21688AAE2=,11,2016,0.00944
21688AAE2=,12,2016,0.00938
21688AAE2=,1,2017,0.008475
21688AAE2=,2,2017,0.00902
21688AAE2=,3,2017,0.009819999999999999
21688AAE2=,4,2017,0.00907
21688AAE2=,5,2017,0.00915
21688AAE2=,6,2017,0.008900000000000002
21688AAE2=,7,2017,0.008039999999999999
21688AAE2=,8,2017,0.00714
21688AAE2=,9,2017,0.008140000000000001
21688AAE2=,10,2017,0.0077599999999999995
21688AAE2=,11,2017,0.00702
21688AAE2=,12,2017,0.00626
21688AAE2=,1,2018,0.00678
21688AAE2=,2,2018,0.00624
21688AAE2=,3,2018,0.00764
21688AAE2=,4,2018,0.00878
21688AAE2=,5,2018,0.00921
21688AAE2=,6,2018,0.010169999999999998
21688AAE2=,7,2018,0.009729999999999999
21688AAE2=,8,2018,0.008199999999999999
21688AAE2=,9,2018,0.00953
21688AAE2=,10,2018,0.00783
21688AAE2=,11,2018,0.008730000000000002
21688AAE2=,12,2018,0.009389999999999999
21688AAE2=,1,2019,0.012459999999999999
21688AAE2=,2,2019,0.011030000000000002
21688AAE2=,3,2019,0.00817
21688AAE2=,4,2019,0.009139999999999999
21688AAE2=,5,2019,0.00773
21688AAE2=,6,2019,0.00859
21688AAE2=,7,2019,0.00685
21688AAE2=,8,2019,0.00483
21688AAE2=,9,2019,0.00649
21688AAE2=,10,2019,0.00539
21688AAE2=,11,2019,0.00423
21688AAE2=,12,2019,0.00456
21688AAE2=,1,2020,0.00508
21688AAE2=,2,2020,0.00542
21688AAE2=,3,2020,0.008695000000000001
21688AAE2=,4,2020,0.01746
21688AAE2=,5,2020,0.01454
21688AAE2=,6,2020,0.010839999999999999
21688AAE2=,7,2020,0.00712
21688AAE2=,8,2020,0.006335
21688AAE2=,9,2020,0.00595
21688AAE2=,10,2020,0.00553
21688AAE2=,11,2020,0.0029899999999999996
21688AAE2=,12,2020,0.00217
21688AAE2=,1,2021,0.0027099999999999997
21688AAE2=,2,2021,0.0028199999999999996
21688AAE2=,3,2021,0.003175
21688AAE2=,4,2021,0.00481
21688AAE2=,5,2021,0.00476
21688AAE2=,6,2021,0.0032900000000000004
21688AAE2=,7,2021,0.0026499999999999996
21688AAE2=,8,2021,0.0031799999999999997
21688AAE2=,9,2021,0.0028399999999999996
21688AAE2=,10,2021,0.00339
21688AAE2=,11,2021,0.00355
21688AAE2=,12,2021,0.00378
21688AAE2=,1,2022,0.00353
21688AAE2=,2,2022,0.00395
21688AAE2=,3,2022,0.0053
21688AAE2=,4,2022,0.0064600000000000005
21688AAE2=,5,2022,0.00769
21688AAE2=,6,2022,0.00686
21688AAE2=,7,2022,0.00885
21688AAE2=,8,2022,0.00858
21688AAE2=,9,2022,0.0076100000000000004
21688AAE2=,10,2022,0.00711
21688AAE2=,11,2022,0.00827
21688AAE2=,12,2022,0.004234999999999999
21688AAE2=,1,2023,0.00285
21688AAE2=,2,2023,0.00482
21688AAE2=,3,2023,0.0054
21688AAE2=,4,2023,0.00981
21688AAE2=,5,2023,0.00984
21688AAE2=,6,2023,0.008375
21688AAE2=,7,2023,0.00579
21688AAQ5=,1,2021,0.00162
21688AAQ5=,2,2021,0.00187
21688AAQ5=,3,2021,0.00138
21688AAQ5=,4,2021,0.001705
21688AAQ5=,5,2021,0.00174
21688AAQ5=,6,2021,0.00193
21688AAQ5=,7,2021,0.002185
21688AAQ5=,8,2021,0.00216
21688AAQ5=,9,2021,0.0023
21688AAQ5=,10,2021,0.00193
21688AAQ5=,11,2021,0.0021999999999999997
21688AAQ5=,12,2021,0.00326
21688AAQ5=,1,2022,0.0033499999999999997
21688AAQ5=,2,2022,0.00353
21688AAQ5=,3,2022,0.003245
21688AAQ5=,4,2022,0.005745
21688AAQ5=,5,2022,0.007485
21688AAQ5=,6,2022,0.00733
21688AAQ5=,7,2022,0.009389999999999999
21688AAQ5=,8,2022,0.00706
21688AAQ5=,9,2022,0.0055
21688AAQ5=,10,2022,0.00783
21688AAQ5=,11,2022,0.00639
21688AAQ5=,12,2022,0.001895
21688AAQ5=,1,2023,0.0031599999999999996
21688AAQ5=,2,2023,0.0007800000000000001
21688AAQ5=,3,2023,0.000405
21688AAQ5=,4,2023,0.009445
21688AAQ5=,5,2023,0.00211
21688AAQ5=,6,2023,0.002385
21688AAQ5=,7,2023,0.003105
21688AAV4=,1,2023,0.00632
21688AAV4=,2,2023,0.0050100000000000006
21688AAV4=,3,2023,0.00397
21688AAV4=,4,2023,0.00617
21688AAV4=,5,2023,0.0058200000000000005
21688AAV4=,6,2023,0.005645000000000001
21688AAV4=,7,2023,0.0064399999999999995
222213AS9=,2,2019,0.0007199999999999999
222213AS9=,3,2019,0.0014399999999999999
222213AS9=,4,2019,0.00155
222213AS9=,5,2019,0.0013
222213AS9=,6,2019,0.00084
222213AS9=,7,2019,0.00131
222213AS9=,8,2019,0.0005
222213AS9=,9,2019,0.00075
222213AS9=,10,2019,0.00082
222213AS9=,11,2019,0.0014399999999999999
222213AS9=,12,2019,0.001
222213AS9=,1,2020,0.00129
222213AS9=,2,2020,0.00107
222213AS9=,3,2020,0.0023049999999999998
222213AS9=,4,2020,0.00326
222213AS9=,5,2020,0.00207
222213AS9=,6,2020,0.00181
222213AS9=,7,2020,0.001315
222213AS9=,8,2020,0.00132
222213AS9=,9,2020,0.00129
222213AS9=,10,2020,0.0015
222213AS9=,11,2020,0.00122
222213AS9=,12,2020,0.00081
222213AS9=,1,2021,0.00065
222213AS9=,2,2021,0.0007700000000000001
222213AS9=,3,2021,0.0007800000000000001
222213AS9=,4,2021,0.001005
222213AS9=,5,2021,0.00062
222213AS9=,6,2021,0.0006000000000000001
222213AS9=,7,2021,0.0007700000000000001
222213AS9=,8,2021,0.00044
222213AS9=,9,2021,0.00074
222213AS9=,10,2021,0.0007999999999999999
222213AS9=,11,2021,0.00092
222213AS9=,12,2021,0.00099
222213AS9=,1,2022,0.00039
222213AS9=,2,2022,0.00054
222213AS9=,3,2022,0.00123
222213AS9=,4,2022,0.00101
222213AS9=,5,2022,0.00101
222213AS9=,6,2022,0.001205
222213AS9=,7,2022,0.001385
222213AS9=,8,2022,0.0006000000000000001
222213AS9=,9,2022,0.0008700000000000001
222213AS9=,10,2022,0.00223
222213AS9=,11,2022,0.000665
222213AS9=,12,2022,0.00031
222213AS9=,1,2023,0.00158
222213AS9=,2,2023,0.000255
222213AS9=,3,2023,0.001105
222213AS9=,4,2023,0.0008500000000000001
222213AS9=,5,2023,0.0021850000000000003
222213AS9=,6,2023,0.00026999999999999995
222213AU4=,2,2020,0.0015400000000000001
222213AU4=,3,2020,0.0021200000000000004
222213AU4=,4,2020,0.00349
222213AU4=,5,2020,0.00226
222213AU4=,6,2020,0.00214
222213AU4=,7,2020,0.00174
222213AU4=,8,2020,0.001585
222213AU4=,9,2020,0.00165
222213AU4=,10,2020,0.00165
222213AU4=,11,2020,0.00182
222213AU4=,12,2020,0.0009500000000000001
222213AU4=,1,2021,0.00098
222213AU4=,2,2021,0.00084
222213AU4=,3,2021,0.0012699999999999999
222213AU4=,4,2021,0.0008600000000000001
222213AU4=,5,2021,0.0007199999999999999
222213AU4=,6,2021,0.0007800000000000001
222213AU4=,7,2021,0.00091
222213AU4=,8,2021,0.0010400000000000001
222213AU4=,9,2021,0.0008500000000000001
222213AU4=,10,2021,0.0007850000000000001
222213AU4=,11,2021,0.0007999999999999999
222213AU4=,12,2021,0.000985
222213AU4=,1,2022,0.0007199999999999999
222213AU4=,2,2022,0.00056
222213AU4=,3,2022,0.00083
222213AU4=,4,2022,0.00066
222213AU4=,5,2022,0.0007199999999999999
222213AU4=,6,2022,0.0007099999999999999
222213AU4=,7,2022,0.00062
222213AU4=,8,2022,0.0013
222213AU4=,9,2022,0.001225
222213AU4=,10,2022,0.00118
222213AU4=,11,2022,0.00115
222213AU4=,12,2022,0.00027
222213AU4=,1,2023,0.00027
222213AU4=,2,2023,0.001095
222213AU4=,3,2023,0.000925
222213AU4=,4,2023,0.000625
222213AU4=,5,2023,0.00092
222213AU4=,6,2023,0.00030000000000000003
222213AW0=,10,2020,0.0006100000000000001
222213AW0=,11,2020,0.00088
222213AW0=,12,2020,0.00036
222213AW0=,1,2021,0.00055
222213AW0=,2,2021,0.0007099999999999999
222213AW0=,3,2021,0.0009
222213AW0=,4,2021,0.0008600000000000001
222213AW0=,5,2021,0.00042
222213AW0=,6,2021,0.00044
222213AW0=,7,2021,0.00047000000000000004
222213AW0=,8,2021,0.00063
222213AW0=,9,2021,0.00039
222213AW0=,10,2021,0.00045
222213AW0=,11,2021,0.000535
222213AW0=,12,2021,0.00068
222213AW0=,1,2022,0.00054
222213AW0=,2,2022,0.00081
222213AW0=,3,2022,0.00138
222213AW0=,4,2022,0.0028
222213AW0=,5,2022,0.00255
222213AW0=,6,2022,0.002015
222213AW0=,7,2022,0.0008700000000000001
222213AW0=,8,2022,0.000155
222213AW0=,9,2022,0.00165
222213AW0=,10,2022,0.0029
222213AW0=,11,2022,0.000975
222213AW0=,12,2022,0.00059
222213AW0=,1,2023,0.00179
222213AW0=,2,2023,0.00249
222213AW0=,3,2023,0.00333
222213AW0=,4,2023,0.00133
222213AW0=,5,2023,0.00119
222213AW0=,6,2023,0.00037
222213AX8=,6,2021,0.00046
222213AX8=,7,2021,0.00041
222213AX8=,8,2021,0.00046
222213AX8=,9,2021,0.0007199999999999999
222213AX8=,10,2021,0.000645
222213AX8=,11,2021,0.0007999999999999999
222213AX8=,12,2021,0.0009400000000000001
222213AX8=,1,2022,0.00063
222213AX8=,2,2022,0.00048
222213AX8=,3,2022,0.00135
222213AX8=,4,2022,0.00074
222213AX8=,5,2022,0.0005300000000000001
222213AX8=,6,2022,0.00047000000000000004
222213AX8=,7,2022,0.00232
222213AX8=,8,2022,0.0007149999999999999
222213AX8=,9,2022,0.00098
222213AX8=,10,2022,0.00198
222213AX8=,11,2022,0.00079
222213AX8=,12,2022,0.0005300000000000001
222213AX8=,1,2023,0.0004
222213AX8=,2,2023,0.0004
222213AX8=,3,2023,0.0023899999999999998
222213AX8=,4,2023,0.00033
222213AX8=,5,2023,0.00031999999999999997
222213AX8=,6,2023,0.00028
222213AX8=,7,2023,0.0015249999999999999
222213AY6=,9,2021,0.00066
222213AY6=,10,2021,0.00047000000000000004
222213AY6=,11,2021,0.00041
222213AY6=,12,2021,0.0007149999999999999
222213AY6=,1,2022,0.000325
222213AY6=,2,2022,0.00048
222213AY6=,3,2022,0.00068
222213AY6=,4,2022,0.00049
222213AY6=,5,2022,0.00019
222213AY6=,6,2022,0.00068
222213AY6=,7,2022,0.00101
222213AY6=,8,2022,0.002
222213AY6=,9,2022,0.00203
222213AY6=,10,2022,0.00179
222213AY6=,11,2022,0.002075
222213AY6=,12,2022,0.0012699999999999999
222213AY6=,1,2023,0.0017100000000000001
222213AY6=,2,2023,0.0020700000000000002
222213AY6=,3,2023,0.00155
222213AY6=,4,2023,0.00117
222213AY6=,5,2023,0.00197
222213AY6=,6,2023,0.00129
222213AY6=,7,2023,0.00085
222213BA7=,6,2022,0.00114
222213BA7=,7,2022,0.0008600000000000001
222213BA7=,8,2022,0.00102
222213BA7=,9,2022,0.00129
222213BA7=,10,2022,0.00125
222213BA7=,11,2022,0.00132
222213BA7=,12,2022,0.00043
222213BA7=,1,2023,0.0004
222213BA7=,2,2023,0.00138
222213BA7=,3,2023,0.00105
222213BA7=,4,2023,0.00106
222213BA7=,5,2023,0.00163
222213BA7=,6,2023,0.0014
222213BA7=,7,2023,0.00122
222213BB5=,1,2023,0.00151
222213BB5=,2,2023,0.00268
222213BB5=,3,2023,0.00155
222213BB5=,4,2023,0.0009
222213BB5=,5,2023,0.00162
222213BB5=,6,2023,0.001105
222213BB5=,7,2023,0.001155
222213BC3=,5,2023,0.00109
222213BC3=,6,2023,0.00058
222213BC3=,7,2023,0.0005250000000000001
22533AE52=,9,2021,0.00546
22533AE52=,10,2021,0.00541
22533AE52=,11,2021,0.00557
22533AE52=,12,2021,0.00421
22533AE52=,1,2022,0.00443
22533AE52=,2,2022,0.00464
22533AE52=,3,2022,0.00127
22533AE52=,4,2022,0.00944
22533AE52=,5,2022,0.011415
22533AE52=,6,2022,0.011445
22533AE52=,7,2022,0.01153
22533AE52=,8,2022,0.008855
22533AE52=,9,2022,0.010450000000000001
22533AE52=,10,2022,0.01102
22533AE52=,11,2022,0.01055
22533AE52=,12,2022,0.00873
22533AE52=,1,2023,0.009170000000000001
22533AE52=,2,2023,0.00769
22533AE52=,3,2023,0.00964
22533AE52=,4,2023,0.008015
22533AE52=,5,2023,0.00648
22533AE52=,6,2023,0.005015
22533AE52=,7,2023,0.007175000000000001
22546QAP2=,9,2014,0.01247
22546QAP2=,10,2014,0.01265
22546QAP2=,11,2014,0.01267
22546QAP2=,12,2014,0.01276
22546QAP2=,1,2015,0.01242
22546QAP2=,2,2015,0.0137
22546QAP2=,3,2015,0.01192
22546QAP2=,4,2015,0.012455
22546QAP2=,5,2015,0.01357
22546QAP2=,6,2015,0.0137
22546QAP2=,7,2015,0.01448
