Date,Total Revenue,Gross Profit,Total Operating Expense,Operating Income,Net Income Before Taxes,Net Income Incl Extra Before Distributions,Income Avail to Cmn Shareholders Excl Extra,Income Avail to Cmn Shareholders Incl Extra,Normalized Income Before Taxes,Normalized Income After Taxes,Normalized Income Avail to Cmn Shareholders,Total Interest Expenses,Net Interest Income,Net Interest Income After Loan Loss Provision,Revenue,Revenue,"Cost of Revenue, Total","Selling/General/Administrative Expense, Total",Depreciation And Amortization,Interest/Investment Income - Operating,"Interest Expense (Income), Net-Operating, Ttl",Unusual Expense (Income),"Other Operating Expenses, Total","Interest Expense, Net Non-Operating",Interest/Invest Income - Non-Operating,"Interest Income (Expense), Net-Non-Operating, Total","Non-Interest Income, Bank",Labor And Related Expense,"Non-Interest Expense, Bank","Other, Net - Non-Operating",Total Adjustments to Net Income,Basic Weighted Average Shares,Basic EPS Excluding Extraordinary Items,Basic EPS Including Extraordinary Items,Diluted Net Income,Diluted Weighted Average Shares,Diluted EPS Excluding Extraordinary Items,Diluted EPS Including Extraordinary Items,Dilution Adjustment,Total Special Items,Effect of Special Items on Income Taxes,"Gross Margin, Percent","Operating Margin, Percent","Pretax Margin, Percent","Effective Tax Rate, (%)","Net Profit Margin, (%)",Normalized EBIT,Normalized EBITDA,Bank Total Revenue,Net Sales,Interest & Fees on Loans,Interest And Dividends on Investment Secs,Interest on Deposits,Other Interest Income,"Interest Income, Bank",Cost of Revenue,Cost of Revenue,Interest on Deposit,Interest on Other Borrowings,Loan Loss Provision,Selling/General/Administrative Expense,Advertising Expense,"Depreciation, Operating","Amortization of Intangibles, Operating",Investment Income - Operating,Impairment - Assets Held for Use,Impairment - Assets Held for Sale,Other Unusual Expense (Income),Other Operating Expense,"Other, Net - Operating",Interest Expense - Non-Operating,Interest Income - Non-Operating,Investment Income - Non-Operating,Gain (Loss) on Sale of Assets,Fees & Commissions from Operations,Investment Securities Gains,Foreign Currency Gains,Other Unusual Income,Other Revenue,Depreciation Expense,Other Unusual Expense,Other Expense,Other Non-Operating Income (Expense),Provision for Income Taxes,Net Income After Taxes,Minority Interest,Net Income Before Extraordinary Items,Miscellaneous Earnings Adjustment,DPS - Common Stock Primary Issue,Gross Dividends - Common Stock,"Interest Expense, Supplemental","Depreciation, Supplemental","Advertising Expense, Supplemental","Stock-Based Compensation, Supplemental",Income Tax Excluding Impact of Special Items,Basic Normalized EPS,Diluted Normalized EPS,"Amort of Intangibles, Supplemental","Rental Expense, Supplemental","Equity in Affiliates, Supplemental","Minority Interest, Supplemental","Audit Fees, Supplemental","Audit-Related Fees, Supplemental","All Other Fees Paid to Auditor, Supplemental",Current Tax - Domestic,Current Tax - Other,Current Tax - Total,Current Tax - Total,Deferred Tax - Domestic,Deferred Tax(No Breakdown)-Total,Deferred Tax - Total,Other Tax,Income Tax - Total,Interest Cost - Domestic,Service Cost - Domestic,Expected Return on Assets - Domestic,Actuarial Gains and Losses - Domestic,Domestic Pension Plan Expense,Defined Contribution Expense - Domestic,Total Pension Expense,Total Plan Interest Cost,Total Plan Service Cost,Total Plan Expected Return,OAPermID
2011-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000037433
2013-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000037433
2014-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000037433
2014-06-30,,,,,23660360,19011620,19011620,19011620,23679410,19026930,19026930,82002380,23042710,19965080,,38014030,,,,,,,,,,,14971320,-727980,-11276040,,,1000000,19.01162,19.01162,19011620,1000000,19.01162,19.01162,,19050,3740,,,22.524,19.6478,18.09853,,,38014030,,105045090,,,,105045090,,,82002380,,3077630,,,,,,,,,,,,,,,12798020,0,,0,-550070,,-19050,-10529010,,4648740,19011620,,19011620,,,,,,,,4652490,19.02693,19.02693,,,,,,,,,,,,,,,,,,,,,,,,,,,5000037433
2015-06-30,,,,,29772630,23912810,23912810,23912810,29780550,23919170,23919170,74585820,27631700,28225590,,46057220,,,,,,,,,,,18425520,-902140,-16878490,,,1000000,23.91281,23.91281,23912810,1000000,23.91281,23.91281,,7920,1560,,,29.12674,19.6819,23.39404,,,46057220,,102217520,,,,102217520,,,74585820,,-593890,,,,,,,,,,,,,,,18946600,-2205930,,0,261420,,-7920,-15968430,,5859820,23912810,,23912810,,,,,,,,5861380,23.91917,23.91917,,,,,,,,,,,,,,,,,,,,,,,,,,,5000037433
2016-06-30,,,,,26987640,19048340,19048340,19048340,27000380,19057340,19057340,70740770,30339560,30951810,,46313810,,,,,,,,,,,15974250,-1054170,-19938420,,,1000000,19.04834,19.04834,19048340,1000000,19.04834,19.04834,,12750,3750,,,26.6992,29.41828,18.84475,,,46313810,,101080330,,,,101080330,,,70740770,,-612250,,,,,,,,,,,,,,,13037310,-88560,,0,452910,,-12750,-18871510,,7939300,19048340,,19048340,,,,,,,,7943050,19.05734,19.05734,,,,,,,,,,,,,,,,,,,,,,,,,,,5000037433
2017-06-30,,,,,28483870,20779410,20779410,20779410,28495090,20787600,20787600,67304690,38551900,39026400,,53728620,,,,,,,,,,,15176720,-1302830,-25719240,,,1000000,20.77941,20.77941,20779410,1000000,20.77941,20.77941,,11220,3030,,,26.90798,27.0485,19.62977,,,53728620,,105856590,,,,105856590,,,67304690,,-474500,,,,,,,,,,,,,,,14485530,50290,,0,640900,,-11220,-28110520,,7704460,20779410,,20779410,,,,,,,,7707490,20.78759,20.78759,,,,,,,,,,,,,,,,,,,,,,,,,,,5000037433
2018-06-30,,,,,16781560,12374360,12374360,12374360,16787800,12378960,12378960,69321680,23274040,23153330,,39926440,,,,,,,,,,,16652400,-1576190,-23024170,,,1000000,12.37436,12.37436,12374360,1000000,12.37436,12.37436,,6240,1640,,,18.12347,26.26216,13.36386,,,39926440,,92595720,,,,92595720,,,69321680,,120710,,,,,,,,,,,,,,,19376080,-628180,,0,-35790,,-6240,-21441750,,4407200,12374360,,12374360,,,,,,,,4408840,12.37896,12.37896,,,,,,,,,,,,,,,,,,,,,,,,,,,5000037433
2019-06-30,,,,,4320790,3222760,3222760,3222760,7780320,5803130,5803130,98106700,12218190,12218190,,23995050,,,,,,,,,,,11776860,-1948070,-19674250,,,1000000,3.22276,3.22276,3222760,1000000,3.22276,3.22276,,3459530,879160,,,3.91642,25.41271,2.92115,,,23995050,,110324890,,,,110324890,,,98106700,,0,,,,,,,,,,,,,,,14580270,-87430,,-3455520,6790,,-4010,-17722170,,1098030,3222760,,3222760,,,,,,,,1977200,5.80313,5.80313,,,,,,,,,,,,,,,,,,,,,,,,,,,5000037433
2019-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000037433
