Date,Total Revenue,Gross Profit,Total Operating Expense,Operating Income,Net Income Before Taxes,Net Income Incl Extra Before Distributions,Income Avail to Cmn Shareholders Excl Extra,Income Avail to Cmn Shareholders Incl Extra,Normalized Income Before Taxes,Normalized Income After Taxes,Normalized Income Avail to Cmn Shareholders,Total Interest Expenses,Net Interest Income,Net Interest Income After Loan Loss Provision,Revenue,Revenue,"Cost of Revenue, Total","Selling/General/Administrative Expense, Total",Depreciation And Amortization,Interest/Investment Income - Operating,"Interest Expense (Income), Net-Operating, Ttl",Unusual Expense (Income),"Other Operating Expenses, Total","Interest Expense, Net Non-Operating",Interest/Invest Income - Non-Operating,"Interest Income (Expense), Net-Non-Operating, Total","Non-Interest Income, Bank",Labor And Related Expense,"Non-Interest Expense, Bank","Other, Net - Non-Operating",Total Adjustments to Net Income,Basic Weighted Average Shares,Basic EPS Excluding Extraordinary Items,Basic EPS Including Extraordinary Items,Diluted Net Income,Diluted Weighted Average Shares,Diluted EPS Excluding Extraordinary Items,Diluted EPS Including Extraordinary Items,Dilution Adjustment,Total Special Items,Effect of Special Items on Income Taxes,"Gross Margin, Percent","Operating Margin, Percent","Pretax Margin, Percent","Effective Tax Rate, (%)","Net Profit Margin, (%)",Normalized EBIT,Normalized EBITDA,Bank Total Revenue,Net Sales,Interest & Fees on Loans,Interest And Dividends on Investment Secs,Interest on Deposits,Other Interest Income,"Interest Income, Bank",Cost of Revenue,Cost of Revenue,Interest on Deposit,Interest on Other Borrowings,Loan Loss Provision,Selling/General/Administrative Expense,Advertising Expense,"Depreciation, Operating","Amortization of Intangibles, Operating",Investment Income - Operating,Impairment - Assets Held for Use,Impairment - Assets Held for Sale,Other Unusual Expense (Income),Other Operating Expense,"Other, Net - Operating",Interest Expense - Non-Operating,Interest Income - Non-Operating,Investment Income - Non-Operating,Gain (Loss) on Sale of Assets,Fees & Commissions from Operations,Investment Securities Gains,Foreign Currency Gains,Other Unusual Income,Other Revenue,Depreciation Expense,Other Unusual Expense,Other Expense,Other Non-Operating Income (Expense),Provision for Income Taxes,Net Income After Taxes,Minority Interest,Net Income Before Extraordinary Items,Miscellaneous Earnings Adjustment,DPS - Common Stock Primary Issue,Gross Dividends - Common Stock,"Interest Expense, Supplemental","Depreciation, Supplemental","Advertising Expense, Supplemental","Stock-Based Compensation, Supplemental",Income Tax Excluding Impact of Special Items,Basic Normalized EPS,Diluted Normalized EPS,"Amort of Intangibles, Supplemental","Rental Expense, Supplemental","Equity in Affiliates, Supplemental","Minority Interest, Supplemental","Audit Fees, Supplemental","Audit-Related Fees, Supplemental","All Other Fees Paid to Auditor, Supplemental",Current Tax - Domestic,Current Tax - Other,Current Tax - Total,Current Tax - Total,Deferred Tax - Domestic,Deferred Tax(No Breakdown)-Total,Deferred Tax - Total,Other Tax,Income Tax - Total,Interest Cost - Domestic,Service Cost - Domestic,Expected Return on Assets - Domestic,Actuarial Gains and Losses - Domestic,Domestic Pension Plan Expense,Defined Contribution Expense - Domestic,Total Pension Expense,Total Plan Interest Cost,Total Plan Service Cost,Total Plan Expected Return,OAPermID
2011-03-31,,,,,414045000000,266493000000,266490000000,266490000000,405918000000,305304413000,260377413000,273729000000,456951000000,478053000000,,1135170000000,,,,,,,,,,,678219000000,,-742227000000,,-3000000,7505000,35508.32778,35508.32778,266490000000,7649000,34839.84835,34839.84835,0,-8127000000,-2014413000,,,56.66571,24.78668,36.47151,,,1135170000000,,359154000000,266726000000,10486000000,94314000000,730680000000,,,90866000000,182863000000,-21102000000,,,,,,,,,,,,,,,234085000000,40391000000,,14916000000,224399000000,,-6789000000,-637044000000,,102628000000,311417000000,-44924000000,266493000000,-3000000,0,0,,60891000000,,,100613587000,34693.8592,34040.71294,,,,-44924000000,369000000,180000000,,,,,,,,,,,9547000000,6995000000,-15597000000,18068000000,22620000000,,22620000000,9547000000,6995000000,-15597000000,4295878063
2012-03-31,,,,,428570000000,280877000000,280873000000,280873000000,352855000000,264561757000,224159757000,282081000000,468291000000,448912000000,,1159533000000,,,,,,,,,,,691242000000,,-711584000000,,-4000000,16151000,17390.44022,17390.44022,280873000000,16151000,17390.44022,17390.44022,0,-75715000000,-19001757000,,,57.11434,25.03558,37.43117,,,1159533000000,,387043000000,254413000000,19273000000,89643000000,750372000000,,,103694000000,178387000000,19379000000,,,,,,,,,,,,,,,232377000000,24303000000,,90699000000,240113000000,,-14800000000,-628603000000,,107295000000,321275000000,-40398000000,280877000000,-4000000,8695,140437000000,,54236000000,,,88293243000,13879.00176,13879.00176,,,,-40398000000,336000000,74000000,,,,,,,,,,,9508000000,5831000000,-10958000000,19054000000,35769000000,,35769000000,9508000000,5831000000,-10958000000,4295878063
2013-03-31,,,,,328589000000,259902000000,259898000000,259898000000,358613000000,347108169000,288965169000,299522000000,486142000000,360585000000,,1264564000000,,,,,,,,,,,778422000000,,-810418000000,,-4000000,16151000,16091.75902,16091.75902,259898000000,16151000,16091.75902,16091.75902,0,30024000000,956831000,,,41.82309,3.21009,33.08004,,,1264564000000,,443717000000,252843000000,19011000000,70093000000,785664000000,,,110965000000,188557000000,125557000000,,,,,,,,,,,,,,,275494000000,36747000000,,16398000000,260545000000,,-46205000000,-643182000000,,10548000000,318041000000,-58139000000,259902000000,-4000000,8046,129955000000,,50723000000,,,11504831000,17891.47227,17891.47227,,,,-58139000000,370000000,52000000,,,,,,,,,,,7018000000,7472000000,-9642000000,18039000000,25744000000,,25744000000,7018000000,7472000000,-9642000000,4295878063
2014-03-31,,,,,769219000000,488680000000,488678000000,488678000000,766267000000,550453252000,486751252000,261657000000,933851000000,1012296000000,,1678801000000,,,,,,,,,,,744950000000,,-988027000000,,-2000000,16151000,30256.8262,30256.8262,488678000000,16151000,30256.8262,30256.8262,0,-2952000000,-1025252000,,,64.34244,28.1895,40.87618,,,1678801000000,,787733000000,286730000000,33723000000,87322000000,1195508000000,,,129389000000,132268000000,-78445000000,,,,,,,,,,,,,,,385285000000,57209000000,,12654000000,240382000000,,-9017000000,-978121000000,,216839000000,552380000000,-63700000000,488680000000,-2000000,17878,288757000000,,94303000000,,,215813748000,30137.53032,30137.53032,,,,-63700000000,458000000,99000000,,,,,,,,,,,14867000000,15898000000,-24179000000,12763000000,22633000000,,22633000000,14867000000,15898000000,-24179000000,4295878063
2015-03-31,,,,,813870000000,485322000000,485317000000,485317000000,832996000000,560716259000,498442259000,301482000000,1087301000000,1070320000000,,2108485000000,,,,,,,,,,,1021184000000,,-1277634000000,,-5000000,16151000,30048.72763,30048.72763,485317000000,16151000,30048.72763,30048.72763,0,19126000000,6000741000,,,58.60311,32.71763,34.94549,,,2108485000000,,904782000000,344655000000,47573000000,91773000000,1388783000000,,,154995000000,146487000000,16981000000,,,,,,,,,,,,,,,484627000000,120331000000,,516000000,351795000000,,-18857000000,-1252001000000,,266279000000,547591000000,-62269000000,485322000000,-5000000,15024,242661000000,,119707000000,,,272279741000,30861.38684,30861.38684,,,,-62269000000,489000000,176000000,,,,,,,,,,,9233000000,19989000000,-30102000000,17393000000,21184000000,,21184000000,9233000000,19989000000,-30102000000,4295878063
2016-03-31,,,,,832757000000,559803000000,559798000000,559798000000,834633000000,608695827000,561334827000,372296000000,959415000000,906706000000,,2115565000000,,,,,,,,,,,1156150000000,,-1230099000000,,-5000000,16151000,34660.26871,34660.26871,559798000000,16151000,34660.26871,34660.26871,0,1876000000,339173000,,,62.53286,27.0905,42.036,,,2115565000000,,895570000000,300215000000,64044000000,71882000000,1331711000000,,,200520000000,171776000000,52709000000,,,,,,,,,,,,,,,493685000000,242347000000,,6491000000,300123000000,,-7743000000,-1179210000000,,225598000000,607159000000,-47356000000,559803000000,-5000000,17330,279906000000,,122466000000,,,225937173000,34755.42239,34755.42239,,,,-47356000000,440000000,50000000,,,,,,,,,,,7097000000,22201000000,-31547000000,-6200000000,-5305000000,,-5305000000,7097000000,22201000000,-31547000000,4295878063
2017-03-31,,,,,578522000000,408515000000,408511000000,408511000000,584226000000,449945127000,413054127000,532252000000,836524000000,773843000000,,2050658000000,,,,,,,,,,,1214134000000,,-1409455000000,,-4000000,16151000,25293.23262,25293.23262,408511000000,16151000,25293.23262,25293.23262,0,5704000000,1160873000,,,42.26564,23.01036,29.84499,,,2050658000000,,910635000000,326869000000,75297000000,55975000000,1368776000000,,,268901000000,263351000000,62681000000,,,,,,,,,,,,,,,516739000000,258606000000,,2584000000,316120000000,,-7629000000,-1365722000000,,133120000000,445402000000,-36887000000,408515000000,-4000000,12647,204268000000,,123887000000,,,134280873000,25574.52339,25574.52339,,,,-36887000000,433000000,58000000,,,,,,,,,,,3514000000,25831000000,-27799000000,30396000000,34612000000,,34612000000,3514000000,25831000000,-27799000000,4295878063
2018-03-31,,,,,667828000000,485106000000,485102000000,485102000000,647741000000,494674421000,469923421000,767171000000,779295000000,920205000000,,1966936000000,,,,,,,,,,,1187641000000,,-1440018000000,,-4000000,16151000,30035.41576,30035.41576,485102000000,16151000,30035.41576,30035.41576,0,-20087000000,-4908421000,,,43.18414,23.65504,31.36842,,,1966936000000,,976255000000,382507000000,118172000000,69532000000,1546466000000,,,373494000000,393677000000,-140910000000,,,,,,,,,,,,,,,519488000000,271151000000,,28269000000,249627000000,,-7519000000,-1406415000000,,157975000000,509853000000,-24747000000,485106000000,-4000000,15018,242564000000,,125703000000,,,153066579000,29095.62389,29095.62389,,,,-24747000000,1251000000,54000000,,,,,,,,,,,4303000000,24524000000,-27624000000,18050000000,21888000000,,21888000000,4303000000,24524000000,-27624000000,4295878063
2019-03-31,,,,,-65390000000,-29837000000,-29838000000,-29838000000,427317000000,308508350000,290627350000,1228227000000,740891000000,719977000000,,1926537000000,,,,,,,,,,,1185646000000,,-1971013000000,,-1000000,16151000,-1847.43979,-1847.43979,-29838000000,16151000,-1847.43979,-1847.43979,0,492707000000,172241650000,,,-3.32078,,-1.5153,,,1926537000000,,1229991000000,501324000000,122208000000,115595000000,1969118000000,,,609849000000,618378000000,20914000000,,,,,,,,,,,,,,,528959000000,224788000000,,11194000000,277599000000,,-503313000000,-1425766000000,,-53433000000,-11957000000,-17880000000,-29837000000,-1000000,0,0,,121735000000,,,118808650000,17994.38734,17994.38734,,,,-17880000000,1509000000,27000000,,,,,,,,,,,3899000000,25287000000,-29475000000,-30541000000,-28490000000,,-28490000000,3899000000,25287000000,-29475000000,4295878063
2020-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295878063
