Date,Total Revenue,Gross Profit,Total Operating Expense,Operating Income,Net Income Before Taxes,Net Income Incl Extra Before Distributions,Income Avail to Cmn Shareholders Excl Extra,Income Avail to Cmn Shareholders Incl Extra,Normalized Income Before Taxes,Normalized Income After Taxes,Normalized Income Avail to Cmn Shareholders,Total Interest Expenses,Net Interest Income,Net Interest Income After Loan Loss Provision,Revenue,Revenue,"Cost of Revenue, Total","Selling/General/Administrative Expense, Total",Depreciation And Amortization,Interest/Investment Income - Operating,"Interest Expense (Income), Net-Operating, Ttl",Unusual Expense (Income),"Other Operating Expenses, Total","Interest Expense, Net Non-Operating",Interest/Invest Income - Non-Operating,"Interest Income (Expense), Net-Non-Operating, Total","Non-Interest Income, Bank",Labor And Related Expense,"Non-Interest Expense, Bank","Other, Net - Non-Operating",Total Adjustments to Net Income,Basic Weighted Average Shares,Basic EPS Excluding Extraordinary Items,Basic EPS Including Extraordinary Items,Diluted Net Income,Diluted Weighted Average Shares,Diluted EPS Excluding Extraordinary Items,Diluted EPS Including Extraordinary Items,Dilution Adjustment,Total Special Items,Effect of Special Items on Income Taxes,"Gross Margin, Percent","Operating Margin, Percent","Pretax Margin, Percent","Effective Tax Rate, (%)","Net Profit Margin, (%)",Normalized EBIT,Normalized EBITDA,Bank Total Revenue,Net Sales,Interest & Fees on Loans,Interest And Dividends on Investment Secs,Interest on Deposits,Other Interest Income,"Interest Income, Bank",Cost of Revenue,Cost of Revenue,Interest on Deposit,Interest on Other Borrowings,Loan Loss Provision,Selling/General/Administrative Expense,Advertising Expense,"Depreciation, Operating","Amortization of Intangibles, Operating",Investment Income - Operating,Impairment - Assets Held for Use,Impairment - Assets Held for Sale,Other Unusual Expense (Income),Other Operating Expense,"Other, Net - Operating",Interest Expense - Non-Operating,Interest Income - Non-Operating,Investment Income - Non-Operating,Gain (Loss) on Sale of Assets,Fees & Commissions from Operations,Investment Securities Gains,Foreign Currency Gains,Other Unusual Income,Other Revenue,Depreciation Expense,Other Unusual Expense,Other Expense,Other Non-Operating Income (Expense),Provision for Income Taxes,Net Income After Taxes,Minority Interest,Net Income Before Extraordinary Items,Miscellaneous Earnings Adjustment,DPS - Common Stock Primary Issue,Gross Dividends - Common Stock,"Interest Expense, Supplemental","Depreciation, Supplemental","Advertising Expense, Supplemental","Stock-Based Compensation, Supplemental",Income Tax Excluding Impact of Special Items,Basic Normalized EPS,Diluted Normalized EPS,"Amort of Intangibles, Supplemental","Rental Expense, Supplemental","Equity in Affiliates, Supplemental","Minority Interest, Supplemental","Audit Fees, Supplemental","Audit-Related Fees, Supplemental","All Other Fees Paid to Auditor, Supplemental",Current Tax - Domestic,Current Tax - Other,Current Tax - Total,Current Tax - Total,Deferred Tax - Domestic,Deferred Tax(No Breakdown)-Total,Deferred Tax - Total,Other Tax,Income Tax - Total,Interest Cost - Domestic,Service Cost - Domestic,Expected Return on Assets - Domestic,Actuarial Gains and Losses - Domestic,Domestic Pension Plan Expense,Defined Contribution Expense - Domestic,Total Pension Expense,Total Plan Interest Cost,Total Plan Service Cost,Total Plan Expected Return,OAPermID
2010-12-31,70248000,38138000,31236000,39012000,39012000,35105000,35105000,35105000,39012000,35105000,35105000,,,,70248000,70248000,32110000,,,,,,-874000,,,,,,,,,163000000,0.21537,0.21537,35105000,163000000,0.21537,0.21537,,,,54.29051,55.53468,55.53468,10.01487,49.97295,39012000,41350000,,70248000,,,,,,32110000,32110000,,,,,,,,,,,,56842000,-57716000,,,,,,,,,,,,,,3907000,35105000,,35105000,,,,,1249000,,,3907000,0.21537,0.21537,1089000,,,,,,,,,,,,,,,,,,,,,,,,,,4298474369
2011-12-31,182254000,89686000,108181000,74073000,74073000,50029000,50029000,50029000,74073000,50029000,50029000,,,,182254000,182254000,92568000,,,,,,15613000,,,,,,,,,230000000,0.21752,0.21752,50029000,230000000,0.21752,0.21752,,,,49.20935,40.64273,40.64273,32.45987,27.45015,74073000,77443000,,182254000,,,,,,92568000,92568000,,,,,,,,,,,,92246000,-76633000,,,,,,,,,,,,,,24044000,50029000,,50029000,,,,,1490000,,,24044000,0.21752,0.21752,1880000,,,,,,,,,,,,,,,,,,,,,,,,,,4298474369
2012-12-31,332695000,143633000,227240000,105455000,105455000,82209000,82209000,82209000,105455000,82209000,82209000,,,,332695000,332695000,189062000,,,,,,38178000,,,,,,,,,230000000,0.35743,0.35743,82209000,230000000,0.35743,0.35743,,,,43.17258,31.6972,31.6972,22.04353,24.71002,105455000,110157000,,332695000,,,,,,189062000,189062000,,,,,,,,,,,,105158000,-66980000,,,,,,,,,,,,,,23246000,82209000,,82209000,,,,,1907000,,,23246000,0.35743,0.35743,2795000,,,,,,,,,,,,,,,,,,,,,,,,,,4298474369
2013-12-31,517600000,257925000,385925000,131675000,131675000,93822000,93822000,93822000,131675000,93822000,93822000,,,,517600000,517600000,259675000,,,10491000,10491000,,115759000,,,,,,,,,697085000,0.13459,0.13459,93822000,697085000,0.13459,0.13459,,,,49.83095,25.43953,25.43953,28.74729,18.12635,142166000,150866000,,517600000,,,,,,259675000,259675000,,,,,,,,10491000,,,,151493000,-35734000,,,,,,,,,,,,,,37853000,93822000,,93822000,,,,239473000,4771000,,,37853000,0.13459,0.13459,3929000,,,,,,,,,36684000,36684000,,1169000,1169000,,37853000,,,,,,,,,,,4298474369
2014-12-31,566525000,221713000,471316000,95209000,95209000,80750000,80750000,80750000,95209000,80750000,80750000,,,,566525000,566525000,344812000,,,18925000,18925000,,107579000,,,,,,,,,697085000,0.11584,0.11584,80750000,697085000,0.11584,0.11584,,,,39.13561,16.80579,16.80579,15.18659,14.25356,114134000,132041000,,566525000,,,,,,344812000,344812000,,,,,,,,18925000,,,,233864000,-126285000,,,,,,,,,,,,,,14459000,80750000,,80750000,,,,320675000,10398000,,,14459000,0.11584,0.11584,7509000,,,,,,,,,10635000,10635000,,3824000,3824000,,14459000,,,,,,,,,,,4298474369
2015-12-31,682056000,271583000,579648000,102408000,102408000,80864000,80864000,80864000,102408000,80864000,80864000,,,,682056000,682056000,410473000,,,13435000,13435000,,155740000,,,,,,,,,862585000,0.09375,0.09375,80864000,862585000,0.09375,0.09375,,,,39.81828,15.0146,15.0146,21.03742,11.85592,115843000,140861000,,682056000,,,,,,410473000,410473000,,,,,,,,13435000,,,,297662000,-141922000,,,,,,,,,,,,,,21544000,80864000,,80864000,,,,377128000,15220000,,,21544000,0.09375,0.09375,9798000,,,,,,,,,12105000,12105000,,9439000,9439000,,21544000,,,,,,,,,,,4298474369
2016-12-31,800936000,318156000,656076000,144860000,144860000,111132000,111132000,111132000,144860000,111132000,111132000,,,,800936000,800936000,482780000,,,-5248000,-5248000,,178544000,,,,,,,,,933585000,0.11904,0.11904,111132000,933585000,0.11904,0.11904,,,,39.72302,18.08634,18.08634,23.28317,13.87527,139612000,171560000,,800936000,,,,,,482780000,482780000,,,,,,,,-5248000,,,,314838000,-136294000,,,,,,,,,,,,,,33728000,111132000,,111132000,,,,440548000,19354000,,,33728000,0.11904,0.11904,12594000,,,,,,,,,33733000,33733000,,-5000,-5000,,33728000,,,,,,,,,,,4298474369
2017-12-31,1082915000,489509000,848930000,233985000,233985000,177947000,177947000,177947000,233985000,177947000,177947000,,,,1082915000,1082915000,593406000,,,31368000,31368000,,224156000,,,,,,,,,1033585000,0.17216,0.17216,177947000,1033585000,0.17216,0.17216,,,,45.2029,21.60696,21.60696,23.9494,16.43222,265353000,321118000,,1082915000,,,,,,593406000,593406000,,,,,,,,31368000,,,,350342000,-126186000,,,,,,,,,,,,,,56038000,177947000,,177947000,,,,507838000,18697000,,,56038000,0.17216,0.17216,37068000,,,,,,,,,63859000,63859000,,-7821000,-7821000,,56038000,,,,,,,,,,,4298474369
2018-12-31,1358464000,374296000,1015156000,343308000,343308000,278715000,278715000,278715000,352036000,285736240,285799240,,,,1358464000,1358464000,984168000,143868000,23594000,-91551000,-91551000,8728000,-53651000,,,,,143868000,,,,1193585000,0.23351,0.23351,278715000,1193585000,0.23351,0.23351,,8728000,1643760,27.55288,25.27178,25.27178,18.83323,20.51692,260485000,284079000,,1358464000,,,,,,984168000,984168000,,,,,,16077000,7517000,-91551000,,,,,-53651000,,,,,,,,,,,,,,64656000,278652000,63000,278715000,,,,906872000,16077000,,,66299770,0.23945,0.23945,7517000,,1985000,63000,,,,,,72650000,72650000,,-7994000,-7994000,,64656000,,,,,,,,,,,4298474369
2019-12-31,1836877000,438446000,1420982000,415895000,415895000,346123000,346123000,346123000,421629000,351073470,350897470,,,,1836877000,1836877000,1398431000,158281000,30006000,-144277000,-142753000,5734000,-28717000,,,,,158281000,,,,1193585000,0.28999,0.28999,346123000,1193585000,0.28999,0.28999,,5734000,959530,23.8691,22.64142,22.64142,16.73403,18.84301,278876000,308882000,,1836877000,,,,,,1398431000,1398431000,,,,,,17377000,12629000,-144277000,,,,,-28717000,,,,,,,,,,,,,,69596000,346299000,-176000,346123000,,,,1293909000,17377000,,,70555530,0.29399,0.29399,12629000,,630000,-176000,,,,,,111564000,111564000,,-41968000,-41968000,,69596000,,,,,,,,,,,4298474369
