Date,Total Revenue,Gross Profit,Total Operating Expense,Operating Income,Net Income Before Taxes,Net Income Incl Extra Before Distributions,Income Avail to Cmn Shareholders Excl Extra,Income Avail to Cmn Shareholders Incl Extra,Normalized Income Before Taxes,Normalized Income After Taxes,Normalized Income Avail to Cmn Shareholders,Total Interest Expenses,Net Interest Income,Net Interest Income After Loan Loss Provision,Revenue,Revenue,"Cost of Revenue, Total","Selling/General/Administrative Expense, Total",Depreciation And Amortization,Interest/Investment Income - Operating,"Interest Expense (Income), Net-Operating, Ttl",Unusual Expense (Income),"Other Operating Expenses, Total","Interest Expense, Net Non-Operating",Interest/Invest Income - Non-Operating,"Interest Income (Expense), Net-Non-Operating, Total","Non-Interest Income, Bank",Labor And Related Expense,"Non-Interest Expense, Bank","Other, Net - Non-Operating",Total Adjustments to Net Income,Basic Weighted Average Shares,Basic EPS Excluding Extraordinary Items,Basic EPS Including Extraordinary Items,Diluted Net Income,Diluted Weighted Average Shares,Diluted EPS Excluding Extraordinary Items,Diluted EPS Including Extraordinary Items,Dilution Adjustment,Total Special Items,Effect of Special Items on Income Taxes,"Gross Margin, Percent","Operating Margin, Percent","Pretax Margin, Percent","Effective Tax Rate, (%)","Net Profit Margin, (%)",Normalized EBIT,Normalized EBITDA,Bank Total Revenue,Net Sales,Interest & Fees on Loans,Interest And Dividends on Investment Secs,Interest on Deposits,Other Interest Income,"Interest Income, Bank",Cost of Revenue,Cost of Revenue,Interest on Deposit,Interest on Other Borrowings,Loan Loss Provision,Selling/General/Administrative Expense,Advertising Expense,"Depreciation, Operating","Amortization of Intangibles, Operating",Investment Income - Operating,Impairment - Assets Held for Use,Impairment - Assets Held for Sale,Other Unusual Expense (Income),Other Operating Expense,"Other, Net - Operating",Interest Expense - Non-Operating,Interest Income - Non-Operating,Investment Income - Non-Operating,Gain (Loss) on Sale of Assets,Fees & Commissions from Operations,Investment Securities Gains,Foreign Currency Gains,Other Unusual Income,Other Revenue,Depreciation Expense,Other Unusual Expense,Other Expense,Other Non-Operating Income (Expense),Provision for Income Taxes,Net Income After Taxes,Minority Interest,Net Income Before Extraordinary Items,Miscellaneous Earnings Adjustment,DPS - Common Stock Primary Issue,Gross Dividends - Common Stock,"Interest Expense, Supplemental","Depreciation, Supplemental","Advertising Expense, Supplemental","Stock-Based Compensation, Supplemental",Income Tax Excluding Impact of Special Items,Basic Normalized EPS,Diluted Normalized EPS,"Amort of Intangibles, Supplemental","Rental Expense, Supplemental","Equity in Affiliates, Supplemental","Minority Interest, Supplemental","Audit Fees, Supplemental","Audit-Related Fees, Supplemental","All Other Fees Paid to Auditor, Supplemental",Current Tax - Domestic,Current Tax - Other,Current Tax - Total,Current Tax - Total,Deferred Tax - Domestic,Deferred Tax(No Breakdown)-Total,Deferred Tax - Total,Other Tax,Income Tax - Total,Interest Cost - Domestic,Service Cost - Domestic,Expected Return on Assets - Domestic,Actuarial Gains and Losses - Domestic,Domestic Pension Plan Expense,Defined Contribution Expense - Domestic,Total Pension Expense,Total Plan Interest Cost,Total Plan Service Cost,Total Plan Expected Return,OAPermID
2010-12-31,,,,,1882000000,1703000000,1703000000,1703000000,1919000000,1761972000,1736972000,4600000000,4248000000,3616000000,,6426000000,,,,,,,,,,,2178000000,-1756000000,-3912000000,,,802383670,2.12243,2.12243,1703000000,802383670,2.12243,2.12243,,37000000,3028000,,,21.27034,8.18278,19.24729,,,6426000000,,5996000000,142000000,,2710000000,8848000000,,,1273000000,3327000000,632000000,,,,,,,,,,,,,,,1312000000,-132000000,,,239000000,-218000000,0,-1901000000,,154000000,1728000000,-25000000,1703000000,,1.58,1270000000,,103000000,,,157028000,2.16477,2.16477,85000000,,,,,,,,,,,,,,,,,,,,,,,,,,5000048673
2011-12-31,,,,,1611000000,931000000,931000000,931000000,1723000000,1038506000,998506000,4750000000,4223000000,3957000000,,5851000000,,,,,,,,,,,1628000000,-1819000000,-3974000000,,,802383670,1.16029,1.16029,931000000,802383670,1.16029,1.16029,,112000000,44494000,,,17.95386,39.72688,10.37557,,,5851000000,,6001000000,144000000,,2828000000,8973000000,,,1654000000,3096000000,266000000,,,,,,,,,,,,,,,1308000000,39000000,,,91000000,-199000000,-4000000,-1844000000,,640000000,971000000,-40000000,931000000,,1.27,1017000000,,108000000,,,684494000,1.24442,1.24442,73000000,,,,,,,,,,,,,,,,,,,,,,,,,,5000048673
2012-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000048673
2013-12-31,,,,,1439000000,1033000000,1021000000,1033000000,1801000000,1329160530,1288160530,2812000000,2873000000,2439000000,,5385000000,,,,,,,,,,,2512000000,-1770000000,-3512000000,,,802383670,1.27246,1.28741,1033000000,802383670,1.27246,1.28741,,362000000,94839470,,,25.31223,26.19875,17.95954,,,5385000000,,3890000000,,,1795000000,5685000000,,,639000000,2173000000,434000000,,,,-42000000,,,,,,,,,,,1102000000,315000000,,,,-157000000,,-1181000000,,377000000,1062000000,-41000000,1021000000,,,,,157000000,,,471839470,1.60542,1.60542,42000000,,,-41000000,,,,,,,,,,,,,,,,,,,,,,,5000048673
2014-12-31,,,,,1083000000,947000000,774000000,947000000,1065000000,771952910,760952910,2371000000,2643000000,2517000000,,4448000000,,,,,,,,,,,1805000000,-1782000000,-3239000000,,,802383670,0.96463,1.18023,947000000,802383670,0.96463,1.18023,,-18000000,-4952910,,,21.59952,27.51616,15.43678,,,4448000000,,3480000000,,,1534000000,5014000000,,,574000000,1797000000,126000000,,,,-52000000,,,,,,,,,,,1082000000,240000000,,,,-193000000,,-1230000000,,298000000,785000000,-11000000,774000000,,,,,193000000,,,293047090,0.94837,0.94837,52000000,,,-11000000,,,,,,,,,,,,,,,,,,,,,,,5000048673
2015-12-31,,,,,776000000,743000000,743000000,743000000,888000000,858247420,851247420,1890000000,2728000000,2421000000,,4456000000,,,,,,,,,,,1728000000,-1821000000,-3373000000,,,802383670,0.92599,0.92599,743000000,802383670,0.92599,0.92599,,112000000,3752580,,,16.80381,3.35052,16.08922,,,4456000000,,3124000000,,,1494000000,4618000000,,,328000000,1562000000,307000000,,,,-21000000,,,,,,,,,,,1035000000,168000000,,,,-177000000,,-1242000000,,26000000,750000000,-7000000,743000000,,,,,177000000,,,29752580,1.0609,1.0609,21000000,,,-7000000,,,,,,,,,,,,,,,,,,,,,,,5000048673
2016-12-31,,,,,297000000,153000000,153000000,153000000,942000000,497959600,493959600,1565000000,2518000000,1984000000,,4583000000,,,,,,,,,,,2065000000,-1668000000,-3752000000,,,802383670,0.19068,0.19068,153000000,802383670,0.19068,0.19068,,645000000,304040400,,,7.27406,47.13805,3.74724,,,4583000000,,2920000000,,,1163000000,4083000000,,,203000000,1362000000,534000000,,,,-16000000,,,,,,,,,,,1066000000,96000000,,,,-241000000,,-1182000000,,140000000,157000000,-4000000,153000000,,,,,241000000,,,444040400,0.61562,0.61562,16000000,,,-4000000,,,,,,,,,,,,,,,,,,,,,,,5000048673
2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000048673
2018-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000048673
2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000048673
