Date,Total Revenue,Gross Profit,Total Operating Expense,Operating Income,Net Income Before Taxes,Net Income Incl Extra Before Distributions,Income Avail to Cmn Shareholders Excl Extra,Income Avail to Cmn Shareholders Incl Extra,Normalized Income Before Taxes,Normalized Income After Taxes,Normalized Income Avail to Cmn Shareholders,Total Interest Expenses,Net Interest Income,Net Interest Income After Loan Loss Provision,Revenue,Revenue,"Cost of Revenue, Total","Selling/General/Administrative Expense, Total",Depreciation And Amortization,Interest/Investment Income - Operating,"Interest Expense (Income), Net-Operating, Ttl",Unusual Expense (Income),"Other Operating Expenses, Total","Interest Expense, Net Non-Operating",Interest/Invest Income - Non-Operating,"Interest Income (Expense), Net-Non-Operating, Total","Non-Interest Income, Bank",Labor And Related Expense,"Non-Interest Expense, Bank","Other, Net - Non-Operating",Total Adjustments to Net Income,Basic Weighted Average Shares,Basic EPS Excluding Extraordinary Items,Basic EPS Including Extraordinary Items,Diluted Net Income,Diluted Weighted Average Shares,Diluted EPS Excluding Extraordinary Items,Diluted EPS Including Extraordinary Items,Dilution Adjustment,Total Special Items,Effect of Special Items on Income Taxes,"Gross Margin, Percent","Operating Margin, Percent","Pretax Margin, Percent","Effective Tax Rate, (%)","Net Profit Margin, (%)",Normalized EBIT,Normalized EBITDA,Bank Total Revenue,Net Sales,Interest & Fees on Loans,Interest And Dividends on Investment Secs,Interest on Deposits,Other Interest Income,"Interest Income, Bank",Cost of Revenue,Cost of Revenue,Interest on Deposit,Interest on Other Borrowings,Loan Loss Provision,Selling/General/Administrative Expense,Advertising Expense,"Depreciation, Operating","Amortization of Intangibles, Operating",Investment Income - Operating,Impairment - Assets Held for Use,Impairment - Assets Held for Sale,Other Unusual Expense (Income),Other Operating Expense,"Other, Net - Operating",Interest Expense - Non-Operating,Interest Income - Non-Operating,Investment Income - Non-Operating,Gain (Loss) on Sale of Assets,Fees & Commissions from Operations,Investment Securities Gains,Foreign Currency Gains,Other Unusual Income,Other Revenue,Depreciation Expense,Other Unusual Expense,Other Expense,Other Non-Operating Income (Expense),Provision for Income Taxes,Net Income After Taxes,Minority Interest,Net Income Before Extraordinary Items,Miscellaneous Earnings Adjustment,DPS - Common Stock Primary Issue,Gross Dividends - Common Stock,"Interest Expense, Supplemental","Depreciation, Supplemental","Advertising Expense, Supplemental","Stock-Based Compensation, Supplemental",Income Tax Excluding Impact of Special Items,Basic Normalized EPS,Diluted Normalized EPS,"Amort of Intangibles, Supplemental","Rental Expense, Supplemental","Equity in Affiliates, Supplemental","Minority Interest, Supplemental","Audit Fees, Supplemental","Audit-Related Fees, Supplemental","All Other Fees Paid to Auditor, Supplemental",Current Tax - Domestic,Current Tax - Other,Current Tax - Total,Current Tax - Total,Deferred Tax - Domestic,Deferred Tax(No Breakdown)-Total,Deferred Tax - Total,Other Tax,Income Tax - Total,Interest Cost - Domestic,Service Cost - Domestic,Expected Return on Assets - Domestic,Actuarial Gains and Losses - Domestic,Domestic Pension Plan Expense,Defined Contribution Expense - Domestic,Total Pension Expense,Total Plan Interest Cost,Total Plan Service Cost,Total Plan Expected Return,OAPermID
2010-12-31,,,,,,771000000,1280000000,1280000000,,0,1280000000,,,,,,,,,,,,,,,,,,,,509000000,,,,1280000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,771000000,509000000,,,,69000000,,,0,,,111000000,,,,,,,,,,,,,,,,,,,,,,,,,,4298009762
2011-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4298009762
2012-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4298009762
2013-12-31,,,,,430000000,1960000000,295000000,1960000000,430000000,342000000,295000000,10612000000,9095000000,6452000000,,13218000000,,,,,,,,,,,4123000000,-5322000000,-10145000000,,,237961370,1.2397,8.23663,1960000000,237961370,1.2397,8.23663,,,,,,2.18197,20.46512,1.49693,,,13218000000,,19707000000,,,,19707000000,,,10612000000,,2643000000,,,,,,,,,,,,,,,2189000000,56000000,,,1646000000,-528000000,,-4295000000,,88000000,342000000,-47000000,295000000,,,,,528000000,,,88000000,1.2397,1.2397,,,79000000,-47000000,,,,,,,,,,,,,,,,,,,,,,,4298009762
2014-12-31,,,,,1681000000,1784000000,1784000000,1784000000,1713000000,1862800000,1804800000,9520000000,9118000000,6485000000,,13085000000,,,,,,,,,,,3967000000,-5086000000,-8771000000,,,237961370,7.49702,7.49702,1784000000,237961370,7.49702,7.49702,,32000000,11200000,,,9.01921,-9.57763,9.57184,,,13085000000,,18638000000,,,,18638000000,,,9520000000,,2633000000,,,,,,,,,,,,,,,2075000000,418000000,,,1255000000,-437000000,-32000000,-3216000000,,-161000000,1842000000,-58000000,1784000000,,,,,437000000,,,-149800000,7.58442,7.58442,,,145000000,-58000000,,,,,,,,,,,,,,,,,,,,,,,4298009762
2015-12-31,,,,,2869000000,2139000000,2139000000,2139000000,3492000000,2694767520,2619767520,8454000000,9139000000,8106000000,,13199000000,,,,,,,,,,,4060000000,-4786000000,-9297000000,,,237961370,8.98885,8.98885,2139000000,237961370,8.98885,8.98885,,623000000,142232490,,,16.30762,22.83025,12.15824,,,13199000000,,17593000000,,,,17593000000,,,8454000000,,1033000000,,,,,,,,,,,,,,,2077000000,148000000,,,1232000000,-443000000,-623000000,-3445000000,,655000000,2214000000,-75000000,2139000000,,,,,443000000,,,797232490,11.00921,11.00921,,,366000000,-75000000,,,,,,,,,,,,,,,,,,,,,,,4298009762
2016-12-31,,,,,2718000000,1960000000,1960000000,1960000000,3253000000,2422395880,2358395880,7695000000,8835000000,8525000000,,15357000000,,,,,,,,,,,6522000000,-4680000000,-12329000000,,,237961370,8.23663,8.23663,1960000000,237961370,8.23663,8.23663,,535000000,136604120,,,16.44283,25.53348,11.85723,,,15357000000,,16299000000,25000000,483000000,-277000000,16530000000,,,2445000000,5250000000,310000000,,,,-188000000,,,,,,,,,,,2085000000,87000000,,261000000,4089000000,-250000000,-796000000,-6415000000,,694000000,2024000000,-64000000,1960000000,,,,,250000000,,,830604120,9.91084,9.91084,188000000,-3034000000,106000000,-64000000,,,,,,,,,,,694000000,694000000,17000000,0,-14000000,,3000000,,3000000,17000000,0,-14000000,4298009762
2016-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4298009762
2017-12-31,,,,,3632000000,2616000000,2616000000,2616000000,3756000000,2765292950,2707292950,7113000000,8843000000,9033000000,,14068000000,,,,,,,,,,,5225000000,-4472000000,-10626000000,,,297961370,8.77966,8.77966,2616000000,297961370,8.77966,8.77966,,124000000,32707050,,,22.7626,26.37665,16.39509,,,14068000000,,15343000000,26000000,594000000,-7000000,15956000000,,,2158000000,4955000000,-190000000,,,,-168000000,,,,,,,,,,,2101000000,158000000,,16000000,2950000000,-238000000,-140000000,-5608000000,,958000000,2674000000,-58000000,2616000000,,,,,238000000,,,990707050,9.08605,9.08605,168000000,,245000000,-58000000,,,,,,,,,,,,,,,,,,,,,,,4298009762
2018-12-31,,,,,3906000000,2944000000,2944000000,2944000000,3792000000,2916325650,2856325650,7722000000,8559000000,8369000000,,14177000000,,,,,,,,,,,5618000000,-4278000000,-10081000000,,,297961370,9.88048,9.88048,2944000000,297961370,9.88048,9.88048,,-114000000,-26325650,,,23.99116,23.09268,18.08243,,,14177000000,,15001000000,637000000,642000000,1000000,16281000000,,,2587000000,5135000000,190000000,,,,-144000000,,,,,,,,,,,2106000000,14000000,,119000000,3246000000,-244000000,-5000000,-5400000000,,902000000,3004000000,-60000000,2944000000,,,,,244000000,,,875674350,9.58623,9.58623,144000000,,243000000,-60000000,17300000,1000000,600000,,,,,,,,,,16000000,,-9000000,,13000000,,13000000,16000000,,-9000000,4298009762
