Date,Total Revenue,Gross Profit,Total Operating Expense,Operating Income,Net Income Before Taxes,Net Income Incl Extra Before Distributions,Income Avail to Cmn Shareholders Excl Extra,Income Avail to Cmn Shareholders Incl Extra,Normalized Income Before Taxes,Normalized Income After Taxes,Normalized Income Avail to Cmn Shareholders,Total Interest Expenses,Net Interest Income,Net Interest Income After Loan Loss Provision,Revenue,Revenue,"Cost of Revenue, Total","Selling/General/Administrative Expense, Total",Depreciation And Amortization,Interest/Investment Income - Operating,"Interest Expense (Income), Net-Operating, Ttl",Unusual Expense (Income),"Other Operating Expenses, Total","Interest Expense, Net Non-Operating",Interest/Invest Income - Non-Operating,"Interest Income (Expense), Net-Non-Operating, Total","Non-Interest Income, Bank",Labor And Related Expense,"Non-Interest Expense, Bank","Other, Net - Non-Operating",Total Adjustments to Net Income,Basic Weighted Average Shares,Basic EPS Excluding Extraordinary Items,Basic EPS Including Extraordinary Items,Diluted Net Income,Diluted Weighted Average Shares,Diluted EPS Excluding Extraordinary Items,Diluted EPS Including Extraordinary Items,Dilution Adjustment,Total Special Items,Effect of Special Items on Income Taxes,"Gross Margin, Percent","Operating Margin, Percent","Pretax Margin, Percent","Effective Tax Rate, (%)","Net Profit Margin, (%)",Normalized EBIT,Normalized EBITDA,Bank Total Revenue,Net Sales,Interest & Fees on Loans,Interest And Dividends on Investment Secs,Interest on Deposits,Other Interest Income,"Interest Income, Bank",Cost of Revenue,Cost of Revenue,Interest on Deposit,Interest on Other Borrowings,Loan Loss Provision,Selling/General/Administrative Expense,Advertising Expense,"Depreciation, Operating","Amortization of Intangibles, Operating",Investment Income - Operating,Impairment - Assets Held for Use,Impairment - Assets Held for Sale,Other Unusual Expense (Income),Other Operating Expense,"Other, Net - Operating",Interest Expense - Non-Operating,Interest Income - Non-Operating,Investment Income - Non-Operating,Gain (Loss) on Sale of Assets,Fees & Commissions from Operations,Investment Securities Gains,Foreign Currency Gains,Other Unusual Income,Other Revenue,Depreciation Expense,Other Unusual Expense,Other Expense,Other Non-Operating Income (Expense),Provision for Income Taxes,Net Income After Taxes,Minority Interest,Net Income Before Extraordinary Items,Miscellaneous Earnings Adjustment,DPS - Common Stock Primary Issue,Gross Dividends - Common Stock,"Interest Expense, Supplemental","Depreciation, Supplemental","Advertising Expense, Supplemental","Stock-Based Compensation, Supplemental",Income Tax Excluding Impact of Special Items,Basic Normalized EPS,Diluted Normalized EPS,"Amort of Intangibles, Supplemental","Rental Expense, Supplemental","Equity in Affiliates, Supplemental","Minority Interest, Supplemental","Audit Fees, Supplemental","Audit-Related Fees, Supplemental","All Other Fees Paid to Auditor, Supplemental",Current Tax - Domestic,Current Tax - Other,Current Tax - Total,Current Tax - Total,Deferred Tax - Domestic,Deferred Tax(No Breakdown)-Total,Deferred Tax - Total,Other Tax,Income Tax - Total,Interest Cost - Domestic,Service Cost - Domestic,Expected Return on Assets - Domestic,Actuarial Gains and Losses - Domestic,Domestic Pension Plan Expense,Defined Contribution Expense - Domestic,Total Pension Expense,Total Plan Interest Cost,Total Plan Service Cost,Total Plan Expected Return,OAPermID
2010-12-31,,,,,1018985000,1022136000,1022136000,1022136000,1215364000,1187021350,1149782350,1385850000,3398639000,1771613000,,4401495000,,,,,,,,,,,1002856000,-707593000,-1755484000,,,,,,1022136000,,,,,196379000,68732650,,,21.29768,-3.96375,21.36354,,,4401495000,,4313793000,467376000,3320000,,4784489000,,,228633000,1157217000,1627026000,,,,-63401000,,,,,,,,,,,759587000,205319000,,-58526000,96476000,-73600000,-137853000,-773037000,,-40390000,1059375000,-37239000,1022136000,,0,0,,257312000,,2164000,28342650,,,63401000,126600000,-26613000,-37239000,4812000,552900,449330,287169000,,,329037000,-280280000,,-369427000,,-40390000,4568000,291000,-4411000,2113000,2561000,6600000,9161000,4568000,291000,-4411000,5000001412
2011-12-31,,,,,2166525000,1172642000,1172642000,1172642000,2674198000,1553085670,1467481670,1388199000,3864814000,2544863000,,5846637000,,,,,,,,,,,1981823000,-796110000,-2360161000,,,,,,1172642000,,,,,507673000,212833330,,,41.24347,41.92331,22.32323,,,5846637000,,4834039000,412930000,6044000,,5253013000,,,248711000,1139488000,1319951000,,,,-55542000,,,,,,,,,,,809646000,74922000,,-325000,1097580000,-91000000,-163185000,-910161000,,908279000,1258246000,-85604000,1172642000,,0,0,,152513000,,4054000,1121112330,,,55542000,132300000,972801000,-85604000,4884000,735900,277400,269797000,,,410933000,453456000,,497346000,,908279000,4467000,289000,-4439000,2583000,2900000,12600000,15500000,4467000,289000,-4439000,5000001412
2012-12-31,,,,,454787000,561235000,561235000,561235000,915969000,861003300,861003300,873758000,1674123000,1281323000,,2813719000,,,,,,,,,,,1139596000,-655312000,-1966132000,,,,,,561235000,,,,,461182000,161413700,,,17.84962,-23.40612,22.02752,,,2813719000,,2149059000,393325000,5497000,,2547881000,,,238019000,635739000,392800000,,,,-37222000,,,,,,,,,,,504442000,100891000,,0,534263000,-106300000,-202702000,-706116000,,-106448000,561235000,0,561235000,,0,0,,110537000,,3720000,54965700,,,37222000,125300000,428569000,0,3758400,277400,0,12806000,,,25058000,-125681000,,-131506000,,-106448000,4136000,287000,-4469000,3975000,3929000,13500000,17429000,4136000,287000,-4469000,5000001412
2013-12-31,,,,,739276000,655860000,655860000,655860000,842783000,747687820,747687820,782120000,1513771000,1466921000,,2613188000,,,,,,,,,,,1099417000,-697876000,-1827062000,,,,,,655860000,,,,,103507000,11679180,,,32.19996,11.28347,28.56669,,,2613188000,,1958908000,330489000,6494000,,2295891000,,,211520000,570600000,46850000,,,,-27334000,,,,,,,,,,,550188000,73084000,,-63630000,539775000,,-39877000,-1061975000,,83416000,655860000,0,655860000,,0,0,,258908000,,-1820000,95095180,,,27334000,,438185000,0,,,,5099000,,,-73975000,39926000,,157391000,83416000,166832000,,,,,,,,,,,5000001412
2014-12-31,,,,,4707218000,2569447000,2569447000,2569447000,4898827000,3157598930,2692950930,1087642000,6243100000,3783102000,,11302562000,,,,,,,,,,,5059462000,-1444193000,-4135346000,,,530391040,4.84444,4.84444,2569447000,530391040,4.84444,4.84444,,191609000,68105070,,,64.21203,35.54378,35.0503,,,11302562000,,7007577000,298173000,24992000,,7330742000,,,238565000,849077000,2459998000,,,,-105412000,,,,,,,,,,,841717000,2444408000,,0,1773337000,-213700000,-191609000,-2180432000,,1673123000,3034095000,-464648000,2569447000,,0,0,,213700000,,5447000,1741228070,5.07729,5.07729,105412000,,8514000,-464648000,,,,-190672000,,,-163253000,1664516000,,1836376000,1673123000,3346246000,,,,,,,,,,,5000001412
2014-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000001412
2015-12-31,,,,,-3655194000,-1401717000,-1401717000,-1401717000,852993000,-125114450,1528604550,1236210000,6901406000,2821663000,,9806441000,,,,,,,,,,,2905035000,-1598497000,-9381892000,,,530391040,-2.6428,-2.6428,-1401717000,530391040,-2.6428,-2.6428,,4508187000,1577865450,,,-44.91726,,-17.22516,,,9806441000,,7732022000,383849000,21745000,,8137616000,,,289145000,947065000,4079743000,,,,-79921000,,,,,,,,,,,820353000,19919000,,-1092000,2065855000,-251200000,-4507095000,-2945179000,,-599758000,-3055436000,1653719000,-1401717000,,0,0,,438286000,,-7261000,978107450,2.88203,2.88203,79921000,1121531000,,1653719000,16574000,2563000,3776000,160107000,,,230861000,-755630000,,-830619000,,-599758000,8136000,443000,-11090000,6829000,4318000,29900000,34218000,8136000,443000,-11090000,5000001412
2016-12-31,,,,,954478000,362884000,362884000,362884000,1001845000,672561560,394682560,1425059000,6564692000,3584967000,,9320397000,,,,,,,,,,,2755705000,-1719645000,-5386194000,,,530391040,0.68418,0.68418,362884000,530391040,0.68418,0.68418,,47367000,15568450,,,11.94628,32.8677,4.54187,,,9320397000,,7611347000,321043000,57361000,,7989751000,,,277022000,1148037000,2979725000,,,,-70034000,,,,,,,,,,,753629000,57547000,,66865000,1729150000,-282200000,-114232000,-3200083000,,313715000,640763000,-277879000,362884000,,0,0,,1202381000,,17677000,329283450,0.74414,0.74414,70034000,1305712000,,-277879000,18664000,6707000,1905000,71429000,,,99766000,143494000,,213949000,,313715000,8135000,825000,-10160000,6383000,5183000,34400000,39583000,8135000,825000,-10160000,5000001412
2016-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000001412
2017-12-31,,,,,800935000,552350000,125050000,552350000,714664000,473514480,67889480,1452129000,6423950000,3664006000,,9325203000,,,,,,,,,,,2901253000,-1895326000,-5764324000,,,530391040,0.23577,1.0414,552350000,530391040,0.23577,1.0414,,-86271000,-29110480,,,10.16921,33.74306,1.58772,,,9325203000,,7377345000,412529000,86205000,,7876079000,,,241044000,1211085000,2759944000,,,,-61491000,,,,,,,,,,,673097000,-2444000,,127156000,1955695000,-300000000,-40885000,-3466622000,,270260000,530675000,-405625000,125050000,,0,10000000,,1545371000,,4674000,241149520,0.128,0.128,61491000,1553096000,,-405625000,,,,24335000,,,39574000,233463000,,230686000,,270260000,,,,,,,,,,,5000001412
