Date,Total Revenue,Gross Profit,Total Operating Expense,Operating Income,Net Income Before Taxes,Net Income Incl Extra Before Distributions,Income Avail to Cmn Shareholders Excl Extra,Income Avail to Cmn Shareholders Incl Extra,Normalized Income Before Taxes,Normalized Income After Taxes,Normalized Income Avail to Cmn Shareholders,Total Interest Expenses,Net Interest Income,Net Interest Income After Loan Loss Provision,Revenue,Revenue,"Cost of Revenue, Total","Selling/General/Administrative Expense, Total",Depreciation And Amortization,Interest/Investment Income - Operating,"Interest Expense (Income), Net-Operating, Ttl",Unusual Expense (Income),"Other Operating Expenses, Total","Interest Expense, Net Non-Operating",Interest/Invest Income - Non-Operating,"Interest Income (Expense), Net-Non-Operating, Total","Non-Interest Income, Bank",Labor And Related Expense,"Non-Interest Expense, Bank","Other, Net - Non-Operating",Total Adjustments to Net Income,Basic Weighted Average Shares,Basic EPS Excluding Extraordinary Items,Basic EPS Including Extraordinary Items,Diluted Net Income,Diluted Weighted Average Shares,Diluted EPS Excluding Extraordinary Items,Diluted EPS Including Extraordinary Items,Dilution Adjustment,Total Special Items,Effect of Special Items on Income Taxes,"Gross Margin, Percent","Operating Margin, Percent","Pretax Margin, Percent","Effective Tax Rate, (%)","Net Profit Margin, (%)",Normalized EBIT,Normalized EBITDA,Bank Total Revenue,Net Sales,Interest & Fees on Loans,Interest And Dividends on Investment Secs,Interest on Deposits,Other Interest Income,"Interest Income, Bank",Cost of Revenue,Cost of Revenue,Interest on Deposit,Interest on Other Borrowings,Loan Loss Provision,Selling/General/Administrative Expense,Advertising Expense,"Depreciation, Operating","Amortization of Intangibles, Operating",Investment Income - Operating,Impairment - Assets Held for Use,Impairment - Assets Held for Sale,Other Unusual Expense (Income),Other Operating Expense,"Other, Net - Operating",Interest Expense - Non-Operating,Interest Income - Non-Operating,Investment Income - Non-Operating,Gain (Loss) on Sale of Assets,Fees & Commissions from Operations,Investment Securities Gains,Foreign Currency Gains,Other Unusual Income,Other Revenue,Depreciation Expense,Other Unusual Expense,Other Expense,Other Non-Operating Income (Expense),Provision for Income Taxes,Net Income After Taxes,Minority Interest,Net Income Before Extraordinary Items,Miscellaneous Earnings Adjustment,DPS - Common Stock Primary Issue,Gross Dividends - Common Stock,"Interest Expense, Supplemental","Depreciation, Supplemental","Advertising Expense, Supplemental","Stock-Based Compensation, Supplemental",Income Tax Excluding Impact of Special Items,Basic Normalized EPS,Diluted Normalized EPS,"Amort of Intangibles, Supplemental","Rental Expense, Supplemental","Equity in Affiliates, Supplemental","Minority Interest, Supplemental","Audit Fees, Supplemental","Audit-Related Fees, Supplemental","All Other Fees Paid to Auditor, Supplemental",Current Tax - Domestic,Current Tax - Other,Current Tax - Total,Current Tax - Total,Deferred Tax - Domestic,Deferred Tax(No Breakdown)-Total,Deferred Tax - Total,Other Tax,Income Tax - Total,Interest Cost - Domestic,Service Cost - Domestic,Expected Return on Assets - Domestic,Actuarial Gains and Losses - Domestic,Domestic Pension Plan Expense,Defined Contribution Expense - Domestic,Total Pension Expense,Total Plan Interest Cost,Total Plan Service Cost,Total Plan Expected Return,OAPermID
2010-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5037349820
2011-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5037349820
2012-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5037349820
2013-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5037349820
2014-12-31,7762463000000,,7080903000000,681560000000,417043000000,338453000000,315458000000,315458000000,417043000000,338453000000,315458000000,,,,7762463000000,7762463000000,,2589482000000,227267000000,,3579856000000,,684298000000,,2507000000,2507000000,,1602720000000,,-267024000000,-22995000000,414791120,760.52255,760.52255,315458000000,414791120,760.52255,760.52255,,,,,8.7802,5.37256,18.84458,4.06389,4261416000000,4492219000000,,7762463000000,,,,,,,,,,,986762000000,,227267000000,,,,,,1291139000000,-606841000000,,,2507000000,,,,,,,,,,-267024000000,78590000000,338453000000,,338453000000,,,,3579856000000,124747000000,,,78590000000,760.52255,760.52255,106056000000,,704000000,,,,,,,,,,,,,,,,,,,,,,,,5037349820
2015-12-31,7260813000000,,6764598000000,496215000000,227553000000,176293000000,159213000000,159213000000,227553000000,176293000000,159213000000,,,,7260813000000,7260813000000,,2741741000000,244298000000,,2953473000000,,825086000000,,15544000000,15544000000,,1687248000000,,-284206000000,-17080000000,423719410,375.75102,375.75102,159213000000,423719410,375.75102,375.75102,,,,,6.83415,3.13399,22.52662,2.19277,3449688000000,3697697000000,,7260813000000,,,,,,,,,,,1054493000000,,244298000000,,,,,,1423260000000,-598174000000,,,15544000000,,,,,,,,,,-284206000000,51260000000,176293000000,,176293000000,,,,2953473000000,135988000000,,,51260000000,375.75102,375.75102,112021000000,,15544000000,,,,,,,,,,,,,,,,,,,,,,,,5037349820
2016-12-31,7431463000000,,7065691000000,365772000000,123830000000,111126000000,94046000000,94046000000,123830000000,111126000000,94046000000,,,,7431463000000,7431463000000,,2792036000000,273161000000,,2711783000000,,1288711000000,,28253000000,28253000000,,1712236000000,,-270195000000,-17080000000,426555830,220.47759,220.47759,94046000000,426555830,220.47759,220.47759,,,,,4.92194,1.66629,10.25923,1.26551,3077555000000,3355388000000,,7431463000000,,,,,,,,,,,1079800000000,,273161000000,,,,,,1374320000000,-85609000000,,,28253000000,,,,,,,,,,-270195000000,12704000000,111126000000,,111126000000,,,,2711783000000,161117000000,,,12704000000,220.47759,220.47759,116716000000,,28253000000,,,,,,,,,,,,,,,,,,,,,,,,5037349820
2017-12-31,7651852000000,,6460011000000,1191841000000,858298000000,652073000000,634993000000,634993000000,858298000000,652073000000,634993000000,,,,7651852000000,7651852000000,,3009524000000,293844000000,,2667981000000,,488662000000,,2015000000,2015000000,,1891133000000,,-335558000000,-17080000000,426555830,1488.65157,1488.65157,634993000000,426555830,1488.65157,1488.65157,,,,,15.57585,11.21687,24.0272,8.29855,3859822000000,4158455000000,,7651852000000,,,,,,,,,,,1118391000000,,293844000000,,,,,,2072151000000,-1583489000000,,,2015000000,,,,,,,,,,-335558000000,206225000000,652073000000,,652073000000,,,,2667981000000,174945000000,,,206225000000,1488.65157,1488.65157,123688000000,,2015000000,,,,,,,,,,,,,,,,,,,,,,,,5037349820
2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5037349820
2018-12-31,8368361000000,,6575552000000,1792809000000,1663555000000,1222569000000,1205489000000,1205489000000,1681346000000,1235643845780,1218563845780,,,,8368361000000,8368361000000,,3202101000000,295634000000,,3169275000000,17791000000,-109249000000,,199314000000,199314000000,,1984785000000,,-328568000000,-17080000000,429569530,2806.27216,2806.27216,1205489000000,429569530,2806.27216,2806.27216,,17791000000,4716154220,,21.42366,19.8791,26.50865,14.40532,4979875000000,5280152000000,,8368361000000,,,,,,,,,,,1217316000000,,295634000000,,,,17791000000,,1239291000000,-1348540000000,,,199314000000,,,,,,,,,,-328568000000,440986000000,1222569000000,,1222569000000,,,,3169275000000,300277000000,,,445702154220,2836.70925,2836.70925,,,8008000000,,,,,,,,,,,,,,,,,,,,,,,,5037349820
