Date,Tier 1 Capital Ratio,Total Capital Ratio,Non Performing Loan Ratio,Coverage Ratio,Equity at Risk,Dividend Growth,Net Interest Margin,Efficiency Ratio,ROAA,ROAE,Loan to Deposit Ratio,CASA Ratio,CD Non Equity Ratio,Liquid Assets to Total Assets Ratio,Stable funds to Net Loans Ratio,Liquid Assets to Wholesale funds Ratio,Liquidity Coverage Ratio,Total Investment Securities to Total Assets Ratio,E/A Ratio,D/E Ratio,LT Debt/E Ratio,Net Profit Margin,"Total Assets, Reported",Total Deposits,Total Debt,Cash and Equivalents,Total Equity,Net Income After Taxes
2010-12-31,11.55,14.46,0.04279513207547467,0.7658993618363806,0.5782063478231887,,0.08731197697214536,0.6277153902798233,0.005803587470908855,0.0627134556841404,0.8806228514247347,0.827572786649406,0.8569752104359007,0.015754248235244673,1.1355599032913222,0.41548228772812895,-1.2590102397187046,0.18385934265411874,0.09254134392049654,1.1408477229988223,0.7311067751260807,6.5403,53819642000.0,41853898000.0,5682040000.0,847888000.0,4980542000.0,312347000.0
2011-12-31,12.11,14.77,0.03897570798809561,0.6359761700422258,0.45807755486240564,,0.10713230941763523,0.6623130646760107,0.009965225026139264,0.10014820693601077,0.8770629366589937,0.742192659941023,0.8826712711180116,0.020495034660007377,1.1401690325774247,0.7743905316246291,4.162817069531483,0.16011865202275263,0.0995047772798019,0.7707456488436906,0.504768276702165,25.97672,54450652000.0,43279625000.0,4175977000.0,1115968000.0,5418100000.0,542613000.0
2012-12-31,12.02,14.5,0.036446044746390266,0.518108448588309,0.3891852991194967,,0.12599025636249592,0.6517490312743512,0.011242283051264144,0.10902711490133953,0.8639358283280562,0.7275912404908489,0.9183866504785837,0.0224885908074493,1.1574933776450318,2.141024119468171,8.59999455181901,0.16579738086094314,0.10311456064335442,0.33603075950081956,0.2341667687067017,31.04763,56153185000.0,46252683000.0,1945689000.0,1262806000.0,5790211000.0,631290000.0
2013-12-31,,,,,,,0.12487582605559848,0.6470849571776249,0.010783798133740138,0.10529817559591688,0.8940341869122594,0.7126623649312083,0.8900219066178309,0.016835035745939433,1.1185254598078809,1.8131752100452239,-3.825874943632153,0.1874213830978415,0.10241201305446263,0.4929468931240315,0.4022852956239359,32.75292,59467174000.0,47506718000.0,3002122000.0,1001132000.0,6090153000.0,641282000.0
2014-12-31,11.5,13.56,0.006300271241277491,2.0156805797951,0.14308085907932308,,0.11840322805045293,0.6683707817293489,0.009538627177497485,0.09993283998375518,0.9095026804510796,0.7024437278859718,0.8626361350972422,0.018410281092901583,1.0995019822305934,1.1384794902719053,5.5623584419845695,0.19253330529830381,0.09545037626317894,0.7348113277614223,0.565394102876503,30.3845,66298010000.0,51732151000.0,4650011000.0,1220565000.0,6328170000.0,632392000.0
2015-12-31,,,,,,,0.10818745704475675,0.6609566186882143,0.009757442662561022,0.105079363346347,0.899598062963366,0.7019623788988146,0.8583018872171179,0.01192869989948084,1.1116075513834478,1.3768648044220588,-2.2687080386385974,0.21029834267648842,0.09285783955884835,1.1598635308917622,1.066563188157109,31.26401,71018301000.0,55294979000.0,7648843000.0,847156000.0,6594606000.0,692957000.0
2016-12-31,10.92,13.05,0.005952854213007629,1.6015779636993088,0.10060276600661264,,0.08345186088487005,0.6844136015156368,0.007138619527387386,0.06905422177761161,0.8772065290636933,0.6979700101247601,0.8456676110967155,0.01388740450610509,1.1399823951006989,1.0923879859961787,2.5757699762282975,0.23436782464168532,0.10337701799576042,0.9283214459709825,0.8053455005390883,24.5638,99714097000.0,75607717000.0,9569273000.0,1384770000.0,10308146000.0,711821000.0
2017-12-31,11.34,13.39,0.004977394925624314,1.9799426934097422,0.09617162936933604,,0.09751194720473337,0.6298445114875841,0.01020300427124826,0.09829850194192713,0.9011565270440415,0.720330732986332,0.8251062963875293,0.014589432259922253,1.1096851323711578,1.1419984973703983,11.25925925925926,0.2357345107261122,0.10379613188078898,0.9737377473645275,0.8506565563158868,28.75036,104185000000.0,77041000000.0,10530000000.0,1520000000.0,10814000000.0,1063000000.0
2018-12-31,11.06,12.98,0.0045393858477970625,2.2705882352941176,0.1001621329490182,,0.09037803244530436,0.5869179600886918,0.012777966740515347,0.12520266618627274,0.8744190435746809,0.7430462170004954,0.867883577841706,0.010185602265101443,1.1436164472264192,0.5493306891422906,0.9618055555555556,0.21060663167281052,0.10205826385122402,0.9580255809764007,0.7763466042154566,33.42618,108781000000.0,84774000000.0,10636000000.0,1108000000.0,11102000000.0,1390000000.0
2019-12-31,11.26,13.04,0.0266431489045674,0.38974614235938276,0.23671047053836372,,0.08325226371323804,0.5830297835868866,0.01294471661070439,0.11962696057651548,0.9061775170923045,0.7541258333636927,0.8471303506949088,0.009586980055411828,1.1035365379718847,0.9448462929475587,-0.6957390146471372,0.2170602374268362,0.10820902368763875,0.9283594743535396,0.8345909283594743,31.82576,109002000000.0,82347000000.0,10950000000.0,1045000000.0,11795000000.0,1411000000.0
2020-12-31,12.47,14.46,0.025450936182727184,0.8733750601829562,0.2994689448164396,,0.08293852895890086,0.7385254413291796,0.0066402249711471255,0.0628800123143231,0.8064235760197276,0.7114342887173061,0.8991594347766823,0.010720265283896031,1.240043111010853,7.2076502732240435,0.24313364055299538,0.2093987223459419,0.10560152148116841,0.6566612791503117,0.6425767721080582,19.65999,123038000000.0,98948000000.0,8532000000.0,1319000000.0,12993000000.0,817000000.0
2021-12-31,10.99,13.14,0.0171819156540386,1.0556422256890277,0.20485049489557963,,0.08102160306884716,0.7302620597563011,0.007451282286974906,0.06721252008084158,0.7670508086526179,0.6982053984629667,0.9256689087466966,0.0104042191377884,1.3036946036946038,5.422155688622754,-1.6877912395153774,0.23873402886294695,0.11086152219873151,0.3745141731875421,0.3572057832823755,27.51133,174064000000.0,143263000000.0,7227000000.0,1811000000.0,19297000000.0,1297000000.0
