Date,Tier 1 Capital Ratio,Total Capital Ratio,Non Performing Loan Ratio,Coverage Ratio,Equity at Risk,Dividend Growth,Net Interest Margin,Efficiency Ratio,ROAA,ROAE,Loan to Deposit Ratio,CASA Ratio,CD Non Equity Ratio,Liquid Assets to Total Assets Ratio,Stable funds to Net Loans Ratio,Liquid Assets to Wholesale funds Ratio,Liquidity Coverage Ratio,Total Investment Securities to Total Assets Ratio,E/A Ratio,D/E Ratio,LT Debt/E Ratio,Net Profit Margin,"Total Assets, Reported",Total Deposits,Total Debt,Cash and Equivalents,Total Equity,Net Income After Taxes
2010-12-31,13.5,16.9,,0.35815715649130925,0.9233748869401077,,0.00555818681763579,0.6530308886048102,0.00302018266096956,0.08846199221361438,1.0067233770266582,,0.2954460945226778,0.09184268735168447,0.9933215248795397,0.35800207768011577,10.35050688455137,0.0715573173474217,0.03414102017594796,8.076271186440678,0.5603641511659916,17.53931,913220328592.4473,260595880333.49683,251804193231.97647,83872609122.11868,31178273663.56057,2758092202.059833
2011-12-31,11.0,12.9,,0.4526035858282577,0.623086546953194,,0.0040002937535407795,0.6565180620997946,0.002476180843143418,0.07116573447159258,0.9428464780831097,,0.30384531458197783,0.0988039688031942,1.0606180573883972,0.7445535765972637,7.278128831462793,0.0674996142970636,0.03479456597376708,6.659589343538416,2.844531939947012,14.20176,1005524943675.5712,294893466366.2697,232997747022.85162,99349855165.75475,34986803990.98809,2489861602.832314
2012-12-31,13.2,17.0,0.038783638518572965,0.5706248149244892,0.5239553492047812,,0.004474282705630212,0.8491577335375191,0.00012161240580917603,0.0035760150153116665,0.9174996228529557,,0.32274017193890325,0.08608680169451098,1.0899187041521718,0.5899584672480638,-5.4616991346604715,0.0817947572287153,0.03400780066315715,7.1274523362639535,2.702815370937469,-3.24797,915842102024.4908,285527044489.5699,221990031382.68414,78841917420.46643,31145775644.575718,111377761.36853117
2013-12-31,9.1,15.0,0.030121068665979592,0.5450443675740713,0.3709668682856369,,0.006096168461406948,0.8035005293806247,0.0009652969423084366,0.02341789293129909,0.8880610750717832,,0.3795650354785549,0.0642968142968143,1.1260486784866328,0.43909467948848274,-2.0728699282577923,0.0972918099354881,0.04122048662278548,5.50970479371671,1.0961090547982306,2.9484,811565595554.4818,295344286059.43463,184316863976.806,52181082387.05001,33453128775.06644,783401787.8714665
2014-12-31,12.95,16.51,0.021554768686724127,0.5841721996144785,0.24834220289757752,,0.007371583028341998,0.865441586879052,0.00014139417603280344,0.003223261201672067,0.8778831492126558,,0.3753033683806772,0.061135306862183394,1.1391037644325064,0.6704733598778843,-28.027008777852803,0.09158660466924809,0.0438668066861771,3.8908623902496347,1.0556516191851193,-3.19149,871961728632.8903,312894753740.44824,148826173505.42606,53307647852.05163,38250176587.683815,123290310.15218648
2015-12-31,14.7,18.6,0.01934240284259337,0.629525393373417,0.21297441899347935,,0.012095303598282044,0.877258146209691,-2.6785427298993226e-06,-5.015883631499749e-05,0.8560734236117812,,0.4398548578478441,0.08220536922818684,1.1681241029314884,3.877979951141437,14.413118346900438,0.14919215151266235,0.05340121355842616,1.9336565791673632,1.0347935127905032,-4.48649,759948432623.151,316416745827.1136,78471977201.79129,62471841498.168,40582168543.90012,-2035554.3493011263
2016-12-31,15.6,19.6,0.03453915914283701,0.3365874981786391,0.28279869899650084,,0.011218801839519444,0.7640146569515226,0.0018439964191683303,0.034482758620689655,0.8321201284669554,,0.41108362007327653,0.12123307883929617,1.2017495621002892,7.78482955748465,3.123786665533867,0.11699114519019459,0.05347589615588158,1.835740600866308,0.888166109167142,10.74204,983403047989.6239,382642671854.73413,96538586251.62126,119220979247.73022,52588359273.670555,1813391699.0920882
2017-12-31,13.3,21.5,0.018845086098212012,0.7761094427761095,0.16659103356544872,,0.009828779067409624,0.7474430597335625,0.001301568588693737,0.023081136061341052,0.7860903283412883,,0.37284669184723707,0.16034883803015756,1.272118437215832,1.6750859597533208,2.7838376101110685,0.05198773790026543,0.056391010617270004,3.2179172208747358,0.9518191064861904,4.30636,838697454114.8608,295071788040.2605,152191385435.16873,134484162226.16934,47294997039.66844,1091622261.6933098
2018-12-31,17.0,20.7,0.039798512089274644,0.5272217462419192,0.31344715135238826,,0.005886044341643558,0.7869380394177509,0.002279218871191044,0.041291003261078076,0.7999002122389436,,0.3687569287035818,0.16557558879820838,1.2501559378275091,2.1793728222996513,51.4375,0.046604422725832824,0.055198922069774274,3.0207653942067907,1.100278150776904,10.98274,888361683781.4532,309506937367.71967,148128086540.72275,147091008857.88193,49036607352.8259,2024770714.1177392
2019-12-31,17.7,21.6,0.036602253133570975,0.5132210560572776,0.288674354716044,,0.005208971005620792,0.739052614052614,0.0029415143800061217,0.0520573033882258,0.7924514234451775,,0.38649098345417365,0.14021920158143672,1.2619070020121945,1.9531627941068679,-6.724229297220003,0.057663855243113446,0.05650531603739249,2.7618929364106224,1.035372270250974,15.92262,859966060788.8981,313588505920.50684,134207707971.94357,120583754430.95256,48592654046.30817,2529602534.1277623
2020-12-31,19.0,22.1,0.04204147140764821,0.5795841735623392,0.34524370412024863,,0.005391100154408961,0.8020212060967529,0.0018236194659707124,0.03740292110582549,0.6937775966871502,,0.3747212197080821,0.1482215078909889,1.4413841046108853,2.0083637057341086,4.778361720933566,0.05830839843084251,0.04875607070397195,2.935969725063453,0.9060595467878475,12.83216,986991881810.8682,351814524976.2305,141284282893.29337,146293424998.17157,48121845973.81702,1799897608.425364
2021-12-31,19.2,22.3,0.030341683100462945,0.5293629574997695,0.24023923999304872,,0.006462848501135543,0.6921161148083126,0.005097216252433567,0.10218386143775705,0.6771864706324011,,0.39493610637810944,0.17935035054197654,1.4766981376136095,2.3047260102299414,4.658360852596818,0.0446100333385105,0.04988279147718858,3.1956496553322133,0.9155853559636217,55.20463,1023198314731.3179,383940424273.7822,163105920614.97525,183510976421.0215,51039988173.55311,5215463079.31111
