Date,Tier 1 Capital Ratio,Total Capital Ratio,Non Performing Loan Ratio,Coverage Ratio,Equity at Risk,Dividend Growth,Efficiency Ratio,Loan to Deposit Ratio,CASA Ratio,CD Non Equity Ratio,Liquid Assets to Total Assets Ratio,Stable funds to Net Loans Ratio,Liquid Assets to Wholesale funds Ratio,Total Investment Securities to Total Assets Ratio,E/A Ratio,D/E Ratio,LT Debt/E Ratio,Net Profit Margin,"Total Assets, Reported",Total Deposits,Total Debt,Cash and Equivalents,Total Equity,Net Income After Taxes,Net Interest Margin,ROAA,ROAE,Liquidity Coverage Ratio
2010-12-31,11.16,15.01,0.05896071002697859,0.5156218504333804,0.5353379532940953,,0.5921370731134843,0.8659141780923695,0.7744468371657496,0.7492506980525219,0.012752279577276716,1.1548488583510954,0.2895976606920453,0.1372308699909707,0.10047308381977033,1.6801468261502437,1.2418755142079616,22.03197,1258128000000.0,847942000000.0,212384000000.0,16044000000.0,126408000000.0,12663000000.0,0.10256797034529187,0.010064953645416047,0.10017562179608885,
2011-12-31,11.33,14.77,0.059780596155820126,0.4210480558151666,0.46620460493008464,,0.6101818451351485,0.8154368689338855,0.7347995261230124,0.7839550248545959,0.014796018166222304,1.2263365051268962,0.3959992666680247,0.16943343580438508,0.106739114385246,1.2438944388588216,0.8938470204861632,30.40759,1313867000000.0,920070000000.0,174445000000.0,19440000000.0,140241000000.0,16211000000.0,0.09149409445826598,0.01233838737102005,0.11559387055140793,5.724381625441696
2012-12-31,11.75,14.63,0.06107627311543397,0.34933961298249205,0.41823755664724477,,0.5854378179959575,0.7803018442714903,0.7126077570088798,0.7924955785221279,0.015362256916529395,1.2815553459746407,0.38233493659816353,0.16528762417707216,0.11072209635072609,1.1713698160630641,0.8084783629739645,37.19493,1422968000000.0,1002835000000.0,184554000000.0,21860000000.0,157554000000.0,19368000000.0,0.07971981111332153,0.013610987738304726,0.12292928138923798,9.03305785123967
2013-12-31,12.33,15.43,0.052099347641929514,0.33589660443785613,0.3389874340256962,,0.5829792313201241,0.7485185470038742,0.733021552534941,0.7974057161435243,0.013074482343968042,1.3359722401037901,0.3696713249076703,0.17809691093283764,0.11167822556189622,1.2159313984789175,0.8991724559485607,44.36068,1523502000000.0,1079177000000.0,206881000000.0,19919000000.0,170142000000.0,22224000000.0,0.06798082252717573,0.014587443928527826,0.1306203053919667,
2014-12-31,12.45,15.53,0.0441923254802774,0.3215022052874703,0.27460763365402346,,0.5813721886966934,0.7277452046117897,0.7244198885569755,0.7774423211675043,0.01160000118542754,1.3741073024774415,0.30811738404861616,0.18964351230325607,0.109292862837143,1.3420230593186329,0.997505341822402,45.88871,1687155000000.0,1168310000000.0,247461000000.0,19571000000.0,184394000000.0,23608000000.0,0.058124256010405925,0.013992786673423603,0.12803019621028883,
2015-12-31,13.03,15.45,0.038257220757201664,0.3292456865820619,0.24150509331702918,,0.5807081353056694,0.7398063617458179,0.7126007102031207,0.7671428051828821,0.010690679065937509,1.3517050564963635,0.19595398244606677,0.19835738004242484,0.10796293644329481,1.5392076601830071,1.0338345475082644,43.57002,1787632000000.0,1223312000000.0,297064000000.0,19111000000.0,192998000000.0,23276000000.0,0.05797924953174653,0.013020576942010436,0.12060228603405217,
2016-12-31,13.44,16.04,0.03307496676968408,0.3551898970418987,0.2182973329124516,,0.5933927741964721,0.7321034945053094,0.7121406898051343,0.7547259978711773,0.01073977457301767,1.3659270956980083,0.21418460234963474,0.21570942664038154,0.10340368320022382,1.762983450328438,1.2780274675445058,37.96471,1930115000000.0,1306079000000.0,351858000000.0,20729000000.0,199581000000.0,22045000000.0,0.053194667439575204,0.011421599231133896,0.1104564061709281,
2017-12-31,14.14,17.46,0.027966939739973145,0.4095730822198236,0.18300827308926432,,0.6616660444172917,0.7079134515127722,0.720266079636764,0.7656894317525981,0.011972289583180694,1.4126020601290383,0.22630161927636167,0.2170265048364115,0.10602549395237214,1.5863648664321337,1.0872008737000811,30.78816,1951757000000.0,1335991000000.0,328276000000.0,23367000000.0,206936000000.0,20043000000.0,0.04940773392942946,0.010269208718093493,0.09685603278308269,
2018-12-31,14.26,16.89,0.02410494441592188,0.42488915934973487,0.16710846935758492,,0.649546338302009,0.7334450344822224,0.728236547268246,0.7566965559560798,0.0124221800606894,1.3634286865217553,0.22262659873141313,0.21873712671087825,0.10346946515159428,1.706875809263583,1.1674194304823466,32.25672,1895883000000.0,1286170000000.0,334831000000.0,23551000000.0,196166000000.0,23040000000.0,0.044896818490736214,0.012152648660281252,0.1174515461394941,
2019-12-31,12.92,15.31,0.015826201721978874,0.6271587103552433,0.1324099900612356,,0.670006449235305,0.7203200300009224,0.7395363466316253,0.759951252837695,0.011287356262207823,1.388271821344076,0.2081770514390692,0.21653960587376236,0.09708983660647816,1.7777724343560644,1.2191497547369434,27.36452,1927555000000.0,1322626000000.0,332703000000.0,21757000000.0,187146000000.0,20206000000.0,0.035056698674546034,0.010482709961583457,0.10796917914355637,
2020-12-31,,,,,,,0.7760152967790584,0.6188641116620063,0.6674207355411388,0.7942293738770556,0.014458416179743982,1.6158636139271747,0.4785843827861489,0.21819325099812537,0.09456652146462384,1.4725416937405242,1.1529239766081871,3.72712,1952911000000.0,1404381000000.0,271949000000.0,28236000000.0,184680000000.0,3662000000.0,0.035551135385008585,0.001875149456375636,0.019828893220706086,0.2288873396994212
2021-12-31,12.89,15.84,0.016653004152361976,0.837636644088257,0.14605609628689914,,0.6858151149161698,0.5955591951049559,0.6440097971033654,0.8420965632885004,0.012636109211793428,1.6790942163587435,0.7153942282542358,0.2306213130137141,0.09630361979150626,1.0399347568841082,0.8563851902391182,51.03038,1948068000000.0,1482479000000.0,195098000000.0,24616000000.0,187606000000.0,23238000000.0,0.03501438420440735,0.011928741707168332,0.12386597443578563,
